BOTTLE,20091102SIOCCHDOSCD
#BOTTLE,20060913RSMASDAW
#EXPOCODE 316N20050821
#FILE with corrected carbon values and latest CFCs
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PH,PH_FLAG_W
,,,,,,,,,,,,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM@20,,SW@25,
316N20050821,AAIW,9,1,2,2,2,20050824,1930,-57.0071,-76.9924,4769,4277.6,0.7457,34.7092,2,34.7094,2,208.0,2,207.7,3,130.82,2,32.26,2,0.00,2,2.25,2,0.059,2,0.034,2,0.004,2,0.236,2,2264.5,2,2364.7,2,-999.0,9,-999.00,1
316N20050821,AAIW,9,1,1,1,2,20050824,1919,-57.0064,-76.9930,4767,4840.8,0.6597,34.7067,2,34.7088,3,-999.0,9,220.3,4,134.58,2,32.48,2,0.00,2,2.25,2,0.077,2,0.042,2,0.003,2,0.310,2,2264.7,2,2362.4,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,24,24,2,20050825,711,-55.9215,-76.2412,4351,6.6,4.8432,34.1363,2,34.1368,2,302.1,2,301.1,2,6.08,2,20.96,2,0.05,2,1.49,2,4.716,2,2.615,2,0.431,2,5.678,2,2123.9,2,2270.6,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,23,23,2,20050825,709,-55.9219,-76.2411,4347,31.2,4.8597,34.1392,2,34.1382,2,301.7,2,301.1,2,5.90,2,20.99,2,0.05,2,1.49,2,4.713,2,2.627,2,0.425,2,5.725,2,2121.8,2,2271.7,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,22,22,2,20050825,707,-55.9222,-76.2409,4350,56.1,4.9242,34.1542,2,34.1539,2,297.0,2,296.6,2,6.61,2,21.44,2,0.03,2,1.51,2,4.623,2,2.558,2,0.426,2,5.423,2,2124.8,2,2271.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,21,21,2,20050825,705,-55.9226,-76.2408,4346,86.5,4.8393,34.1435,2,34.1423,2,300.0,2,299.4,2,6.26,2,21.26,2,0.03,2,1.50,2,4.683,2,2.573,2,0.432,2,5.611,2,2123.8,2,2271.3,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,20,20,2,20050825,702,-55.9230,-76.2406,4345,136.0,4.8413,34.1443,2,34.1441,2,299.2,2,300.0,2,6.44,2,21.34,2,0.03,2,1.50,2,4.684,2,2.605,2,0.431,2,5.612,2,2126.3,2,2271.3,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,19,19,2,20050825,700,-55.9233,-76.2405,0,185.6,4.8326,34.1434,2,34.1424,2,300.2,2,299.2,2,6.26,2,21.29,2,0.03,2,1.50,2,4.681,6,2.607,6,0.425,6,5.652,6,2125.0,2,2271.4,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,18,18,2,20050825,658,-55.9236,-76.2404,4344,235.2,4.8363,34.1445,2,34.1435,2,300.4,2,300.6,2,6.44,2,21.33,2,0.03,2,1.50,2,4.694,2,2.615,2,0.424,2,5.692,2,2122.2,2,2272.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,17,17,2,20050825,655,-55.9240,-76.2403,4286,285.8,4.8471,34.1468,2,34.1457,2,299.8,2,299.4,2,6.44,2,21.40,2,0.03,2,1.50,2,4.767,2,2.530,2,0.422,2,5.489,2,2122.9,2,2271.3,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,16,16,2,20050825,653,-55.9244,-76.2401,0,335.4,4.8558,34.1478,2,34.1463,2,299.1,2,298.9,2,6.44,2,21.40,2,0.03,2,1.50,2,4.674,2,2.618,2,0.419,2,5.643,2,2124.5,2,2271.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,15,15,2,20050825,651,-55.9246,-76.2401,0,385.1,4.8621,34.1484,2,34.1487,2,298.7,2,298.7,2,6.61,2,21.43,2,0.03,2,1.51,2,4.693,2,2.610,2,0.434,2,5.774,2,2124.1,2,2271.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,14,14,2,20050825,649,-55.9250,-76.2400,4338,434.7,4.9715,34.1783,2,34.1779,2,283.4,2,282.6,2,9.13,2,22.87,2,0.00,2,1.61,2,4.434,2,2.406,2,0.387,2,5.028,2,2135.6,2,-999.0,1,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,13,13,2,20050825,646,-55.9253,-76.2398,4334,535.3,4.7150,34.1655,2,34.1693,2,275.9,2,275.4,2,11.28,2,24.44,2,0.00,2,1.70,2,4.274,2,2.334,2,0.376,2,4.758,2,2142.8,2,2274.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,12,12,2,20050825,643,-55.9257,-76.2397,4332,633.6,4.4645,34.1847,2,34.1846,2,254.4,2,254.0,2,16.68,2,26.71,2,0.00,2,1.85,2,3.720,2,1.958,2,0.315,2,4.051,2,2159.1,2,2281.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,11,11,2,20050825,640,-55.9260,-76.2395,4335,730.1,4.2633,34.2253,2,34.2249,2,235.4,2,235.6,2,22.42,2,28.55,2,0.00,2,1.97,2,3.191,2,1.618,2,0.239,2,3.419,2,2173.4,2,2285.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,10,10,2,20050825,637,-55.9264,-76.2394,0,827.5,4.0527,34.2638,2,34.2649,2,221.6,2,221.1,2,28.52,2,30.01,2,0.00,2,2.07,2,2.674,2,1.355,2,0.193,2,2.960,2,2186.7,2,2289.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,9,9,2,20050825,633,-55.9271,-76.2391,4332,976.9,3.5789,34.3110,2,34.3102,2,206.8,2,207.1,2,38.57,2,31.86,2,0.00,2,2.21,2,1.889,2,0.927,2,0.128,2,2.310,2,2206.1,2,2298.1,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,8,8,2,20050825,629,-55.9278,-76.2389,4328,1128.3,3.1336,34.3695,2,34.3717,2,193.8,2,193.6,2,49.88,2,33.20,2,0.00,2,2.30,2,1.368,2,0.672,2,0.096,2,1.840,2,2222.3,2,2308.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,7,7,2,20050825,623,-55.9286,-76.2385,4318,1378.0,2.7155,34.4785,2,34.4788,2,175.5,2,175.8,2,66.04,2,34.28,2,0.00,2,2.38,2,0.720,2,0.341,2,0.043,2,1.081,2,2244.7,2,2324.5,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,6,6,2,20050825,618,-55.9292,-76.2383,4477,1623.2,2.5066,34.5691,2,34.5692,2,167.9,2,168.2,2,76.64,2,34.13,2,0.00,2,2.37,2,0.365,2,0.174,2,0.019,2,0.600,2,2258.8,2,2337.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,5,5,2,20050825,608,-55.9307,-76.2378,4311,2122.2,2.1972,34.6724,2,34.6757,3,169.3,2,169.2,2,90.63,2,33.16,2,0.00,2,2.30,2,0.135,2,0.052,2,0.010,2,0.194,2,2268.9,2,2353.0,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,4,4,2,20050825,558,-55.9321,-76.2373,0,2640.9,1.8551,34.6975,2,34.6969,2,169.4,2,168.9,2,107.88,2,33.37,2,0.00,2,2.32,2,0.024,2,0.013,2,0.006,2,0.034,2,2283.8,2,2371.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,3,3,2,20050825,548,-55.9335,-76.2367,4292,3140.4,1.6086,34.7199,2,34.7201,2,185.8,2,185.7,2,106.81,2,32.11,2,0.00,2,2.24,2,0.035,2,0.016,2,0.005,2,0.078,2,2270.9,2,2364.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,2,2,2,20050825,538,-55.9348,-76.2362,0,3642.1,1.2796,34.7213,2,34.7215,2,196.7,2,196.8,2,113.64,2,31.80,2,0.00,2,2.22,2,0.054,2,0.028,2,0.006,2,0.123,2,2264.6,2,2359.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,10,1,1,1,2,20050825,525,-55.9370,-76.2354,0,4319.6,0.8483,34.7108,2,34.7107,2,205.2,2,204.3,2,128.92,2,32.30,2,0.00,2,2.24,2,0.049,2,0.032,2,0.007,2,0.174,2,2265.2,2,2365.7,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,24,24,2,20050825,1926,-56.6134,-74.7780,4416,6.6,4.8735,34.1424,2,34.1432,2,298.4,2,297.7,2,7.45,2,21.32,2,0.03,2,1.51,2,4.648,2,2.531,2,0.422,2,5.921,2,2124.9,2,2271.0,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,23,23,2,20050825,1924,-56.6138,-74.7785,4417,32.9,4.8693,34.1425,2,34.1397,2,298.4,2,297.8,2,7.34,2,21.40,2,0.03,2,1.52,2,4.665,2,2.498,2,0.429,2,5.833,2,2126.2,2,2270.1,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,22,22,2,20050825,1923,-56.6141,-74.7787,0,57.1,4.8706,34.1440,2,34.1430,2,297.6,2,297.3,2,7.60,2,21.44,2,0.03,2,1.53,2,4.667,2,2.537,2,0.425,2,5.843,2,2126.1,2,2272.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,21,21,2,20050825,1921,-56.6145,-74.7789,0,82.2,4.9194,34.1599,2,34.1603,2,-999.0,9,291.5,4,8.39,2,21.91,2,0.01,2,1.54,2,4.595,2,2.488,2,0.418,2,5.558,2,2130.6,2,2272.0,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,20,20,2,20050825,1920,-56.6148,-74.7791,4761,107.2,4.7655,34.1413,2,34.1409,2,298.3,2,298.9,2,7.74,2,21.45,2,0.03,2,1.52,2,4.676,2,2.548,2,0.435,2,5.926,2,2126.4,2,2274.6,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,19,19,2,20050825,1919,-56.6150,-74.7795,4417,132.4,4.7571,34.1412,2,34.1414,2,299.3,2,299.2,2,7.82,2,21.37,2,0.02,2,1.52,2,4.672,2,2.557,2,0.431,2,6.001,2,2126.5,2,2270.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,18,18,2,20050825,1917,-56.6153,-74.7799,4494,155.1,4.7460,34.1400,2,34.1400,2,300.0,2,299.0,2,7.89,2,21.45,2,0.02,2,1.52,2,4.663,2,2.559,2,0.431,2,5.855,2,2125.4,2,2273.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,17,17,2,20050825,1915,-56.6157,-74.7799,4418,205.6,4.7258,34.1381,2,34.1386,2,300.3,2,299.8,2,7.97,2,21.34,2,0.02,2,1.52,2,4.675,2,2.582,2,0.427,2,5.969,2,2125.3,2,2272.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,16,16,2,20050825,1913,-56.6160,-74.7801,4416,253.7,4.7118,34.1364,2,34.1350,2,298.1,2,289.9,3,8.04,2,21.45,2,0.02,2,1.52,2,4.695,2,2.543,2,0.432,2,6.025,2,2126.6,2,2273.4,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,15,15,2,20050825,1910,-56.6166,-74.7803,4416,353.1,4.6941,34.1336,2,34.1324,2,300.2,2,300.0,2,8.29,2,21.54,2,0.02,2,1.53,2,4.661,2,2.549,2,0.426,2,5.914,2,2127.9,2,2273.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,14,14,2,20050825,1908,-56.6171,-74.7806,4417,449.1,4.7792,34.1553,2,34.1544,2,287.6,2,287.5,2,10.52,2,22.88,2,0.01,2,1.61,2,4.469,2,2.425,2,0.407,2,5.398,2,2126.8,2,2271.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,13,13,2,20050825,1905,-56.6175,-74.7805,4416,547.4,4.4333,34.1552,2,34.1550,2,267.5,2,268.2,2,15.61,2,25.50,2,0.00,2,1.78,2,4.044,2,2.144,2,0.361,2,4.737,2,2153.0,2,2278.5,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,12,12,2,20050825,1902,-56.6180,-74.7803,0,648.3,4.2208,34.2053,2,34.2053,2,244.2,2,244.2,2,22.48,2,27.91,2,0.00,2,1.95,2,3.332,2,1.704,2,0.269,2,3.757,2,2168.4,2,2281.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,11,11,2,20050825,1859,-56.6186,-74.7802,4417,750.9,4.0099,34.2471,2,34.2462,2,228.7,2,227.4,2,28.82,2,29.55,2,0.00,2,2.05,2,2.794,2,1.386,2,0.229,2,3.192,2,2181.7,2,2287.0,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,10,10,2,20050825,1857,-56.6190,-74.7803,4417,850.2,3.6633,34.2925,2,34.2917,2,213.7,2,213.2,2,37.31,2,31.19,2,0.00,2,2.17,2,2.156,2,1.072,2,0.159,2,2.596,2,2197.2,2,2295.0,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,9,9,2,20050825,1854,-56.6193,-74.7813,4416,948.0,3.3430,34.3210,2,34.3213,2,206.0,2,206.0,2,43.82,2,32.12,2,0.00,2,2.24,2,1.899,2,0.920,2,0.139,2,2.366,2,2207.6,2,2301.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,8,8,2,20050825,1848,-56.6200,-74.7818,4415,1187.2,2.8582,34.4274,2,34.4267,2,184.5,2,184.7,2,60.54,2,33.76,2,0.00,2,2.36,2,0.998,2,0.476,2,0.041,2,1.481,2,2234.0,2,2318.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,7,7,2,20050825,1842,-56.6208,-74.7824,4416,1475.0,2.5554,34.5422,2,34.5412,2,170.6,2,170.4,2,75.47,2,34.10,2,0.00,2,2.39,2,0.461,2,0.227,2,0.030,2,0.787,2,2252.6,2,2335.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,6,6,2,20050825,1832,-56.6221,-74.7846,4417,1952.2,2.2356,34.6631,2,34.6617,2,170.6,2,170.2,2,89.69,2,33.08,2,0.00,2,2.33,2,0.147,2,0.069,2,0.006,2,0.291,2,2262.5,2,2349.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,5,5,2,20050825,1823,-56.6232,-74.7852,4418,2427.3,1.9118,34.7016,2,34.7007,2,172.8,2,172.0,2,104.43,3,32.74,2,0.00,2,2.31,2,0.045,2,0.021,2,0.000,2,0.107,2,2273.1,2,2367.4,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,4,4,2,20050825,1813,-56.6251,-74.7853,4418,2924.5,1.6272,34.7198,2,34.7190,2,185.8,2,185.5,2,107.91,2,32.02,2,0.00,2,2.24,2,0.038,2,0.018,2,0.000,2,0.100,2,2266.4,2,2364.7,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,3,3,2,20050825,1804,-56.6266,-74.7861,4417,3419.1,1.2663,34.7212,2,34.7206,2,-999.0,9,206.6,4,115.15,2,31.77,2,0.00,2,2.22,2,0.048,6,0.023,6,0.001,6,0.144,6,2261.1,2,2361.6,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,2,2,2,20050825,1754,-56.6281,-74.7864,4384,3921.8,0.9382,34.7131,2,34.7126,2,-999.0,9,211.2,4,126.15,2,32.07,2,0.00,2,2.25,2,0.052,2,0.029,2,0.002,2,0.183,2,2262.9,2,2362.5,2,-999.0,9,-999.00,1
316N20050821,AAIW,11,1,1,1,2,20050825,1744,-56.6301,-74.7863,4418,4478.3,0.7221,34.7083,2,34.7079,2,210.0,2,209.4,2,134.12,2,32.32,2,0.00,2,2.26,2,0.070,2,0.040,2,-0.002,2,0.237,2,2263.9,2,2364.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,24,24,2,20050826,944,-57.5452,-76.9956,4767,4.1,4.5608,34.1162,2,34.1169,2,302.4,2,303.4,2,6.87,2,21.60,2,0.03,2,1.51,2,4.697,2,2.576,2,0.460,2,5.935,2,2126.7,2,2271.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,23,23,2,20050826,941,-57.5455,-76.9955,4766,41.6,4.5628,34.1166,2,34.1208,2,302.4,2,300.7,2,6.69,2,21.59,2,0.03,2,1.51,2,4.680,2,2.565,2,0.461,2,6.007,2,2126.5,2,2271.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,22,22,2,20050826,939,-57.5458,-76.9956,0,71.0,4.5659,34.1166,2,34.1193,2,302.6,2,301.5,2,6.68,2,21.55,2,0.03,2,1.51,2,4.691,2,2.577,2,0.452,2,6.067,2,2126.3,2,2271.1,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,21,21,2,20050826,937,-57.5461,-76.9956,0,100.5,4.5718,34.1169,2,34.1181,2,301.8,2,300.7,2,6.67,2,21.54,2,0.03,2,1.50,2,4.656,2,2.550,2,0.457,2,5.933,2,2126.7,2,2272.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,20,20,2,20050826,935,-57.5463,-76.9957,4768,149.9,4.5717,34.1164,2,34.1189,2,301.3,2,301.8,2,6.85,2,21.54,2,0.03,2,1.50,2,4.650,2,2.551,2,0.449,2,5.992,2,2126.6,2,2272.6,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,19,19,2,20050826,933,-57.5466,-76.9956,4767,199.2,4.5879,34.1183,2,34.1179,2,301.2,2,300.0,2,6.84,2,21.53,2,0.03,2,1.50,2,4.673,2,2.570,2,0.452,2,5.922,2,2126.0,2,2271.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,18,18,2,20050826,931,-57.5470,-76.9956,4767,249.7,4.6033,34.1200,2,34.1206,2,300.7,2,300.7,2,6.84,2,21.53,2,0.03,2,1.50,2,4.636,2,2.554,2,0.453,2,5.815,2,2126.6,2,2272.1,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,17,17,2,20050826,929,-57.5473,-76.9956,0,299.0,4.6063,34.1199,2,34.1196,2,300.2,2,300.3,2,6.83,2,21.52,2,0.03,2,1.50,2,4.634,2,2.543,2,0.443,2,5.789,2,2126.8,2,2272.4,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,16,16,2,20050826,927,-57.5476,-76.9956,4769,348.7,4.6049,34.1195,2,34.1192,2,299.2,2,299.9,2,6.83,2,21.48,2,0.03,2,1.50,2,4.637,2,2.545,2,0.446,2,5.772,2,2127.4,2,2272.6,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,15,15,2,20050826,925,-57.5478,-76.9957,4769,398.5,4.6116,34.1204,2,34.1204,2,299.2,2,298.7,2,7.00,2,21.68,2,0.03,2,1.51,2,4.626,2,2.541,2,0.437,2,5.760,2,2126.6,2,2272.5,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,14,14,2,20050826,923,-57.5480,-76.9957,4772,463.4,4.6962,34.1443,2,34.1431,2,286.0,2,286.5,2,9.30,2,23.02,2,0.01,2,1.60,2,4.403,2,2.383,2,0.396,2,5.236,2,2136.1,2,2274.6,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,13,13,2,20050826,919,-57.5482,-76.9961,4752,561.1,4.5664,34.1748,2,34.1748,2,262.8,2,262.1,2,14.44,2,25.61,2,0.00,2,1.77,2,3.879,2,2.052,2,0.354,2,4.373,2,2154.2,2,2278.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,12,12,2,20050826,916,-57.5483,-76.9965,0,659.4,4.2809,34.1967,2,34.1963,2,246.1,2,246.4,2,19.76,2,27.45,2,0.00,2,1.89,2,3.466,2,1.808,2,0.284,2,3.864,2,2166.2,2,2282.6,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,11,11,2,20050826,913,-57.5484,-76.9968,4769,753.5,4.0767,34.2484,2,34.2478,2,227.2,2,226.6,2,26.67,2,29.17,2,0.00,2,2.02,2,2.779,6,1.400,6,0.212,6,3.190,6,2181.8,2,2287.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,10,10,2,20050826,910,-57.5486,-76.9968,4768,846.9,3.8434,34.2835,2,34.2823,2,215.9,2,215.1,2,32.69,2,30.47,2,0.00,2,2.11,2,2.327,2,1.157,2,0.178,2,2.717,2,2193.8,2,2293.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,9,9,2,20050826,905,-57.5493,-76.9969,4770,1082.6,3.0886,34.3572,2,34.3559,2,197.2,2,197.7,2,48.65,2,32.75,2,0.00,2,2.27,2,1.584,2,0.779,2,0.121,2,2.092,2,2219.6,2,2309.1,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,8,8,2,20050826,900,-57.5502,-76.9967,4768,1331.2,2.7008,34.4689,2,34.4690,2,178.6,2,178.7,2,64.23,2,33.80,2,0.00,2,2.35,2,0.851,2,0.400,2,0.057,2,1.268,2,2240.9,2,2323.6,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,7,7,2,20050826,854,-57.5507,-76.9968,4620,1574.2,2.4739,34.5710,2,34.5701,2,170.7,2,170.7,2,75.03,2,33.71,2,0.00,2,2.33,2,0.469,2,0.229,2,0.016,2,0.762,2,2254.0,2,2334.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,6,6,2,20050826,848,-57.5513,-76.9969,0,1868.3,2.2943,34.6510,2,34.6504,2,170.1,2,170.1,2,84.05,2,32.98,2,0.00,2,2.29,2,0.188,2,0.087,2,0.000,2,0.353,2,2260.3,2,2346.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,5,5,2,20050826,842,-57.5522,-76.9970,4771,2168.5,2.1048,34.6924,2,34.6916,2,173.0,2,173.2,2,91.48,2,32.42,2,0.00,2,2.26,2,0.103,2,0.049,2,0.001,2,0.215,2,2264.4,2,2355.0,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,4,4,2,20050826,832,-57.5534,-76.9969,4773,2669.3,1.7677,34.7133,2,34.7129,2,178.7,2,178.9,2,103.69,2,32.25,2,0.00,2,2.25,2,0.036,2,0.023,2,-0.001,2,0.077,2,2270.0,2,2366.1,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,3,3,2,20050826,823,-57.5550,-76.9969,0,3180.9,1.4630,34.7242,2,34.7241,2,191.6,2,192.0,2,107.57,2,31.61,2,0.00,2,2.19,2,0.040,2,0.024,2,-0.001,2,0.113,2,2262.4,2,2361.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,2,2,2,20050826,813,-57.5560,-76.9970,4668,3685.4,1.1276,34.7177,2,34.7167,2,199.1,2,199.5,2,117.30,2,31.73,2,0.00,2,2.20,2,0.066,2,0.033,2,0.001,2,0.168,2,2262.9,2,2361.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,12,1,1,1,2,20050826,754,-57.5587,-76.9981,4633,4785.5,0.6358,34.7065,2,34.7066,2,210.4,2,209.8,2,134.47,2,32.19,2,0.00,2,2.23,2,0.087,2,0.045,2,0.003,2,0.291,2,2264.9,2,2362.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,24,24,2,20050826,1640,-58.1322,-76.9628,4942,14.3,4.8374,34.1599,2,34.1602,2,299.5,2,299.0,2,6.61,2,21.09,2,0.05,2,1.49,2,4.596,2,2.509,2,0.432,2,5.791,2,2123.4,2,2273.0,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,23,23,2,20050826,1638,-58.1321,-76.9631,0,78.9,4.8523,34.1619,2,34.1624,2,299.2,2,298.6,2,6.60,2,21.08,2,0.05,2,1.49,2,4.586,2,2.537,2,0.436,2,5.805,2,-999.0,5,2274.1,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,22,22,2,20050826,1638,-58.1321,-76.9631,0,79.0,4.8524,34.1620,2,34.1624,2,299.2,2,298.8,2,6.60,2,21.03,2,0.05,2,1.49,2,4.606,2,2.511,2,0.436,2,5.816,2,2123.7,2,2272.9,3,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,21,21,2,20050826,1636,-58.1320,-76.9634,4946,133.6,4.8479,34.1607,2,34.1609,2,299.0,2,298.5,2,6.59,2,21.07,2,0.05,2,1.49,2,4.587,2,2.517,2,0.433,2,5.758,2,2124.0,2,2274.2,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,20,20,2,20050826,1634,-58.1319,-76.9637,4947,183.4,4.8656,34.1624,2,34.1624,2,298.7,2,298.0,2,6.59,2,21.11,2,0.05,2,1.49,2,4.611,2,2.511,2,0.437,2,5.790,2,2123.9,2,2273.7,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,19,19,2,20050826,1632,-58.1318,-76.9640,4946,237.5,4.8661,34.1621,2,34.1640,2,-999.0,9,310.7,3,6.58,2,21.10,2,0.05,2,1.49,2,4.587,2,2.504,2,0.436,2,5.805,2,2124.0,2,2272.8,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,18,18,2,20050826,1631,-58.1318,-76.9643,0,287.0,4.8794,34.1643,2,34.1644,2,298.4,2,298.5,2,6.58,2,21.10,2,0.05,2,1.48,2,4.587,2,2.477,2,0.436,2,5.807,2,2123.1,2,2271.7,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,17,17,2,20050826,1628,-58.1316,-76.9648,4943,395.0,4.9007,34.1674,2,34.1664,2,297.9,2,297.4,2,6.75,2,21.13,2,0.04,2,1.50,2,4.564,2,2.492,2,0.432,2,5.695,2,2123.8,2,2273.1,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,16,16,2,20050826,1626,-58.1314,-76.9654,4943,456.1,4.8959,34.1692,2,34.1707,2,294.4,2,294.8,2,7.27,2,21.56,2,0.03,2,1.51,2,4.518,2,2.454,2,0.412,2,5.521,2,2126.7,2,2273.5,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,15,15,2,20050826,1624,-58.1311,-76.9659,4944,545.2,4.7551,34.1662,2,34.1657,2,280.1,2,280.5,2,10.27,2,23.64,2,0.00,2,1.64,2,4.290,2,2.302,2,0.385,2,4.903,2,2138.0,2,2275.9,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,14,14,2,20050826,1621,-58.1310,-76.9664,4943,643.4,4.5330,34.1659,2,34.1686,2,268.7,2,268.1,2,13.27,2,25.27,2,0.00,2,1.75,2,3.971,2,2.103,2,0.343,2,4.473,2,2148.5,2,2276.7,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,13,13,2,20050826,1619,-58.1310,-76.9669,4943,683.7,4.4635,34.1754,2,34.1755,2,261.3,2,261.2,2,15.03,2,26.06,2,0.00,2,1.79,2,3.812,6,1.976,6,0.328,6,4.271,6,2155.0,2,2278.7,2,-999.0,9,-999.00,1
316N20050821,AAIW,13,1,12,12,2,20050826,1617,-58.1309,-76.9673,4944,722.8,4.4378,34.1982,2,34.1980,2,250.2,2,249.4,2,17.68,2,27.07,2,0.00,2,1.86,2,3.487,2,1.792,2,0.289,2,3.852,2,2161.0,2,2281.8,2,-999.0,9,-999.00,1
