BOTTLE,20030828WHPSIOsA
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: Aug. 28, 2003
#original HYD file: s04ihy.txt   Thu Aug 28 13:12:11 2003
#original SUM file: s04isu.txt   Thu Aug 28 13:12:17 2003
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,C14ERR,DELHER,THETA
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,UMOL/KG,,UATM,,UMOL/KG,,/MILLE,PERCNT,DEG C
      320696_3,  S04I,     1,  1,     32,     32,2,19960516,0824,-58.0080,  20.0057, 5346,     14.2,   0.0149,  33.8136,7,  33.8095,2,    356.3,4,    342.1,2,    41.10,2,    23.03,2,     0.26,2,     1.69,4,    6.217,2,    3.047,2,-999.0000,9,  -999.00,9,    -83.9,2,     1.55,2,   2159.6,2,    394.3,2,   2294.0,6,     3.1,-999.000,  0.0144
      320696_3,  S04I,     1,  1,     31,     31,2,19960516,0824,-58.0080,  20.0057, 5346,     29.5,   0.0147,  33.8137,7,  33.8108,3,    339.0,4,    341.7,2,    41.03,2,    23.03,2,     0.26,2,     1.71,4,    6.066,2,    3.107,2,-999.0000,9,  -999.00,9,    -90.1,2,     1.53,2,   2157.9,2,    395.5,2,   2296.0,2,     3.2,-999.000,  0.0137
      320696_3,  S04I,     1,  1,     30,     30,2,19960516,0824,-58.0080,  20.0057, 5346,     51.8,   0.0220,  33.8139,7,  33.8093,2,    329.9,4,    341.3,2,    40.75,2,    23.02,2,     0.26,2,     1.68,4,    6.438,2,    3.150,2,-999.0000,9,  -999.00,9,    -83.1,2,     1.56,2,   2159.0,2,    393.4,2,   2295.0,2,     3.1,-999.000,  0.0202
      320696_3,  S04I,     1,  1,     29,     29,2,19960516,0824,-58.0080,  20.0057, 5346,     80.4,   0.0214,  33.8178,7,  33.8112,2,    318.1,4,   -999.0,5,    40.88,2,    23.07,2,     0.26,2,     1.68,4,    6.335,2,    3.129,2,-999.0000,9,  -999.00,9,    -82.6,2,     1.58,2,   2157.9,2,    395.1,2,   2297.0,2,     3.1,-999.000,  0.0186
      320696_3,  S04I,     1,  1,     28,     28,2,19960516,0824,-58.0080,  20.0057, 5346,    109.7,  -1.1271,  34.1282,7,  34.1211,2,    359.1,4,    338.6,2,    65.99,2,    27.64,2,     0.43,2,     2.08,4,    6.565,2,    3.270,2,-999.0000,9,  -999.00,9,   -106.4,2,     1.07,2,   2199.4,2,    472.8,2,   2313.0,2,     3.4,-999.000, -1.1299
      320696_3,  S04I,     1,  1,     27,     27,2,19960516,0824,-58.0080,  20.0057, 5346,    152.3,  -0.5060,  34.3513,7,  34.3464,2,    310.3,4,    280.7,2,    80.32,2,    31.10,2,     0.02,2,     2.17,4,    4.528,2,    2.164,2,-999.0000,9,  -999.00,9,   -125.0,2,     0.71,2,   2227.9,2,    540.6,2,   2326.0,2,     2.9,-999.000, -0.5109
      320696_3,  S04I,     1,  1,     26,     26,2,19960516,0824,-58.0080,  20.0057, 5346,    195.2,   0.5761,  34.5701,7,  34.5675,2,    224.1,4,    213.6,2,    93.28,2,    32.96,2,     0.01,2,     2.27,4,    1.866,2,    0.873,2,-999.0000,9,  -999.00,9,   -146.0,2,     0.41,2,   2255.5,2,    610.1,2,   2339.0,2,     4.0,-999.000,  0.5679
      320696_3,  S04I,     1,  1,     25,     25,2,19960516,0824,-58.0080,  20.0057, 5346,    247.3,   0.7125,  34.6423,7,  34.6431,2,    203.7,2,    202.7,2,   101.64,2,    32.90,2,     0.01,2,     2.31,4,    1.008,2,    0.508,2,-999.0000,9,  -999.00,9,   -155.5,2,     0.36,2,   2260.6,2,    603.1,2,   2347.0,2,     4.3,-999.000,  0.7018
      320696_3,  S04I,     1,  1,     24,     24,2,19960516,0824,-58.0080,  20.0057, 5346,    297.2,   0.6818,  34.6598,7,  34.6593,2,    200.6,2,    201.5,2,   105.98,2,    33.04,2,     0.01,2,     2.35,4,    0.811,2,    0.427,2,-999.0000,9,  -999.00,9,   -154.2,2,     0.35,2,   2261.1,2,    602.7,2,   2349.0,2,     2.9,-999.000,  0.6688
      320696_3,  S04I,     1,  1,     23,     23,2,19960516,0824,-58.0080,  20.0057, 5346,    398.2,   0.7091,  34.6841,7,  34.6844,2,    197.1,2,     19.9,4,   111.34,2,    32.84,2,     0.01,2,     2.28,4,    0.463,2,    0.246,2,-999.0000,9,  -999.00,9,   -157.5,2,     0.29,2,   2264.3,2,    602.5,2,   2354.0,2,     3.1,-999.000,  0.6913
      320696_3,  S04I,     1,  1,     22,     22,2,19960516,0824,-58.0080,  20.0057, 5346,    549.1,   0.5558,  34.6850,7,  34.6858,2,    200.4,2,    201.6,2,   117.31,2,    33.14,2,     0.01,2,     2.29,4,    0.356,2,    0.199,2,-999.0000,9,  -999.00,9,   -159.6,2,     0.32,2,   2264.8,2,    600.4,2,   2355.0,2,     3.3,-999.000,  0.5312
      320696_3,  S04I,     1,  1,     21,     21,2,19960516,0824,-58.0080,  20.0057, 5346,    700.5,   0.4621,  34.6833,7,  34.6862,2,    201.5,2,    201.4,2,   121.06,2,    33.28,2,     0.01,2,     2.28,4,    0.239,2,    0.142,2,-999.0000,9,  -999.00,9,   -167.7,2,     0.36,2,   2268.4,2,    607.3,2,   2355.0,2,     3.5,-999.000,  0.4304
      320696_3,  S04I,     1,  1,     20,     20,2,19960516,0824,-58.0080,  20.0057, 5346,    900.7,   0.3669,  34.6828,7,  34.6836,2,    204.4,2,    203.4,2,   124.62,2,    33.38,2,     0.01,2,     2.31,4,    0.191,2,    0.071,2,-999.0000,9,  -999.00,9,   -168.7,2,     0.31,2,   2268.4,2,    601.3,2,   2355.0,2,     3.2,-999.000,  0.3252
      320696_3,  S04I,     1,  1,     19,     19,2,19960516,0824,-58.0080,  20.0057, 5346,   1156.0,   0.2462,  34.6792,7,  34.6803,2,    209.4,2,    208.1,2,   126.95,2,    33.23,2,     0.00,2,     2.32,4,    0.160,2,    0.097,2,-999.0000,9,  -999.00,9,   -163.0,2,     0.38,2,   2266.0,2,    593.5,2,   2356.0,2,     2.9,-999.000,  0.1912
      320696_3,  S04I,     1,  1,     18,     18,2,19960516,0824,-58.0080,  20.0057, 5346,   1410.1,   0.1364,  34.6748,7,  34.6754,2,    213.9,2,    214.6,2,   128.48,2,    33.13,2,     0.00,2,     2.31,4,    0.170,2,    0.109,2,-999.0000,9,  -999.00,9,   -160.3,2,     0.40,2,   2263.9,2,    590.6,2,   2358.0,2,     4.8,-999.000,  0.0675
      320696_3,  S04I,     1,  1,     17,     17,2,19960516,0824,-58.0080,  20.0057, 5346,   1768.4,   0.0046,  34.6693,7,  34.6691,2,    220.3,2,    220.2,2,   129.18,2,    33.02,2,     0.00,2,     2.30,4,    0.159,2,    0.094,2,-999.0000,9,  -999.00,9,   -156.1,2,     0.40,2,   2260.9,2,    584.7,2,   2354.0,2,     3.0,-999.000, -0.0854
      320696_3,  S04I,     1,  1,     16,     16,2,19960516,0824,-58.0080,  20.0057, 5346,   2024.5,  -0.0858,  34.6662,7,  34.6652,2,    225.1,2,    225.5,2,   129.08,2,    32.87,2,     0.00,2,     2.28,4,    0.165,2,    0.085,2,-999.0000,9,  -999.00,9,   -157.3,2,  -999.00,9,   2257.7,2,    577.9,2,   2355.0,2,     3.2,-999.000, -0.1918
      320696_3,  S04I,     1,  1,     15,     15,2,19960516,0824,-58.0080,  20.0057, 5346,   2267.0,  -0.1472,  34.6640,7,  34.6640,2,    229.2,2,    279.3,4,   129.58,2,    32.82,2,     0.00,2,     2.29,4,    0.183,2,    0.147,2,-999.0000,9,  -999.00,9,   -160.8,2,     0.47,2,   2259.7,2,    569.1,2,   2351.0,2,     3.8,-999.000, -0.2694
      320696_3,  S04I,     1,  1,     14,     14,2,19960516,0824,-58.0080,  20.0057, 5346,   2525.3,  -0.2032,  34.6614,7,  34.6615,2,    232.5,2,    367.2,4,   129.27,2,    32.71,2,     0.00,2,     2.28,4,    0.193,2,    0.117,2,-999.0000,9,  -999.00,9,   -166.7,2,     1.06,4,   2256.1,2,    568.2,2,   2353.0,2,     3.4,-999.000, -0.3438
      320696_3,  S04I,     1,  1,     13,     13,2,19960516,0824,-58.0080,  20.0057, 5346,   2785.8,  -0.2391,  34.6592,7,  34.6597,2,    234.4,2,    235.2,2,   128.96,2,    32.66,2,     0.00,2,     2.26,4, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -163.5,2,     0.44,2,   2256.8,2,    561.4,2,   2355.0,2,     3.4,-999.000, -0.3994
      320696_3,  S04I,     1,  1,     12,     12,2,19960516,0824,-58.0080,  20.0057, 5346,   3041.3,  -0.2700,  34.6577,7,  34.6578,2,    236.4,2,    236.6,2,   128.65,2,    32.55,2,     0.00,2,     2.28,4,    0.207,2,    0.126,2,-999.0000,9,  -999.00,9,   -159.1,2,     0.51,2,   2257.0,2,    558.0,2,   2350.0,2,     3.9,-999.000, -0.4507
      320696_3,  S04I,     1,  1,     11,     11,2,19960516,0824,-58.0080,  20.0057, 5346,   3300.6,  -0.2983,  34.6563,7,  34.6564,2,    238.7,2,    239.6,2,   127.32,2,    32.45,2,     0.00,2,     2.26,4,    0.222,2,    0.134,2,-999.0000,9,  -999.00,9,   -157.5,2,     0.52,2,   2253.4,2,    556.8,2,   2350.0,2,     4.4,-999.000, -0.5006
      320696_3,  S04I,     1,  1,     10,     10,2,19960516,0824,-58.0080,  20.0057, 5346,   3556.0,  -0.3257,  34.6551,7,  34.6548,2,    241.1,2,    240.9,2,   127.82,2,    32.39,2,     0.00,2,     2.38,4,    0.229,2,    0.138,2,-999.0000,9,  -999.00,9,   -149.4,2,     0.56,2,   2251.7,2,    554.2,2,   2349.0,2,     2.8,-999.000, -0.5502
      320696_3,  S04I,     1,  1,      9,      9,2,19960516,0824,-58.0080,  20.0057, 5346,   3812.2,  -0.3523,  34.6536,7,  34.6537,2,    243.0,2,    243.1,2,   127.51,2,    32.39,2,     0.00,2,     2.34,4,    0.242,2,    0.145,2,-999.0000,9,  -999.00,9,   -148.9,2,     0.59,2,   2253.1,2,    548.5,2,   2347.0,2,     2.7,-999.000, -0.6000
      320696_3,  S04I,     1,  1,      8,      8,2,19960516,0824,-58.0080,  20.0057, 5346,   4071.0,  -0.3761,  34.6520,7,  34.6521,2,    244.8,2,    244.9,2,   127.81,2,    32.29,2,     0.00,2,     2.34,4, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -155.3,2,     0.55,2,   2252.4,2,    547.2,2,   2349.0,2,     2.7,-999.000, -0.6481
      320696_3,  S04I,     1,  1,      7,      7,2,19960516,0824,-58.0080,  20.0057, 5346,   4325.5,  -0.4025,  34.6493,7,  34.6509,2,    247.2,2,    246.7,2,   126.90,2,    32.28,2,     0.00,2,     2.29,4,    0.280,2,    0.166,2,-999.0000,9,  -999.00,9,   -158.1,2,     0.59,2,   2250.4,2,    547.4,2,   2351.0,2,     2.8,-999.000, -0.6993
      320696_3,  S04I,     1,  1,      6,      6,2,19960516,0824,-58.0080,  20.0057, 5346,   4579.6,  -0.4010,  34.6497,7,  34.6497,2,    248.2,2,    247.6,2,   126.99,2,    32.28,2,     0.00,2,     2.31,4,    0.258,2,    0.167,2,-999.0000,9,  -999.00,9,   -151.9,2,     0.63,2,   2249.8,2,    546.7,2,   -999.0,9,     3.4,-999.000, -0.7243
      320696_3,  S04I,     1,  1,      5,      5,2,19960516,0824,-58.0080,  20.0057, 5346,   4827.2,  -0.3906,  34.6485,7,  34.6495,2,    248.6,2,    248.3,2,   126.89,2,    32.27,2,     0.00,2,     2.31,4, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -154.1,2,     0.55,2,   2250.7,2,    544.3,2,   2351.0,2,     3.1,-999.000, -0.7408
      320696_3,  S04I,     1,  1,      4,      4,2,19960516,0824,-58.0080,  20.0057, 5346,   5083.8,  -0.3803,  34.6477,7,  34.6496,4,    249.3,2,    248.8,2,   126.17,2,    32.27,2,     0.00,2,     2.28,4,    0.319,2,    0.182,2,-999.0000,9,  -999.00,9,   -150.6,2,     0.57,2,   2251.1,2,    545.0,2,   -999.0,9,     2.7,-999.000, -0.7591
      320696_3,  S04I,     1,  1,      3,      3,2,19960516,0824,-58.0080,  20.0057, 5346,   5286.9,  -0.3732,  34.6474,7,  34.6478,2,    249.6,2,    249.6,2,   126.47,2,    32.26,2,     0.00,2,     2.30,4,    0.361,2,    0.205,2,-999.0000,9,  -999.00,9,   -148.4,2,     0.54,2,   2250.5,2,    543.5,2,   2351.0,2,     3.5,-999.000, -0.7754
      320696_3,  S04I,     1,  1,      2,      2,2,19960516,0824,-58.0080,  20.0057, 5346,   5447.8,  -0.3590,  34.6467,7,  34.6472,3,    249.5,2,    249.7,2,   126.57,2,    32.26,2,     0.00,2,     2.27,4, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -149.0,2,     0.57,2,   2252.6,2,    542.5,2,   2352.0,2,     3.0,-999.000, -0.7804
      320696_3,  S04I,     1,  1,      1,      1,2,19960516,0824,-58.0080,  20.0057, 5346,   5522.3,  -0.3521,  34.6476,7,  34.6476,2,    249.4,2,    249.8,2,   126.46,2,    32.30,2,     0.00,2,     2.40,4, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -148.7,2,     0.60,2,   2249.9,2,    545.4,2,   -999.0,9,     3.1,-999.000, -0.7826
      320696_3,  S04I,     2,  2,     36,     36,2,19960517,0102,-58.5670,  20.9675, 5313,     23.8,   0.3473,  33.8529,2,  33.8543,2,    339.0,4,    338.5,2,    40.00,2,    23.09,2,     0.27,2,     1.62,2, -999.000,9, -999.000,9,   1.8001,2,    -1.63,2,   -999.0,9,  -999.00,9,   2158.7,2,    393.0,2,   2299.0,6,  -999.0,   0.150,  0.3465
      320696_3,  S04I,     2,  2,     35,     35,2,19960517,0102,-58.5670,  20.9675, 5313,     48.0,   0.3243,  33.8545,2,  33.8556,2,    336.2,4,    339.6,2,    40.34,2,    23.14,2,     0.26,2,     1.63,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   2161.4,2,    395.7,2,   -999.0,9,  -999.0,-999.000,  0.3225
      320696_3,  S04I,     2,  2,     34,     34,2,19960517,0102,-58.5670,  20.9675, 5313,     78.2,   0.3646,  33.8695,2,  33.8711,2,    330.6,4,    337.6,2,    40.09,2,    23.18,2,     0.28,2,     1.63,2, -999.000,9, -999.000,9,   0.0027,4,  -999.00,5,   -999.0,9,  -999.00,9,   2161.7,2,    394.9,2,   -999.0,9,  -999.0,-999.000,  0.3617
      320696_3,  S04I,     2,  2,     33,     33,2,19960517,0102,-58.5670,  20.9675, 5313,    108.6,   0.2623,  33.9173,2,  33.9318,2,    331.9,4,    336.7,2,    46.28,2,    24.14,2,     0.31,2,     1.72,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   2165.8,2,    394.9,2,   -999.0,9,  -999.0,-999.000,  0.2583
      320696_3,  S04I,     2,  2,     32,     32,2,19960517,0102,-58.5670,  20.9675, 5313,    132.3,  -1.4446,  34.1391,2,  34.1538,2,    431.6,4,    331.9,2,    72.02,2,    28.89,2,     0.34,2,     2.02,2, -999.000,9, -999.000,9,   1.8295,2,    -0.63,2,   -999.0,9,  -999.00,9,   2204.4,2,    518.4,2,   -999.0,9,  -999.0,   0.190, -1.4477
      320696_3,  S04I,     2,  2,     31,     31,2,19960517,0102,-58.5670,  20.9675, 5313,    155.4,  -1.1616,  34.2603,2,  34.2653,2,    392.1,4,    307.0,2,    79.01,2,    30.11,2,     0.05,2,     2.09,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   2218.0,2,    518.9,2,   -999.0,9,  -999.0,-999.000, -1.1656
      320696_3,  S04I,     2,  2,     30,     30,2,19960517,0102,-58.5670,  20.9675, 5313,    187.2,  -0.5213,  34.4325,2,  34.4364,2,    302.1,4,    258.6,2,    91.31,2,    31.80,2,     0.01,2,     2.21,2, -999.000,9, -999.000,9,   1.8386,2,     3.59,2,   -999.0,9,  -999.00,9,   2239.7,2,    632.9,2,   -999.0,9,  -999.0,   0.150, -0.5273
      320696_3,  S04I,     2,  2,     29,     29,2,19960517,0102,-58.5670,  20.9675, 5313,    228.0,   0.1002,  34.5838,2,  34.5850,2,    228.7,4,    216.4,2,   105.03,2,    33.20,2,     0.00,2,     2.28,2, -999.000,9, -999.000,9,   1.8582,2,     6.72,2,   -999.0,9,  -999.00,9,   2259.7,2,    617.1,2,   -999.0,9,  -999.0,   0.150,  0.0916
      320696_3,  S04I,     2,  2,     28,     28,2,19960517,0102,-58.5670,  20.9675, 5313,    277.3,   0.3840,  34.6518,2,  34.6528,2,    202.5,3,    200.0,2,   113.86,2,    33.65,2,     0.00,2,     2.32,2, -999.000,9, -999.000,9,   1.8650,2,     7.80,2,   -999.0,9,  -999.00,9,   2267.1,2,    626.2,2,   -999.0,9,  -999.0,   0.150,  0.3727
      320696_3,  S04I,     2,  2,     27,     27,2,19960517,0102,-58.5670,  20.9675, 5313,    327.7,   0.4447,  34.6711,2,  34.6732,2,    198.4,3,    196.7,2,   117.36,2,    33.64,2,     0.01,2,     2.32,2, -999.000,9, -999.000,9,   1.8645,2,     8.32,2,   -999.0,9,  -999.00,9,   2268.4,2,    627.0,2,   -999.0,9,  -999.0,   0.190,  0.4309
      320696_3,  S04I,     2,  2,     26,     26,2,19960517,0102,-58.5670,  20.9675, 5313,    397.7,   0.4396,  34.6794,2,  34.6795,2,    195.6,2,    196.1,2,   120.46,2,    33.69,2,     0.00,2,     2.31,2, -999.000,9, -999.000,9,   1.8683,2,     8.48,2,   -999.0,9,  -999.00,9,   2270.6,2,    632.9,2,   -999.0,9,  -999.0,   0.150,  0.4227
      320696_3,  S04I,     2,  2,     25,     25,2,19960517,0102,-58.5670,  20.9675, 5313,    468.4,   0.4147,  34.6817,2,  34.6823,2,    195.3,2,    196.0,2,   122.78,2,    33.74,2,     0.00,2,     2.32,2, -999.000,9, -999.000,9,-999.0000,5,  -999.00,5,   -999.0,9,  -999.00,9,   2270.6,2,   -999.0,9,   -999.0,9,  -999.0,-999.000,  0.3946
      320696_3,  S04I,     2,  2,     24,     24,2,19960517,0102,-58.5670,  20.9675, 5313,    537.6,   0.3891,  34.6827,2,  34.6821,2,    195.2,2,    196.2,2,   124.29,2,    33.83,2,     0.01,2,     2.33,2, -999.000,9, -999.000,9,-999.0000,5,  -999.00,5,   -999.0,9,  -999.00,9,   2271.5,2,    625.2,2,   -999.0,9,  -999.0,-999.000,  0.3658
      320696_3,  S04I,     2,  2,     23,     23,2,19960517,0102,-58.5670,  20.9675, 5313,    611.7,   0.3659,  34.6823,2,  34.6828,2,    196.6,2,    197.1,2,   125.21,2,    33.83,2,     0.01,2,     2.33,2, -999.000,9, -999.000,9,   1.8580,2,     8.42,2,   -999.0,9,  -999.00,9,   2270.1,2,    628.2,2,   -999.0,9,  -999.0,   0.150,  0.3391
      320696_3,  S04I,     2,  2,     22,     22,2,19960517,0102,-58.5670,  20.9675, 5313,    683.7,   0.3352,  34.6818,2,  34.6830,2,    197.8,2,    198.4,2,   126.33,2,    33.83,2,     0.01,2,     2.33,2, -999.000,9, -999.000,9,-999.0000,5,  -999.00,5,   -999.0,9,  -999.00,9,   2270.8,2,    623.4,2,   -999.0,9,  -999.0,-999.000,  0.3049
      320696_3,  S04I,     2,  2,     21,     21,2,19960517,0102,-58.5670,  20.9675, 5313,    804.7,   0.2880,  34.6810,2,  34.6814,2,    200.7,2,    200.7,2,   127.45,2,    33.68,2,     0.00,2,     2.32,2, -999.000,9, -999.000,9,   1.8748,2,     8.09,2,   -999.0,9,  -999.00,9,   2269.7,2,    620.6,2,   2360.0,2,  -999.0,   0.150,  0.2519
      320696_3,  S04I,     2,  2,     20,     20,2,19960517,0102,-58.5670,  20.9675, 5313,    999.7,   0.2011,  34.6773,2,  34.6781,2,    206.2,2,    206.5,2,   128.17,2,    33.43,2,     0.00,2,     2.30,2, -999.000,9, -999.000,9,-999.0000,5,  -999.00,5,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000,  0.1552
      320696_3,  S04I,     2,  2,     19,     19,2,19960517,0102,-58.5670,  20.9675, 5313,   1268.1,   0.1013,  34.6735,2,  34.6777,4,    213.5,2,    212.9,2,   128.89,2,    33.17,2,     0.00,2,     2.28,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000,  0.0413
      320696_3,  S04I,     2,  2,     18,     18,2,19960517,0102,-58.5670,  20.9675, 5313,   1521.5,   0.0148,  34.6702,2,-999.0000,5,    218.6,2,    218.0,2,   129.42,2,    33.02,2,     0.00,2,     2.27,2, -999.000,9, -999.000,9,   1.8809,2,     7.24,2,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,   0.140, -0.0596
      320696_3,  S04I,     2,  2,     17,     17,2,19960517,0102,-58.5670,  20.9675, 5313,   1774.1,  -0.0590,  34.6668,2,  34.6677,2,    223.2,2,    222.8,2,   128.74,2,    32.87,2,     0.00,2,     2.27,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000, -0.1485
      320696_3,  S04I,     2,  2,     16,     16,2,19960517,0102,-58.5670,  20.9675, 5313,   2022.3,  -0.1271,  34.6641,2,  34.6655,2,    228.3,2,    227.3,2,   130.26,2,    32.71,2,     0.00,2,     2.27,2, -999.000,9, -999.000,9,   1.8835,2,     6.29,2,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,   0.150, -0.2323
      320696_3,  S04I,     2,  2,     15,     15,2,19960517,0102,-58.5670,  20.9675, 5313,   2284.4,  -0.1841,  34.6622,2,  34.6655,4,    231.6,2,    230.4,2,   129.78,2,    32.66,2,     0.00,2,     2.25,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000, -0.3070
      320696_3,  S04I,     2,  2,     14,     14,2,19960517,0102,-58.5670,  20.9675, 5313,   2540.3,  -0.2288,  34.6599,2,  34.6611,2,    234.3,2,    233.3,2,   129.11,2,    32.56,2,     0.00,2,     2.25,2, -999.000,9, -999.000,9,   1.8858,2,     6.02,2,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,   0.140, -0.3700
      320696_3,  S04I,     2,  2,     13,     13,2,19960517,0102,-58.5670,  20.9675, 5313,   2794.4,  -0.2606,  34.6589,2,  34.6588,2,    235.5,2,    235.4,2,   128.63,2,    32.51,2,     0.00,2,     2.23,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000, -0.4211
      320696_3,  S04I,     2,  2,     12,     12,2,19960517,0102,-58.5670,  20.9675, 5313,   3049.9,  -0.2889,  34.6573,2,  34.6578,2,    237.2,2,    237.6,2,   128.15,2,    32.41,2,     0.00,2,     2.24,2, -999.000,9, -999.000,9,   1.8827,2,     5.73,2,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,   0.140, -0.4699
      320696_3,  S04I,     2,  2,     11,     11,2,19960517,0102,-58.5670,  20.9675, 5313,   3304.3,  -0.3140,  34.6556,2,  34.6562,2,    239.2,2,    239.8,2,   128.28,2,    32.35,2,     0.00,2,     2.23,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000, -0.5163
      320696_3,  S04I,     2,  2,     10,     10,2,19960517,0102,-58.5670,  20.9675, 5313,   3559.5,  -0.3375,  34.6549,2,  34.6548,2,    240.8,2,    241.2,2,   127.60,2,    32.25,2,     0.00,2,     2.23,2, -999.000,9, -999.000,9,   1.8910,2,     5.36,2,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,   0.140, -0.5620
      320696_3,  S04I,     2,  2,      9,      9,2,19960517,0102,-58.5670,  20.9675, 5313,   3815.1,  -0.3605,  34.6531,2,  34.6534,2,    242.6,2,    243.4,2,   127.72,2,    32.25,2,     0.00,2,     2.22,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000, -0.6082
      320696_3,  S04I,     2,  2,      8,      8,2,19960517,0102,-58.5670,  20.9675, 5313,   4070.0,  -0.3784,  34.6515,2,  34.6516,2,    244.6,2,    245.1,2,   128.24,2,    32.24,2,     0.00,2,     2.22,2, -999.000,9, -999.000,9,   1.8851,2,     4.93,2,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,   0.140, -0.6503
      320696_3,  S04I,     2,  2,      7,      7,2,19960517,0102,-58.5670,  20.9675, 5313,   4328.5,  -0.3943,  34.6502,2,  34.6514,2,    246.1,2,    246.9,2,   127.77,2,    32.24,2,     0.00,2,     2.23,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000, -0.6917
      320696_3,  S04I,     2,  2,      6,      6,2,19960517,0102,-58.5670,  20.9675, 5313,   4583.2,  -0.3961,  34.6500,2,  34.6506,2,    247.0,2,    247.8,2,   127.69,2,    32.19,2,     0.00,2,     2.22,2, -999.000,9, -999.000,9,   1.8892,2,     4.73,2,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,   0.140, -0.7199
      320696_3,  S04I,     2,  2,      5,      5,2,19960517,0102,-58.5670,  20.9675, 5313,   4841.1,  -0.3920,  34.6489,2,  34.6487,2,    248.4,2,    248.3,2,   127.81,2,    32.19,2,     0.00,2,     2.21,2, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.000, -0.7436
      320696_3,  S04I,     2,  2,      4,      4,2,19960517,0102,-58.5670,  20.9675, 5313,   5098.7,  -0.3803,  34.6482,2,  34.6486,2,    249.3,2,    248.9,2,   127.73,2,    32.13,2,     0.00,2,     2.22,2, -999.000,9, -999.000,9,   1.8949,2,     4.57,2,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,   0.140, -0.7608
