BOTTLE,20020814WHPOSA
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: Aug. 14, 2002
#original HYD file: i08shy.txt   Wed Aug 14 15:04:34 2002
#original SUM file: i08ssu.txt   Wed Jun 16 11:13:01 1999
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,LCAT,LCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,CTDRAW,C14ERR,HELIER,DELHER,NEONER,THETA
,,,,,,,,,,,,DBAR,IPTS-68,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,UMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,UMOL/KG,,UATM,,UMOL/KG,,,/MILLE,NMOL/KG,PERCNT,NMOL/KG,IPTS-68
     316N145_5,  I08S,    13,  1,      5, 006,2,19941208,2132,-35.0000,  95.0028, 4290,   3438.6,   1.1596,  34.7225,1,  34.7221,2,    202.9,1,    203.8,2,   114.77,2,    31.87,2,     0.00,2,     2.19,2,    0.022,3,    0.006,2, -999.000,5,   1.1890,5,     9.88,2,   -999.0,9,   -999.0,9,   5.213,4,   2261.4,2,   -999.0,5,   2363.1,2,34237.3,  -999.0,  0.0010,   0.160,   0.027,  0.9079
     316N145_5,  I08S,    13,  1,      4, 004,2,19941208,2132,-35.0000,  95.0028, 4290,   3881.6,   1.0506,  34.7153,1,  34.7158,2,    202.8,1,    204.9,2,   119.12,2,    32.08,2,     0.00,2,     2.21,2,    0.008,2,    0.000,2, -999.000,5,   2.0270,5,    10.23,2,   -999.0,9,   -999.0,9,   8.678,3,   2265.5,2,   -999.0,5,   2382.9,2,38641.0,  -999.0,  0.0040,   0.100,   0.027,  0.7567
     316N145_5,  I08S,    13,  1,      3, 025,2,19941208,2132,-35.0000,  95.0028, 4290,   4242.5,   1.0153,  34.7128,1,  34.7117,2,    204.7,1,    206.0,2,   121.25,2,    32.13,2,     0.00,2,     2.22,2, -999.000,9, -999.000,9, -999.000,5,   1.9260,5,    10.66,2,   -999.0,9,   -999.0,9,   8.280,2,   2265.9,2,   -999.0,5,   2371.3,2,42229.7,  -999.0,  0.0020,   0.150,   0.043,  0.6838
     316N145_5,  I08S,    13,  1,      2, 001,2,19941208,2132,-35.0000,  95.0028, 4290,   4436.2,   1.0257,  34.7123,1,  34.7111,2,    206.0,1,    206.0,2,   121.65,2,    32.18,2,     0.00,2,     2.23,2,    0.019,2,    0.003,2, -999.000,5,   2.0390,5,     9.82,2,   -999.0,9,   -999.0,9,   8.701,3,   2266.9,2,   -999.0,5,   2374.5,2,44154.6,  -999.0,  0.0040,   0.100,   0.044,  0.6725
     316N145_5,  I08S,    13,  1,      1, 036,2,19941208,2132,-35.0000,  95.0028, 4290,   4483.4,   1.0311,  34.7121,1,  34.7107,2,    207.4,1,    205.7,2,   121.29,2,    32.12,2,     0.00,2,     2.21,2,    0.013,2,    0.001,2, -999.000,5,   1.9500,5,    10.40,2,   -999.0,9,   -999.0,9,   8.373,2,   2266.7,6,   -999.0,5,   2391.8,2,44624.4,  -999.0,  0.0030,   0.160,   0.023,  0.6724
     316N145_5,  I08S,    14,  1,     24, 037,2,19941209,0434,-35.4972,  94.9917, 4090,     11.2,  15.1339,  35.0795,1,  35.0785,2,    263.4,1,    259.2,2,     1.38,2,     4.40,2,     0.09,2,     0.49,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  161.8,  -999.0,-999.0000,-999.000,-999.000, 15.1323
     316N145_5,  I08S,    14,  1,     23, 033,3,19941209,0434,-35.4972,  94.9917, 4090,     30.6,  14.5032,  35.0650,1,  35.0695,2,    267.1,1,    264.7,2,     1.56,2,     4.50,2,     0.10,2,     0.49,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  355.2,  -999.0,-999.0000,-999.000,-999.000, 14.4987
     316N145_5,  I08S,    14,  1,     22, 031,2,19941209,0434,-35.4972,  94.9917, 4090,     56.3,  13.6244,  35.2511,1,  35.2497,2,    268.9,1,    260.4,2,     1.75,2,     3.22,2,     0.19,2,     0.42,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  611.4,  -999.0,-999.0000,-999.000,-999.000, 13.6165
     316N145_5,  I08S,    14,  1,     21, 030,2,19941209,0434,-35.4972,  94.9917, 4090,    107.1,  12.6552,  35.1772,1,  35.1703,2,    253.8,1,    251.9,2,     2.28,2,     6.08,2,     0.27,2,     0.60,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 1116.0,  -999.0,-999.0000,-999.000,-999.000, 12.6408
     316N145_5,  I08S,    14,  1,     20, 028,2,19941209,0434,-35.4972,  94.9917, 4090,    206.8,  11.8725,  35.0702,1,  35.0695,2,    246.9,1,    247.1,2,     3.15,2,     8.96,2,     0.01,2,     0.74,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 2107.5,  -999.0,-999.0000,-999.000,-999.000, 11.8457
     316N145_5,  I08S,    14,  1,     19, 027,2,19941209,0434,-35.4972,  94.9917, 4090,    308.8,  11.1366,  34.9537,1,  34.9543,2,    251.7,1,    252.3,2,     3.67,2,    10.53,2,     0.01,2,     0.84,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 3122.2,  -999.0,-999.0000,-999.000,-999.000, 11.0981
     316N145_5,  I08S,    14,  1,     18, 003,2,19941209,0434,-35.4972,  94.9917, 4090,    407.9,  10.8690,  34.9295,1,  34.9282,2,    253.8,1,    259.5,2,     3.86,2,    10.54,2,     0.01,2,     0.84,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 4107.1,  -999.0,-999.0000,-999.000,-999.000, 10.8186
     316N145_5,  I08S,    14,  1,     17, 024,2,19941209,0434,-35.4972,  94.9917, 4090,    508.7,  10.3975,  34.8530,1,  34.8524,2,    250.2,1,    248.1,2,     4.39,2,    12.50,2,     0.00,2,     0.96,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 5109.3,  -999.0,-999.0000,-999.000,-999.000, 10.3362
     316N145_5,  I08S,    14,  1,     16, 022,2,19941209,0434,-35.4972,  94.9917, 4090,    609.0,   9.8439,  34.7635,1,  34.7632,2,    245.5,1,    244.9,2,     4.92,2,    14.34,2,     0.00,2,     1.07,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 6107.3,  -999.0,-999.0000,-999.000,-999.000,  9.7726
     316N145_5,  I08S,    14,  1,     15, 021,2,19941209,0434,-35.4972,  94.9917, 4090,    709.4,   9.0098,  34.6468,1,  34.6458,2,    236.0,1,    229.4,2,     7.15,2,    18.05,2,     0.00,2,     1.29,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 7105.4,  -999.0,-999.0000,-999.000,-999.000,  8.9308
     316N145_5,  I08S,    14,  1,     14, 002,2,19941209,0434,-35.4972,  94.9917, 4090,    810.1,   7.9552,  34.5457,1,  34.5447,2,    213.4,1,    210.4,2,    11.96,2,    22.28,2,     0.00,2,     1.55,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 8106.3,  -999.0,-999.0000,-999.000,-999.000,  7.8708
     316N145_5,  I08S,    14,  1,     13, 018,2,19941209,0434,-35.4972,  94.9917, 4090,   1011.1,   5.0842,  34.3725,1,  34.3737,2,    198.3,1,    202.2,2,    28.55,2,    29.44,2,     0.00,2,     2.03,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,10105.4,  -999.0,-999.0000,-999.000,-999.000,  4.9995
     316N145_5,  I08S,    14,  1,     12, 016,2,19941209,0434,-35.4972,  94.9917, 4090,   1211.8,   3.8715,  34.4187,1,  34.4192,2,    180.9,1,    178.4,2,    51.28,2,    33.14,2,     0.00,2,     2.31,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,12100.4,  -999.0,-999.0000,-999.000,-999.000,  3.7793
     316N145_5,  I08S,    14,  1,     11, 015,2,19941209,0434,-35.4972,  94.9917, 4090,   1515.2,   3.2158,  34.5495,1,  34.5482,2,    155.0,1,    175.0,4,    75.37,2,    34.75,2,     0.00,2,     2.44,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,15116.3,  -999.0,-999.0000,-999.000,-999.000,  3.1043
     316N145_5,  I08S,    14,  1,     10, 013,2,19941209,0434,-35.4972,  94.9917, 4090,   1819.7,   2.7365,  34.6374,1,  34.6386,2,    161.4,1,    161.0,2,    84.07,2,    33.87,2,     0.00,2,     2.37,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,18144.3,  -999.0,-999.0000,-999.000,-999.000,  2.6047
     316N145_5,  I08S,    14,  1,      9, 012,2,19941209,0434,-35.4972,  94.9917, 4090,   2124.3,   2.4201,  34.6999,1,  34.7009,2,    171.7,1,    172.3,2,    88.34,2,    32.52,2,     0.00,2,     2.27,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,21172.5,  -999.0,-999.0000,-999.000,-999.000,  2.2662
     316N145_5,  I08S,    14,  1,      8, 010,2,19941209,0434,-35.4972,  94.9917, 4090,   2427.7,   2.1602,  34.7374,1,  34.7406,2,    185.3,1,    187.5,2,    86.98,2,    30.96,2,     0.00,2,     2.14,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,24188.5,  -999.0,-999.0000,-999.000,-999.000,  1.9833
     316N145_5,  I08S,    14,  1,      7, 009,2,19941209,0434,-35.4972,  94.9917, 4090,   2733.1,   1.8431,  34.7483,1,  34.7478,2,    195.1,1,    196.9,2,    93.47,2,    30.60,2,     0.00,2,     2.11,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,27224.8,  -999.0,-999.0000,-999.000,-999.000,  1.6439
     316N145_5,  I08S,    14,  1,      6, 038,2,19941209,0434,-35.4972,  94.9917, 4090,   3039.5,   1.4735,  34.7370,1,  34.7374,2,    199.1,1,    201.1,2,   104.39,2,    31.08,2,     0.00,2,     2.14,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,30270.8,  -999.0,-999.0000,-999.000,-999.000,  1.2532
     316N145_5,  I08S,    14,  1,      5, 006,2,19941209,0434,-35.4972,  94.9917, 4090,   3343.0,   1.1977,  34.7248,1,  34.7243,2,    203.0,1,    204.3,2,   113.09,2,    31.55,2,     0.00,2,     2.18,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,33288.3,  -999.0,-999.0000,-999.000,-999.000,  0.9545
     316N145_5,  I08S,    14,  1,      4, 004,2,19941209,0434,-35.4972,  94.9917, 4090,   3648.1,   1.0731,  34.7175,1,  34.7176,2,    202.4,1,    205.2,2,   117.71,2,    31.87,2,     0.00,2,     2.20,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,36320.6,  -999.0,-999.0000,-999.000,-999.000,  0.8027
     316N145_5,  I08S,    14,  1,      3, 025,2,19941209,0434,-35.4972,  94.9917, 4090,   3852.2,   1.0398,  34.7158,1,  34.7140,2,    203.9,1,    205.6,2,   119.07,2,    31.92,2,     0.00,2,     2.21,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,38349.9,  -999.0,-999.0000,-999.000,-999.000,  0.7493
     316N145_5,  I08S,    14,  1,      2, 001,2,19941209,0434,-35.4972,  94.9917, 4090,   4056.9,   1.0092,  34.7131,1,  34.7138,2,    204.7,1,    206.2,2,   120.09,2,    32.04,2,     0.00,2,     2.22,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,40384.5,  -999.0,-999.0000,-999.000,-999.000,  0.6980
     316N145_5,  I08S,    14,  1,      1, 036,2,19941209,0434,-35.4972,  94.9917, 4090,   4151.7,   1.0009,  34.7127,1,  34.7119,2,    205.3,1,    206.7,2,   120.79,2,    32.07,2,     0.00,2,     2.22,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,41327.6,  -999.0,-999.0000,-999.000,-999.000,  0.6797
     316N145_5,  I08S,    15,  1,     24, 037,3,19941209,1127,-36.0167,  95.0112, 4285,     12.6,  15.0615,  35.0456,1,-999.0000,9,    269.3,1,    270.7,2,     1.26,2,     4.67,2,     0.10,2,     0.51,2, -999.000,9, -999.000,9, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  175.3,  -999.0,-999.0000,-999.000,-999.000, 15.0596
     316N145_5,  I08S,    15,  1,     23, 033,2,19941209,1127,-36.0167,  95.0112, 4285,     27.8,  14.6989,  35.0586,1,  35.0581,2,    271.7,1,    263.1,2,     1.42,2,     4.40,2,     0.10,2,     0.49,2,    3.139,2,    1.669,2, -999.000,5,-999.0000,5,  -999.00,9,     75.7,2,      1.7,2,-999.000,9,   2064.4,2,   -999.0,5,   -999.0,9,  326.3,     3.0,-999.0000,-999.000,-999.000, 14.6948
     316N145_5,  I08S,    15,  1,     22, 031,2,19941209,1127,-36.0167,  95.0112, 4285,     58.8,  12.8888,  35.0896,1,  35.0852,2,    274.5,1,    273.3,2,     2.06,2,     4.95,2,     0.12,2,     0.54,2, -999.000,9, -999.000,9, -999.000,5,-999.0000,5,  -999.00,9,     77.5,2,      1.6,2,-999.000,9,   2072.4,2,   -999.0,5,   2318.3,2,  635.1,     4.2,-999.0000,-999.000,-999.000, 12.8808
     316N145_5,  I08S,    15,  1,     21, 030,2,19941209,1127,-36.0167,  95.0112, 4285,    107.4,  12.3713,  35.1301,1,  35.1354,2,    250.9,1,    253.3,2,     2.23,2,     6.12,2,     0.28,2,     0.62,2,    3.289,2,    1.694,2, -999.000,5,-999.0000,5,  -999.00,9,     84.4,2,      1.4,2,-999.000,9,   2087.8,2,   -999.0,5,   2328.8,2, 1118.6,     3.0,-999.0000,-999.000,-999.000, 12.3570
     316N145_5,  I08S,    15,  1,     20, 028,2,19941209,1127,-36.0167,  95.0112, 4285,    208.9,  11.2768,  34.9791,1,  34.9803,2,    246.9,1,    254.6,2,     3.68,2,     9.83,2,     0.01,2,     0.82,2,    3.361,2,    1.771,2, -999.000,5,-999.0000,5,  -999.00,9,     77.3,2,      1.3,2,-999.000,9,   2096.0,2,   -999.0,5,   2309.4,2, 2127.4,     2.9,-999.0000,-999.000,-999.000, 11.2506
     316N145_5,  I08S,    15,  1,     19, 027,2,19941209,1127,-36.0167,  95.0112, 4285,    309.7,  11.0214,  34.9498,1,  34.9508,2,    262.2,1,    258.2,2,     4.01,2,    10.34,2,     0.01,2,     0.84,2,    3.405,2,    1.772,2, -999.000,5,-999.0000,5,  -999.00,9,     70.0,2,      1.3,2,-999.000,9,   2095.4,2,   -999.0,5,   2311.4,2, 3129.9,     3.3,-999.0000,-999.000,-999.000, 10.9830
     316N145_5,  I08S,    15,  1,     18, 003,2,19941209,1127,-36.0167,  95.0112, 4285,    408.4,  10.6897,  34.9046,1,  34.9054,2,    319.6,1,    258.0,2,     3.67,2,    10.69,2,     0.01,2,     0.87,2, -999.000,9, -999.000,9, -999.000,5,-999.0000,5,  -999.00,9,     57.6,2,      1.4,3,-999.000,9,   2096.3,2,   -999.0,5,   -999.0,9, 4111.2,     3.5,-999.0000,-999.000,-999.000, 10.6399
     316N145_5,  I08S,    15,  1,     17, 024,2,19941209,1127,-36.0167,  95.0112, 4285,    509.8,  10.2320,  34.8272,1,  34.8281,2,    251.6,1,    251.3,2,     4.33,2,    12.54,2,     0.01,2,     0.98,2,    3.384,2,    1.723,2, -999.000,5,-999.0000,5,  -999.00,9,     61.3,2,      1.3,2,-999.000,9,   2104.8,2,   -999.0,5,   2297.1,2, 5119.3,     3.4,-999.0000,-999.000,-999.000, 10.1712
     316N145_5,  I08S,    15,  1,     16, 022,2,19941209,1127,-36.0167,  95.0112, 4285,    609.4,   9.5397,  34.7187,1,  34.7158,2,    245.5,1,    239.5,2,     5.13,2,    15.57,2,     0.00,2,     1.15,2,    3.010,2,    1.514,2, -999.000,5,-999.0000,5,  -999.00,9,     60.8,2,      1.3,2,-999.000,9,   2115.2,2,   -999.0,5,   2300.4,2, 6110.2,     5.2,-999.0000,-999.000,-999.000,  9.4698
     316N145_5,  I08S,    15,  1,     15, 021,2,19941209,1127,-36.0167,  95.0112, 4285,    710.2,   8.7232,  34.6147,1,  34.6132,2,    230.7,1,    224.2,2,     7.90,2,    19.21,2,     0.00,2,     1.38,2,    2.331,2,    1.175,2, -999.000,5,   1.8170,5,     1.39,2,     33.1,2,      1.3,2,   7.729,2,   2128.8,2,   -999.0,5,   2288.9,2, 7112.3,     4.1,  0.0030,   0.170,   0.042,  8.6456
     316N145_5,  I08S,    15,  1,     14, 002,2,19941209,1127,-36.0167,  95.0112, 4285,    811.8,   7.6707,  34.5226,1,  34.5231,2,    210.8,1,    207.9,2,    13.27,2,    23.15,2,     0.00,2,     1.62,2,    1.582,6,    0.808,6, -999.000,5,-999.0000,5,  -999.00,9,     -9.1,2,      1.2,2,-999.000,9,   2148.2,2,   -999.0,5,   2290.0,2, 8122.2,     3.3,-999.0000,-999.000,-999.000,  7.5879
     316N145_5,  I08S,    15,  1,     13, 018,2,19941209,1127,-36.0167,  95.0112, 4285,   1013.3,   4.9665,  34.3767,1,  34.3778,2,    198.6,1,    198.2,2,    30.84,2,    29.91,2,     0.00,2,     2.09,2,    0.738,2,    0.366,2, -999.000,5,-999.0000,5,  -999.00,9,    -86.7,2,      1.0,2,-999.000,9,   2187.4,2,   -999.0,5,   -999.0,9,10125.5,     5.0,-999.0000,-999.000,-999.000,  4.8824
     316N145_5,  I08S,    15,  1,     12, 016,2,19941209,1127,-36.0167,  95.0112, 4285,   1214.7,   3.8193,  34.4178,1,  34.4186,2,    181.6,1,    178.4,2,    51.50,2,    33.07,2,     0.00,2,     2.32,2,    0.262,2,    0.127,2, -999.000,5,-999.0000,5,  -999.00,9,   -117.0,2,      0.7,2,-999.000,9,   2222.4,2,   -999.0,5,   2313.9,2,12128.1,     2.6,-999.0000,-999.000,-999.000,  3.7273
     316N145_5,  I08S,    15,  1,     11, 015,3,19941209,1127,-36.0167,  95.0112, 4285,   1516.4,   3.2135,  34.5447,1,  34.6620,4,    158.0,1,    176.7,4,    53.93,4,    27.80,4,     0.03,4,     1.98,2, -999.000,9, -999.000,9, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2215.4,3,   -999.0,5,   2333.8,3,15127.6,  -999.0,-999.0000,-999.000,-999.000,  3.1019
     316N145_5,  I08S,    15,  1,     10, 013,2,19941209,1127,-36.0167,  95.0112, 4285,   1821.2,   2.6904,  34.6305,1,  34.6311,2,    166.9,1,    165.3,2,    80.12,2,    33.56,2,     0.00,2,     2.35,2,    0.032,2,    0.012,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2256.3,2,   -999.0,5,   2340.6,2,18157.8,  -999.0,-999.0000,-999.000,-999.000,  2.5591
     316N145_5,  I08S,    15,  1,      9, 012,2,19941209,1127,-36.0167,  95.0112, 4285,   2128.5,   2.3942,  34.7036,1,  34.7044,2,    176.9,1,    176.6,2,    84.34,2,    32.00,2,     0.00,2,     2.23,2,    0.017,2,    0.005,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2254.6,2,   -999.0,5,   2350.3,2,21212.8,  -999.0,-999.0000,-999.000,-999.000,  2.2403
     316N145_5,  I08S,    15,  1,      8, 010,2,19941209,1127,-36.0167,  95.0112, 4285,   2421.0,   2.1396,  34.7395,1,  34.7414,2,    188.3,1,    188.9,2,    86.12,2,    30.76,2,     0.00,2,     2.13,2,    0.016,2,    0.007,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2249.1,2,   -999.0,5,   2353.8,2,24120.6,  -999.0,-999.0000,-999.000,-999.000,  1.9636
     316N145_5,  I08S,    15,  1,      7, 009,2,19941209,1127,-36.0167,  95.0112, 4285,   2744.1,   1.8198,  34.7474,1,  34.7480,2,    196.0,1,    196.4,2,    93.92,2,    30.54,2,     0.00,2,     2.13,2,    0.008,2,    0.000,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2250.2,2,   -999.0,5,   2360.1,2,27332.6,  -999.0,-999.0000,-999.000,-999.000,  1.6201
     316N145_5,  I08S,    15,  1,      6, 038,2,19941209,1127,-36.0167,  95.0112, 4285,   3023.6,   1.4946,  34.7376,1,  34.7382,2,    200.5,1,    200.8,2,   103.50,2,    30.94,2,     0.00,2,     2.15,2,    0.008,2,    0.004,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2253.6,2,   -999.0,5,   2360.6,2,30111.5,  -999.0,-999.0000,-999.000,-999.000,  1.2753
     316N145_5,  I08S,    15,  1,      5, 006,2,19941209,1127,-36.0167,  95.0112, 4285,   3311.1,   1.2235,  34.7261,1,  34.7264,2,    202.9,1,    203.8,2,   111.79,2,    31.39,2,     0.00,2,     2.19,2,    0.027,2,    0.010,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2257.8,2,   -999.0,5,   2369.7,2,32970.3,  -999.0,-999.0000,-999.000,-999.000,  0.9828
     316N145_5,  I08S,    15,  1,      4, 004,2,19941209,1127,-36.0167,  95.0112, 4285,   3713.5,   1.0501,  34.7163,1,  34.7174,2,    205.3,1,    205.5,2,   118.13,2,    31.78,2,     0.00,2,     2.21,2,    0.017,2,    0.004,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2262.9,2,   -999.0,5,   2369.6,2,36970.0,  -999.0,-999.0000,-999.000,-999.000,  0.7736
     316N145_5,  I08S,    15,  1,      3, 025,2,19941209,1127,-36.0167,  95.0112, 4285,   4078.3,   1.0016,  34.7125,1,  34.7123,2,    206.1,1,    206.0,2,   120.56,2,    32.03,2,     0.00,2,     2.23,2,    0.016,2,    0.004,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2266.6,2,   -999.0,5,   2377.7,2,40596.7,  -999.0,-999.0000,-999.000,-999.000,  0.6883
     316N145_5,  I08S,    15,  1,      2, 001,2,19941209,1127,-36.0167,  95.0112, 4285,   4275.3,   0.9979,  34.7112,1,  34.7115,2,    206.7,1,    206.5,2,   121.04,2,    32.07,2,     0.00,2,     2.23,2,    0.013,2,    0.005,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2266.5,2,   -999.0,5,   2384.2,2,42555.5,  -999.0,-999.0000,-999.000,-999.000,  0.6634
     316N145_5,  I08S,    15,  1,      1, 036,2,19941209,1127,-36.0167,  95.0112, 4285,   4352.4,   0.9999,  34.7110,1,  34.7166,3,    206.0,1,    206.7,2,   121.39,2,    32.08,2,     0.00,2,     2.24,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2267.7,6,   -999.0,5,   2375.1,2,43321.7,  -999.0,-999.0000,-999.000,-999.000,  0.6569
     316N145_5,  I08S,    16,  1,     24, 037,2,19941209,1826,-36.4972,  95.0028, 4230,     11.9,  14.5753,  35.0283,1,  35.0281,2,    272.2,1,    261.1,2,     1.39,2,     4.94,2,     0.11,2,     0.52,2,    3.182,2,    1.692,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  170.0,  -999.0,-999.0000,-999.000,-999.000, 14.5736
     316N145_5,  I08S,    16,  1,     23, 033,2,19941209,1826,-36.4972,  95.0028, 4230,     32.1,  14.3610,  35.0250,1,  35.0248,2,    277.7,1,    262.9,2,     1.40,2,     4.82,2,     0.11,2,     0.51,2,    3.209,2,    1.674,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  371.4,  -999.0,-999.0000,-999.000,-999.000, 14.3563
     316N145_5,  I08S,    16,  1,     22, 031,2,19941209,1826,-36.4972,  95.0028, 4230,     57.2,  13.8744,  35.0197,1,  35.0187,2,    280.9,1,    264.6,2,     1.72,2,     5.37,2,     0.12,2,     0.55,2,    3.254,2,    1.722,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  620.6,  -999.0,-999.0000,-999.000,-999.000, 13.8663
