BOTTLE,20020814WHPOSA
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: Aug. 14, 2002
#original HYD file: i08shy.txt   Wed Aug 14 15:04:34 2002
#original SUM file: i08ssu.txt   Wed Jun 16 11:13:01 1999
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,LCAT,LCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,CTDRAW,C14ERR,HELIER,DELHER,NEONER,THETA
,,,,,,,,,,,,DBAR,IPTS-68,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,UMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,UMOL/KG,,UATM,,UMOL/KG,,,/MILLE,NMOL/KG,PERCNT,NMOL/KG,IPTS-68
     316N145_5,  I09S,   121,  1,      8, 010,2,19950111,2248,-46.5138, 115.0055, 4165,   2935.3,   1.4327,  34.7350,3,  34.7378,2,    196.4,3,    201.6,2,   104.12,2,    30.71,2,     0.00,2,     2.12,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,29238.3,  -999.0,-999.0000,-999.000,-999.000,  1.2231
     316N145_5,  I09S,   121,  1,      7, 009,2,19950111,2248,-46.5138, 115.0055, 4165,   3135.1,   1.2442,  34.7267,3,  34.7294,2,    199.1,3,    203.5,2,   110.77,2,    31.09,2,     0.00,2,     2.15,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,31223.8,  -999.0,-999.0000,-999.000,-999.000,  1.0200
     316N145_5,  I09S,   121,  1,      6, 038,2,19950111,2248,-46.5138, 115.0055, 4165,   3340.4,   1.1424,  34.7204,3,  34.7233,2,    200.6,3,    205.1,2,   114.39,2,    31.18,2,     0.00,2,     2.15,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,33265.5,  -999.0,-999.0000,-999.000,-999.000,  0.9008
     316N145_5,  I09S,   121,  1,      5, 006,2,19950111,2248,-46.5138, 115.0055, 4165,   3557.7,   1.1086,  34.7183,3,  34.7205,2,    201.9,3,    205.1,2,   114.22,2,    31.21,2,     0.00,2,     2.16,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,35425.3,  -999.0,-999.0000,-999.000,-999.000,  0.8463
     316N145_5,  I09S,   121,  1,      4, 004,2,19950111,2248,-46.5138, 115.0055, 4165,   3756.4,   1.0693,  34.7149,3,  34.7152,2,    203.9,3,    206.4,2,   117.53,2,    31.49,2,     0.00,2,     2.17,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,37400.5,  -999.0,-999.0000,-999.000,-999.000,  0.7878
     316N145_5,  I09S,   121,  1,      3, 025,2,19950111,2248,-46.5138, 115.0055, 4165,   3962.4,   1.0615,  34.7151,3,  34.7150,2,    201.9,3,    206.7,2,   118.46,2,    31.58,2,     0.00,2,     2.17,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,39449.0,  -999.0,-999.0000,-999.000,-999.000,  0.7587
     316N145_5,  I09S,   121,  1,      2, 001,2,19950111,2248,-46.5138, 115.0055, 4165,   4031.8,   1.0642,  34.7145,3,  34.7138,2,    204.2,3,    207.1,2,   118.13,2,    31.47,2,     0.00,2,     2.17,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,40138.8,  -999.0,-999.0000,-999.000,-999.000,  0.7539
     316N145_5,  I09S,   121,  1,      1, 036,2,19950111,2248,-46.5138, 115.0055, 4165,   4091.4,   1.0666,  34.7146,3,  34.7140,2,    204.1,3,    207.3,2,   118.69,2,    31.48,2,     0.00,2,     2.17,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,40730.6,  -999.0,-999.0000,-999.000,-999.000,  0.7499
     316N145_5,  I09S,   122,  1,     36, 9446,2,19950112,0517,-46.0167, 115.0305, 4200,     13.8,   9.7465,  34.4606,3,  34.4652,2,    268.9,3,    281.7,2,     1.36,2,    12.32,2,     0.24,2,     0.96,2,    4.085,2,    2.035,2, -999.000,5,   1.7560,5,    -1.44,9,     46.2,2,   -999.0,9,   7.493,9,   2082.5,6,   -999.0,5,   2285.5,2,  191.1,     3.9,  0.0030,  40.170,   0.016,  9.7449
     316N145_5,  I09S,   122,  1,     35, 032,3,19950112,0517,-46.0167, 115.0305, 4200,     33.8,   9.7973,  34.4781,3,  34.4722,3,    269.3,3,    281.2,2,     1.53,2,    12.22,2,     0.24,2,     0.95,2,    3.968,2,    2.016,2, -999.000,5,-999.0000,5,  -999.00,9,     40.1,6,      1.5,6,-999.000,9,   2082.1,2,   -999.0,5,   2290.0,2,  389.4,    12.4,-999.0000,-999.000,-999.000,  9.7934
     316N145_5,  I09S,   122,  1,     34, 029,2,19950112,0517,-46.0167, 115.0305, 4200,     57.9,   9.8605,  34.4974,3,  34.5013,2,    276.0,3,    280.5,2,     1.38,2,    11.85,2,     0.23,2,     0.93,2,    3.980,2,    2.000,2, -999.000,5,   1.7490,5,    -1.72,9,     31.5,2,      1.6,2,   7.434,9,   2081.7,2,   -999.0,5,   2314.8,6,  629.6,     5.0,  0.0030,  30.140,   0.028,  9.8539
     316N145_5,  I09S,   122,  1,     33, 026,2,19950112,0517,-46.0167, 115.0305, 4200,     84.4,   9.9129,  34.5257,3,  34.5323,2,    259.8,3,    279.2,2,     1.54,2,    11.66,2,     0.24,2,     0.92,2,    3.935,6,    2.001,6, -999.000,5,-999.0000,5,  -999.00,9,     52.5,2,      1.5,2,-999.000,9,   2081.3,2,   -999.0,5,   2294.8,2,  893.0,     8.0,-999.0000,-999.000,-999.000,  9.9033
     316N145_5,  I09S,   122,  1,     32, 023,2,19950112,0517,-46.0167, 115.0305, 4200,    109.5,   9.9507,  34.7519,3,  34.7553,2,    259.7,3,    265.5,2,     3.92,2,    12.20,2,     0.16,2,     0.95,2, -999.000,9, -999.000,9, -999.000,5,   1.7460,5,    -1.41,9,     64.4,2,      1.4,2,   7.475,9,   2098.9,2,   -999.0,5,   2300.5,2, 1142.8,     4.6,  0.0030,  50.170,   0.016,  9.9381
     316N145_5,  I09S,   122,  1,     31, 020,2,19950112,0517,-46.0167, 115.0305, 4200,    159.3,   9.7014,  34.7530,3,  34.7579,2,    262.2,3,    265.3,2,     4.24,2,    12.83,2,     0.01,2,     0.98,2,    3.758,6,    1.898,6, -999.000,5,-999.0000,5,  -999.00,9,     62.8,2,      1.3,2,-999.000,9,   2100.6,2,   -999.0,5,   2291.6,2, 1638.1,     3.4,-999.0000,-999.000,-999.000,  9.6833
     316N145_5,  I09S,   122,  1,     30, 017,2,19950112,0517,-46.0167, 115.0305, 4200,    209.1,   9.6567,  34.7491,3,  34.7530,2,    260.1,3,    265.8,2,     4.41,2,    12.93,2,     0.01,2,     0.98,2,    3.693,2,    1.856,2, -999.000,5,   1.7620,5,    -1.56,9,     53.6,2,      1.3,2,   7.491,9,   2100.1,2,   -999.0,5,   2309.6,2, 2133.3,     3.7,  0.0030,  60.130,   0.028,  9.6330
     316N145_5,  I09S,   122,  1,     29, 014,2,19950112,0517,-46.0167, 115.0305, 4200,    257.4,   9.4760,  34.7161,3,  34.7211,2,    262.2,3,    263.4,2,     4.89,2,    13.60,2,     0.01,2,     1.02,2,    3.644,2,    1.862,2, -999.000,5,-999.0000,5,  -999.00,9,     43.8,2,      1.0,2,-999.000,9,   2105.1,2,   -999.0,5,   2284.4,2, 2613.5,     3.7,-999.0000,-999.000,-999.000,  9.4471
     316N145_5,  I09S,   122,  1,     28, 011,2,19950112,0517,-46.0167, 115.0305, 4200,    310.3,   9.2955,  34.6820,3,  34.6993,3,    259.9,3,    262.3,2,     4.90,2,    13.93,2,     0.01,2,     1.05,2,    3.641,2,    1.845,2, -999.000,5,   1.7590,5,    -1.39,9,     38.7,2,      1.2,2,   7.506,9,   2104.0,2,   -999.0,5,   2288.9,2, 3140.1,     4.8,  0.0030,  60.170,   0.017,  9.2610
     316N145_5,  I09S,   122,  1,     27, 008,2,19950112,0517,-46.0167, 115.0305, 4200,    358.7,   9.2539,  34.6847,3,  34.6903,2,    266.4,3,    264.7,2,     4.91,2,    14.11,2,     0.01,2,     1.06,2,    3.649,2,    1.847,2, -999.000,5,-999.0000,5,  -999.00,9,     52.9,2,      1.4,2,-999.000,9,   2102.9,2,   -999.0,5,   2306.9,2, 3620.6,     3.0,-999.0000,-999.000,-999.000,  9.2140
     316N145_5,  I09S,   122,  1,     26, 005,2,19950112,0517,-46.0167, 115.0305, 4200,    410.6,   8.9405,  34.6324,3,  34.6370,2,    262.0,3,    262.3,2,     5.39,2,    15.21,2,     0.01,2,     1.11,2,    3.615,2,    1.810,2, -999.000,5,   1.7640,5,    -0.98,9,     38.9,2,      1.3,2,   7.543,9,   2108.7,2,   -999.0,5,   2281.3,2, 4136.7,     4.1,  0.0030,  40.120,   0.061,  8.8957
     316N145_5,  I09S,   122,  1,     25, 019,2,19950112,0517,-46.0167, 115.0305, 4200,    461.0,   8.5847,  34.5780,3,  34.5834,2,    259.8,3,    258.6,2,     6.19,2,    16.55,2,     0.01,2,     1.20,2,    3.477,2,    1.744,2, -999.000,5,-999.0000,5,  -999.00,9,     35.3,2,      1.4,2,-999.000,9,   2111.9,2,   -999.0,5,   2288.9,2, 4638.8,     3.0,-999.0000,-999.000,-999.000,  8.5355
     316N145_5,  I09S,   122,  1,     24, 037,2,19950112,0517,-46.0167, 115.0305, 4200,    506.9,   8.0525,  34.5025,3,  34.5068,2,    249.8,3,    245.3,2,     8.56,2,    18.97,2,     0.01,2,     1.35,2,    3.123,2,    1.532,2, -999.000,5,   1.7790,5,    -0.33,9,     17.7,2,      1.3,2,   7.633,9,   2123.9,2,   -999.0,5,   2295.7,2, 5094.7,     3.1,  0.0030,   0.140,   0.028,  8.0004
     316N145_5,  I09S,   122,  1,     23, 033,2,19950112,0517,-46.0167, 115.0305, 4200,    604.9,   7.3636,  34.4650,3,  34.4675,2,    229.0,3,    224.7,2,    12.36,2,    22.36,2,     0.01,2,     1.54,2,    2.383,2,    1.172,2, -999.000,5,-999.0000,5,  -999.00,9,      1.2,2,      1.3,2,-999.000,9,   2141.3,2,   -999.0,5,   2281.0,2, 6069.6,     3.1,-999.0000,-999.000,-999.000,  7.3041
     316N145_5,  I09S,   122,  1,     22, 031,2,19950112,0517,-46.0167, 115.0305, 4200,    707.1,   6.3082,  34.4057,3,-999.0000,9,    216.3,3,    212.7,2,    18.21,2,    25.79,2,     0.00,2,     1.77,2,    1.860,2,    0.906,2, -999.000,5,-999.0000,5,  -999.00,9,    -27.5,2,      1.1,2,-999.000,9,   2158.4,2,   -999.0,5,   2301.1,2, 7085.6,     4.3,-999.0000,-999.000,-999.000,  6.2438
     316N145_5,  I09S,   122,  1,     20, 028,2,19950112,0517,-46.0167, 115.0305, 4200,    813.3,   5.2900,  34.3457,3,  34.3509,2,    215.7,3,    216.8,2,    22.97,2,    27.84,2,     0.00,2,     1.91,2,    1.874,2,    0.891,2, -999.000,5,-999.0000,5,  -999.00,9,    -86.7,2,     -0.5,4,-999.000,9,   2169.9,6,   -999.0,5,   2288.9,2, 8141.7,     2.8,-999.0000,-999.000,-999.000,  5.2218
     316N145_5,  I09S,   122,  1,     21, 030,2,19950112,0517,-46.0167, 115.0305, 4200,    813.6,   5.2899,  34.3456,3,  34.3501,2,    216.1,3,    216.7,2,    22.96,2,    27.79,2,     0.00,2,     1.91,2,    1.886,2,    0.924,2, -999.000,5,   1.8190,5,     1.75,9,    -41.6,2,      1.0,2,   7.883,9,   -999.0,9,   -999.0,5,   2287.2,2, 8143.9,     2.8,  0.0030,   0.130,   0.029,  5.2217
     316N145_5,  I09S,   122,  1,     19, 027,2,19950112,0517,-46.0167, 115.0305, 4200,   1015.3,   3.9150,  34.3329,3,  34.3368,2,    207.7,3,    209.2,2,    35.92,2,    31.03,2,     0.00,2,     2.12,2,    1.289,2,    0.617,2, -999.000,5,   1.8050,5,     3.14,9,    -76.2,2,      0.8,2,   7.861,9,   2194.3,2,   -999.0,5,   2301.7,2,10149.4,     3.3,  0.0030,   0.160,   0.017,  3.8390
     316N145_5,  I09S,   122,  1,     18, 003,2,19950112,0517,-46.0167, 115.0305, 4200,   1117.4,   3.4655,  34.3572,3,  34.3603,2,    199.1,3,    201.7,2,    43.35,2,    32.08,2,     0.00,2,     2.21,2,    1.052,2,    0.497,2, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   2206.7,6,   -999.0,5,   2307.6,2,11164.3,  -999.0,-999.0000,-999.000,-999.000,  3.3849
     316N145_5,  I09S,   122,  1,     17, 024,2,19950112,0517,-46.0167, 115.0305, 4200,   1223.4,   3.1693,  34.4064,3,  34.4104,2,    189.2,3,    191.1,2,    51.74,2,    33.12,2,     0.00,2,     2.27,2,    0.744,2,    0.355,2, -999.000,5,   1.8570,5,     5.30,9,   -106.4,2,      0.7,2,   8.062,9,   2220.3,2,   -999.0,5,   2319.5,6,12219.0,     2.6,  0.0040,   0.160,   0.018,  3.0827
     316N145_5,  I09S,   122,  1,     16, 022,2,19950112,0517,-46.0167, 115.0305, 4200,   1328.7,   3.0063,  34.4497,3,  34.4532,2,    181.6,3,    183.5,2,    57.58,2,    33.50,2,     0.00,2,     2.30,2, -999.000,9, -999.000,9, -999.000,5,-999.0000,5,  -999.00,9,   -121.1,2,      0.3,2,-999.000,9,   2228.7,2,   -999.0,5,   2320.2,2,13265.6,     3.6,-999.0000,-999.000,-999.000,  2.9127
     316N145_5,  I09S,   122,  1,     15, 021,2,19950112,0517,-46.0167, 115.0305, 4200,   1521.8,   2.7315,  34.5261,3,  34.5300,2,    172.8,3,    176.7,2,    65.96,2,    33.60,2,     0.00,2,     2.30,2,    0.346,2,    0.161,2, -999.000,5,   1.8390,5,     7.62,9,   -143.1,2,      0.5,2,   7.977,9,   2240.1,2,   -999.0,5,   -999.0,9,15185.6,     4.5,  0.0030,   0.160,   0.018,  2.6251
     316N145_5,  I09S,   122,  1,     14, 002,2,19950112,0517,-46.0167, 115.0305, 4200,   1725.2,   2.5708,  34.6190,3,  34.6229,2,    170.0,3,    176.2,2,    71.66,2,    32.69,2,     0.00,2,     2.24,2,    0.162,2,    0.076,2, -999.000,5,   1.8500,5,     8.86,9,   -148.6,2,      0.4,2,   7.954,9,   2244.8,2,   -999.0,5,   2320.0,3,17207.4,     2.6,  0.0030,   0.160,   0.018,  2.4493
     316N145_5,  I09S,   122,  1,     13, 018,2,19950112,0517,-46.0167, 115.0305, 4200,   1914.5,   2.4768,  34.6731,3,  34.6761,2,    176.6,3,    180.7,2,    73.87,2,    31.74,2,     0.00,2,     2.16,2,    0.104,2,    0.052,2, -999.000,5,   1.8430,5,     8.87,9,   -120.1,2,      0.4,2,   8.090,9,   2243.2,2,   -999.0,5,   2360.7,2,19089.9,     5.7,  0.0040,   0.120,   0.066,  2.3404
     316N145_5,  I09S,   122,  1,     12, 016,3,19950112,0517,-46.0167, 115.0305, 4200,   2114.2,   2.3405,  34.7167,3,  34.7195,2,    181.6,3,    186.9,2,    76.26,2,    30.74,2,     0.00,2,     2.10,2,    0.080,2,    0.039,2, -999.000,5,   1.8720,5,     8.79,9,   -144.7,2,      0.3,2,   8.064,9,   2241.1,2,   -999.0,5,   2341.8,2,21074.5,     2.8,  0.0030,   0.160,   0.018,  2.1886
     316N145_5,  I09S,   122,  1,     11, 015,2,19950112,0517,-46.0167, 115.0305, 4200,   2326.3,   2.2142,  34.7378,3,  34.7423,2,    186.6,3,    191.6,2,    79.90,2,    30.21,2,     0.00,2,     2.06,2,    0.052,2,    0.032,2, -999.000,5,   1.8570,5,     9.12,9,   -150.2,2,      0.5,2,   8.059,9,   2241.2,2,   -999.0,5,   -999.0,9,23183.6,     2.7,  0.0030,   0.130,   0.030,  2.0454
     316N145_5,  I09S,   122,  1,     10, 013,3,19950112,0517,-46.0167, 115.0305, 4200,   2544.1,   1.9787,  34.7506,3,  34.7543,2,    192.0,3,    197.1,2,    86.22,2,    29.93,2,     0.00,2,     2.05,2, -999.000,9, -999.000,9, -999.000,5,-999.0000,5,  -999.00,9,   -171.3,2,      0.5,2,-999.000,9,   2244.4,2,   -999.0,5,   2362.6,2,25348.9,     8.3,-999.0000,-999.000,-999.000,  1.7944
     316N145_5,  I09S,   122,  1,      9, 012,2,19950112,0517,-46.0167, 115.0305, 4200,   2743.0,   1.8073,  34.7474,3,  34.7520,2,    193.5,3,    198.3,2,    91.92,2,    30.16,2,     0.00,2,     2.06,2,    0.027,2,    0.021,2, -999.000,5,   1.8610,5,    10.05,9,   -167.0,2,      0.4,2,   8.029,9,   2245.8,2,   -999.0,5,   2352.2,2,27326.3,     3.2,  0.0040,  70.140,   0.028,  1.6079
     316N145_5,  I09S,   122,  1,      8, 010,2,19950112,0517,-46.0167, 115.0305, 4200,   2950.3,   1.5817,  34.7413,3,  34.7429,2,    196.5,3,    200.8,2,    98.89,2,    30.54,2,     0.00,2,     2.08,2,    0.035,2,    0.021,2, -999.000,5,   1.8880,5,    10.07,9,   -164.5,2,      0.3,2,   8.154,9,   2250.2,2,   -999.0,5,   2376.7,2,29386.6,     3.6,  0.0040,  20.130,   0.028,  1.3675
     316N145_5,  I09S,   122,  1,      7, 009,2,19950112,0517,-46.0167, 115.0305, 4200,   3149.9,   1.4450,  34.7348,3,  34.7396,2,    196.6,3,    201.8,2,   104.11,2,    30.84,2,     0.00,2,     2.11,2,    0.033,2,    0.022,2, -999.000,5,   1.8710,5,    10.60,9,   -169.6,2,      0.1,2,   8.121,9,   2251.4,2,   -999.0,5,   -999.0,9,31371.0,     3.8,  0.0030,  90.140,   0.028,  1.2147
     316N145_5,  I09S,   122,  1,      6, 038,2,19950112,0517,-46.0167, 115.0305, 4200,   3342.3,   1.2922,  34.7275,3,  34.7313,2,    199.6,3,    203.7,2,   109.34,2,    31.07,2,     0.00,2,     2.13,2,    0.035,2,    0.021,2, -999.000,5,   1.9260,5,    10.85,9,   -165.0,2,      0.4,2,   8.289,9,   2253.9,2,   -999.0,5,   2358.7,2,33284.3,     2.9,  0.0040,  40.130,   0.028,  1.0467
     316N145_5,  I09S,   122,  1,      5, 006,2,19950112,0517,-46.0167, 115.0305, 4200,   3552.1,   1.1556,  34.7199,3,  34.7245,2,    201.2,3,    205.2,2,   113.47,2,    31.35,2,     0.00,2,     2.14,2,    0.043,2,    0.025,2, -999.000,5,   1.9030,5,    11.01,9,   -177.2,2,      0.0,2,   8.188,9,   2255.4,2,   -999.0,5,   2371.5,2,35369.7,     3.2,  0.0040,  90.130,   0.028,  0.8926
     316N145_5,  I09S,   122,  1,      4, 004,2,19950112,0517,-46.0167, 115.0305, 4200,   3761.1,   1.0867,  34.7167,3,  34.7201,2,    200.4,3,    206.6,2,   116.16,2,    31.55,2,     0.00,2,     2.15,2,    0.047,2,    0.025,2, -999.000,5,   1.9310,5,    10.87,9,   -163.4,2,      0.1,2,   8.316,9,   2256.3,2,   -999.0,5,   2360.1,2,37447.1,     2.8,  0.0040,  40.130,   0.029,  0.8043
     316N145_5,  I09S,   122,  1,      3, 025,2,19950112,0517,-46.0167, 115.0305, 4200,   4009.0,   0.9649,  34.7101,3,  34.7129,2,    204.6,3,    208.3,2,   119.82,2,    31.69,2,     0.00,2,     2.17,2, -999.000,9, -999.000,9, -999.000,5,-999.0000,5,  -999.00,9,   -260.9,4,     -3.1,4,-999.000,9,   2258.4,2,   -999.0,5,   2365.3,2,39912.0,     3.5,-999.0000,-999.000,-999.000,  0.6599
     316N145_5,  I09S,   122,  1,      2, 001,2,19950112,0517,-46.0167, 115.0305, 4200,   4110.3,   0.9363,  34.7083,3,  34.7109,2,    204.2,3,    209.3,2,   120.78,2,    31.74,2,     0.00,2,     2.17,2,    0.073,2,    0.038,2, -999.000,5,   1.9030,5,    11.17,9,   -184.8,2,     -0.2,2,   8.211,9,   2259.0,2,   -999.0,5,   2368.9,2,40919.2,     3.9,  0.0040,  80.130,   0.028,  0.6214
     316N145_5,  I09S,   122,  1,      1, 036,2,19950112,0517,-46.0167, 115.0305, 4200,   4163.6,   0.9369,  34.7088,3,  34.7127,2,    206.5,3,    209.3,2,   120.79,2,    31.73,2,     0.00,2,     2.17,2,    0.073,2,    0.052,2, -999.000,5,   1.8780,5,    10.90,9,   -174.2,2,      0.2,2,   8.094,9,   2259.5,6,   -999.0,5,   2383.9,2,41448.9,     4.1,  0.0040,  30.140,   0.028,  0.6163
     316N145_5,  I09S,   123,  1,     36, 9446,2,19950112,1133,-45.5055, 115.0055, 4160,     12.0,  10.6870,  34.7831,3,  34.7880,2,    268.1,3,    276.4,2,     1.88,2,     9.01,2,     0.20,2,     0.74,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  172.2,  -999.0,-999.0000,-999.000,-999.000, 10.6856
     316N145_5,  I09S,   123,  1,     35, 032,2,19950112,1133,-45.5055, 115.0055, 4160,     30.9,  10.6907,  34.7837,3,  34.7870,2,    266.6,3,    276.7,2,     1.72,2,     8.97,2,     0.19,2,     0.74,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  360.3,  -999.0,-999.0000,-999.000,-999.000, 10.6870
     316N145_5,  I09S,   123,  1,     34, 029,3,19950112,1133,-45.5055, 115.0055, 4160,     56.9,  10.6817,  34.7846,3,-999.0000,9,    265.6,3,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  618.8,  -999.0,-999.0000,-999.000,-999.000, 10.6749
     316N145_5,  I09S,   123,  1,     33, 026,2,19950112,1133,-45.5055, 115.0055, 4160,     81.9,  10.6123,  34.7819,3,  34.7854,2,    266.7,3,    274.8,2,     2.03,2,     9.15,2,     0.20,2,     0.76,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9,  867.9,  -999.0,-999.0000,-999.000,-999.000, 10.6025
     316N145_5,  I09S,   123,  1,     32, 023,2,19950112,1133,-45.5055, 115.0055, 4160,    108.5,  10.4007,  34.7872,3,  34.7862,2,    263.7,3,    270.5,2,     2.98,2,     9.75,2,     0.22,2,     0.83,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 1132.5,  -999.0,-999.0000,-999.000,-999.000, 10.3879
     316N145_5,  I09S,   123,  1,     31, 020,2,19950112,1133,-45.5055, 115.0055, 4160,    158.1,  10.1241,  34.7768,3,  34.7805,2,    256.1,3,    266.5,2,     3.62,2,    11.22,2,     0.22,2,     0.89,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 1626.1,  -999.0,-999.0000,-999.000,-999.000, 10.1057
     316N145_5,  I09S,   123,  1,     30, 017,2,19950112,1133,-45.5055, 115.0055, 4160,    207.1,   9.7785,  34.7742,3,  34.7762,2,    256.3,3,    266.0,2,     4.25,2,    12.63,2,     0.01,2,     0.96,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 2112.5,  -999.0,-999.0000,-999.000,-999.000,  9.7549
     316N145_5,  I09S,   123,  1,     29, 014,2,19950112,1133,-45.5055, 115.0055, 4160,    257.4,   9.8170,  34.7856,3,  34.7891,2,    263.2,3,    267.6,2,     4.25,2,    12.33,2,     0.01,2,     0.94,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 2612.9,  -999.0,-999.0000,-999.000,-999.000,  9.7875
     316N145_5,  I09S,   123,  1,     28, 011,2,19950112,1133,-45.5055, 115.0055, 4160,    306.2,   9.7851,  34.7812,3,  34.7854,2,    265.3,3,    267.0,2,     4.41,2,    12.52,2,     0.01,2,     0.95,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 3098.2,  -999.0,-999.0000,-999.000,-999.000,  9.7500
     316N145_5,  I09S,   123,  1,     27, 008,2,19950112,1133,-45.5055, 115.0055, 4160,    355.2,   9.7244,  34.7698,3,  34.7769,2,    261.8,3,    266.4,2,     4.24,2,    12.71,2,     0.01,2,     0.97,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 3586.1,  -999.0,-999.0000,-999.000,-999.000,  9.6837
     316N145_5,  I09S,   123,  1,     26, 005,2,19950112,1133,-45.5055, 115.0055, 4160,    403.1,   9.6156,  34.7496,3,  34.7551,2,    266.1,3,    266.1,2,     4.40,2,    13.04,2,     0.01,2,     0.99,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 4061.8,  -999.0,-999.0000,-999.000,-999.000,  9.5696
     316N145_5,  I09S,   123,  1,     25, 019,2,19950112,1133,-45.5055, 115.0055, 4160,    457.5,   9.5121,  34.7306,3,  34.7337,2,    262.7,3,    265.8,2,     4.55,2,    13.37,2,     0.01,2,     1.01,2, -999.000,1, -999.000,1, -999.000,5,-999.0000,5,  -999.00,9,   -999.0,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,5,   -999.0,9, 4603.4,  -999.0,-999.0000,-999.000,-999.000,  9.4600
