BOTTLE,20081218PRINUNIVRMK
# 4/18/05 Initialized README file 
# Data from Kozyr 5/11/04; original CARINA file 
# Ship: Atlantis II 
# Cruise: 31AN119 
# Dates: 4/20 - 6/6/1989  
# EXPOCODE: 31AN19890420 
# Region: Section on ~20W from 47-60N 
# Chief Scientist: P. Brewer 
# 51 stations with ?? place Rosette 
# Hydro: Who - ?; Status - final 
# 	Notes: 	cast and bottle numbers fabricated 
# Nuts/O2: Who - ?; Status - final 
# 	Notes: included NH4 
# TCO2: Who - Goyet; Status - final 
# 	Notes: Values ~15umol/kg low relative to OACES93 and A16Nr2003 
# 	CRM not used 
# TA: Who - Goyet; Status - final 
# 	Notes: Values ~5-10umol/kg high relative to OACES93 and A16Nr2003 
# 	No CRM 
# pCO2: Who - Goyet; Status - final 
# 	Notes: Values low by ~40ppm relative to OACES93 and A16Nr2003 
# 	No pCO2_t given in file 
EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PPM,,UMOL/KG,,DEGC
  31AN19890420,     4,  1,      1,2,19890420, 59.7633, -20.6430, 2808,     28.2,   8.2530,  35.2140,2,    277.5,2,     6.54,2,    12.88,2,     0.09,2,     0.85,2,     -999,9,   2122.0,2,    579.0,2,   2332.5,2,   8.2501
  31AN19890420,     4,  1,      2,2,19890420, 59.7633, -20.6430, 2808,     53.4,   8.2760,  35.2320,2,    274.5,2,     6.73,2,    12.88,2,     0.05,2,     0.83,2,     -999,9,   2115.0,2,    578.0,2,   2335.5,2,   8.2705
  31AN19890420,     4,  1,      3,2,19890420, 59.7633, -20.6430, 2808,     78.6,   8.2320,  35.2230,2,    274.5,2,     6.73,2,    12.88,2,     0.06,2,     0.83,2,     -999,9,   2117.0,2,    579.0,2,   2328.5,2,   8.2239
  31AN19890420,     4,  1,      4,2,19890420, 59.7633, -20.6430, 2808,    103.8,   8.1780,  35.2150,2,    274.9,2,     6.73,2,    12.98,2,     0.06,2,     0.84,2,     -999,9,   2118.0,2,    580.0,2,   2335.5,2,   8.1674
  31AN19890420,     4,  1,      5,2,19890420, 59.7633, -20.6430, 2808,    153.2,   8.1000,  35.2000,2,    274.9,2,     6.83,2,    13.07,2,     0.11,2,     0.86,2,     -999,9,   2122.0,2,    583.0,2,   2334.5,2,   8.0844
  31AN19890420,     4,  1,      6,2,19890420, 59.7633, -20.6430, 2808,    202.6,   8.1060,  35.2030,2,    274.1,2,     6.73,2,    13.07,2,     0.11,2,     0.85,2,     -999,9,   2121.0,2,    585.0,2,   2329.5,2,   8.0853
  31AN19890420,     4,  1,      7,2,19890420, 59.7633, -20.6430, 2808,    300.5,   8.0970,  35.2060,2,    273.6,2,     6.73,2,    13.17,2,     0.09,2,     0.85,2,     -999,9,   2120.0,2,    584.0,2,   2328.5,2,   8.0661
  31AN19890420,     4,  1,      8,2,19890420, 59.7633, -20.6430, 2808,    398.4,   7.8310,  35.1640,2,    266.7,2,     7.41,2,    14.15,2,     0.07,2,     0.92,2,     -999,9,   2129.0,2,    608.0,2,   2331.5,2,   7.7905
  31AN19890420,     4,  1,      9,2,19890420, 59.7633, -20.6430, 2808,    502.4,   7.3280,  35.1030,2,    255.3,2,     8.68,2,    15.51,2,     0.02,2,     1.01,2,     -999,9,   2140.1,2,    650.0,2,   2329.6,2,   7.2786
  31AN19890420,     4,  1,     10,2,19890420, 59.7633, -20.6430, 2808,    960.3,   5.1070,  34.9850,2,    238.8,2,    11.71,2,    18.34,2,     0.00,2,     1.19,2,     -999,9,   2162.6,2,    750.0,2,   2325.0,2,   5.0257
  31AN19890420,     4,  1,     11,2,19890420, 59.7633, -20.6430, 2808,   1140.6,   4.3690,  34.9370,2,    256.6,2,    11.41,2,    17.95,2,     0.00,2,     1.17,2,     -999,9,   2154.7,2,    760.0,2,   2321.1,2,   4.2775
  31AN19890420,     4,  1,     12,2,19890420, 59.7633, -20.6430, 2808,   1348.3,   3.9360,  34.9120,2,    269.7,2,    11.22,2,    17.46,2,     0.00,2,     1.13,2,     -999,9,   2153.7,2,    739.0,2,   2320.2,2,   3.8302
  31AN19890420,     7,  1,      1,2,19890422, 53.5050, -20.0400, 2295,     27.2,   9.5440,  35.2760,2,    277.1,2,     6.05,2,    11.02,2,     0.15,2,     0.73,2,     -999,9,   2113.6,2,    543.0,2,   2353.2,2,   9.5410
  31AN19890420,     7,  1,      2,2,19890422, 53.5050, -20.0400, 2295,     52.4,   9.3300,  35.2610,2,    272.8,2,     6.15,2,    11.51,2,     0.16,2,     0.76,2,     -999,9,   2115.7,2,    556.0,2,   2345.2,2,   9.3242
  31AN19890420,     7,  1,      3,2,19890422, 53.5050, -20.0400, 2295,     76.6,   9.3020,  35.2580,2,    271.0,2,     6.15,2,    11.71,2,     0.17,2,     0.76,2,     -999,9,   2111.7,2,    560.0,2,   2329.2,2,   9.2935
  31AN19890420,     7,  1,      4,2,19890422, 53.5050, -20.0400, 2295,    100.8,   9.2920,  35.2570,2,    270.1,2,     6.05,2,    11.80,2,     0.18,2,     0.77,2,     -999,9,   2113.7,2,    563.0,2,   2329.2,2,   9.2808
  31AN19890420,     7,  1,      5,2,19890422, 53.5050, -20.0400, 2295,    148.2,   9.2820,  35.2570,2,    269.7,2,     6.05,2,    11.80,2,     0.19,2,     0.77,2,     -999,9,   2116.7,2,    564.0,2,   2330.2,2,   9.2656
  31AN19890420,     7,  1,      6,2,19890422, 53.5050, -20.0400, 2295,    251.0,   9.2610,  35.2530,2,    269.7,2,     6.15,2,    11.90,2,     0.19,2,     0.78,2,     -999,9,   2121.7,2,    564.0,2,   2328.2,2,   9.2330
  31AN19890420,     7,  1,      7,2,19890422, 53.5050, -20.0400, 2295,    352.9,   8.1250,  35.1060,2,    221.3,2,     9.76,2,    16.88,2,     0.02,2,     1.09,2,     -999,9,   2145.9,2,    699.0,2,   2320.3,2,   8.0885
  31AN19890420,     7,  1,      8,2,19890422, 53.5050, -20.0400, 2295,    505.4,   6.8160,  35.0660,2,    216.5,2,    11.51,2,    18.44,2,     0.01,2,     1.19,2,     -999,9,   2158.2,2,    759.0,2,   2324.7,2,   6.7682
  31AN19890420,     7,  1,      9,2,19890422, 53.5050, -20.0400, 2295,    743.9,   5.9880,  35.1220,2,    225.7,2,    12.00,2,    18.34,2,     0.02,2,     1.18,2,     -999,9,   2172.6,2,    764.0,2,   2325.0,2,   5.9211
  31AN19890420,     7,  1,     10,2,19890422, 53.5050, -20.0400, 2295,    986.7,   4.5490,  34.9810,2,    254.9,2,    11.61,2,    17.66,2,     0.02,2,     1.14,2,     -999,9,   2156.7,2,    759.0,2,   2314.1,2,   4.4695
  31AN19890420,     7,  1,     11,2,19890422, 53.5050, -20.0400, 2295,   1176.0,   4.0020,  34.9300,2,    268.0,2,    11.51,2,    17.27,2,     0.02,2,     1.12,2,     -999,9,   2145.7,2,    748.0,2,   2310.2,2,   3.9106
  31AN19890420,     7,  1,     12,2,19890422, 53.5050, -20.0400, 2295,   1374.6,   3.8090,  34.9280,2,    271.9,2,    11.71,2,    16.88,2,     0.02,2,     1.10,2,     -999,9,   2155.8,2,    738.0,2,   2313.2,2,   3.7022
  31AN19890420,    10,  1,      1,2,19890425, 47.0950, -19.9100, 4548,      3.0,-999.0000,-999.0000,9,    260.6,2,     2.44,2,     5.56,2,     0.30,2,     0.37,2,     -999,9,   -999.0,9,    450.0,2,   -999.0,9,-999.0000
  31AN19890420,    10,  1,      2,2,19890425, 47.0950, -19.9100, 4548,     10.1,-999.0000,-999.0000,9,    260.1,2,     2.15,2,     5.56,2,     0.30,2,     0.37,2,     -999,9,   -999.0,9,    450.0,2,   -999.0,9,-999.0000
  31AN19890420,    10,  1,      3,2,19890425, 47.0950, -19.9100, 4548,     20.2,-999.0000,-999.0000,9,    260.6,2,     2.15,2,     5.56,2,     0.30,2,     0.38,2,     -999,9,   -999.0,9,    449.0,2,   -999.0,9,-999.0000
  31AN19890420,    10,  1,      4,2,19890425, 47.0950, -19.9100, 4548,     30.2,-999.0000,-999.0000,9,    260.6,2,     2.05,2,     5.66,2,     0.29,2,     0.38,2,     -999,9,   -999.0,9,    448.0,2,   -999.0,9,-999.0000
  31AN19890420,    10,  1,      5,2,19890425, 47.0950, -19.9100, 4548,     40.3,-999.0000,-999.0000,9,    260.1,2,     2.15,2,     5.66,2,     0.29,2,     0.38,2,     -999,9,   -999.0,9,    450.0,2,   -999.0,9,-999.0000
  31AN19890420,    10,  1,      6,2,19890425, 47.0950, -19.9100, 4548,     55.4,-999.0000,-999.0000,9,    260.6,2,     2.15,2,     5.66,2,     0.30,2,     0.38,2,     -999,9,   -999.0,9,    449.0,2,   -999.0,9,-999.0000
  31AN19890420,    10,  1,      7,2,19890425, 47.0950, -19.9100, 4548,      2.0,  12.6010,  35.7150,2,    261.0,2,     2.34,2,     5.76,2,     0.26,2,     0.37,2,     -999,9,   2097.1,2,    448.0,2,   2352.6,2,  12.6007
  31AN19890420,    10,  1,      8,2,19890425, 47.0950, -19.9100, 4548,     22.2,  12.6030,  35.7110,2,    260.6,2,     2.24,2,     5.85,2,     0.27,2,     0.39,2,     -999,9,   2097.1,2,    450.0,2,   2348.6,2,  12.6000
  31AN19890420,    10,  1,      9,2,19890425, 47.0950, -19.9100, 4548,     41.3,  12.6090,  35.7100,2,    261.0,2,     2.24,2,     5.85,2,     0.27,2,     0.39,2,     -999,9,   2098.1,2,    450.0,2,   2351.6,2,  12.6034
  31AN19890420,    10,  1,     10,2,19890425, 47.0950, -19.9100, 4548,     61.5,  12.6060,  35.7090,2,    260.6,2,     2.15,2,     5.85,2,     0.27,2,     0.39,2,     -999,9,   2094.1,2,    451.0,2,   2347.6,2,  12.5977
  31AN19890420,    10,  1,     11,2,19890425, 47.0950, -19.9100, 4548,     81.6,  12.6120,  35.7090,2,    260.6,2,     2.15,2,     5.85,2,     0.27,2,     0.38,2,     -999,9,   2098.1,2,    450.0,2,   2343.6,2,  12.6010
  31AN19890420,    10,  1,     12,2,19890425, 47.0950, -19.9100, 4548,    100.8,  12.6150,  35.7090,2,    260.6,2,     2.15,2,     5.85,2,     0.27,2,     0.38,2,     -999,9,   2098.1,2,    449.0,2,   2348.6,2,  12.6014
  31AN19890420,    10,  1,     13,2,19890425, 47.0950, -19.9100, 4548,    120.9,  12.4560,  35.6880,2,    257.1,2,     2.44,2,     6.83,2,     0.32,2,     0.44,2,     -999,9,   2103.2,2,    463.0,2,   2351.7,2,  12.4398
  31AN19890420,    10,  1,     14,2,19890425, 47.0950, -19.9100, 4548,    159.3,  12.3420,  35.6780,2,    256.2,2,     2.73,2,     7.32,2,     0.29,2,     0.47,2,     -999,9,   2104.2,2,    468.0,2,   2353.7,2,  12.3207
  31AN19890420,    10,  1,     15,2,19890425, 47.0950, -19.9100, 4548,    192.5,  12.2170,  35.6610,2,    254.5,2,     2.93,2,     7.71,2,     0.23,2,     0.50,2,     -999,9,   2106.2,2,    476.0,2,   -999.0,9,  12.1914
  31AN19890420,    10,  1,     16,2,19890425, 47.0950, -19.9100, 4548,    290.4,  11.9760,  35.6360,2,    257.5,2,     2.73,2,     7.80,2,     0.15,2,     0.50,2,     -999,9,   2107.3,2,    480.0,2,   2348.8,2,  11.9378
  31AN19890420,    10,  1,     17,2,19890425, 47.0950, -19.9100, 4548,    387.3,  11.4060,  35.5360,2,    232.7,2,     4.49,2,    11.41,2,     0.02,2,     0.69,2,     -999,9,   2125.4,2,    545.0,2,   2337.8,2,  11.3564
  31AN19890420,    10,  1,     18,2,19890425, 47.0950, -19.9100, 4548,    481.2,  11.0890,  35.4970,2,    227.0,2,     4.98,2,    12.39,2,     0.01,2,     0.76,2,     -999,9,   2129.5,2,    564.0,2,   2338.9,2,  11.0283
  31AN19890420,    10,  1,     19,2,19890425, 47.0950, -19.9100, 4548,      2.0,  12.6610,  35.7080,2,    263.2,2,     2.24,2,     5.66,2,     0.27,2,     0.37,2,     -999,9,   2094.1,2,    446.0,2,   2351.6,2,  12.6607
  31AN19890420,    10,  1,     20,2,19890425, 47.0950, -19.9100, 4548,     42.3,  12.6450,  35.7140,2,    261.0,2,     2.05,2,     5.46,2,     0.28,2,     0.36,2,     -999,9,   2094.1,2,    446.0,2,   2344.6,2,  12.6393
  31AN19890420,    10,  1,     21,2,19890425, 47.0950, -19.9100, 4548,     62.5,  12.6250,  35.7150,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,     -999,9,   -999.0,9,   -999.0,9,   2344.6,2,  12.6166
  31AN19890420,    10,  1,     22,2,19890425, 47.0950, -19.9100, 4548,     82.6,  12.6240,  35.7140,2,    259.2,2,     2.05,2,     5.56,2,     0.30,2,     0.37,2,     -999,9,   -999.0,9,    451.0,2,   2344.6,2,  12.6128
  31AN19890420,    10,  1,     23,2,19890425, 47.0950, -19.9100, 4548,    101.8,  12.6220,  35.7140,2,    259.2,2,     2.05,2,     5.56,2,     0.30,2,     0.37,2,     -999,9,   2097.1,2,    450.0,2,   2346.6,2,  12.6082
  31AN19890420,    10,  1,     24,2,19890425, 47.0950, -19.9100, 4548,    150.2,  12.3940,  35.6730,2,    259.7,2,     2.24,2,     6.73,2,     0.29,2,     0.43,2,     -999,9,   -999.0,9,    461.0,2,   2342.6,2,  12.3739
  31AN19890420,    10,  1,     25,2,19890425, 47.0950, -19.9100, 4548,    304.5,  11.7940,  35.5950,2,    242.7,2,     3.71,2,     9.66,2,     0.02,2,     0.59,2,     -999,9,   2114.3,2,    510.0,2,   2339.8,2,  11.7543
  31AN19890420,    10,  1,     26,2,19890425, 47.0950, -19.9100, 4548,    485.2,  10.8560,  35.4630,2,    224.0,2,     5.37,2,    12.98,2,     0.00,2,     0.79,2,     -999,9,   2132.5,2,    583.0,2,   2343.0,2,  10.7956
  31AN19890420,    10,  1,     27,2,19890425, 47.0950, -19.9100, 4548,    749.9,   9.2590,  35.2800,2,    205.7,2,     8.88,2,    16.68,2,     0.00,2,     1.05,2,     -999,9,   2151.8,2,    677.0,2,   -999.0,9,   9.1732
  31AN19890420,    10,  1,     28,2,19890425, 47.0950, -19.9100, 4548,   1000.8,   8.1390,  35.3860,2,    198.2,2,    10.73,2,    17.95,2,     0.00,2,     1.14,2,     -999,9,   2172.4,2,    725.0,2,   2344.9,2,   8.0309
  31AN19890420,    10,  1,     29,2,19890425, 47.0950, -19.9100, 4548,   1505.5,   4.3810,  34.9660,2,    259.2,2,    11.02,2,    17.56,2,     0.00,2,     1.14,2,     -999,9,   2154.7,2,    749.0,2,   2322.2,2,   4.2560
  31AN19890420,    10,  1,     30,2,19890425, 47.0950, -19.9100, 4548,   2012.3,   3.6480,  34.9150,2,    274.1,2,    11.61,2,    16.88,2,     0.00,2,     1.12,2,     -999,9,   2146.8,2,    729.0,2,   2306.2,2,   3.4847
  31AN19890420,    11,  1,      1,2,19890426, 46.8500, -19.7350, 4686,      3.0,-999.0000,-999.0000,9,    263.2,2,     2.24,2,     5.46,2,     0.25,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    11,  1,      2,2,19890426, 46.8500, -19.7350, 4686,     10.1,-999.0000,-999.0000,9,    263.2,2,     2.15,2,     5.46,2,     0.25,2,     0.35,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    11,  1,      3,2,19890426, 46.8500, -19.7350, 4686,     20.2,-999.0000,-999.0000,9,    262.7,2,     2.15,2,     5.56,2,     0.25,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    11,  1,      4,2,19890426, 46.8500, -19.7350, 4686,     30.2,-999.0000,-999.0000,9,    263.2,2,     2.15,2,     5.56,2,     0.25,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    11,  1,      5,2,19890426, 46.8500, -19.7350, 4686,     40.3,-999.0000,-999.0000,9,    262.7,2,     2.15,2,     5.56,2,     0.25,2,     0.38,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    11,  1,      6,2,19890426, 46.8500, -19.7350, 4686,     50.4,-999.0000,-999.0000,9,    261.9,2,     2.05,2,     5.66,2,     0.25,2,     0.37,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    11,  1,      7,2,19890426, 46.8500, -19.7350, 4686,      1.0,  12.5950,  35.7090,2,    263.2,2,     2.24,2,     5.56,2,     0.24,2,     0.36,2,     -999,9,   2094.1,2,    444.0,2,   2357.6,2,  12.5949
  31AN19890420,    11,  1,      8,2,19890426, 46.8500, -19.7350, 4686,     22.2,  12.6000,  35.7090,2,    263.6,2,     2.15,2,     5.56,2,     0.25,2,     0.36,2,     -999,9,   2095.1,2,    445.0,2,   2346.6,2,  12.5970
  31AN19890420,    11,  1,      9,2,19890426, 46.8500, -19.7350, 4686,     42.3,  12.6020,  35.7090,2,    265.3,2,     2.15,2,     5.56,2,     0.24,2,     0.36,2,     -999,9,   2094.1,2,    445.0,2,   2348.6,2,  12.5963
  31AN19890420,    11,  1,     10,2,19890426, 46.8500, -19.7350, 4686,     61.5,  12.5750,  35.7040,2,    262.7,2,     2.15,2,     5.66,2,     0.25,2,     0.37,2,     -999,9,   2092.1,2,    446.0,2,   2344.6,2,  12.5667
  31AN19890420,    11,  1,     11,2,19890426, 46.8500, -19.7350, 4686,     81.6,  12.5630,  35.7020,2,    262.3,2,     2.05,2,     5.76,2,     0.25,2,     0.37,2,     -999,9,   2093.1,2,    448.0,2,   2343.6,2,  12.5520
  31AN19890420,    11,  1,     12,2,19890426, 46.8500, -19.7350, 4686,    101.8,  12.5450,  35.6990,2,    261.4,2,     2.05,2,     5.76,2,     0.25,2,     0.38,2,     -999,9,   2091.1,2,    449.0,2,   2346.6,2,  12.5313
  31AN19890420,    11,  1,     13,2,19890426, 46.8500, -19.7350, 4686,    122.0,  12.4990,  35.6920,2,    260.1,2,     2.05,2,     6.05,2,     0.26,2,     0.39,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  12.4826
  31AN19890420,    11,  1,     14,2,19890426, 46.8500, -19.7350, 4686,    161.3,  12.1980,  35.6600,2,    253.6,2,     2.73,2,     7.61,2,     0.21,2,     0.48,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  12.1766
  31AN19890420,    11,  1,     15,2,19890426, 46.8500, -19.7350, 4686,    199.6,  12.0810,  35.6540,2,    258.8,2,     2.63,2,     7.32,2,     0.25,2,     0.46,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  12.0547
  31AN19890420,    11,  1,     16,2,19890426, 46.8500, -19.7350, 4686,    295.4,  11.9730,  35.6360,2,    257.9,2,     2.73,2,     7.61,2,     0.14,2,     0.48,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  11.9341
  31AN19890420,    11,  1,     17,2,19890426, 46.8500, -19.7350, 4686,    392.3,  11.7760,  35.6020,2,    251.0,2,     3.32,2,     8.88,2,     0.06,2,     0.55,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  11.7247
  31AN19890420,    11,  1,     18,2,19890426, 46.8500, -19.7350, 4686,    495.3,  11.0270,  35.4900,2,    237.0,2,     4.68,2,    11.61,2,     0.01,2,     0.71,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  10.9647
  31AN19890420,    11,  1,     19,2,19890426, 46.8500, -19.7350, 4686,     29.2,  12.5880,  35.7060,2,    261.9,2,     2.24,2,     5.66,2,     0.27,2,     0.36,2,     -999,9,   -999.0,9,    446.0,2,   2358.6,2,  12.5841
  31AN19890420,    11,  1,     20,2,19890426, 46.8500, -19.7350, 4686,     53.4,  12.5920,  35.7060,2,    262.3,2,     2.15,2,     5.56,2,     0.27,2,     0.36,2,     -999,9,   -999.0,9,    445.0,2,   2350.6,2,  12.5848
  31AN19890420,    11,  1,     21,2,19890426, 46.8500, -19.7350, 4686,     77.6,  12.4840,  35.6900,2,    264.0,2,     2.15,2,     5.85,2,     0.23,2,     0.38,2,     -999,9,   -999.0,9,    446.0,2,   2346.6,2,  12.4736
  31AN19890420,    11,  1,     22,2,19890426, 46.8500, -19.7350, 4686,    102.8,  12.4140,  35.6770,2,    263.2,2,     2.34,2,     6.24,2,     0.24,2,     0.40,2,     -999,9,   -999.0,9,    452.0,2,   -999.0,9,  12.4002
  31AN19890420,    11,  1,     23,2,19890426, 46.8500, -19.7350, 4686,    197.6,  12.0720,  35.6470,2,    260.6,2,     2.63,2,     7.22,2,     0.28,2,     0.46,2,     -999,9,   -999.0,9,    471.0,2,   2341.8,2,  12.0459
  31AN19890420,    11,  1,     24,2,19890426, 46.8500, -19.7350, 4686,    302.5,  11.9720,  35.6360,2,    257.9,2,     2.83,2,     7.71,2,     0.13,2,     0.48,2,     -999,9,   -999.0,9,    477.0,2,   2343.8,2,  11.9322
  31AN19890420,    11,  1,     25,2,19890426, 46.8500, -19.7350, 4686,    410.5,  11.5110,  35.5570,2,    242.3,2,     4.10,2,    10.24,2,     0.02,2,     0.62,2,     -999,9,   -999.0,9,   -999.0,9,   2345.8,2,  11.4581
  31AN19890420,    11,  1,     26,2,19890426, 46.8500, -19.7350, 4686,    505.4,  11.0280,  35.4880,2,    233.1,2,     4.88,2,    11.90,2,     0.01,2,     0.73,2,     -999,9,   -999.0,9,   -999.0,9,   2338.9,2,  10.9644
  31AN19890420,    11,  1,     27,2,19890426, 46.8500, -19.7350, 4686,    604.4,  10.7390,  35.4620,2,    241.8,2,     4.78,2,    11.71,2,     0.01,2,     0.72,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,  10.6638
  31AN19890420,    11,  1,     28,2,19890426, 46.8500, -19.7350, 4686,   1056.5,   8.1930,  35.4070,2,    198.7,2,    10.73,2,    17.85,2,     0.01,2,     1.12,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,   8.0781
  31AN19890420,    11,  1,     29,2,19890426, 46.8500, -19.7350, 4686,   1559.3,   4.3260,  34.9670,2,    261.0,2,    11.22,2,    17.46,2,     0.01,2,     1.13,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,   4.1965
  31AN19890420,    11,  1,     30,2,19890426, 46.8500, -19.7350, 4686,   1996.0,   3.6960,  34.9150,2,    274.5,2,    11.32,2,    16.98,2,     0.01,2,     1.11,2,     -999,9,   -999.0,9,   -999.0,9,   2309.2,2,   3.5335
  31AN19890420,    12,  1,      1,2,19890427, 46.8033, -19.4680, 4175,      3.0,-999.0000,-999.0000,9,    262.7,2,     2.24,2,     5.56,2,     0.26,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    12,  1,      2,2,19890427, 46.8033, -19.4680, 4175,     10.1,-999.0000,-999.0000,9,    263.6,2,     2.24,2,     5.66,2,     0.26,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    12,  1,      3,2,19890427, 46.8033, -19.4680, 4175,     20.2,-999.0000,-999.0000,9,    263.6,2,     2.24,2,     5.66,2,     0.26,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    12,  1,      4,2,19890427, 46.8033, -19.4680, 4175,     30.2,-999.0000,-999.0000,9,    263.2,2,     2.15,2,     5.66,2,     0.25,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    12,  1,      5,2,19890427, 46.8033, -19.4680, 4175,     40.3,-999.0000,-999.0000,9,    263.6,2,     2.15,2,     5.66,2,     0.25,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    12,  1,      6,2,19890427, 46.8033, -19.4680, 4175,     50.4,-999.0000,-999.0000,9,    263.6,2,     2.15,2,     5.66,2,     0.25,2,     0.36,2,     -999,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000
  31AN19890420,    12,  1,      7,2,19890427, 46.8033, -19.4680, 4175,      3.0,  12.6100,  35.7100,2,    262.3,2,     2.15,2,     5.46,2,     0.28,2,     0.36,2,     -999,9,   -999.0,9,    445.0,2,   2359.6,2,  12.6096
  31AN19890420,    12,  1,      8,2,19890427, 46.8033, -19.4680, 4175,     23.2,  12.6100,  35.7090,2,    262.7,2,     2.15,2,     5.46,2,     0.28,2,     0.36,2,     -999,9,   -999.0,9,    445.0,2,   2347.6,2,  12.6069
  31AN19890420,    12,  1,      9,2,19890427, 46.8033, -19.4680, 4175,     43.3,  12.6020,  35.7090,2,    263.2,2,     2.05,2,     5.56,2,     0.28,2,     0.37,2,     -999,9,   -999.0,9,    446.0,2,   -999.0,9,  12.5962
  31AN19890420,    12,  1,     10,2,19890427, 46.8033, -19.4680, 4175,     63.5,  12.5910,  35.7070,2,    263.6,2,     2.05,2,     5.56,2,     0.27,2,     0.37,2,     -999,9,   -999.0,9,    446.0,2,   -999.0,9,  12.5824
  31AN19890420,    12,  1,     11,2,19890427, 46.8033, -19.4680, 4175,     83.6,  12.5460,  35.7000,2,    263.6,2,     2.05,2,     5.76,2,     0.25,2,     0.37,2,     -999,9,   -999.0,9,    445.0,2,   -999.0,9,  12.5347
  31AN19890420,    12,  1,     12,2,19890427, 46.8033, -19.4680, 4175,    102.8,  12.4520,  35.6830,2,    264.9,2,     2.05,2,     5.95,2,     0.21,2,     0.38,2,     -999,9,   -999.0,9,    447.0,2,   2347.6,2,  12.4382
  31AN19890420,    12,  1,     13,2,19890427, 46.8033, -19.4680, 4175,    123.0,  12.4400,  35.6830,2,    262.3,2,     2.24,2,     6.34,2,     0.26,2,     0.40,2,     -999,9,   -999.0,9,    453.0,2,   2351.7,2,  12.4235
  31AN19890420,    12,  1,     14,2,19890427, 46.8033, -19.4680, 4175,    162.3,  12.2950,  35.6700,2,    254.0,2,     2.73,2,     7.51,2,     0.24,2,     0.48,2,     -999,9,   -999.0,9,    471.0,2,   -999.0,9,  12.2734
  31AN19890420,    12,  1,     15,2,19890427, 46.8033, -19.4680, 4175,    200.6,  12.1210,  35.6500,2,    254.0,2,     2.93,2,     7.90,2,     0.19,2,     0.50,2,     -999,9,   -999.0,9,    478.0,2,   2341.7,2,  12.0945
  31AN19890420,    12,  1,     16,2,19890427, 46.8033, -19.4680, 4175,    299.5,  11.8660,  35.6120,2,    256.6,2,     3.41,2,     8.68,2,     0.17,2,     0.54,2,     -999,9,   -999.0,9,    487.0,2,   -999.0,9,  11.8268
  31AN19890420,    12,  1,     17,2,19890427, 46.8033, -19.4680, 4175,    399.4,  11.6460,  35.5820,2,    255.8,2,     3.61,2,     9.07,2,     0.09,2,     0.57,2,     -999,9,   -999.0,9,    495.0,2,   2339.8,2,  11.5941
  31AN19890420,    12,  1,     18,2,19890427, 46.8033, -19.4680, 4175,    498.3,  10.9490,  35.4740,2,    223.5,2,     5.27,2,    12.88,2,     0.01,2,     0.79,2,     -999,9,   -999.0,9,    573.0,2,   2332.9,2,  10.8866
