BOTTLE,20061130WHPSIODBK
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20061129
#original HYD file: a21hy.txt   Thu Nov 30 10:52:18 2006
#original SUM file: a21su.txt   Thu Nov 30 10:48:33 2006
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,NEON,NEON_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,HELIER,TRITER,NEONER,DELHER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,ITS-90,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,NMOL/KG,,UMOL/KG,,UATM,,NMOL/KG,TU,NMOL/KG,PERCNT
      06MT11_5,   A21,   115,  1,      8,   -999,2,19900129,0959,-62.2817, -65.2117, 4080,   2299.0,   0.9180,  34.7153,2,  34.7150,2,   -999.0,9,  0.7743,    205.1,2,   122.42,2,    32.56,2,     0.00,2,     2.26,2,    0.004,2,    0.005,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   115,  1,      7,   -999,2,19900129,0959,-62.2817, -65.2117, 4080,   2595.8,   0.7661,  34.7110,2,-999.0000,5,   -999.0,9,  0.6007,    207.8,2,   127.80,2,    32.64,2,     0.00,2,     2.26,2,    0.003,2,   -0.002,2, -999.000,9,   1.8564,2,    10.40,2,   8.105,2,   -999.0,5,   -999.0,5,  0.0037,-999.000,   0.023,   0.200
      06MT11_5,   A21,   115,  1,      6,   -999,2,19900129,0959,-62.2817, -65.2117, 4080,   2900.0,   0.6151,  34.7067,2,  34.7060,2,   -999.0,9,  0.4267,    210.7,2,   133.23,2,    32.82,2,     0.00,2,     2.27,2,    0.004,2,    0.005,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   115,  1,      5,   -999,2,19900129,0959,-62.2817, -65.2117, 4080,   3194.1,   0.5796,  34.7044,2,  34.7060,2,   -999.0,9,  0.3655,    211.3,2,   134.74,2,    32.81,2,     0.00,2,     2.28,2,    0.017,2,    0.003,2, -999.000,5,-999.0000,5,  -999.00,5,-999.000,5,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   115,  1,      4,   -999,2,19900129,0959,-62.2817, -65.2117, 4080,   3504.5,   0.5147,  34.7022,2,  34.7020,2,   -999.0,9,  0.2730,    213.3,2,   137.58,2,    32.84,2,     0.00,2,     2.31,2,    0.028,2,    0.012,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   115,  1,      3,   -999,2,19900129,0959,-62.2817, -65.2117, 4080,   3692.7,   0.4930,  34.7004,2,  34.7020,2,   -999.0,9,  0.2336,    214.0,2,   139.11,2,    32.87,2,     0.00,2,     2.28,2,    0.037,2,    0.020,2, -999.000,5,-999.0000,5,  -999.00,5,-999.000,5,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   115,  1,      2,   -999,2,19900129,0959,-62.2817, -65.2117, 4080,   3905.3,   0.4904,  34.7008,2,  34.7020,2,   -999.0,9,  0.2097,    214.3,2,   139.84,2,    33.00,2,     0.00,2,     2.29,2,    0.030,2,    0.020,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   115,  1,      1,   -999,2,19900129,0959,-62.2817, -65.2117, 4080,   4107.3,   0.5017,  34.7002,2,  34.7000,2,   -999.0,9,  0.1999,    214.1,2,   141.37,2,    33.03,2,     0.00,2,     2.28,2,    0.033,2,    0.018,2,   -0.005,2,-999.0000,5,  -999.00,5,-999.000,5,   -999.0,5,   -999.0,5,-999.0000,   0.002,-999.000,-999.000
      06MT11_5,   A21,   116,  2,     24,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,      7.1,   3.1044,  33.9274,2,  33.9290,2,   -999.0,9,  3.1040,    329.2,2,    38.24,2,    24.06,2,     0.27,2,     1.68,2,    5.847,2,    2.529,2,    0.148,2,   1.7489,2,    -1.40,2,   7.693,2,   2145.0,2,    721.9,2,  0.0035,   0.008,   0.022,   0.200
      06MT11_5,   A21,   116,  2,     23,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,     61.1,  -0.6010,  34.0394,2,-999.0000,5,   -999.0,9, -0.6028,    348.8,2,    49.38,2,    27.19,2,     0.14,2,     1.83,2,    6.067,2,    2.577,2,    0.151,2,   1.7842,2,    -0.80,2,-999.000,5,   2171.7,2,   -999.0,5,  0.0036,   0.006,-999.000,   0.200
      06MT11_5,   A21,   116,  2,     22,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,    111.2,  -0.6829,  34.2169,2,  34.2250,2,   -999.0,9, -0.6861,    282.8,2,    68.64,2,    30.99,2,     0.24,2,     2.14,2,    3.919,2,    1.788,2,    0.074,2,   1.8239,2,     1.90,2,-999.000,5,   2209.4,2,   -999.0,5,  0.0036,   0.006,-999.000,   0.200
      06MT11_5,   A21,   116,  2,     21,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,    189.6,   0.9041,  34.4754,2,  34.4800,2,   -999.0,9,  0.8957,    204.3,2,    83.19,2,    33.92,2,     0.01,2,     2.35,2,    1.325,2,    0.605,2,    0.057,2,   1.8506,2,     6.20,2,   8.099,2,   2242.8,2,   -999.0,5,  0.0037,   0.004,   0.023,   0.200
      06MT11_5,   A21,   116,  2,     20,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,    288.9,   1.7011,  34.6448,2,  34.6500,2,   -999.0,9,  1.6861,    184.6,2,    88.85,2,    33.53,2,     0.01,2,     2.29,2,    0.312,2,    0.150,2, -999.000,9,   1.8399,2,     8.50,2,   8.018,2,   2253.5,2,   -999.0,5,  0.0037,-999.000,   0.022,   0.200
      06MT11_5,   A21,   116,  2,     19,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,    388.7,   1.7980,  34.6921,2,  34.6950,2,   -999.0,9,  1.7771,    180.7,2,    90.51,2,    32.84,2,     0.01,2,     2.25,2,    0.160,2,    0.070,2,    0.026,6,   1.8372,2,     9.20,2,-999.000,5,   2256.1,2,   -999.0,5,  0.0037,   0.011,-999.000,   0.200
      06MT11_5,   A21,   116,  2,     18,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,    488.3,   1.7770,  34.7128,2,  34.7070,2,   -999.0,9,  1.7504,    184.4,2,    94.91,2,    32.45,2,     0.00,2,     2.24,2,    0.114,2,    0.047,2,    0.026,2,   1.8372,2,     9.20,2,   8.037,2,   2254.8,2,   -999.0,5,  0.0037,   0.004,   0.023,   0.200
      06MT11_5,   A21,   116,  2,     17,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,    571.4,   1.6771,  34.7200,2,  34.7120,2,   -999.0,9,  1.6461,    187.0,2,    97.15,2,    32.16,2,     0.00,2,     2.22,2,    0.065,2,    0.030,2, -999.000,5,   1.8395,2,     9.60,2,-999.000,5,   2248.8,2,   -999.0,5,  0.0037,-999.000,-999.000,   0.200
      06MT11_5,   A21,   116,  2,     16,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,    687.0,   1.5712,  34.7284,2,  34.7280,2,   -999.0,9,  1.5339,    189.9,2,   101.26,2,    32.16,2,     0.00,2,     2.21,2,    0.038,2,    0.017,2,    0.024,2,   1.8372,2,     9.70,2,   7.980,2,   2251.4,2,   -999.0,5,  0.0037,   0.004,   0.022,   0.200
      06MT11_5,   A21,   116,  2,     15,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,    836.4,   1.4304,  34.7315,2,  34.7300,2,   -999.0,9,  1.3848,    194.3,2,   105.56,2,    32.06,2,     0.00,2,     2.21,2,    0.021,2,    0.018,3,    0.022,2,   1.8404,2,     9.80,2,   8.039,2,   2252.0,2,   -999.0,5,  0.0037,   0.007,   0.023,   0.200
      06MT11_5,   A21,   116,  2,     14,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   1037.0,   1.2836,  34.7289,2,  34.7280,2,   -999.0,9,  1.2266,    197.8,2,   109.17,2,    32.06,2,     0.00,2,     2.20,2, -999.000,9, -999.000,9, -999.000,5,-999.0000,9,  -999.00,9,-999.000,9,   2257.2,2,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   116,  2,     13,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   1237.0,   1.1398,  34.7245,2,  34.7210,2,   -999.0,9,  1.0711,    199.3,2,   112.99,2,    32.16,2,     0.00,2,     2.21,2,    0.008,2,    0.002,2, -999.000,9,   1.8493,2,    10.00,2,   8.050,2,   2262.5,2,   -999.0,5,  0.0037,-999.000,   0.023,   0.200
      06MT11_5,   A21,   116,  2,     12,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   1487.8,   0.9620,  34.7200,2,  34.7180,2,   -999.0,9,  0.8784,    202.4,2,   117.97,2,    32.35,2,     0.00,2,     2.22,2,    0.000,2,    0.001,2,    0.004,2,   1.8511,2,    10.00,2,   8.061,2,   2254.8,2,   -999.0,5,  0.0037,   0.002,   0.023,   0.200
      06MT11_5,   A21,   116,  2,     11,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   1736.7,   0.8082,  34.7139,2,  34.7140,2,   -999.0,9,  0.7091,    205.3,2,   122.86,2,    32.45,2,     0.00,2,     2.22,2,   -0.001,2,    0.008,3,    0.009,2,   1.8618,2,    10.20,2,   8.121,2,   2255.0,2,   -999.0,5,  0.0037,   0.007,   0.023,   0.200
      06MT11_5,   A21,   116,  2,     10,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   1990.4,   0.6584,  34.7093,2,  34.7090,2,   -999.0,9,  0.5430,    208.5,2,   127.06,2,    32.65,2,     0.00,2,     2.24,2,   -0.001,2,    0.002,2,    0.006,2,   1.8645,2,    10.10,2,   8.157,2,   2260.9,2,   -999.0,5,  0.0037,   0.004,   0.023,   0.200
      06MT11_5,   A21,   116,  2,      9,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   2242.4,   0.5555,  34.7072,2,  34.7080,2,   -999.0,9,  0.4227,    210.0,2,   129.60,2,    32.65,2,     0.00,2,     2.25,2,    0.010,2,    0.001,2,   -0.003,2,-999.0000,5,  -999.00,5,-999.000,5,   2260.6,2,   -999.0,5,-999.0000,   0.006,-999.000,-999.000
      06MT11_5,   A21,   116,  2,      8,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   2491.7,   0.4826,  34.7054,2,  34.7070,2,   -999.0,9,  0.3313,    211.6,2,   133.02,2,    32.84,2,     0.00,2,     2.25,2,    0.022,2,    0.009,2,    0.004,2,   1.8654,2,     9.80,2,   8.140,2,   2258.1,2,   -999.0,5,  0.0037,   0.003,   0.023,   0.200
      06MT11_5,   A21,   116,  2,      7,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   2742.9,   0.4497,  34.7032,2,  34.7030,2,   -999.0,9,  0.2783,    212.5,2,   133.90,2,    32.94,2,     0.00,2,     2.27,2, -999.000,9, -999.000,9,    0.017,6,-999.0000,4,  -999.00,5,-999.000,4,   2257.1,2,   -999.0,5,-999.0000,   0.046,-999.000,-999.000
      06MT11_5,   A21,   116,  2,      6,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   2992.8,   0.4227,  34.6987,2,  34.7000,2,   -999.0,9,  0.2303,    214.3,2,   134.88,2,    32.94,2,     0.00,2,     2.27,2,    0.071,2,    0.035,2,    0.018,2,   1.8627,2,     9.10,2,-999.000,5,   2257.0,2,   -999.0,5,  0.0037,   0.003,-999.000,   0.200
      06MT11_5,   A21,   116,  2,      5,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   3245.8,   0.4187,  34.6980,2,  34.6970,2,   -999.0,9,  0.2037,    215.0,2,   135.57,2,    33.04,2,     0.00,2,     2.27,2, -999.000,9, -999.000,9, -999.000,5,   1.8587,2,     9.10,2,   8.170,2,   2261.1,2,   -999.0,5,  0.0037,-999.000,   0.023,   0.200
      06MT11_5,   A21,   116,  2,      4,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   3497.1,   0.4007,  34.6940,2,  34.6940,2,   -999.0,9,  0.1627,    216.4,2,   133.51,2,    33.13,2,     0.00,2,     2.28,2,    0.129,2,    0.066,2,    0.011,2,   1.8645,2,     8.40,2,   8.119,2,   2257.4,2,   -999.0,5,  0.0037,   0.003,   0.023,   0.200
      06MT11_5,   A21,   116,  2,      3,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   3747.0,   0.4077,  34.6911,2,  34.6920,2,   -999.0,9,  0.1453,    217.5,2,   132.05,2,    33.04,2,     0.00,2,     2.28,2,    0.155,2,    0.074,2,    0.031,2,-999.0000,5,  -999.00,5,-999.000,5,   2259.0,2,   -999.0,5,-999.0000,   0.003,-999.000,-999.000
      06MT11_5,   A21,   116,  2,      2,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   3901.2,   0.4017,  34.6897,2,  34.6910,2,   -999.0,9,  0.1240,    218.0,2,   132.44,2,    33.13,2,     0.00,2,     2.29,2,    0.169,2,    0.086,2,    0.008,2,   1.8564,2,     8.10,2,   8.191,2,   2259.6,2,   -999.0,5,  0.0037,   0.003,   0.023,   0.200
      06MT11_5,   A21,   116,  2,      1,   -999,2,19900129,1920,-62.6000, -64.2717, 4015,   3982.9,   0.3917,  34.6873,2,  34.6890,2,   -999.0,9,  0.1060,    218.6,2,   131.76,2,    33.13,2,     0.00,2,     2.28,2,    0.207,2,    0.116,2,    0.020,2,   1.8703,2,     7.90,2,   8.193,2,   2254.6,2,   -999.0,5,  0.0037,   0.006,   0.023,   0.200
      06MT11_5,   A21,   117,  1,     19,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,      7.3,   2.5545,  33.9542,2,  33.9530,2,   -999.0,9,  2.5541,    333.1,2,    45.88,2,    23.84,2,     0.24,2,     1.84,2,    5.875,2,    2.550,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   2152.3,2,    741.6,2,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   117,  1,     18,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,      7.4,   2.5513,  33.9543,2,  33.9540,2,   -999.0,9,  2.5509,    351.1,3,    45.60,2,    23.83,2,     0.24,2,     1.79,2,    5.868,2,    2.616,2, -999.000,5,   1.7614,2,    -1.70,3,   7.764,2,   2152.2,2,    745.0,2,  0.0067,-999.000,   0.036,   0.200
      06MT11_5,   A21,   117,  1,     17,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,     34.8,  -0.1763,  34.0362,2,  34.0460,2,   -999.0,9, -0.1775,    267.5,2,    44.57,2,    25.35,2,     0.16,2,     1.88,2,    6.158,2,    2.670,2,    0.157,2,   1.7565,2,    -1.00,2,   7.832,2,   2166.6,2,   -999.0,5,  0.0035,   0.006,   0.022,   0.200
      06MT11_5,   A21,   117,  1,     16,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,     74.6,  -0.4577,  34.2393,2,-999.0000,5,   -999.0,9, -0.4600,    190.2,2,    69.40,2,    30.96,2,     0.17,2,     2.27,2,    3.351,2,    1.526,2,    0.098,2,   1.8323,2,     2.10,3,   8.116,2,   2215.2,2,   -999.0,5,  0.0070,   0.004,   0.037,   0.200
      06MT11_5,   A21,   117,  1,     15,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    124.4,   1.0289,  34.4636,2,  34.4600,2,   -999.0,9,  1.0234,    190.9,2,    78.95,2,    33.28,2,     0.01,2,     2.41,2,    1.474,2,    0.678,2,    0.046,2,   1.8346,2,     5.70,2,   8.035,2,   2242.1,2,   -999.0,5,  0.0037,   0.005,   0.022,   0.200
      06MT11_5,   A21,   117,  1,     14,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    163.8,   1.4099,  34.5365,2,  34.5380,2,   -999.0,9,  1.4020,    191.8,2,    82.98,2,    33.43,2,     0.01,2,     2.43,2,    0.891,2,    0.406,2, -999.000,9,   1.8364,2,     6.80,2,   8.011,2,   2248.6,2,   -999.0,5,  0.0037,-999.000,   0.022,   0.200
      06MT11_5,   A21,   117,  1,     13,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    195.2,   1.6671,  34.5976,2,  34.5990,2,   -999.0,9,  1.6572,    183.2,2,    85.24,2,    33.25,2,     0.01,2,     2.43,2,    0.537,2,    0.247,2,    0.024,2,   1.8314,2,     7.60,2,   7.959,2,   2252.3,2,   -999.0,5,  0.0037,   0.003,   0.022,   0.200
      06MT11_5,   A21,   117,  1,     12,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    286.4,   1.7064,  34.6587,2,  34.6580,2,   -999.0,9,  1.6915,    181.6,2,    91.06,2,    32.56,2,     0.01,2,     2.38,2,    0.293,2,    0.132,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   2253.4,2,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   117,  1,     11,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    392.6,   1.8159,  34.7126,2,  34.7130,2,   -999.0,9,  1.7948,    184.0,2,    93.09,2,    31.60,2,     0.01,2,     2.31,2,    0.087,2,    0.037,2, -999.000,5,   1.8377,2,     9.50,2,   7.974,2,   2252.6,2,   -999.0,5,  0.0037,-999.000,   0.022,   0.200
      06MT11_5,   A21,   117,  1,     10,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    492.4,   1.7575,  34.7233,2,  34.7220,2,   -999.0,9,  1.7308,    186.0,2,  -999.00,5,  -999.00,5,  -999.00,5,  -999.00,5,    0.055,2,    0.033,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   2253.2,2,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   117,  1,      9,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    591.3,   1.6325,  34.7309,2,  34.7310,2,   -999.0,9,  1.6005,    189.9,2,    99.46,2,    31.05,2,     0.00,2,     2.28,2,    0.030,2,    0.012,2,    0.017,2,   1.8395,2,     9.60,2,   7.989,2,   2253.7,2,   -999.0,5,  0.0037,   0.003,   0.022,   0.200
      06MT11_5,   A21,   117,  1,      8,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    691.1,   1.5330,  34.7299,2,  34.7310,2,   -999.0,9,  1.4956,    191.5,2,   102.53,2,    31.24,2,     0.00,2,     2.29,2,    0.026,2,    0.013,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   2256.8,2,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   117,  1,      7,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,    841.0,   1.3477,  34.7300,2,  34.7290,2,   -999.0,9,  1.3024,    195.7,2,   108.18,2,    31.29,2,     0.00,2,     2.30,2,    0.013,2,    0.010,2,    0.025,6,   1.8453,2,     9.70,2,   8.050,2,   2254.2,2,   -999.0,5,  0.0037,   0.011,   0.023,   0.200
      06MT11_5,   A21,   117,  1,      6,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,   1041.7,   1.1392,  34.7254,2,  34.7250,2,   -999.0,9,  1.0830,    198.8,2,   114.89,2,    31.48,2,     0.00,2,     2.32,2,    0.006,2,    0.005,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   2258.8,2,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   117,  1,      5,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,   1241.7,   0.9875,  34.7207,2,  34.7200,2,   -999.0,9,  0.9200,    201.7,2,   119.06,2,    31.92,2,     0.00,2,     2.28,2,    0.009,2,   -0.002,2, -999.000,5,   1.8546,2,    10.10,2,   8.109,2,   2257.1,2,   -999.0,5,  0.0037,-999.000,   0.023,   0.200
      06MT11_5,   A21,   117,  1,      4,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,   1492.5,   0.8000,  34.7149,2,  34.7150,2,   -999.0,9,  0.7180,    205.3,2,   123.51,2,    32.25,2,     0.00,2,     2.26,2,    0.004,2,    0.004,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   2257.4,2,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   117,  1,      3,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,   1742.3,   0.5266,  34.7062,2,  34.7070,2,   -999.0,9,  0.4310,    209.5,2,   131.17,2,    32.09,2,     0.00,2,     2.28,2,    0.043,2,    0.017,2, -999.000,5,   1.8596,2,     9.40,2,   8.127,2,   2256.8,2,   -999.0,5,  0.0037,-999.000,   0.023,   0.200
      06MT11_5,   A21,   117,  1,      2,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,   1947.2,   0.4108,  34.7015,2,  34.7020,2,   -999.0,9,  0.3024,    212.4,2,   132.52,2,    32.33,2,     0.00,2,     2.38,3,    0.076,2,    0.035,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   117,  1,      1,   -999,2,19900130,0517,-62.8567, -63.5250, 2099,   2056.5,   0.4256,  34.7018,2,  34.7020,2,   -999.0,9,  0.3090,    212.0,2,   133.34,2,    32.33,2,     0.01,2,     2.26,2,    0.100,2,    0.056,2,    0.000,2,   1.8604,2,     9.10,2,   8.124,2,   2260.4,2,   -999.0,5,  0.0037,   0.002,   0.023,   0.200
      06MT11_5,   A21,   118,  1,     14,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,      4.6,   3.6128,  33.8770,2,  33.8750,2,   -999.0,9,  3.6125,    325.1,2,    18.88,2,    23.08,2,     0.30,2,     1.60,2,    5.445,2,    2.485,2, -999.000,9,   1.7465,2,    -1.50,2,   7.644,2,   2125.1,2,    674.4,2,  0.0035,-999.000,   0.021,   0.200
      06MT11_5,   A21,   118,  1,     13,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,     42.4,   2.2604,  33.8250,2,-999.0000,5,   -999.0,9,  2.2582,    350.9,2,    24.06,2,    25.14,2,     0.21,2,     1.82,2,    6.518,3,    2.780,2,    0.079,2,-999.0000,5,  -999.00,5,-999.000,5,   -999.0,5,   -999.0,5,-999.0000,   0.004,-999.000,-999.000
      06MT11_5,   A21,   118,  1,     12,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    112.1,  -1.1203,  33.9888,2,  33.9910,2,   -999.0,9, -1.1231,    345.4,2,    33.84,2,    27.58,2,     0.19,2,     1.99,2,    6.337,2,    2.712,2,    0.112,2,   1.7810,2,    -1.10,2,   8.026,2,   -999.0,5,   -999.0,5,  0.0036,   0.005,   0.022,   0.200
      06MT11_5,   A21,   118,  1,     11,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    173.0,   0.6184,  34.2312,2,-999.0000,5,   -999.0,9,  0.6113,    254.5,2,    55.83,2,    33.15,2,     0.01,2,     2.27,2,    3.040,2,    1.375,2, -999.000,5,   1.7904,2,     2.30,2,   7.881,2,   -999.0,5,   -999.0,5,  0.0036,-999.000,   0.022,   0.200
      06MT11_5,   A21,   118,  1,     10,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    222.3,   1.5812,  34.3908,2,  34.3930,2,   -999.0,9,  1.5701,    212.5,2,    67.26,2,    34.80,2,     0.00,2,     2.38,2,    1.629,2,    0.756,2,    0.052,2,   1.8020,2,     4.90,2,   7.880,2,   -999.0,5,   -999.0,5,  0.0036,   0.004,   0.022,   0.200
      06MT11_5,   A21,   118,  1,      9,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    291.5,   1.9088,  34.4757,2,  34.4780,2,   -999.0,9,  1.8933,    191.7,2,    74.10,2,    35.09,2,     0.00,2,     2.40,2,    0.961,2,    0.451,2, -999.000,9,   1.8136,2,     6.20,2,   7.890,2,   -999.0,5,   -999.0,5,  0.0036,-999.000,   0.022,   0.200
      06MT11_5,   A21,   118,  1,      8,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    400.9,   1.9118,  34.5448,2,  34.5420,2,   -999.0,9,  1.8900,    184.9,2,    79.08,2,    34.90,2,     0.00,2,     2.39,2,    0.706,2,    0.329,2, -999.000,5,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   118,  1,      7,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    491.0,   2.0187,  34.6131,2,  34.6130,2,   -999.0,9,  1.9911,    177.9,2,    83.38,2,    34.50,2,     0.00,2,     2.34,2,    0.364,2,    0.171,2,    0.059,2,   1.8252,2,     8.60,2,   7.898,2,   -999.0,5,   -999.0,5,  0.0037,   0.004,   0.022,   0.200
      06MT11_5,   A21,   118,  1,      6,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    491.0,   2.0187,  34.6131,2,-999.0000,5,   -999.0,9,  1.9911,   -999.0,5,  -999.00,5,  -999.00,5,  -999.00,5,  -999.00,5,    0.247,2,    0.110,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   118,  1,      5,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    491.0,   2.0187,  34.6131,2,-999.0000,5,   -999.0,9,  1.9911,   -999.0,5,  -999.00,5,  -999.00,5,  -999.00,5,  -999.00,5,    0.238,3,    0.115,3, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   118,  1,      4,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    590.2,   2.0177,  34.6513,2,-999.0000,5,   -999.0,9,  1.9840,   -999.0,5,  -999.00,5,  -999.00,5,  -999.00,5,  -999.00,5,    0.239,3,    0.122,3, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
      06MT11_5,   A21,   118,  1,      3,   -999,2,19900130,1300,-62.2833, -65.2167, 3860,    590.2,   2.0177,  34.6513,2,-999.0000,5,   -999.0,9,  1.9840,   -999.0,5,  -999.00,5,  -999.00,5,  -999.00,5,  -999.00,5,    0.243,2,    0.114,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,9,   -999.0,5,   -999.0,5,-999.0000,-999.000,-999.000,-999.000
