BOTTLE,20030319WHPSIOSA
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: March 19, 2003
#original HYD file: a08hy.txt   Wed Mar 19 10:27:03 2003
#original SUM file: a08su.txt   Fri Feb 12 12:52:56 1999
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,NEON,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,CTDRAW,HELIER,DELHER,NEONER,NEONER_FLAG_W,THETA,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,NMOL/KG,UMOL/KG,,PPM@EQ,,,NMOL/KG,PERCNT,NMOL/KG,,ITS-90,TU
      06MT28_1,   A08,   177,  1,    467,    215,2,19940403,1214,-10.6638, -34.9332, 4000,     50.5,  28.8744,  37.1887,2,-999.0000,9,    191.0,2,     0.86,2,     0.00,4, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,     50,-999.0000,-999.000,-999.000,9, 28.8622,-999.000
      06MT28_1,   A08,   177,  1,    466,    214,2,19940403,1214,-10.6638, -34.9332, 4000,     69.7,  27.7160,  37.1494,2,-999.0000,9,    202.6,2,     0.77,2,     0.00,4, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,     69,-999.0000,-999.000,-999.000,9, 27.6996,-999.000
      06MT28_1,   A08,   177,  1,    465,    213,2,19940403,1214,-10.6638, -34.9332, 4000,    100.5,  25.8133,  37.1069,2,-999.0000,9,    204.1,2,     0.77,2,     0.00,4, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    100,-999.0000,-999.000,-999.000,9, 25.7908,-999.000
      06MT28_1,   A08,   177,  1,    464,    212,2,19940403,1214,-10.6638, -34.9332, 4000,    150.2,  22.6912,  36.7363,2,-999.0000,9,    196.9,2,     0.96,2,     0.29,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    150,-999.0000,-999.000,-999.000,9, 22.6606,-999.000
      06MT28_1,   A08,   177,  1,    463,    211,2,19940403,1214,-10.6638, -34.9332, 4000,    200.5,  18.2729,  36.0364,2,-999.0000,9,    159.3,2,     2.49,2,     7.33,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    200,-999.0000,-999.000,-999.000,9, 18.2378,-999.000
      06MT28_1,   A08,   177,  1,    461,    210,2,19940403,1214,-10.6638, -34.9332, 4000,    299.5,  11.7074,  35.0568,2,-999.0000,9,    141.5,2,     7.32,2,    18.90,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    299,-999.0000,-999.000,-999.000,9, 11.6687,-999.000
      06MT28_1,   A08,   177,  2,    469,    324,2,19940403,1414,-10.6585, -34.9322, -999,     18.6,  28.8102,  37.1114,2,-999.0000,9,    194.5,2,     0.96,2,     0.00,4, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,     14,-999.0000,-999.000,-999.000,9, 28.8057,-999.000
      06MT28_1,   A08,   177,  2,    462,    323,2,19940403,1414,-10.6585, -34.9322, -999,    298.5,  12.0129,  35.1010,2,-999.0000,9,    141.9,2,     7.27,2,    18.76,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    299,-999.0000,-999.000,-999.000,9, 11.9738,-999.000
      06MT28_1,   A08,   177,  2,    460,    322,2,19940403,1414,-10.6585, -34.9322, -999,    397.4,   8.6396,  34.7395,2,-999.0000,9,    130.4,2,    13.48,2,    26.87,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    399,-999.0000,-999.000,-999.000,9,  8.5971,-999.000
      06MT28_1,   A08,   177,  2,    459,    321,2,19940403,1414,-10.6585, -34.9322, -999,    497.7,   6.6660,  34.5533,2,-999.0000,9,    140.2,2,    18.73,2,    30.39,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    500,-999.0000,-999.000,-999.000,9,  6.6199,-999.000
      06MT28_1,   A08,   177,  2,    458,    320,2,19940403,1414,-10.6585, -34.9322, -999,    597.7,   5.7802,  34.4944,2,-999.0000,9,    143.4,2,    22.45,2,    31.91,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    600,-999.0000,-999.000,-999.000,9,  5.7286,-999.000
      06MT28_1,   A08,   177,  2,    457,    319,2,19940403,1414,-10.6585, -34.9322, -999,    696.3,   5.0391,  34.4527,2,-999.0000,9,    150.4,2,    26.45,2,    32.56,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    699,-999.0000,-999.000,-999.000,9,  4.9825,-999.000
      06MT28_1,   A08,   177,  2,    456,    318,2,19940403,1414,-10.6585, -34.9322, -999,    846.9,   4.1705,  34.4343,2,-999.0000,9,    170.1,2,    32.44,2,    31.96,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,    850,-999.0000,-999.000,-999.000,9,  4.1064,-999.000
      06MT28_1,   A08,   177,  2,    455,    317,2,19940403,1414,-10.6585, -34.9322, -999,    998.2,   3.9544,  34.5229,2,  34.5259,2,    165.9,2,    34.42,2,    31.46,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   1001,-999.0000,-999.000,-999.000,9,  3.8792,-999.000
      06MT28_1,   A08,   177,  2,    454,    316,2,19940403,1414,-10.6585, -34.9322, -999,   1197.5,   4.1265,  34.7052,2,-999.0000,9,    172.5,2,    29.62,2,    28.76,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   1200,-999.0000,-999.000,-999.000,9,  4.0326,-999.000
      06MT28_1,   A08,   177,  2,    453,    315,2,19940403,1414,-10.6585, -34.9322, -999,   1397.7,   4.0433,  34.8342,2,-999.0000,9,    192.5,2,    25.02,2,    25.12,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   1400,-999.0000,-999.000,-999.000,9,  3.9322,-999.000
      06MT28_1,   A08,   177,  2,    452,    314,2,19940403,1414,-10.6585, -34.9322, -999,   1596.2,   4.1333,  34.9549,2,-999.0000,9,    221.9,2,    17.97,2,    20.72,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   1598,-999.0000,-999.000,-999.000,9,  4.0027,-999.000
      06MT28_1,   A08,   177,  2,    451,    313,2,19940403,1414,-10.6585, -34.9322, -999,   1797.2,   3.7637,  34.9688,2,-999.0000,9,    236.1,2,    17.95,2,    19.09,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   1799,-999.0000,-999.000,-999.000,9,  3.6190,-999.000
      06MT28_1,   A08,   177,  2,    450,    312,2,19940403,1414,-10.6585, -34.9322, -999,   1999.8,   3.5274,  34.9634,2,  34.9620,2,    239.6,2,    19.45,2,    18.88,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   2001,-999.0000,-999.000,-999.000,9,  3.3669,-999.000
      06MT28_1,   A08,   177,  2,    449,    311,2,19940403,1414,-10.6585, -34.9322, -999,   2250.0,   3.2312,  34.9509,2,-999.0000,9,    241.4,2,    22.65,2,    18.96,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   2250,-999.0000,-999.000,-999.000,9,  3.0515,-999.000
      06MT28_1,   A08,   177,  2,    436,    310,2,19940403,1414,-10.6585, -34.9322, -999,   2502.2,   2.9993,  34.9368,2,-999.0000,9,    239.3,2,    26.22,2,    19.22,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   2502,-999.0000,-999.000,-999.000,9,  2.7992,-999.000
      06MT28_1,   A08,   177,  2,    507,    309,2,19940403,1414,-10.6585, -34.9322, -999,   2751.2,   2.8465,  34.9289,2,-999.0000,9,    239.0,2,    28.47,2,    19.39,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   2750,-999.0000,-999.000,-999.000,9,  2.6246,-999.000
      06MT28_1,   A08,   177,  2,    508,    308,2,19940403,1414,-10.6585, -34.9322, -999,   3001.7,   2.7436,  34.9232,2,  34.9225,2,    240.4,2,    29.29,2,    19.27,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   2999,-999.0000,-999.000,-999.000,9,  2.4983,-999.000
      06MT28_1,   A08,   177,  2,    506,    307,2,19940403,1414,-10.6585, -34.9322, -999,   3254.0,   2.6594,  34.9182,2,-999.0000,9,    240.6,2,    30.58,2,    19.25,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   3251,-999.0000,-999.000,-999.000,9,  2.3895,-999.000
      06MT28_1,   A08,   177,  2,    505,    306,2,19940403,1414,-10.6585, -34.9322, -999,   3502.2,   2.5429,  34.9104,2,-999.0000,9,    241.4,2,    31.49,2,    19.14,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   3498,-999.0000,-999.000,-999.000,9,  2.2491,-999.000
      06MT28_1,   A08,   177,  2,    504,    305,2,19940403,1414,-10.6585, -34.9322, -999,   3755.8,   2.2060,  34.8757,2,-999.0000,9,    236.7,2,    43.88,2,    20.81,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   3751,-999.0000,-999.000,-999.000,9,  1.8934,-999.000
      06MT28_1,   A08,   177,  2,    503,    304,2,19940403,1414,-10.6585, -34.9322, -999,   4004.6,   1.4211,  34.7913,2,  34.7893,2,    221.2,2,    75.96,2,    25.35,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   4000,-999.0000,-999.000,-999.000,9,  1.1032,-999.000
      06MT28_1,   A08,   177,  2,    502,    303,2,19940403,1414,-10.6585, -34.9322, -999,   4025.7,   1.3980,  34.7886,2,-999.0000,9,    220.3,2,    76.98,2,    25.58,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   4021,-999.0000,-999.000,-999.000,9,  1.0785,-999.000
      06MT28_1,   A08,   177,  2,    501,    301,2,19940403,1414,-10.6585, -34.9322, -999,   4053.7,   1.2848,  34.7755,2,  34.7775,2,    218.4,2,    81.49,2,    26.19,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   4049,-999.0000,-999.000,-999.000,9,  0.9656,-999.000
      06MT28_1,   A08,   177,  2,    500,    302,2,19940403,1414,-10.6585, -34.9322, -999,   4053.7,   1.2848,  34.7755,2,  34.7782,2,    218.3,2,    81.39,2,    26.14,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,   4049,-999.0000,-999.000,-999.000,9,  0.9656,-999.000
      06MT28_1,   A08,   178,  1,    498,    220,2,19940403,1850,-10.7997, -34.7390, 4344,     10.7,  28.8395,  37.0360,2,  37.0428,2,    194.0,2,  -999.00,2,  -999.00,2,    1.462,2,    0.849,2,    0.160,2,    1.625,2,    0.831,2,-999.0000,9,    -1.88,2,-999.000,   2043.6,2,   -999.0,9,     10,-999.0000,   0.240,-999.000,9, 28.8369,   0.021
      06MT28_1,   A08,   178,  1,    497,    219,2,19940403,1850,-10.7997, -34.7390, 4344,     29.9,  28.7497,  37.0331,2,-999.0000,9,    196.5,2,  -999.00,9,  -999.00,9,    1.455,2,    0.854,2,    0.145,2,    1.585,2,    0.834,2,   1.6810,2,    -1.01,2,   6.544,   2044.3,2,    436.9,2,     29,  0.0060,   0.240,   0.021,2, 28.7425,   0.021
      06MT28_1,   A08,   178,  1,    496,    218,2,19940403,1850,-10.7997, -34.7390, 4344,     50.8,  28.7300,  37.1434,2,-999.0000,9,    197.9,2,  -999.00,9,  -999.00,9,    1.395,2,    0.833,2,    0.164,2,    1.460,2,    0.853,2,   1.6610,2,    -1.44,2,   6.471,   2045.4,2,    430.0,2,     50,  0.0060,   0.240,   0.021,2, 28.7177,   0.021
      06MT28_1,   A08,   178,  1,    495,    217,2,19940403,1850,-10.7997, -34.7390, 4344,     70.3,  27.3971,  37.1682,2,-999.0000,9,    202.7,2,  -999.00,9,  -999.00,9,    0.895,4,    0.898,2,   -0.006,4,   -0.008,4,    0.820,2,   1.6730,3,    -0.71,3,   6.567,   2059.2,2,    451.1,2,     70,  0.0150,   0.240,   0.054,3, 27.3807,   0.021
      06MT28_1,   A08,   178,  1,    494,    216,2,19940403,1850,-10.7997, -34.7390, 4344,    100.1,  25.8204,  37.0793,2,-999.0000,9,    207.0,2,  -999.00,9,  -999.00,9,    1.673,2,    0.966,2,    0.246,2,    1.202,2,    0.824,2,   1.6800,2,    -0.96,2,   6.652,   2069.1,2,    477.8,2,    100,  0.0060,   0.240,   0.021,2, 25.7980,   0.022
      06MT28_1,   A08,   178,  1,    493,    215,2,19940403,1850,-10.7997, -34.7390, 4344,    150.5,  21.4261,  36.5298,2,-999.0000,9,    192.2,2,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,    0.844,2,   1.7050,2,    -0.88,2,   6.858,   2099.5,2,    604.5,2,    150,  0.0060,   0.240,   0.022,2, 21.3967,   0.021
      06MT28_1,   A08,   178,  1,    492,    214,2,19940403,1850,-10.7997, -34.7390, 4344,    199.8,  17.0815,  35.8524,2,-999.0000,9,    153.4,2,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,    0.746,2,   1.7230,3,    -0.04,3,   7.075,   2131.9,2,    847.1,2,    199,  0.0150,   0.240,   0.058,3, 17.0482,   0.021
      06MT28_1,   A08,   178,  1,    491,    213,2,19940403,1850,-10.7997, -34.7390, 4344,    299.6,  11.7411,  35.1066,2,-999.0000,9,    105.8,2,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,    0.386,2,-999.0000,9,  -999.00,9,-999.000,   2181.7,2,   1386.2,2,    299,-999.0000,-999.000,-999.000,9, 11.7023,   0.012
      06MT28_1,   A08,   178,  1,    489,    212,2,19940403,1850,-10.7997, -34.7390, 4344,    402.2,   7.7387,  34.6446,2,-999.0000,9,    137.9,2,  -999.00,9,  -999.00,9,    0.493,2,    0.262,2,    0.027,2,    0.587,2,    0.196,2,   1.7880,3,     2.20,3,   7.634,   2190.5,2,   1621.6,2,    402,  0.0160,   0.240,   0.062,3,  7.6985,   0.010
      06MT28_1,   A08,   178,  2,    499,    324,2,19940403,2101,-10.7873, -34.7468, 4250,     14.1,  28.7839,  37.0397,2,  37.0388,2,    193.7,2,     0.87,9,     0.10,9,    1.435,2,    0.851,2,    0.158,2,    1.609,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   2045.5,2,   -999.0,9,     10,-999.0000,-999.000,-999.000,9, 28.7805,-999.000
      06MT28_1,   A08,   178,  2,    490,    323,2,19940403,2101,-10.7873, -34.7468, 4250,    397.6,   7.9175,  34.6488,2,-999.0000,9,    149.1,2,    14.34,2,    26.49,2,    0.613,2,    0.326,2,    0.013,2,    0.666,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   2181.5,2,    973.8,2,    399,-999.0000,-999.000,-999.000,9,  7.8772,-999.000
      06MT28_1,   A08,   178,  2,    488,    322,2,19940403,2101,-10.7873, -34.7468, 4250,    497.9,   6.3650,  34.5320,2,-999.0000,9,    139.6,2,    20.07,2,    31.16,2,    0.313,2,    0.169,2,   -0.001,2,   -0.002,4, -999.000,9,   1.7890,2,     0.83,2,   7.714,   2203.6,2,   1146.1,2,    500,  0.0070,   0.240,   0.025,2,  6.3201,-999.000
      06MT28_1,   A08,   178,  2,    487,    321,2,19940403,2101,-10.7873, -34.7468, 4250,    598.4,   5.4212,  34.4695,2,-999.0000,9,    147.8,2,    24.17,2,    32.10,2,    0.208,2,    0.112,2,    0.018,2,    0.517,2,    0.055,2,   1.7690,2,     1.71,2,   7.640,   2205.7,2,   1020.9,4,    601,  0.0070,   0.250,   0.025,2,  5.3712,   0.008
      06MT28_1,   A08,   178,  2,    483,    320,2,19940403,2101,-10.7873, -34.7468, 4250,    697.8,   4.7712,  34.4422,2,-999.0000,9,    155.6,2,    27.97,2,    32.46,2,    0.141,2,    0.083,2,    0.023,2,    0.450,2,    0.041,2,   1.7900,3,     1.69,3,   7.788,   2209.7,2,   1165.1,2,    700,  0.0160,   0.240,   0.064,3,  4.7159,   0.004
      06MT28_1,   A08,   178,  2,    472,    319,2,19940403,2101,-10.7873, -34.7468, 4250,    845.6,   4.0097,  34.4539,2,-999.0000,9,    169.2,2,    34.06,2,    31.77,2,    0.088,2,    0.052,2,    0.014,2,    0.373,2,    0.021,2,   1.8150,2,     3.11,2,   7.824,   2211.3,2,   1122.9,2,    849,  0.0070,   0.250,   0.026,2,  3.9467,   0.028
      06MT28_1,   A08,   178,  2,    544,    318,2,19940403,2101,-10.7873, -34.7468, 4250,    997.9,   3.9374,  34.5665,2,-999.0000,9,    168.0,2,    34.22,2,    30.89,2,    0.024,2,    0.014,2,    0.011,2,    0.156,2,    0.017,2,   1.7940,2,     2.95,2,   7.830,   2212.7,2,    980.5,4,   1001,  0.0070,   0.240,   0.025,2,  3.8623,   0.004
      06MT28_1,   A08,   178,  2,    545,    317,2,19940403,2101,-10.7873, -34.7468, 4250,   1197.4,   4.0833,  34.7232,2,-999.0000,9,    175.3,2,    29.24,2,    28.00,2,    0.012,2,    0.001,2,    0.027,2,    0.065,2,    0.029,2,   1.8000,2,     2.10,2,   7.850,   2205.8,2,   1037.8,2,   1200,  0.0070,   0.250,   0.026,2,  3.9898,   0.013
      06MT28_1,   A08,   178,  2,    543,    316,2,19940403,2101,-10.7873, -34.7468, 4250,   1396.9,   4.1192,  34.8605,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,    0.012,2,    0.007,2,    0.025,2,    0.097,2, -999.000,9,   1.7870,3,     1.76,3,   7.827,   -999.0,9,   -999.0,9,   1399,  0.0160,   0.240,   0.064,3,  4.0073,-999.000
      06MT28_1,   A08,   178,  2,    542,    315,2,19940403,2101,-10.7873, -34.7468, 4250,   1598.1,   4.0285,  34.9418,2,-999.0000,9,    220.2,2,    19.30,2,    20.82,2,    0.035,2,    0.021,2,    0.006,2,    0.230,2, -999.000,9,   1.8150,2,     1.98,2,   7.803,   2174.0,2,    828.0,2,   1600,  0.0070,   0.250,   0.026,2,  3.8991,-999.000
      06MT28_1,   A08,   178,  2,    541,    314,2,19940403,2101,-10.7873, -34.7468, 4250,   1797.9,   3.6899,  34.9620,2,-999.0000,9,    235.2,2,    18.90,2,    19.09,2,    0.055,2,    0.032,2,    0.028,2,    0.271,2, -999.000,9,   1.8200,2,     1.76,2,   7.888,   2165.8,2,    780.0,2,   1800,  0.0070,   0.240,   0.025,2,  3.5461,-999.000
      06MT28_1,   A08,   178,  2,    540,    313,2,19940403,2101,-10.7873, -34.7468, 4250,   1999.3,   3.4299,  34.9584,2,  34.9578,2,    240.0,2,    20.59,2,    18.79,2,    0.034,2,    0.022,2,    0.005,2,    0.239,2,    0.078,2,   1.8260,2,     2.29,2,   7.933,   2166.2,2,    770.0,2,   2000,  0.0070,   0.250,   0.026,2,  3.2710,   0.087
      06MT28_1,   A08,   178,  2,    539,    312,2,19940403,2101,-10.7873, -34.7468, 4250,   2250.5,   3.1888,  34.9482,2,-999.0000,9,    240.7,2,    23.13,2,    18.77,2,    0.029,2,    0.017,2,    0.016,2,    0.210,2,    0.060,2,-999.0000,9,  -999.00,9,-999.000,   2169.2,2,    772.8,2,   2251,-999.0000,-999.000,-999.000,9,  3.0098,   0.003
      06MT28_1,   A08,   178,  2,    538,    311,2,19940403,2101,-10.7873, -34.7468, 4250,   2500.3,   2.9892,  34.9362,2,-999.0000,9,    239.2,2,    26.79,2,    19.22,2,    0.017,2,    0.010,2,    0.006,2,    0.144,2,    0.050,2,   1.7820,4,     2.32,2,   7.923,   2172.1,2,   -999.0,9,   2500,  0.0070,   0.250,   0.026,2,  2.7895,   0.003
      06MT28_1,   A08,   178,  2,    537,    310,2,19940403,2101,-10.7873, -34.7468, 4250,   2751.6,   2.8562,  34.9291,2,-999.0000,9,    239.0,2,    28.28,2,    19.20,2,    0.020,2,    0.012,2,    0.003,2,    0.134,2,    0.062,2,   1.8290,2,     3.66,2,   8.023,   2173.8,2,    779.2,6,   2750,  0.0070,   0.240,   0.026,2,  2.6340,   0.012
      06MT28_1,   A08,   178,  2,    536,    309,2,19940403,2101,-10.7873, -34.7468, 4250,   3002.5,   2.7373,  34.9222,2,  34.9232,2,    239.5,2,    29.85,2,    19.18,2,    0.017,2,    0.011,2,    0.001,2,    0.129,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   2176.8,2,    681.2,4,   3000,-999.0000,-999.000,-999.000,9,  2.4920,-999.000
      06MT28_1,   A08,   178,  2,    535,    308,2,19940403,2101,-10.7873, -34.7468, 4250,   3253.7,   2.6648,  34.9196,2,-999.0000,9,    241.6,2,    29.73,2,    18.87,2,    0.024,2,    0.016,2,    0.000,2,    0.170,2,    0.097,2,-999.0000,9,  -999.00,9,-999.000,   2174.2,2,    767.3,2,   3251,-999.0000,-999.000,-999.000,9,  2.3948,   0.422
      06MT28_1,   A08,   178,  2,    534,    307,2,19940403,2101,-10.7873, -34.7468, 4250,   3502.8,   2.4842,  34.9059,2,-999.0000,9,    241.7,2,    33.56,2,    19.23,2,    0.029,2,    0.013,2,    0.010,2,    0.163,2, -999.000,9,   1.7890,2,     2.65,2,   7.889,   2177.8,2,   -999.0,9,   3499,  0.0070,   0.250,   0.026,2,  2.1919,-999.000
      06MT28_1,   A08,   178,  2,    533,    306,2,19940403,2101,-10.7873, -34.7468, 4250,   3754.4,   2.1401,  34.8709,2,-999.0000,9,    236.0,2,    45.25,2,    20.72,2,    0.014,2,    0.009,2,    0.004,2,    0.146,2,   -7.634,4,   1.8240,2,     3.23,2,   8.055,   2188.4,2,    808.8,2,   3750,  0.0070,   0.240,   0.026,2,  1.8294,   1.088
      06MT28_1,   A08,   178,  2,    532,    305,2,19940403,2101,-10.7873, -34.7468, 4250,   4004.4,   1.5503,  34.8046,2,  34.8044,2,    222.7,2,  -999.00,9,  -999.00,9,    0.005,2,    0.005,2,    0.001,2,    0.061,2,    0.036,2,   1.8300,2,     4.08,2,   8.103,   2218.3,2,    900.4,2,   4000,  0.0070,   0.250,   0.027,2,  1.2288,   0.021
      06MT28_1,   A08,   178,  2,    531,    304,2,19940403,2101,-10.7873, -34.7468, 4250,   4212.8,   1.1431,  34.7604,2,-999.0000,9,    215.6,2,    87.92,2,    26.83,2,    0.021,2,    0.011,2,    0.003,2,    0.084,2, -999.000,9,   1.8620,2,     6.43,2,   8.216,   2234.6,2,    975.2,2,   4208,  0.0070,   0.240,   0.026,2,  0.8108,-999.000
      06MT28_1,   A08,   178,  2,    530,    303,2,19940403,2101,-10.7873, -34.7468, 4250,   4283.7,   1.0799,  34.7524,2,-999.0000,9,    214.7,2,    90.43,2,    27.15,2,    0.013,2,    0.011,2,    0.000,2,    0.083,2,    0.012,2,   1.8060,4,     6.04,2,   7.937,   2238.2,2,    981.1,2,   4279,  0.0070,   0.250,   0.026,4,  0.7417,   0.007
      06MT28_1,   A08,   178,  2,    529,    301,2,19940403,2101,-10.7873, -34.7468, 4250,   4313.9,   1.0768,  34.7518,2,  34.7541,2,    214.4,2,    90.28,2,    27.05,2,    0.028,2,    0.018,2,    0.012,2,    0.088,2, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   2237.6,2,    983.8,6,   4309,-999.0000,-999.000,-999.000,9,  0.7354,-999.000
      06MT28_1,   A08,   178,  2,    528,    302,2,19940403,2101,-10.7873, -34.7468, 4250,   4314.1,   1.0767,  34.7519,2,  34.7501,2,    214.7,2,    91.26,3,    27.34,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,    0.041,2,   1.8440,6,     5.40,6,   8.125,   2237.6,2,    866.2,4,   4309,  0.0070,   0.250,   0.027,6,  0.7353,   0.005
      06MT28_1,   A08,   179,  1,    527,    221,2,19940404,0203,-10.9487, -34.5143, 4450,     12.0,  28.7674,  37.0271,2,-999.0000,9,    197.3,2,  -999.00,2,  -999.00,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,     10,-999.0000,-999.000,-999.000,9, 28.7645,-999.000
      06MT28_1,   A08,   179,  1,    526,    220,2,19940404,0203,-10.9487, -34.5143, 4450,     12.0,  28.7674,  37.0271,2,  37.0352,2,    192.4,2,  -999.00,2,  -999.00,4, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,-999.000,   -999.0,9,   -999.0,9,     10,-999.0000,-999.000,-999.000,9, 28.7645,-999.000
