EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2_TMP,DOC,DOC_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEG C,UMOL/KG,,DEG C
  33RO20070710,GOMECC,28,1,2807,7,2,20070717,1058,25.784,-86.3695,3196,1801.7,4.284,34.964,2,34.971,2,197.2,2,213.5,2,25.3,2,22,2,0.05,2,1.56,2,0.07,2,0.17,2,0.06,2,0.03,2,2189.8,2,2330,2,802.5,2,20,45.3,2,4.1318
  33RO20070710,GOMECC,28,1,2808,8,2,20070717,1103,25.784,-86.3695,3196,1551.6,4.332,34.96,2,34.97,2,193.5,2,208.9,2,25.5,2,22.2,2,0.03,2,1.57,2,0.11,2,-999,9,-999,9,-999,9,2191.6,2,2329.9,2,805.1,2,20,-999,9,4.2032
  33RO20070710,GOMECC,28,1,2809,9,2,20070717,1109,25.784,-86.3695,3196,1302.2,4.558,34.948,2,34.956,2,183.5,2,197.3,2,25.7,2,22.6,2,0.03,2,1.6,2,0.08,2,0.42,2,0.28,2,0.12,2,2196.1,2,2329.6,2,843.3,2,20,-999,9,4.4501
  33RO20070710,GOMECC,28,1,2810,10,2,20070717,1114,25.784,-86.3695,3196,1052.8,5.406,34.914,2,34.921,2,154.9,2,165.8,2,25.9,2,23.7,2,0.04,2,1.68,2,0.08,2,-999,9,-999,9,-999,9,2205.3,2,2324.1,2,935.5,2,20,-999,9,5.3139
  33RO20070710,GOMECC,28,1,2811,11,2,20070717,1119,25.784,-86.3695,3196,801.2,7.568,34.927,2,34.934,2,119.5,2,127.3,2,25.6,2,26.8,2,0.04,2,1.87,2,0.08,2,-999,9,-999,9,-999,9,2208.4,2,2316.1,2,1005.6,2,20,-999,9,7.4864
  33RO20070710,GOMECC,28,1,2812,12,2,20070717,1124,25.784,-86.3695,3196,550.6,10.791,35.289,2,35.297,2,114.7,2,128.8,2,21.1,2,29.2,2,0.03,2,1.98,2,0.09,2,1.31,2,0.83,2,0.09,2,2192.5,6,2324.1,2,855.1,2,20,-999,9,10.7226
  33RO20070710,GOMECC,28,1,2813,13,2,20070717,1129,25.784,-86.3695,3196,300.8,17.205,36.315,2,36.314,2,143.7,2,153.2,2,13.4,2,24.3,2,0.03,2,1.61,2,0.08,2,-999,9,-999,9,-999,9,2147.1,2,2379.4,2,511.4,2,20,-999,9,17.1544
  33RO20070710,GOMECC,28,1,2814,14,2,20070717,1131,25.784,-86.3695,3196,250.1,18.556,36.505,2,36.502,2,142.9,2,152.5,2,4.2,2,10.7,2,0.02,2,0.65,2,0.08,2,2.07,2,1.77,2,0.09,2,2142.4,2,2388.7,2,476.4,2,20,-999,9,18.5117
  33RO20070710,GOMECC,28,1,2815,15,2,20070717,1132,25.784,-86.3695,3196,199.9,20.835,36.744,2,36.748,2,140.3,2,149.8,2,3.4,2,8.6,2,0.04,2,0.51,2,0.08,2,-999,9,-999,9,-999,9,2136.8,2,2402.5,2,434.6,2,20,-999,9,20.7966
  33RO20070710,GOMECC,28,1,2816,16,2,20070717,1134,25.784,-86.3695,3196,149.6,24.894,36.7,2,36.727,4,155.9,2,165.1,2,2.5,2,6.1,2,0.01,2,0.34,2,0.07,2,-999,9,-999,9,-999,9,2093.3,2,2403.5,2,351.1,2,20,-999,9,24.8614
  33RO20070710,GOMECC,28,1,2817,17,2,20070717,1135,25.784,-86.3695,3196,124.9,26.351,36.43,2,36.46,4,167.8,2,177.6,2,1.8,2,2.5,2,0.02,2,0.17,2,0.07,2,1.96,2,1.75,2,0.25,2,2061,2,2400.8,2,318.6,2,20,-999,9,26.3227
  33RO20070710,GOMECC,28,1,2818,18,2,20070717,1136,25.784,-86.3695,3196,99.6,27.106,36.172,2,36.187,4,177.6,2,188.4,2,1.4,2,1.1,2,0.04,2,0.09,2,0.07,2,-999,9,-999,9,-999,9,2031.8,2,2375.2,2,292,2,20,-999,9,27.083
  33RO20070710,GOMECC,28,1,2819,19,2,20070717,1138,25.784,-86.3695,3196,74.5,27.528,36.081,2,36.093,2,186.5,2,197.4,2,1.5,2,0.1,2,0.02,2,0.04,2,0.08,2,1.66,2,1.56,2,0.13,2,2017.4,2,2362.2,2,277.3,2,20,-999,9,27.5106
  33RO20070710,GOMECC,28,1,2820,20,2,20070717,1139,25.784,-86.3695,3196,50,28.476,36.033,2,36.042,2,191.1,2,202.4,2,1.6,2,0,2,0.01,2,0.03,2,0.08,2,-999,9,-999,9,-999,9,2002.6,2,2358.8,2,264.4,2,20,-999,9,28.464
  33RO20070710,GOMECC,28,1,2821,21,2,20070717,1140,25.784,-86.3695,3196,24.8,29.483,36.022,2,36.027,2,186.2,2,197.8,2,1.6,2,0,2,0.02,2,0.01,2,0.08,2,-999,9,-999,9,-999,9,2000,2,2357.4,2,261.8,2,20,-999,9,29.4769
  33RO20070710,GOMECC,28,1,2822,22,2,20070717,1141,25.784,-86.3695,3196,10,30.092,36.092,2,36.096,2,183.3,2,193.9,2,1.6,2,0,2,0.01,2,0.01,2,0.08,2,-999,9,-999,9,-999,9,1999.7,6,2360.4,2,261.7,2,20,-999,9,30.0895
  33RO20070710,GOMECC,28,1,2823,23,2,20070717,1142,25.784,-86.3695,3196,4,30.087,36.092,2,36.108,2,183.1,2,193.9,6,1.6,2,0,2,0,2,0.01,2,0.08,2,1.69,2,1.45,2,0.33,2,1999.2,2,2362.2,2,260.8,2,20,73.4,2,30.086
  33RO20070710,GOMECC,28,1,2824,24,2,20070717,1142,25.784,-86.3695,3196,3.9,30.086,36.092,2,36.095,6,183.2,2,-999,9,1.6,2,0,2,0.01,2,0,2,0.08,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.085
  33RO20070710,GOMECC,29,1,2901,1,2,20070718,2232,26.9955,-79.9896,59,43,16.313,35.948,2,-999,9,140,2,150.5,6,-999,9,-999,9,-999,9,-999,9,-999,9,1.65,2,1,2,0.37,2,-999,9,-999,9,-999,9,-999,-999,9,16.3061
  33RO20070710,GOMECC,29,1,2903,3,2,20070718,2232,26.9955,-79.9896,59,43,16.235,35.94,2,35.994,4,139.8,2,150.5,2,7.6,2,13,2,0.09,2,0.87,2,0.08,2,-999,9,-999,9,-999,9,2147.8,3,2360.5,2,528.7,2,20,-999,9,16.2281
  33RO20070710,GOMECC,29,1,2904,4,2,20070718,2234,26.9955,-79.9896,59,30.9,23.121,36.413,2,36.351,4,180.8,2,182.9,2,3.4,2,4.5,2,0.11,2,0.33,2,0.09,2,-999,9,-999,9,-999,9,2092.6,3,2389.2,2,367.6,2,20,-999,9,23.1146
  33RO20070710,GOMECC,29,1,2905,5,2,20070718,2236,26.9955,-79.9896,59,20.5,28.515,36.426,2,36.447,4,188.8,2,202.1,2,1.6,2,0.4,2,0.02,2,0.07,2,0.09,2,1.51,2,1.17,2,0.17,2,2043,2,2388.5,2,293,2,20,-999,9,28.5101
  33RO20070710,GOMECC,29,1,2906,6,2,20070718,2237,26.9955,-79.9896,59,9.8,29.59,36.41,2,-999,9,187,2,197.9,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,29.5876
  33RO20070710,GOMECC,29,1,2907,7,2,20070718,2237,26.9955,-79.9896,59,9.9,29.588,36.411,2,36.419,2,186.8,2,-999,9,1.5,2,0.1,2,0.01,2,0.05,2,0.08,2,-999,9,-999,9,-999,9,2024.2,2,2381.3,2,271.2,2,20,-999,9,29.5856
  33RO20070710,GOMECC,29,1,2908,8,2,20070718,2239,26.9955,-79.9896,59,3.9,30.64,36.408,2,36.414,2,184.6,2,195,2,1.5,2,0,2,0,2,0.03,2,0.08,2,-999,9,-999,9,-999,9,2020.7,6,2385,2,265,2,20,76.1,2,30.639
  33RO20070710,GOMECC,29,1,2909,9,9,20070718,2239,26.9955,-79.9896,59,3.9,30.622,36.408,2,-999,9,184.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.621
  33RO20070710,GOMECC,29,1,2910,10,9,20070718,2239,26.9955,-79.9896,59,3.9,30.586,36.41,2,-999,9,184.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.585
  33RO20070710,GOMECC,29,1,2911,11,2,20070718,2239,26.9955,-79.9896,59,3.8,30.626,36.408,2,-999,9,184.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.625
  33RO20070710,GOMECC,29,1,2912,12,2,20070718,2239,26.9955,-79.9896,59,3.9,30.65,36.407,2,-999,9,184.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.649
  33RO20070710,GOMECC,29,1,2913,13,2,20070718,2240,26.9955,-79.9896,59,3.9,30.647,36.408,2,-999,9,184.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.646
  33RO20070710,GOMECC,29,1,2914,14,2,20070718,2240,26.9955,-79.9896,59,3.9,30.649,36.408,2,-999,9,184.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.648
  33RO20070710,GOMECC,30,1,3001,1,2,20070719,8,26.9672,-79.9311,150,135.7,9.948,35.216,2,-999,9,115.7,2,119.9,6,-999,9,-999,9,-999,9,-999,9,-999,9,1.05,2,0.67,2,0.16,2,-999,9,-999,9,-999,9,-999,70.2,2,9.9323
  33RO20070710,GOMECC,30,1,3003,3,2,20070719,8,26.9672,-79.9311,150,135.4,9.967,35.219,2,35.222,2,115.8,2,119.9,2,15.6,3,26,3,0.01,2,1.69,3,0.18,2,-999,9,-999,9,-999,9,2199.1,2,2323.5,2,885.7,2,20,-999,9,9.9513
  33RO20070710,GOMECC,30,1,3004,4,2,20070719,11,26.9672,-79.9311,150,106,11.504,35.434,2,35.516,4,119.1,2,125.1,2,12,3,21.9,3,0.02,2,1.4,3,0.08,2,1.28,2,0.78,2,-999,9,2187.8,2,2336.2,2,760.4,2,20,-999,9,11.4905
  33RO20070710,GOMECC,30,1,3005,5,2,20070719,11,26.9672,-79.9311,150,107,11.486,35.429,2,-999,9,118.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,11.4724
  33RO20070710,GOMECC,30,1,3006,6,2,20070719,14,26.9672,-79.9311,150,71.2,16.309,36.084,2,36.046,4,133.9,2,138.3,2,6.5,2,14.2,2,0.02,2,0.88,2,0.08,2,-999,9,-999,9,-999,9,2162.5,2,2358.8,2,575.9,2,20,-999,9,16.2975
  33RO20070710,GOMECC,30,1,3007,7,2,20070719,16,26.9672,-79.9311,150,50.8,23.12,36.494,2,36.492,2,183.7,2,179.8,2,2.8,2,4.4,2,0.14,2,0.29,2,0.15,2,-999,9,-999,9,-999,9,2102.9,3,2392.3,2,376.9,2,20,-999,9,23.1095
  33RO20070710,GOMECC,30,1,3008,8,2,20070719,16,26.9672,-79.9311,150,50.7,23.165,36.495,2,-999,9,183.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,23.1545
  33RO20070710,GOMECC,30,1,3009,9,2,20070719,18,26.9672,-79.9311,150,40.6,25.429,36.485,2,-999,1,201.3,2,208.7,2,1.4,2,0.3,2,0.02,2,0.06,2,0.21,2,1.68,2,1.33,2,0.29,2,2056.3,2,2397.2,2,298,2,20,-999,9,25.42
  33RO20070710,GOMECC,30,1,3010,10,2,20070719,19,26.9672,-79.9311,150,30.1,27.284,36.403,2,36.428,4,195.1,2,207.5,2,1.3,2,0,2,0.01,2,0.03,2,0.13,2,-999,9,-999,9,-999,9,2042,2,2392,2,284.2,2,20,-999,9,27.277
  33RO20070710,GOMECC,30,1,3011,11,2,20070719,20,26.9672,-79.9311,150,20.1,29.004,36.319,2,36.324,2,193.6,2,205.4,6,1.5,2,0,2,0.01,2,0.01,2,0.09,2,-999,9,-999,9,-999,9,2032.1,2,2391.4,6,272.9,2,20,-999,9,28.9991
  33RO20070710,GOMECC,30,1,3012,12,2,20070719,21,26.9672,-79.9311,150,9.9,30.3,36.285,2,36.298,2,185.3,2,199.3,2,1.5,2,0,2,0.01,2,0.01,2,0.13,2,-999,9,-999,9,-999,9,2021.9,2,2386.5,2,266.9,2,20,-999,9,30.2975
  33RO20070710,GOMECC,30,1,3013,13,2,20070719,22,26.9672,-79.9311,150,4,30.558,36.329,2,36.333,2,184.5,2,195,2,1.4,2,0,2,0.01,2,0,2,0.12,2,1.6,2,1.28,2,0.33,2,2019.1,6,2387.1,2,262.8,2,20,-999,9,30.557
  33RO20070710,GOMECC,30,1,3014,14,2,20070719,22,26.9672,-79.9311,150,3.9,30.561,36.329,2,-999,9,184.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.56
  33RO20070710,GOMECC,30,1,3015,15,2,20070719,22,26.9672,-79.9311,150,4,30.555,36.33,2,-999,9,184.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.554
  33RO20070710,GOMECC,31,1,3101,1,2,20070719,202,26.9676,-79.8513,293,271.6,8.547,35.051,2,35.058,2,118.1,2,122.7,6,18.9,2,28,2,0.01,2,1.87,2,0.42,2,0.55,2,0.37,2,0.01,2,2206.6,2,2318.1,2,960.4,2,20,-999,9,8.5182
  33RO20070710,GOMECC,31,1,3103,3,2,20070719,204,26.9676,-79.8513,293,242.8,9.63,35.177,2,35.186,2,116.3,2,120.7,2,16.3,2,26.3,2,0.01,2,1.75,2,0.31,2,-999,9,-999,9,-999,9,2200.7,2,2322.6,2,900.1,2,20,-999,9,9.6023
  33RO20070710,GOMECC,31,1,3104,4,2,20070719,207,26.9676,-79.8513,293,214.6,10.277,35.248,2,35.258,2,115.4,2,119.4,2,14.8,2,25.3,2,0.01,2,1.66,2,0.73,3,0.97,2,0.61,2,0.02,2,2197,2,2325.2,2,872.9,2,20,-999,9,10.2516
  33RO20070710,GOMECC,31,1,3105,5,2,20070719,212,26.9676,-79.8513,293,174.2,12.351,35.553,2,35.607,4,120.7,2,126.1,2,10.7,2,20.7,2,0.01,2,1.34,2,0.46,2,-999,9,-999,9,-999,9,2182.4,2,2338.6,2,729.8,2,20,-999,9,12.3277
  33RO20070710,GOMECC,31,1,3106,6,2,20070719,214,26.9676,-79.8513,293,134.1,14.623,35.883,2,35.892,2,127.1,2,133.5,2,7.8,2,16.7,2,0.01,2,1.06,2,0.44,2,-999,9,-999,9,-999,9,2169.6,2,2352.4,2,632,2,20,-999,9,14.6029
  33RO20070710,GOMECC,31,1,3107,7,2,20070719,215,26.9676,-79.8513,293,104.3,17.176,36.148,2,36.176,4,139.3,2,147.5,2,5.8,2,11.6,2,0.04,2,0.73,2,0.44,2,1.99,2,1.34,2,0.21,2,2148.1,2,2376.2,2,513,2,20,-999,9,17.1586
  33RO20070710,GOMECC,31,1,3108,8,2,20070719,217,26.9676,-79.8513,293,71.5,22.832,36.549,2,36.534,2,180.4,2,191.2,2,2.3,2,1.6,2,0.2,2,0.15,2,0.4,2,-999,9,-999,9,-999,9,2092.4,2,2397.9,2,351.9,2,20,-999,9,22.8174
  33RO20070710,GOMECC,31,1,3109,9,2,20070719,219,26.9676,-79.8513,293,50.4,25.25,36.521,2,36.516,6,193.1,2,203.1,2,1.6,2,0.1,2,0.01,2,0.05,2,0.13,2,-999,9,-999,9,-999,9,2063.1,2,2400.3,2,307.7,2,20,-999,9,25.2389
  33RO20070710,GOMECC,31,1,3110,10,2,20070719,220,26.9676,-79.8513,293,40.3,26.054,36.502,2,-999,1,201.2,2,210.3,6,1.5,2,0,2,0,2,0.03,2,0.13,2,-999,9,-999,9,-999,9,2051.2,2,2396.6,2,292.1,2,20,-999,9,26.045
  33RO20070710,GOMECC,31,1,3111,11,2,20070719,221,26.9676,-79.8513,293,30.4,26.997,36.435,2,36.463,4,197.5,2,234,3,1.6,2,0,2,0,2,0.02,2,0.13,2,-999,9,-999,9,-999,9,2041.7,2,2394.1,2,284.1,2,20,-999,9,26.99
  33RO20070710,GOMECC,31,1,3112,12,2,20070719,222,26.9676,-79.8513,293,20.1,29.014,36.416,2,36.403,2,192.6,2,207.4,2,1.6,2,0,2,0,2,0.01,2,0.2,2,-999,9,-999,9,-999,9,2038.6,2,2394.7,2,280.3,2,20,-999,9,29.0091
  33RO20070710,GOMECC,31,1,3113,13,2,20070719,223,26.9676,-79.8513,293,10.1,30.356,36.355,2,36.359,2,184.9,2,195.8,2,1.7,2,0,2,0,2,0.01,2,0.38,2,-999,9,-999,9,-999,9,2023,2,2389.2,2,265.2,2,20,-999,9,30.3535
  33RO20070710,GOMECC,31,1,3114,14,2,20070719,225,26.9676,-79.8513,293,3.8,30.538,36.368,2,36.373,2,184.5,2,194.9,2,1.7,2,0,2,0,2,0,2,0.14,2,-999,9,-999,9,-999,9,2024.2,6,2390.1,2,263.2,2,20,69.5,2,30.537
  33RO20070710,GOMECC,31,1,3115,15,2,20070719,225,26.9676,-79.8513,293,3.7,30.542,36.368,2,-999,9,184.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.5411
  33RO20070710,GOMECC,32,1,3201,1,2,20070719,506,26.9634,-79.777,405,380.3,8.121,35.011,2,35.015,2,120.1,2,126.1,2,19,2,28.5,2,0.02,2,1.88,2,0.17,2,-999,9,-999,9,-999,9,2208.5,6,2320.3,2,973.5,2,20,-999,9,8.0817
  33RO20070710,GOMECC,32,1,3203,3,2,20070719,509,26.9634,-79.777,405,313.5,10.292,35.237,2,35.247,2,113.4,2,117.7,2,13.8,2,25.6,2,0.01,2,1.68,2,0.19,2,-999,9,-999,9,-999,9,2198.7,2,2325.6,2,884.6,2,20,-999,9,10.2546
  33RO20070710,GOMECC,32,1,3204,4,2,20070719,511,26.9634,-79.777,405,262.9,10.985,35.332,2,35.344,2,115.3,2,119.7,2,12.3,2,24,2,0.01,2,1.55,2,0.17,2,-999,9,-999,9,-999,9,2194.5,2,2327.4,2,836.4,2,20,-999,9,10.9524
  33RO20070710,GOMECC,32,1,3205,5,2,20070719,513,26.9634,-79.777,405,212.6,13.608,35.732,2,35.726,2,122.9,2,128.2,2,8.5,2,19,2,0.01,2,1.21,2,0.15,2,-999,9,-999,9,-999,9,2178.8,2,2345.2,2,690.2,2,20,-999,9,13.5776
  33RO20070710,GOMECC,32,1,3206,6,2,20070719,514,26.9634,-79.777,405,171.3,16.074,36.028,2,36.039,2,135.3,2,142,2,6.1,2,13.8,2,0.04,2,0.88,2,0.16,2,-999,9,-999,9,-999,9,2157.7,2,2371.7,2,562,2,20,-999,9,16.0466
  33RO20070710,GOMECC,32,1,3207,7,2,20070719,516,26.9634,-79.777,405,131,19.416,36.47,2,-999,1,152.7,2,161.6,2,2.6,2,6.3,2,0.05,2,0.38,2,0.15,2,-999,9,-999,9,-999,9,2130.4,2,2394.4,2,435.9,2,20,-999,9,19.3921
  33RO20070710,GOMECC,32,1,3208,8,2,20070719,518,26.9634,-79.777,405,100.1,21.907,36.536,2,-999,1,170.7,2,181,6,1.7,2,1.9,2,0.24,2,0.16,2,0.19,2,-999,9,-999,9,-999,9,2102.4,2,2398.7,2,369.5,2,20,-999,9,21.8871
  33RO20070710,GOMECC,32,1,3209,9,2,20070719,518,26.9634,-79.777,405,100.2,21.891,36.534,2,-999,9,170.4,2,181.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,21.8711
  33RO20070710,GOMECC,32,1,3210,10,2,20070719,519,26.9634,-79.777,405,69.8,24.251,36.541,2,36.543,2,185,2,194.9,2,1,2,0.2,2,0.11,2,0.06,2,0.17,2,-999,9,-999,9,-999,9,2080.6,2,2401.1,2,332.1,2,20,-999,9,24.2361
  33RO20070710,GOMECC,32,1,3211,11,2,20070719,521,26.9634,-79.777,405,49.9,26.194,36.492,2,36.496,6,198.4,2,209.5,2,0.6,2,0,2,0,2,0.03,2,0.15,2,-999,9,-999,9,-999,9,2049.8,2,2396.2,2,291,2,20,-999,9,26.1828
  33RO20070710,GOMECC,32,1,3212,12,2,20070719,521,26.9634,-79.777,405,49.9,26.207,36.492,2,-999,9,198.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,26.1957
  33RO20070710,GOMECC,32,1,3213,13,2,20070719,522,26.9634,-79.777,405,39.7,27.143,36.414,2,36.427,2,197.9,2,209.4,2,0.8,2,0,2,0,2,0.02,2,0.15,2,-999,9,-999,9,-999,9,2039.1,2,2390.4,2,283.4,2,20,-999,9,27.1338
  33RO20070710,GOMECC,32,1,3214,14,2,20070719,523,26.9634,-79.777,405,30.5,28.183,36.333,2,36.33,2,192.8,2,219.6,3,0.8,2,0,2,0,2,0.03,2,0.19,2,-999,9,-999,9,-999,9,2037.3,2,2387.2,2,-999,9,-999,-999,9,28.1758
  33RO20070710,GOMECC,32,1,3215,15,2,20070719,524,26.9634,-79.777,405,20.3,29.619,36.314,2,-999,1,190.1,2,201.9,2,0.8,2,0,2,0,2,0.01,2,0.17,2,-999,9,-999,9,-999,9,2028.2,2,2387.2,2,272.6,2,20,-999,9,29.614
  33RO20070710,GOMECC,32,1,3216,16,2,20070719,525,26.9634,-79.777,405,10.4,30.335,36.236,2,36.263,4,184,2,195.5,2,0.9,2,0,2,0,2,0,2,0.15,2,-999,9,-999,9,-999,9,2016.9,2,2379.8,2,266.4,2,20,-999,9,30.3324
  33RO20070710,GOMECC,32,1,3217,17,2,20070719,526,26.9634,-79.777,405,3.9,30.335,36.234,2,36.241,2,183.7,2,194.4,2,1,2,0,2,0,2,0,2,0.16,2,1.6,2,1.27,2,0.47,2,2014,6,2378.3,2,264.5,2,20,71.1,2,30.334
  33RO20070710,GOMECC,32,1,3218,18,2,20070719,526,26.9634,-79.777,405,3.8,30.334,36.235,2,-999,9,183.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,30.333
  33RO20070710,GOMECC,33,1,3301,1,2,20070719,708,26.9629,-79.6874,542,525.8,7.345,34.934,2,34.944,2,124,2,131,2,20.7,2,29.2,2,0.01,2,1.97,2,0.16,2,0.71,2,0.44,2,0.06,2,2209.2,6,2316.2,2,998.3,2,20,-999,9,7.2933
  33RO20070710,GOMECC,33,1,3303,3,2,20070719,709,26.9629,-79.6874,542,500.9,8.073,34.992,2,35.001,2,118.4,2,124.5,2,18.8,2,28.8,2,0.01,2,1.93,2,0.16,2,-999,9,-999,9,-999,9,2206.6,2,2316.6,2,981.3,2,20,-999,9,8.021
  33RO20070710,GOMECC,33,1,3304,4,2,20070719,711,26.9629,-79.6874,542,433.5,9.143,35.085,2,35.093,2,113.7,2,120.1,2,16.3,2,27.6,2,0,2,1.82,2,0.18,2,0.8,2,0.36,2,0.06,2,2202.3,2,2316.9,2,943.3,2,20,-999,9,9.0947
  33RO20070710,GOMECC,33,1,3305,5,2,20070719,713,26.9629,-79.6874,542,374.1,10.191,35.222,2,35.235,2,113,2,119.5,6,13.8,2,25.6,2,0,2,1.67,2,0.16,2,0.92,2,0.48,2,0,2,2196.7,2,2323.2,2,884.9,2,20,-999,9,10.1465
  33RO20070710,GOMECC,33,1,3306,6,2,20070719,716,26.9629,-79.6874,542,313.7,11.517,35.411,2,35.417,2,116.3,2,122.6,2,11.4,2,23.1,2,0.01,2,1.48,2,0.2,2,-999,9,-999,9,-999,9,2188.2,2,2328.9,2,806,2,20,-999,9,11.4768
  33RO20070710,GOMECC,33,1,3307,7,2,20070719,718,26.9629,-79.6874,542,263.3,14.235,35.816,2,35.821,2,124.5,2,131.7,2,7.6,2,17.6,2,0.01,2,1.11,2,0.19,2,1.8,2,1.02,2,0.13,2,2172.2,2,2347.2,2,653.8,2,20,-999,9,14.1962
  33RO20070710,GOMECC,33,1,3308,8,2,20070719,720,26.9629,-79.6874,542,211.7,17.265,36.312,2,36.327,2,141.2,2,149.5,2,3.5,2,10.8,2,0.01,2,0.65,2,0.18,2,-999,9,-999,9,-999,9,2148.8,2,2378.6,2,508,2,20,-999,9,17.2293
  33RO20070710,GOMECC,33,1,3309,9,2,20070719,721,26.9629,-79.6874,542,170.3,18.731,36.5,2,36.494,2,140.8,2,149.3,2,2.8,2,8.9,2,0.01,2,0.52,2,0.18,2,1.88,2,1.23,2,-999,9,2144.3,2,2388,2,483.9,2,20,-999,9,18.7007
  33RO20070710,GOMECC,33,1,3310,10,2,20070719,723,26.9629,-79.6874,542,130.3,20.931,36.747,2,36.746,2,140.3,2,149.1,2,1.8,2,6.2,2,0.01,2,0.35,2,0.17,2,-999,9,-999,9,-999,9,2137.2,2,2402.7,2,437.9,2,20,-999,9,20.9059
  33RO20070710,GOMECC,33,1,3311,11,2,20070719,724,26.9629,-79.6874,542,100.2,22.834,36.804,2,36.816,2,146.1,2,154.5,2,1.5,2,4.5,2,0.03,2,0.25,2,0.16,2,1.92,2,1.51,2,0.07,2,2122.2,2,2407.5,2,399.2,2,20,-999,9,22.8135
  33RO20070710,GOMECC,33,1,3312,12,2,20070719,725,26.9629,-79.6874,542,70.3,24.933,36.5,2,36.513,2,190.7,2,200.9,2,0.8,2,0.2,2,0.05,2,0.05,2,0.21,2,-999,9,-999,9,-999,9,2065.6,2,2396.8,2,316.4,2,20,-999,9,24.9177
  33RO20070710,GOMECC,33,1,3313,13,2,20070719,727,26.9629,-79.6874,542,50.2,27.12,36.365,2,36.368,2,192.3,2,204.4,2,0.7,2,0.1,2,0,2,0.04,2,0.17,2,1.54,2,1.29,2,0.03,2,2037.2,2,2386,2,287.2,2,20,-999,9,27.1084
  33RO20070710,GOMECC,33,1,3314,14,2,20070719,728,26.9629,-79.6874,542,40,28.309,36.374,2,36.25,4,194.7,2,203.4,2,0.8,2,0,2,0,2,0.02,2,0.2,2,-999,9,-999,9,-999,9,2022.5,2,2380.7,2,273.1,2,20,-999,9,28.2995
