BOTTLE,20030520WHPSIOSA
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: May 20, 2003
#original HYD file: a09hy.txt   Tue May 20 10:08:58 2003
#original SUM file: a09su.txt   Fri Nov  3 15:46:48 2000
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,NEON,NEON_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,C14ERR,HELIER,DELHER,NEONER,THETA,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,NMOL/KG,,UMOL/KG,,UATM,,UMOL/KG,,,NMOL/KG,PERCNT,NMOL/KG,ITS-90,TU
      06MT15_3,   A09,   153,  1,      2,    213,2,19910220,1623,-19.0167, -24.1200, 5732,     28.0,  26.3166,  37.1157,2,-999.0000,9,   -999.0,9,    205.3,2,     0.10,2,     0.00,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 26.3103,-999.000
      06MT15_3,   A09,   153,  1,      3,    212,2,19910220,1623,-19.0167, -24.1200, 5732,     61.0,  24.1266,  36.8162,2,-999.0000,9,    222.7,2,    225.3,2,     0.00,2,     0.20,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 24.1136,-999.000
      06MT15_3,   A09,   153,  1,      4,    211,2,19910220,1623,-19.0167, -24.1200, 5732,     99.0,  22.7507,  36.8004,2,-999.0000,9,   -999.0,9,    245.0,3,     0.00,2,     0.10,2,     0.00,2,  -999.00,9,    2.011,2,    1.080,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 22.7305,-999.000
      06MT15_3,   A09,   153,  1,      5,    210,2,19910220,1623,-19.0167, -24.1200, 5732,    147.0,  21.7950,  36.6832,2,-999.0000,9,    213.1,2,    219.4,2,     0.10,2,     0.10,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 21.7659,-999.000
      06MT15_3,   A09,   153,  1,      6,    209,2,19910220,1623,-19.0167, -24.1200, 5732,    198.0,  18.1723,  35.9480,2,-999.0000,9,   -999.0,9,    206.2,2,     0.78,2,     2.15,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 18.1379,-999.000
      06MT15_3,   A09,   153,  1,      7,    208,2,19910220,1623,-19.0167, -24.1200, 5732,    247.0,  15.6302,  35.5047,2,-999.0000,9,    195.1,2,    199.1,2,     1.86,2,     6.64,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 15.5915,-999.000
      06MT15_3,   A09,   153,  1,      8,    207,2,19910220,1623,-19.0167, -24.1200, 5732,    298.0,  13.8698,  35.2604,2,-999.0000,9,   -999.0,9,    188.5,2,     3.13,2,    11.14,2,     0.00,2,  -999.00,9,    1.946,2,    0.993,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 13.8268,-999.000
      06MT15_3,   A09,   153,  1,      9,    206,2,19910220,1623,-19.0167, -24.1200, 5732,    397.0,  10.6556,  34.9019,2,-999.0000,9,    169.5,2,    167.8,2,     8.01,2,    20.13,2,     0.00,2,  -999.00,9,    1.125,2,    0.586,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 10.6072,-999.000
      06MT15_3,   A09,   153,  1,     10,    205,2,19910220,1623,-19.0167, -24.1200, 5732,    498.0,   8.0960,  34.6525,2,-999.0000,9,   -999.0,9,    157.1,2,    14.57,2,    26.78,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  8.0445,-999.000
      06MT15_3,   A09,   153,  1,     11,    204,2,19910220,1623,-19.0167, -24.1200, 5732,    597.0,   6.3537,  34.5161,2,-999.0000,9,    156.8,2,    239.6,3,    20.33,2,    30.31,2,     0.00,2,  -999.00,9,    0.229,3,    0.148,3, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  6.2995,-999.000
      06MT15_3,   A09,   153,  1,     12,    203,2,19910220,1623,-19.0167, -24.1200, 5732,    697.0,   4.9509,  34.4313,2,-999.0000,9,   -999.0,9,    171.5,2,    27.18,2,    31.97,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  4.8947,-999.000
      06MT15_3,   A09,   153,  1,     13,    202,2,19910220,1623,-19.0167, -24.1200, 5732,    796.0,   4.2908,  34.4234,2,-999.0000,9,    177.8,2,    177.1,2,    32.36,2,    32.46,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  4.2301,-999.000
      06MT15_3,   A09,   153,  1,     14,    201,2,19910220,1623,-19.0167, -24.1200, 5732,    898.0,   3.9035,  34.4543,2,-999.0000,9,   -999.0,9,    178.4,2,    36.37,2,    32.26,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  3.8370,-999.000
      06MT15_3,   A09,   153,  2,      1,    324,2,19910220,1820,-19.0150, -24.1233, 5737,      9.0,  26.3771,  37.1221,2,  37.1230,2,   -999.0,9,    206.7,2,     0.49,2,     0.49,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 26.3751,-999.000
      06MT15_3,   A09,   153,  2,      2,    323,2,19910220,1820,-19.0150, -24.1233, 5737,    994.0,   3.7352,  34.5044,2,  34.5040,2,    179.5,2,    180.9,2,    38.52,2,    32.07,2,     0.00,2,  -999.00,9,   -0.006,2,    0.007,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  3.6621,-999.000
      06MT15_3,   A09,   153,  2,      3,    322,2,19910220,1820,-19.0150, -24.1233, 5737,   1094.0,   3.6980,  34.5684,2,-999.0000,9,   -999.0,9,    183.3,2,    37.93,2,    31.09,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  3.6169,-999.000
      06MT15_3,   A09,   153,  2,      4,    321,2,19910220,1820,-19.0150, -24.1233, 5737,   1194.0,   3.7370,  34.6562,2,-999.0000,9,    187.3,2,    187.8,2,    35.78,2,    29.62,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  3.6470,-999.000
      06MT15_3,   A09,   153,  2,      5,    320,2,19910220,1820,-19.0150, -24.1233, 5737,   1394.0,   3.7845,  34.8113,2,  34.8110,2,   -999.0,9,    207.3,2,    29.62,2,    26.00,2,     0.00,2,  -999.00,9,    0.006,2,    0.007,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  3.6765,-999.000
      06MT15_3,   A09,   153,  2,      6,    319,2,19910220,1820,-19.0150, -24.1233, 5737,   1593.0,   3.6150,  34.8926,2,-999.0000,9,    226.8,2,    217.2,2,    28.15,2,    24.53,2,     0.00,2,  -999.00,9,    0.006,2,    0.008,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  3.4911,-999.000
      06MT15_3,   A09,   153,  2,      7,    318,2,19910220,1820,-19.0150, -24.1233, 5737,   1793.0,   3.4481,  34.9234,2,  34.9240,2,   -999.0,9,    241.8,2,    24.63,2,    21.31,2,     0.00,2,  -999.00,9,    0.015,3,    0.014,3, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  3.3081,-999.000
      06MT15_3,   A09,   153,  2,      8,    317,2,19910220,1820,-19.0150, -24.1233, 5737,   1993.0,   3.3494,  34.9432,2,  34.9430,2,    249.5,2,    251.2,2,    22.97,2,    20.23,2,     0.00,2,  -999.00,9,    0.015,3,    0.014,3, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  3.1923,-999.000
      06MT15_3,   A09,   153,  2,      9,    316,2,19910220,1820,-19.0150, -24.1233, 5737,   2242.0,   3.1188,  34.9349,2,-999.0000,9,   -999.0,9,    251.9,2,    26.39,2,    20.33,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  2.9418,-999.000
      06MT15_3,   A09,   153,  2,     10,    315,2,19910220,1820,-19.0150, -24.1233, 5737,   2493.0,   2.9320,  34.9242,2,-999.0000,9,    249.2,2,    251.3,2,    30.00,2,    20.62,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  2.7341,-999.000
      06MT15_3,   A09,   153,  2,     11,    314,2,19910220,1820,-19.0150, -24.1233, 5737,   2744.0,   2.8208,  34.9172,2,-999.0000,9,   -999.0,9,    251.1,2,    32.55,2,    20.82,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  2.6002,-999.000
      06MT15_3,   A09,   153,  2,     12,    313,2,19910220,1820,-19.0150, -24.1233, 5737,   2994.0,   2.7099,  34.9120,2,  34.9120,2,    248.6,2,    251.7,2,    34.30,2,    20.92,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  2.4662,-999.000
      06MT15_3,   A09,   153,  2,     13,    312,2,19910220,1820,-19.0150, -24.1233, 5737,   3244.0,   2.5900,  34.9027,2,-999.0000,9,   -999.0,9,    251.5,2,    34.99,2,    21.01,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  2.3229,-999.000
      06MT15_3,   A09,   153,  2,     14,    311,2,19910220,1820,-19.0150, -24.1233, 5737,   3493.0,   2.4300,  34.8920,2,-999.0000,9,    250.9,2,    252.9,2,    40.46,2,    21.21,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  2.1402,-999.000
      06MT15_3,   A09,   153,  2,     15,    310,2,19910220,1820,-19.0150, -24.1233, 5737,   3695.0,   2.1830,  34.8692,2,-999.0000,9,   -999.0,9,    250.8,2,    49.16,2,    22.28,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  1.8777,-999.000
      06MT15_3,   A09,   153,  2,     16,    309,2,19910220,1820,-19.0150, -24.1233, 5737,   3895.0,   1.9686,  34.8463,2,-999.0000,9,    245.9,2,    246.1,2,    58.15,2,    23.56,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  1.6472,-999.000
      06MT15_3,   A09,   153,  2,     17,    308,2,19910220,1820,-19.0150, -24.1233, 5737,   4093.0,   1.6950,  34.8175,2,-999.0000,9,   -999.0,9,    241.8,2,    69.59,2,    25.12,2,     0.01,3,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  1.3595,-999.000
      06MT15_3,   A09,   153,  2,     18,    307,2,19910220,1820,-19.0150, -24.1233, 5737,   4294.0,   1.3860,  34.7843,2,-999.0000,9,    236.3,2,    236.2,2,    82.01,2,    26.78,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  1.0373,-999.000
      06MT15_3,   A09,   153,  2,     19,    306,2,19910220,1820,-19.0150, -24.1233, 5737,   4494.0,   1.1326,  34.7575,2,-999.0000,9,   -999.0,9,    232.8,2,    92.27,2,    28.15,2,     0.00,2,  -999.00,9,    0.001,2,    0.005,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  0.7693,-999.000
      06MT15_3,   A09,   153,  2,     20,    304,2,19910220,1820,-19.0150, -24.1233, 5737,   4893.0,   0.8720,  34.7274,2,  34.7280,2,    226.6,2,    228.3,2,   103.61,2,    29.62,2,     0.00,2,  -999.00,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  0.4714,-999.000
      06MT15_3,   A09,   153,  2,     21,    303,2,19910220,1820,-19.0150, -24.1233, 5737,   4893.0,   0.8720,  34.7274,2,  34.7270,2,   -999.0,9,    228.0,2,   103.51,2,    29.52,2,     0.01,2,  -999.00,9,    0.007,2,    0.009,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  0.4714,-999.000
      06MT15_3,   A09,   153,  2,     22,    302,2,19910220,1820,-19.0150, -24.1233, 5737,   5000.0,   0.8262,  34.7216,2,  34.7210,2,    226.8,2,    227.6,2,   105.67,2,    29.81,2,     0.00,2,  -999.00,9,    0.008,3,    0.011,3, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  0.4146,-999.000
      06MT15_3,   A09,   153,  2,     23,    301,2,19910220,1820,-19.0150, -24.1233, 5737,   5000.0,   0.8262,  34.7216,2,  34.7210,2,   -999.0,9,    227.1,2,   105.18,2,    29.62,2,     0.00,2,  -999.00,9,    0.009,3,    0.016,3, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  0.4146,-999.000
      06MT15_3,   A09,   154,  1,      1,    224,2,19910221,0129,-19.0017, -23.2483, 5770,      8.0,  26.4772,  37.1937,2,-999.0000,9,   -999.0,9,    204.0,2,     0.10,3,     0.00,2,     0.00,2,     0.07,2,    1.766,2,    0.933,2,    0.159,2,    3.067,2,    0.920,2,   1.6740,6,    -0.86,6,   -999.0,9,   6.558,6,   2084.1,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.230,   0.023, 26.4754,   0.027
      06MT15_3,   A09,   154,  1,      2,    213,2,19910221,0129,-19.0017, -23.2483, 5770,     28.0,  26.3085,  37.1851,1,-999.0000,9,    198.7,2,    206.0,2,     0.00,2,     0.00,2,     0.01,3,     0.11,2,    1.787,2,    0.944,2, -999.000,9, -999.000,9,    0.876,2,   1.6780,2,    -2.77,3,   -999.0,9,   6.652,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.023, 26.3022,   0.041
      06MT15_3,   A09,   154,  1,      3,    212,2,19910221,0129,-19.0017, -23.2483, 5770,     63.0,  23.4051,  36.7225,2,-999.0000,9,   -999.0,9,    225.6,2,     0.00,2,     0.10,3,     0.00,2,     0.15,2,    2.045,2,    1.060,2, -999.000,9, -999.000,9,    0.913,2,   1.6920,2,    -1.31,2,   -999.0,9,   6.735,2,   2072.1,2,   -999.0,9,   -999.0,9,  -999.0,  0.0050,   0.230,   0.024, 23.3920,   0.027
      06MT15_3,   A09,   154,  1,      4,    211,2,19910221,0129,-19.0017, -23.2483, 5770,     99.0,  22.5887,  36.7348,2,-999.0000,9,    214.9,2,    222.4,2,     0.00,2,     0.10,2,     0.01,3,     0.19,2,    2.000,2,    1.045,2, -999.000,9, -999.000,9,    0.935,2,   1.6970,2,    -1.84,2,   -999.0,9,   6.781,2,   2074.6,2,   -999.0,9,   -999.0,9,  -999.0,  0.0050,   0.230,   0.024, 22.5686,   0.027
      06MT15_3,   A09,   154,  1,      5,    210,2,19910221,0129,-19.0017, -23.2483, 5770,    148.0,  21.1081,  36.5437,2,-999.0000,9,   -999.0,9,    213.2,2,     0.20,2,     0.29,2,     0.03,3,     0.26,2,    2.094,2,    1.088,2,    0.186,2,    2.317,2,    0.989,2,   1.7030,2,    -1.92,4,   -999.0,9,   6.853,2,   2080.3,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.230,   0.024, 21.0795,   0.028
      06MT15_3,   A09,   154,  1,      6,    209,2,19910221,0129,-19.0017, -23.2483, 5770,    198.0,  16.9802,  35.7294,2,-999.0000,9,    208.1,2,    204.1,2,     1.07,2,     3.81,2,     0.01,2,     0.50,2,    2.207,2,    1.134,2, -999.000,9, -999.000,9,    0.974,2,   1.7270,3,    -0.42,3,   -999.0,9,   7.061,3,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.025, 16.9474,   0.028
      06MT15_3,   A09,   154,  1,      7,    208,2,19910221,0129,-19.0017, -23.2483, 5770,    248.0,  15.0138,  35.4101,2,-999.0000,9,   -999.0,9,    196.7,2,     2.34,2,     8.01,2,     0.00,2,     0.74,2,    2.115,2,    1.071,2, -999.000,9,    0.849,2,    0.888,2,   1.7350,2,    -0.72,3,   -999.0,9,   7.191,2,   2096.9,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.025, 14.9760,   0.027
      06MT15_3,   A09,   154,  1,      8,    207,2,19910221,0129,-19.0017, -23.2483, 5770,    298.0,  13.3297,  35.1919,2,-999.0000,9,    187.1,2,    184.0,2,     3.71,2,    12.60,2,     0.00,2,     1.02,2,    1.805,2,    0.921,2, -999.000,9, -999.000,9,    0.598,2,   1.7400,2,     0.08,3,   -999.0,9,   7.251,2,   2116.2,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.025, 13.2878,   0.016
      06MT15_3,   A09,   154,  1,      9,    206,2,19910221,0129,-19.0017, -23.2483, 5770,    397.0,  10.8065,  34.9130,2,-999.0000,9,   -999.0,9,    169.8,2,     7.23,2,    19.05,2,     0.00,2,     1.37,2,    1.204,2,    0.622,2, -999.000,9,    0.901,2,    0.451,2,   1.7450,2,     1.67,3,   -999.0,9,   7.341,2,   2143.8,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.026, 10.7577,   0.013
      06MT15_3,   A09,   154,  1,     10,    205,2,19910221,0129,-19.0017, -23.2483, 5770,    498.0,   8.2778,  34.6671,2,-999.0000,9,    158.4,2,    157.1,2,    13.97,2,    26.38,2,     0.00,2,     1.82,2,    0.597,2,    0.325,2, -999.000,9,    1.060,2,    0.199,2,   1.7590,2,    -0.65,4,   -999.0,9,   7.490,2,   2175.7,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.230,   0.026,  8.2256,   0.010
      06MT15_3,   A09,   154,  1,     11,    204,2,19910221,0129,-19.0017, -23.2483, 5770,    598.0,   6.1058,  34.4902,2,-999.0000,9,   -999.0,9,    166.0,2,    20.82,2,    30.10,2,     0.00,2,     2.01,2,    0.262,2,    0.145,2, -999.000,9,    1.043,2, -999.000,9,   1.7760,2,     0.84,3,   -999.0,9,   7.613,2,   2190.3,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.027,  6.0527,-999.000
      06MT15_3,   A09,   154,  1,     12,    203,2,19910221,0129,-19.0017, -23.2483, 5770,    697.0,   4.9476,  34.4326,2,-999.0000,9,    170.5,2,    170.0,2,    27.56,2,    32.06,2,     0.00,2,     2.12,2,    0.102,2,    0.057,2, -999.000,9,    0.724,2,    0.029,4,   1.7350,4,     0.27,4,   -999.0,9,   7.535,4,   2201.8,2,   -999.0,9,   -999.0,9,  -999.0,  0.0050,   0.230,   0.029,  4.8914,   0.054
      06MT15_3,   A09,   154,  1,     13,    202,2,19910221,0129,-19.0017, -23.2483, 5770,    797.0,   4.3277,  34.4206,2,-999.0000,9,   -999.0,9,    176.8,2,    32.06,2,    32.25,2,     0.00,2,     2.11,2,    0.087,2,    0.041,2, -999.000,9,    0.616,2,    0.036,4,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   2205.4,2,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000,  4.2667,   0.154
      06MT15_3,   A09,   154,  1,     14,    201,2,19910221,0129,-19.0017, -23.2483, 5770,    896.0,   3.9247,  34.4501,2,-999.0000,9,    180.7,2,    178.1,2,    36.06,2,    32.06,2,     0.00,2,     2.07,2,    0.032,2,    0.023,2, -999.000,9,    0.427,2,    0.018,2,   1.7980,2,     1.94,3,   -999.0,9,   7.774,2,   2211.3,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.027,  3.8582,   0.003
      06MT15_3,   A09,   154,  2,      1,    324,2,19910221,0327,-19.0017, -23.2483, 5774,     10.0,  26.3456,  37.1839,2,  37.1820,2,    193.2,2,    204.2,2,     0.39,2,     0.00,2,     0.00,2,     0.24,3,    1.710,2,    0.914,2, -999.000,9, -999.000,9,    0.891,2,-999.0000,9,  -999.00,9,   -999.0,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,-999.0000,-999.000,-999.000, 26.3433,   0.024
      06MT15_3,   A09,   154,  2,      2,    323,2,19910221,0327,-19.0017, -23.2483, 5774,    994.0,   3.7286,  34.5083,2,-999.0000,9,   -999.0,9,    180.2,2,    37.43,2,    31.86,2,     0.00,2,     2.15,2,    0.018,2,    0.011,2, -999.000,9,    0.259,2,    0.004,2,   1.7970,3,     3.14,3,   -999.0,9,   7.768,3,   2215.3,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.035,  3.6555,   0.021
      06MT15_3,   A09,   154,  2,      3,    322,2,19910221,0327,-19.0017, -23.2483, 5774,   1094.0,   3.6993,  34.5798,2,  34.5830,2,    183.8,2,    182.2,2,    36.74,2,    31.17,2,     0.00,2,     2.03,2, -999.000,9,    0.008,2, -999.000,9, -999.000,9,    0.007,2,   1.7940,3,     3.35,3,   -999.0,9,   7.769,3,   -999.0,9,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.035,  3.6181,   0.004
      06MT15_3,   A09,   154,  2,      4,    321,2,19910221,0327,-19.0017, -23.2483, 5774,   1193.0,   3.7380,  34.6581,2,  34.6590,2,   -999.0,9,    187.5,2,    34.49,2,    29.80,2,     0.00,2,     1.93,2,    0.010,2,    0.007,2, -999.000,9, -999.000,9,    0.005,2,   1.7940,3,     3.48,3,   -999.0,9,   7.771,3,   2207.0,2,   -999.0,9,   -999.0,9,  -999.0,  0.0060,   0.330,   0.035,  3.6481,   0.015
