BOTTLE,20020820WHPSIOSCD
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20020820
#original HYD file: a24hy.txt   Tue Aug 20 15:44:10 2002
#original SUM file: ../a24su.txt   Wed Mar 28 13:47:35 2001
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,PH,PH_FLAG_W,PCO2TMP,CTDRAW,THETA
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UATM,,UMOL/KG,,25_DEG,,DEG C,,DEG C
     316N151_2,   A24,     1,  1,     20,     20,2,19970530,2052, 38.8193, -27.0350, 1096,      1.6,  17.0640,  36.0475,2,  36.0497,2,   -999.0,5,    248.1,2,     0.38,2,     0.05,2,     0.00,2,     0.05,2,    2.775,2,    1.513,2,   2065.5,9,    364.5,2,   2367.3,2,     7.99,2,   20.00,   -999, 17.0637
     316N151_2,   A24,     1,  1,     19,     19,2,19970530,2052, 38.8193, -27.0350, 1096,     28.2,  16.6008,  36.0410,2,  36.0409,2,   -999.0,5,    249.5,2,     0.36,2,     0.14,2,     0.02,2,     0.05,2, -999.000,9, -999.000,9,   -999.0,9,    365.3,2,   2366.6,2,     7.99,2,   20.00,   -999, 16.5962
     316N151_2,   A24,     1,  1,     18,     18,2,19970530,2052, 38.8193, -27.0350, 1096,     52.6,  16.3184,  36.0411,2,  36.0407,2,   -999.0,5,    248.4,2,     0.45,2,     0.78,2,     0.09,2,     0.09,2,    2.852,2,    1.523,2,   2073.2,9,    371.5,2,   2366.2,2,     7.98,2,   20.00,   -999, 16.3100
     316N151_2,   A24,     1,  1,     17,     17,2,19970530,2052, 38.8193, -27.0350, 1096,     78.0,  15.8126,  36.0497,2,  36.0535,2,   -999.0,5,    248.4,2,     0.84,2,     2.45,2,     0.17,2,     0.18,2, -999.000,9, -999.000,9,   2084.0,9,    397.1,2,   2366.7,2,     7.96,2,   20.00,   -999, 15.8003
     316N151_2,   A24,     1,  1,     16,     16,2,19970530,2052, 38.8193, -27.0350, 1096,    102.9,  15.4007,  36.0480,2,  36.0355,2,   -999.0,5,    237.9,2,     1.44,2,     4.05,2,     0.16,2,     0.26,2,    2.844,2,    1.516,2,   2094.6,9,    414.6,2,   2364.4,2,     7.94,2,   20.00,   -999, 15.3848
     316N151_2,   A24,     1,  1,     15,     15,2,19970530,2052, 38.8193, -27.0350, 1096,    132.6,  14.8707,  36.0181,2,  36.0080,2,   -999.0,5,    233.4,2,     1.94,2,     5.73,2,     0.07,2,     0.35,2, -999.000,9, -999.000,9,   2103.3,9,    436.4,2,   2361.0,2,     7.92,2,   20.00,   -999, 14.8506
     316N151_2,   A24,     1,  1,     14,     14,2,19970530,2052, 38.8193, -27.0350, 1096,    163.2,  14.2386,  35.9461,2,  35.9508,2,   -999.0,5,    233.3,2,     2.44,2,     6.52,2,     0.05,2,     0.41,2, -999.000,9, -999.000,9,   2107.1,9,    446.9,2,   2358.6,2,     7.91,2,   20.00,   -999, 14.2146
     316N151_2,   A24,     1,  1,     13,     13,2,19970530,2052, 38.8193, -27.0350, 1096,    203.3,  13.9375,  35.9111,2,  35.9121,2,   -999.0,5,    231.9,2,     2.94,2,     7.94,2,     0.02,2,     0.49,2,    2.848,2,    1.522,2,   2113.3,9,    472.3,2,   2356.2,2,     7.89,2,   20.00,   -999, 13.9079
     316N151_2,   A24,     1,  1,     12,     12,2,19970530,2052, 38.8193, -27.0350, 1096,    253.0,  13.6339,  35.8724,2,  35.8614,2,   -999.0,5,    227.8,2,     3.23,2,     8.72,2,     0.02,2,     0.54,2, -999.000,9, -999.000,9,   2117.3,9,    486.2,2,   2354.1,2,     7.88,2,   20.00,   -999, 13.5976
     316N151_2,   A24,     1,  1,     11,     11,2,19970530,2052, 38.8193, -27.0350, 1096,    303.6,  13.3877,  35.8398,2,  35.8233,2,   -999.0,5,    225.6,2,     3.52,2,     9.28,2,     0.02,2,     0.58,2,    2.813,2,    1.498,2,   2120.2,9,    497.9,2,   2354.3,2,     7.88,2,   20.00,   -999, 13.3446
     316N151_2,   A24,     1,  1,     10,     10,2,19970530,2052, 38.8193, -27.0350, 1096,    353.8,  12.9532,  35.7771,2,  35.7624,2,   -999.0,5,    223.3,2,     4.02,2,    10.27,2,     0.01,2,     0.63,2,    2.797,2,    1.516,2,   2125.6,9,    515.0,2,   2350.7,2,     7.85,2,   20.00,   -999, 12.9040
     316N151_2,   A24,     1,  1,      9,      9,2,19970530,2052, 38.8193, -27.0350, 1096,    404.2,  12.2775,  35.6711,2,  35.6571,2,   -999.0,5,    216.2,2,     4.93,2,    11.97,2,     0.01,2,     0.75,2, -999.000,9, -999.000,9,   2133.5,9,    553.5,2,   2346.1,2,     7.84,2,   20.00,   -999, 12.2232
     316N151_2,   A24,     1,  1,      8,      8,2,19970530,2052, 38.8193, -27.0350, 1096,    454.4,  11.9417,  35.6356,2,  35.6210,2,   -999.0,5,    215.4,2,     5.33,2,    12.59,2,     0.01,2,     0.79,2,    2.726,2,    1.419,2,   2136.7,9,    566.0,2,   2343.1,2,     7.82,2,   20.00,   -999, 11.8815
     316N151_2,   A24,     1,  1,      7,      7,2,19970530,2052, 38.8193, -27.0350, 1096,    505.4,  11.5242,  35.5809,2,  35.5600,2,   -999.0,5,    210.1,2,     5.93,2,    13.68,2,     0.00,2,     0.86,2,    2.624,2,    1.350,2,   2141.6,9,    596.7,2,   2337.9,2,     7.80,2,   20.00,   -999, 11.4588
     316N151_2,   A24,     1,  1,      6,      6,2,19970530,2052, 38.8193, -27.0350, 1096,    604.7,  10.6557,  35.4702,2,-999.0000,5,   -999.0,5,    204.6,2,     7.25,2,    15.59,2,     0.01,2,     0.98,2, -999.000,9, -999.000,9,   2150.7,9,    635.9,2,   2335.5,2,     7.77,2,   20.00,   -999, 10.5809
     316N151_2,   A24,     1,  1,      5,      5,2,19970530,2052, 38.8193, -27.0350, 1096,    706.3,   9.4609,  35.3577,2,  35.3558,2,   -999.0,5,    195.0,2,     9.30,2,    17.87,2,     0.00,2,     1.13,2, -999.000,9, -999.000,9,   2163.9,9,    703.1,2,   2332.5,2,     7.74,2,   20.00,   -999,  9.3792
     316N151_2,   A24,     1,  1,      4,      4,2,19970530,2052, 38.8193, -27.0350, 1096,    807.8,   8.4764,  35.3236,2,-999.0000,5,   -999.0,5,    196.2,2,    10.62,2,    18.85,2,     0.00,2,     1.21,2,    1.606,2,    0.811,2,   2172.0,9,    728.7,2,   2331.5,2,     7.73,2,   20.00,   -999,  8.3882
     316N151_2,   A24,     1,  1,      3,      3,2,19970530,2052, 38.8193, -27.0350, 1096,    908.0,   7.6265,  35.2949,2,  35.2947,2,   -999.0,5,    204.7,4,    11.33,2,    18.85,2,     0.00,2,     1.22,2,    1.465,2,    0.715,2,   2172.6,9,    745.0,2,   2331.9,2,     7.73,2,   20.00,   -999,  7.5325
     316N151_2,   A24,     1,  1,      2,      2,2,19970530,2052, 38.8193, -27.0350, 1096,   1009.2,   7.0429,  35.2562,2,  35.2596,2,   -999.0,5,    218.2,2,    11.73,2,    18.81,2,     0.00,2,     1.22,2,    1.383,2,    0.678,2,   2173.1,9,    739.9,2,   2329.6,2,     7.72,2,   20.00,   -999,  6.9422
     316N151_2,   A24,     1,  1,      1,      1,2,19970530,2052, 38.8193, -27.0350, 1096,   1119.2,   6.5837,  35.2302,2,  35.2290,2,   -999.0,5,    222.0,2,    12.02,2,    18.76,2,     0.00,2,     1.23,2,    1.322,2,    0.653,2,   2172.3,9,    743.8,2,   2328.6,2,     7.72,2,   20.00,   -999,  6.4750
     316N151_2,   A24,     2,  1,     24,     24,2,19970531,0048, 39.0418, -26.7043, 2076,      4.0,  17.2768,  36.0432,2,  36.0398,2,    244.6,2,    244.4,2,     0.50,2,     0.11,2,     0.00,2,     0.05,2,    2.786,2,    1.500,2,   2068.8,9,   -999.0,9,   2376.1,6,     7.99,2, -999.00,   -999, 17.2761
     316N151_2,   A24,     2,  1,     23,     23,2,19970531,0048, 39.0418, -26.7043, 2076,     43.0,  16.9632,  36.0407,2,  36.0342,2,    245.3,2,    241.7,2,     0.48,2,     0.10,2,     0.01,2,     0.05,2,    2.796,2,    1.501,2,   2070.2,9,   -999.0,9,   2366.2,2,     7.98,2, -999.00,   -999, 16.9561
     316N151_2,   A24,     2,  1,     22,     22,2,19970531,0048, 39.0418, -26.7043, 2076,     83.1,  15.2324,  36.0159,2,  36.0114,2,    227.9,2,    232.7,2,     1.19,2,     4.11,2,     0.02,2,     0.26,2,    2.927,2,    1.567,2,   2097.4,9,   -999.0,9,   2361.2,2,     7.93,2, -999.00,   -999, 15.2197
     316N151_2,   A24,     2,  1,     21,     21,2,19970531,0048, 39.0418, -26.7043, 2076,    123.3,  14.5976,  35.9734,2,  35.9669,2,    227.5,2,    230.4,2,     1.90,2,     6.05,2,     0.02,2,     0.37,2,    2.925,2,    1.566,2,   2107.6,9,   -999.0,9,   2360.6,2,     7.91,2, -999.00,   -999, 14.5792
     316N151_2,   A24,     2,  1,     20,     20,2,19970531,0048, 39.0418, -26.7043, 2076,    163.3,  14.0299,  35.9061,2,  35.9055,2,    226.9,2,    226.3,2,     2.61,2,     7.68,2,     0.01,2,     0.47,2, -999.000,9, -999.000,9,   2113.9,9,   -999.0,9,   2357.9,2,     7.89,2, -999.00,   -999, 14.0061
     316N151_2,   A24,     2,  1,     19,     19,2,19970531,0048, 39.0418, -26.7043, 2076,    203.5,  13.6291,  35.8588,2,  35.8521,2,    225.5,2,    222.5,2,     3.12,2,     8.75,2,     0.01,2,     0.54,2,    2.902,2,    1.524,2,   2119.1,9,   -999.0,9,   2357.2,2,     7.88,2, -999.00,   -999, 13.6000
     316N151_2,   A24,     2,  1,     18,     18,2,19970531,0048, 39.0418, -26.7043, 2076,    243.7,  13.2815,  35.8087,2,  35.8045,2,    219.4,2,    220.6,2,     3.52,2,     9.61,2,     0.01,2,     0.59,2,    2.923,2,    1.521,2,   2124.2,9,   -999.0,9,   2352.4,2,     7.86,2, -999.00,   -999, 13.2471
     316N151_2,   A24,     2,  1,     17,     17,2,19970531,0048, 39.0418, -26.7043, 2076,    284.2,  12.9851,  35.7671,2,  35.7635,2,    215.9,2,    220.3,2,     3.71,2,    10.07,2,     0.01,2,     0.62,2, -999.000,9, -999.000,9,   2126.8,9,   -999.0,9,   2359.5,2,     7.86,2, -999.00,   -999, 12.9456
     316N151_2,   A24,     2,  1,     16,     16,2,19970531,0048, 39.0418, -26.7043, 2076,    324.1,  12.7004,  35.7232,2,  35.7225,2,    211.5,2,    219.1,2,     4.11,2,    10.73,2,     0.01,2,     0.67,2,    2.875,2,    1.482,2,   2129.3,9,   -999.0,9,   2349.1,2,     7.84,2, -999.00,   -999, 12.6560
     316N151_2,   A24,     2,  1,     15,     15,2,19970531,0048, 39.0418, -26.7043, 2076,    364.3,  12.4876,  35.6928,2,  35.6861,2,    217.8,2,    218.1,2,     4.41,2,    11.19,2,     0.01,2,     0.70,2,    2.873,2,    1.481,2,   2130.7,9,   -999.0,9,   2346.0,2,     7.84,2, -999.00,   -999, 12.4381
     316N151_2,   A24,     2,  1,     14,     14,3,19970531,0048, 39.0418, -26.7043, 2076,    404.8,  12.0981,  35.6284,2,  35.7783,4,    214.9,2,    222.8,4,     3.36,4,     8.55,4,     0.01,4,     0.55,4, -999.000,9, -999.000,9,   2120.7,9,   -999.0,9,   2351.7,4,     7.87,4, -999.00,   -999, 12.0443
     316N151_2,   A24,     2,  1,     13,     13,2,19970531,0048, 39.0418, -26.7043, 2076,    455.1,  11.7612,  35.5939,2,  35.5870,2,    213.0,2,    213.3,2,     5.32,2,    12.87,2,     0.01,2,     0.80,2,    2.756,2,    1.377,2,   2137.9,9,   -999.0,9,   2341.8,2,     7.82,2, -999.00,   -999, 11.7016
     316N151_2,   A24,     2,  1,     12,     12,2,19970531,0048, 39.0418, -26.7043, 2076,    505.2,  11.1647,  35.4972,2,  35.4883,2,    206.8,2,    204.4,2,     6.54,2,    14.66,2,     0.01,2,     0.93,2, -999.000,9, -999.000,9,   2145.3,9,   -999.0,9,   2337.0,2,     7.79,2, -999.00,   -999, 11.1006
     316N151_2,   A24,     2,  1,     11,     11,2,19970531,0048, 39.0418, -26.7043, 2076,    555.6,  10.6454,  35.4355,2,  35.4309,2,    195.8,2,    199.7,2,     7.46,2,    15.83,2,     0.01,2,     1.01,2,    2.408,2,    1.235,2,   2152.4,9,   -999.0,9,   2336.0,2,     7.77,2, -999.00,   -999, 10.5768
     316N151_2,   A24,     2,  1,     10,     10,2,19970531,0048, 39.0418, -26.7043, 2076,    605.5,  10.1854,  35.3905,2,  35.3832,2,    195.4,2,    194.5,2,     8.38,2,    16.95,2,     0.01,2,     1.09,2,    2.187,2,    1.059,2,   2158.0,9,   -999.0,9,   2334.2,2,     7.75,2, -999.00,   -999, 10.1125
     316N151_2,   A24,     2,  1,      9,      9,2,19970531,0048, 39.0418, -26.7043, 2076,    655.9,   9.5486,  35.3481,2,  35.3478,2,    197.0,2,    193.6,2,     9.20,2,    17.61,2,     0.01,2,     1.14,2,    2.026,2,    0.984,2,   2163.5,9,   -999.0,9,   2333.7,2,     7.75,2, -999.00,   -999,  9.4725
     316N151_2,   A24,     2,  1,      8,      8,2,19970531,0048, 39.0418, -26.7043, 2076,    706.0,   9.0335,  35.3257,2,  35.3275,2,    188.9,2,    192.0,2,    10.01,2,    18.43,2,     0.01,2,     1.19,2,    1.796,2,    0.894,3,   2168.2,9,   -999.0,9,   2331.9,2,     7.73,2, -999.00,   -999,  8.9540
     316N151_2,   A24,     2,  1,      7,      7,2,19970531,0048, 39.0418, -26.7043, 2076,    806.7,   8.5175,  35.3561,2,  35.3582,2,    193.6,2,    195.0,2,    10.73,2,    18.64,2,     0.00,2,     1.21,2,    1.529,2,    0.746,2,   2174.4,9,   -999.0,9,   2336.7,2,     7.72,2, -999.00,   -999,  8.4292
     316N151_2,   A24,     2,  1,      6,      6,2,19970531,0048, 39.0418, -26.7043, 2076,    906.7,   7.9750,  35.3855,2,  35.3834,2,    198.8,2,    201.1,2,    11.02,2,    18.48,2,     0.00,2,     1.21,2,    1.376,2,    0.667,2,   2176.0,9,   -999.0,9,   2339.3,2,     7.72,2, -999.00,   -999,  7.8787
     316N151_2,   A24,     2,  1,      5,      5,2,19970531,0048, 39.0418, -26.7043, 2076,   1007.5,   7.1181,  35.2965,2,  35.2902,2,    212.4,2,    212.7,2,    11.53,2,    18.53,2,     0.00,2,     1.21,2,    1.345,2,    0.746,3,   2173.9,9,   -999.0,9,   2335.5,2,     7.72,2, -999.00,   -999,  7.0169
     316N151_2,   A24,     2,  1,      4,      4,2,19970531,0048, 39.0418, -26.7043, 2076,   1209.3,   5.7760,  35.1676,2,  35.1668,2,    229.8,2,    231.8,2,    12.04,2,    18.39,2,     0.00,2,     1.22,2, -999.000,9, -999.000,9,   2169.2,9,   -999.0,9,   2326.2,2,     7.71,2, -999.00,   -999,  5.6652
     316N151_2,   A24,     2,  1,      3,      3,3,19970531,0048, 39.0418, -26.7043, 2076,   1411.8,   4.8332,  35.0633,2,  35.0587,2,    249.1,2,    248.7,4,    12.13,2,    18.13,2,     0.00,2,     1.21,2,    1.499,2,    0.736,2,   2163.9,9,   -999.0,9,   2322.0,2,     7.71,2, -999.00,   -999,  4.7119
     316N151_2,   A24,     2,  1,      2,      2,2,19970531,0048, 39.0418, -26.7043, 2076,   1714.7,   3.9274,  34.9660,2,  34.9692,2,    266.3,2,    268.7,2,    12.01,2,    17.73,2,     0.00,2,     1.18,2,    1.509,2,    0.703,2,   2157.4,9,   -999.0,9,   2311.5,2,     7.71,2, -999.00,   -999,  3.7883
     316N151_2,   A24,     2,  1,      1,      1,2,19970531,0048, 39.0418, -26.7043, 2076,   2108.0,   3.4192,  34.9475,2,  34.9439,2,    266.7,2,    268.3,2,    15.21,2,    17.78,2,     0.00,2,     1.20,2,    0.900,2,    0.429,2,   2158.1,9,   -999.0,9,   2320.4,2,     7.72,2, -999.00,   -999,  3.2501
     316N151_2,   A24,     3,  1,     23,     23,4,19970531,0523, 39.3770, -26.2530, 2756,      4.0,  17.3294,  36.0387,2,  36.0406,2,    266.3,2,    242.3,2,     0.51,2,     0.06,2,     0.00,2,     0.05,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 17.3287
     316N151_2,   A24,     3,  1,     22,     22,4,19970531,0523, 39.3770, -26.2530, 2756,     35.0,  16.9930,  36.0352,2,  36.0352,2,    239.3,2,    242.9,2,     0.50,2,     0.06,2,     0.00,2,     0.05,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 16.9872
     316N151_2,   A24,     3,  1,     21,     21,4,19970531,0523, 39.3770, -26.2530, 2756,     65.0,  15.6451,  36.0192,2,  36.0080,2,    240.0,2,    239.2,2,     0.79,2,     1.97,2,     0.20,2,     0.16,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 15.6349
     316N151_2,   A24,     3,  1,     20,     20,4,19970531,0523, 39.3770, -26.2530, 2756,    104.4,  14.7360,  35.9956,2,  35.9955,2,    227.3,2,    230.4,2,     1.92,2,     6.19,2,     0.02,2,     0.37,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 14.7203
     316N151_2,   A24,     3,  1,     19,     19,4,19970531,0523, 39.3770, -26.2530, 2756,    155.4,  14.0095,  35.9035,2,  35.9109,2,    227.4,2,    222.9,2,     2.73,2,     8.04,2,     0.01,2,     0.48,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 13.9869
     316N151_2,   A24,     3,  1,     18,     18,4,19970531,0523, 39.3770, -26.2530, 2756,    205.3,  13.6503,  35.8557,2,  35.8548,2,    221.6,2,    222.3,2,     3.13,2,     8.86,2,     0.01,2,     0.54,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 13.6209
     316N151_2,   A24,     3,  1,     17,     17,4,19970531,0523, 39.3770, -26.2530, 2756,    265.8,  13.1424,  35.7840,2,  35.7819,2,    217.6,2,    219.3,2,     3.74,2,     9.99,2,     0.01,2,     0.61,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 13.1052
     316N151_2,   A24,     3,  1,     16,     16,4,19970531,0523, 39.3770, -26.2530, 2756,    326.0,  12.5489,  35.7089,2,  35.7065,2,    213.7,2,    217.5,2,     4.45,2,    11.17,2,     0.00,2,     0.74,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 12.5046
     316N151_2,   A24,     3,  1,     15,     15,4,19970531,0523, 39.3770, -26.2530, 2756,    405.8,  11.9319,  35.6172,2,  35.6153,2,    212.5,2,    212.7,2,     5.16,2,    12.61,2,     0.00,2,     0.78,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 11.8784
     316N151_2,   A24,     3,  1,     14,     14,4,19970531,0523, 39.3770, -26.2530, 2756,    506.3,  11.2356,  35.5213,2,  35.5194,2,    207.3,2,    208.7,2,     6.08,2,    14.20,2,     0.00,2,     0.88,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 11.1711
     316N151_2,   A24,     3,  1,     13,     13,2,19970531,0523, 39.3770, -26.2530, 2756,    706.6,   9.1547,  35.3563,2,  35.3559,2,    191.5,2,    193.1,2,     9.68,2,    18.26,2,     0.00,2,     1.15,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  9.0745
     316N151_2,   A24,     3,  1,     12,     12,2,19970531,0523, 39.3770, -26.2530, 2756,    806.8,   8.5616,  35.3815,2,  35.3993,2,    194.1,2,    193.8,2,    10.60,2,    18.67,2,     0.00,2,     1.19,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  8.4730
     316N151_2,   A24,     3,  1,     11,     11,2,19970531,0523, 39.3770, -26.2530, 2756,    957.6,   7.4574,  35.3443,2,  35.3459,2,    206.9,2,    207.0,2,    11.31,2,    18.57,2,     0.00,2,     1.20,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  7.3590
     316N151_2,   A24,     3,  1,     10,     10,2,19970531,0523, 39.3770, -26.2530, 2756,   1108.6,   6.3159,  35.2442,2,  35.2406,2,    224.0,2,    225.0,2,    11.72,2,    18.48,2,     0.00,2,     1.20,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  6.2104
     316N151_2,   A24,     3,  1,      9,      9,2,19970531,0523, 39.3770, -26.2530, 2756,   1310.3,   5.0356,  35.0921,2,  35.0919,2,    240.9,2,    245.3,2,    11.91,2,    18.33,2,     0.00,2,     1.20,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  4.9220
     316N151_2,   A24,     3,  1,      8,      8,3,19970531,0523, 39.3770, -26.2530, 2756,   1512.5,   4.4102,  35.0200,2,  35.0179,2,    252.6,2,    273.4,4,    11.90,2,    18.02,2,     0.00,2,     1.19,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  4.2841
     316N151_2,   A24,     3,  1,      7,      7,2,19970531,0523, 39.3770, -26.2530, 2756,   1715.1,   3.8521,  34.9526,2,  34.9589,2,    266.8,2,    272.1,2,    11.91,2,    17.74,2,     0.00,2,     1.19,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.7140
     316N151_2,   A24,     3,  1,      6,      6,2,19970531,0523, 39.3770, -26.2530, 2756,   1917.5,   3.5702,  34.9377,2,  34.9400,2,    271.4,2,    268.2,2,    12.73,2,    17.64,2,     0.00,2,     1.19,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.4169
     316N151_2,   A24,     3,  1,      5,      5,2,19970531,0523, 39.3770, -26.2530, 2756,   2120.0,   3.4464,  34.9449,2,  34.9439,2,    268.4,2,    265.6,3,    14.48,2,    17.74,2,     0.00,2,     1.19,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.2758
     316N151_2,   A24,     3,  1,      4,      4,2,19970531,0523, 39.3770, -26.2530, 2756,   2323.1,   3.2747,  34.9460,2,  34.9447,2,    266.0,2,    265.9,2,    17.36,2,    18.05,2,     0.00,2,     1.22,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.0872
     316N151_2,   A24,     3,  1,      3,      3,2,19970531,0523, 39.3770, -26.2530, 2756,   2576.7,   3.0797,  34.9459,2,  34.9244,4,    259.5,2,    261.1,2,    21.60,2,    18.67,2,     0.00,2,     1.27,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.8707
     316N151_2,   A24,     3,  1,      2,      2,2,19970531,0523, 39.3770, -26.2530, 2756,   2729.5,   3.0101,  34.9448,2,  34.9445,2,    256.6,2,    260.1,2,    23.94,2,    19.02,2,     0.00,2,     1.29,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.7870
     316N151_2,   A24,     3,  1,      1,      1,2,19970531,0523, 39.3770, -26.2530, 2756,   2810.7,   2.9973,  34.9451,2,  34.9429,2,    258.2,2,    259.1,2,    24.66,2,    19.12,2,     0.00,2,     1.30,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.7662
     316N151_2,   A24,     4,  1,     24,     24,2,19970531,1028, 39.7163, -25.7660, 3006,      2.8,  16.7685,  35.8870,2,  35.8866,2,    217.7,2,    245.2,2,     0.65,2,     0.05,2,     0.00,2,     0.06,2,    2.832,2,    1.532,2,   2067.5,9,    376.7,2,   2355.8,6,     7.98,2,   20.00,   -999, 16.7681
     316N151_2,   A24,     4,  1,     23,     23,2,19970531,1028, 39.7163, -25.7660, 3006,     54.8,  14.5714,  35.9386,2,  35.9208,2,    238.9,2,    237.6,2,     1.45,2,     4.23,2,     0.17,2,     0.30,2,    3.010,2,    1.604,2,   2099.3,9,    440.0,2,   2357.7,2,     7.92,2,   20.00,   -999, 14.5633
     316N151_2,   A24,     4,  1,     22,     22,2,19970531,1028, 39.7163, -25.7660, 3006,     95.8,  13.8679,  35.8723,2,  35.8734,2,    232.6,2,    237.4,2,     2.25,2,     6.61,2,     0.02,2,     0.42,2,    3.077,2,    1.642,2,   2110.5,9,    465.5,2,   2354.2,2,     7.90,2,   20.00,   -999, 13.8541
     316N151_2,   A24,     4,  1,     21,     21,2,19970531,1028, 39.7163, -25.7660, 3006,    165.6,  13.2976,  35.8046,2,  35.8036,2,    231.3,2,    229.2,2,     3.36,2,     8.90,2,     0.01,2,     0.55,2,    2.933,2,    1.571,2,   2120.4,9,    495.8,2,   2350.0,2,     7.88,2,   20.00,   -999, 13.2743
     316N151_2,   A24,     4,  1,     20,     20,2,19970531,1028, 39.7163, -25.7660, 3006,    245.6,  12.9878,  35.7789,2,  35.7799,2,    228.4,2,    244.4,4,     3.03,2,     8.09,2,     0.01,2,     0.51,2,    3.144,2,    1.663,2,   2115.5,9,    486.0,3,   2349.8,2,     7.88,2,   20.00,   -999, 12.9537
     316N151_2,   A24,     4,  1,     19,     19,2,19970531,1028, 39.7163, -25.7660, 3006,    336.3,  12.4090,  35.6741,2,  35.6765,2,    225.3,2,    227.0,2,     4.25,2,    10.53,2,     0.01,2,     0.66,2, -999.000,9, -999.000,9,   2126.0,9,    527.9,2,   2342.5,2,     7.85,2,   20.00,   -999, 12.3636
     316N151_2,   A24,     4,  1,     18,     18,2,19970531,1028, 39.7163, -25.7660, 3006,    436.7,  11.4632,  35.5386,2,  35.5405,2,    219.6,2,    219.7,2,     5.16,2,    12.71,2,     0.00,2,     0.79,2,    2.931,2,    1.490,2,   2139.0,9,    583.0,2,   2338.1,2,     7.81,2,   20.00,   -999, 11.4070
     316N151_2,   A24,     4,  1,     17,     17,2,19970531,1028, 39.7163, -25.7660, 3006,    537.4,  10.6869,  35.4509,2,  35.4498,2,    207.7,2,    206.6,2,     6.69,2,    15.09,2,     0.01,2,     0.94,2,    2.621,2,    1.300,2,   2151.5,9,    631.6,2,   2332.7,2,     7.78,2,   20.00,   -999, 10.6204
