BOTTLE,20020820WHPSIOSCD
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20020820
#original HYD file: a24hy.txt   Tue Aug 20 15:44:10 2002
#original SUM file: ../a24su.txt   Wed Mar 28 13:47:35 2001
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,PH,PH_FLAG_W,PCO2TMP,CTDRAW,THETA
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UATM,,UMOL/KG,,25_DEG,,DEG C,,DEG C
     316N151_2,   A24,    26,  1,     23,     23,2,19970605,0831, 47.1673, -14.6317, 4798,    570.7,  10.3557,  35.4444,2,  35.4443,2,    233.3,2,    232.3,2,     5.82,2,    12.89,2,     0.01,2,     0.81,2,    3.130,2,    1.604,2,   2140.0,9,   -999.0,9,   2331.7,2,     7.80,2, -999.00,   -999, 10.2864
     316N151_2,   A24,    26,  1,     22,     22,2,19970605,0831, 47.1673, -14.6317, 4798,    711.2,   9.7026,  35.4015,2,  35.4011,2,    214.4,2,    210.1,2,     8.13,2,    15.62,2,     0.01,2,     0.99,2,    2.472,2,    1.241,2,   2157.8,9,    664.1,2,   2332.6,2,     7.77,2,   20.00,   -999,  9.6190
     316N151_2,   A24,    26,  1,     21,     21,2,19970605,0831, 47.1673, -14.6317, 4798,    842.3,   9.2048,  35.4427,2,  35.4439,2,    202.0,2,    197.8,2,     9.71,2,    17.08,2,     0.00,2,     1.08,2,    1.917,2,    0.950,2,   2169.9,9,    698.6,2,   2337.6,2,     7.75,2,   20.00,   -999,  9.1081
     316N151_2,   A24,    26,  1,     20,     20,2,19970605,0831, 47.1673, -14.6317, 4798,    953.5,   9.1030,  35.5603,2,  35.5544,2,    194.7,2,    195.7,2,    10.55,2,    17.13,2,     0.00,2,     1.08,2,    1.560,2,    0.793,2,   2177.8,9,    694.7,2,   2347.0,2,     7.75,2,   20.00,   -999,  8.9934
     316N151_2,   A24,    26,  1,     19,     19,2,19970605,0831, 47.1673, -14.6317, 4798,   1063.5,   8.2878,  35.5084,2,  35.5105,2,    200.9,2,    201.0,2,    11.49,2,    17.64,2,     0.00,2,     1.12,2,    1.386,2,    0.684,2,   2179.2,9,   -999.0,9,   2347.3,2,     7.75,2, -999.00,   -999,  8.1712
     316N151_2,   A24,    26,  1,     18,     18,2,19970605,0831, 47.1673, -14.6317, 4798,   1215.2,   6.7159,  35.2896,2,  35.2875,2,    214.5,2,    217.8,2,    12.34,2,    18.20,2,     0.00,2,     1.17,2,    1.558,2,    0.746,2,   2175.5,9,    744.3,2,   2329.9,2,     7.72,2,   20.00,   -999,  6.5958
     316N151_2,   A24,    26,  1,     17,     17,2,19970605,0831, 47.1673, -14.6317, 4798,   1416.2,   4.8856,  35.0382,2,  35.0394,2,    246.2,2,    244.9,2,    12.23,2,    18.20,2,     0.00,2,     1.18,2,    1.980,2,    0.950,2,   2166.2,9,    758.8,2,   2315.0,2,     7.71,2,   20.00,   -999,  4.7634
     316N151_2,   A24,    26,  1,     16,     16,2,19970605,0831, 47.1673, -14.6317, 4798,   1617.9,   4.0593,  34.9461,2,  34.9447,2,    265.0,2,    263.4,2,    12.12,2,    17.75,2,     0.00,2,     1.17,2,    2.110,2,    1.002,2,   2158.8,9,    759.9,2,   2307.3,2,     7.71,2,   20.00,   -999,  3.9276
     316N151_2,   A24,    26,  1,     15,     15,2,19970605,0831, 47.1673, -14.6317, 4798,   1883.2,   3.5311,  34.9025,2,  34.9028,2,    275.9,2,    275.1,2,    12.12,2,    17.24,2,     0.00,2,     1.14,2,    2.070,2,    0.986,2,   2153.2,9,   -999.0,9,   2305.5,2,     7.71,2, -999.00,   -999,  3.3817
     316N151_2,   A24,    26,  1,     14,     14,2,19970605,0831, 47.1673, -14.6317, 4798,   2024.8,   3.4447,  34.9100,2,  34.9101,2,    276.0,2,    274.9,2,    12.85,2,    17.19,2,     0.00,2,     1.14,2,    1.797,2,    0.860,2,   2154.7,9,    745.3,2,   2305.6,2,     7.72,2,   20.00,   -999,  3.2833
     316N151_2,   A24,    26,  1,     13,     13,2,19970605,0831, 47.1673, -14.6317, 4798,   2197.5,   3.4475,  34.9408,2,  34.9403,2,    266.2,2,    267.6,2,    15.17,2,    17.55,2,     0.00,2,     1.16,2,    1.103,2,    0.543,2,   2157.3,9,    741.5,2,   2312.3,2,     7.72,2,   20.00,   -999,  3.2694
     316N151_2,   A24,    26,  1,     12,     12,2,19970605,0831, 47.1673, -14.6317, 4798,   2339.1,   3.3522,  34.9512,2,  34.9513,2,    262.6,2,    262.6,2,    18.33,2,    17.95,2,     0.00,2,     1.20,2,    0.778,2,    0.385,2,   2162.1,9,    743.8,2,   2318.1,2,     7.73,2,   20.00,   -999,  3.1618
     316N151_2,   A24,    26,  1,     11,     11,2,19970605,0831, 47.1673, -14.6317, 4798,   2430.5,   3.2661,  34.9532,2,  34.9531,2,    260.3,2,    261.0,2,    20.02,2,    18.15,2,     0.00,2,     1.21,2,    0.647,2,    0.331,2,   2165.1,9,   -999.0,9,   2319.9,2,     7.72,2, -999.00,   -999,  3.0681
     316N151_2,   A24,    26,  1,     10,     10,2,19970605,0831, 47.1673, -14.6317, 4798,   2684.9,   3.0925,  34.9578,2,  34.9586,2,    252.1,2,    254.3,2,    25.51,2,    19.11,2,     0.00,2,     1.28,2, -999.000,9, -999.000,9,   2171.9,9,    745.2,2,   2330.5,2,     7.73,2,   20.00,   -999,  2.8723
     316N151_2,   A24,    26,  1,      9,      9,2,19970605,0831, 47.1673, -14.6317, 4798,   2938.1,   2.8869,  34.9472,2,  34.9474,2,    248.2,2,    250.2,2,    30.57,2,    19.92,2,     0.00,2,     1.34,2,    0.162,2,    0.084,2,   2182.1,9,   -999.0,9,   2337.3,2,     7.73,2, -999.00,   -999,  2.6450
     316N151_2,   A24,    26,  1,      8,      8,2,19970605,0831, 47.1673, -14.6317, 4798,   3191.9,   2.7555,  34.9370,2,  34.9361,2,    245.3,2,    246.8,2,    34.58,2,    20.58,2,     0.00,2,     1.39,2, -999.000,9, -999.000,9,   2186.2,9,    753.7,2,   2343.0,2,     7.72,2,   20.00,   -999,  2.4899
     316N151_2,   A24,    26,  1,      7,      7,2,19970605,0831, 47.1673, -14.6317, 4798,   3446.3,   2.6451,  34.9261,2,  34.9255,2,    243.0,2,    265.4,4,    37.75,2,    21.08,2,     0.00,2,     1.43,2,    0.064,2,    0.030,2,   2189.7,9,    748.8,2,   2349.5,2,     7.73,2,   20.00,   -999,  2.3549
     316N151_2,   A24,    26,  1,      6,      6,2,19970605,0831, 47.1673, -14.6317, 4798,   3697.9,   2.5831,  34.9184,2,  34.9174,2,    241.5,2,    242.8,2,    40.29,2,    21.44,2,     0.00,2,     1.46,2, -999.000,9, -999.000,9,   2194.9,9,    760.2,2,   2351.0,2,     7.72,2,   20.00,   -999,  2.2668
     316N151_2,   A24,    26,  1,      5,      5,2,19970605,0831, 47.1673, -14.6317, 4798,   3947.6,   2.5514,  34.9114,2,  34.9117,2,    240.8,2,    242.0,2,    41.87,2,    21.74,2,     0.00,2,     1.47,2,    0.037,2,    0.023,2,   2196.5,9,   -999.0,9,   2353.2,2,     7.72,2, -999.00,   -999,  2.2077
     316N151_2,   A24,    26,  1,      4,      4,2,19970605,0831, 47.1673, -14.6317, 4798,   4201.8,   2.5299,  34.9057,2,  34.9068,2,    241.4,2,    242.2,2,    43.14,2,    21.94,2,     0.00,2,     1.49,2, -999.000,9, -999.000,9,   2198.8,9,    760.3,2,   2353.8,2,     7.72,2,   20.00,   -999,  2.1573
     316N151_2,   A24,    26,  1,      3,      3,2,19970605,0831, 47.1673, -14.6317, 4798,   4458.8,   2.5270,  34.9021,2,  34.9032,2,    241.0,2,    241.1,2,    43.89,2,    22.04,2,     0.00,2,     1.50,2,    0.037,2,    0.020,2,   2199.8,9,   -999.0,9,   2357.8,2,     7.72,2, -999.00,   -999,  2.1239
     316N151_2,   A24,    26,  1,      2,      2,2,19970605,0831, 47.1673, -14.6317, 4798,   4716.0,   2.5331,  34.9002,2,  34.9009,2,    241.6,2,    240.9,2,    44.52,2,    22.15,2,     0.00,2,     1.51,2, -999.000,9, -999.000,9,   2199.7,9,    763.6,2,   2355.1,2,     7.72,2,   20.00,   -999,  2.0983
     316N151_2,   A24,    26,  1,      1,      1,2,19970605,0831, 47.1673, -14.6317, 4798,   4911.4,   2.5495,  34.8980,2,  34.8993,2,    240.8,2,    241.1,2,    44.95,2,    22.20,2,     0.00,2,     1.51,2,    0.096,3,    0.013,2,   2202.0,9,    760.8,2,   2360.5,2,     7.72,2,   20.00,   -999,  2.0897
     316N151_2,   A24,    27,  1,     31,     31,2,19970605,1413, 47.5035, -14.0803, 4796,      2.6,  14.5656,  35.5929,2,  35.5945,2,    266.7,2,    263.1,2,     0.58,2,     1.15,2,     0.05,2,     0.16,2, -999.000,9, -999.000,9,   2065.9,9,   -999.0,9,   2342.0,2,     7.96,2, -999.00,   -999, 14.5652
     316N151_2,   A24,    27,  1,     30,     30,2,19970605,1413, 47.5035, -14.0803, 4796,     31.7,  13.7077,  35.5940,2,  35.5872,2,    263.2,2,    265.0,2,     0.58,2,     1.19,2,     0.06,2,     0.18,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 13.7032
     316N151_2,   A24,    27,  1,     29,     29,2,19970605,1413, 47.5035, -14.0803, 4796,     77.5,  11.9459,  35.5935,2,  35.5906,2,    257.2,2,    254.7,2,     2.49,2,     7.01,2,     0.32,2,     0.49,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 11.9358
     316N151_2,   A24,    27,  1,     28,     28,2,19970605,1413, 47.5035, -14.0803, 4796,    127.4,  11.4533,  35.5639,2,  35.5637,2,    251.1,2,    252.5,2,     4.08,2,     9.61,2,     0.03,2,     0.61,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 11.4371
     316N151_2,   A24,    27,  1,     27,     27,2,19970605,1413, 47.5035, -14.0803, 4796,    207.9,  11.2356,  35.5472,2,  35.5469,2,    251.6,2,    253.7,2,     4.07,2,     9.67,2,     0.02,2,     0.63,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 11.2094
     316N151_2,   A24,    27,  1,     26,     26,2,19970605,1413, 47.5035, -14.0803, 4796,    327.9,  11.0064,  35.5243,2,  35.5244,2,    249.7,2,    253.8,2,     4.28,2,    10.02,2,     0.01,2,     0.64,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 10.9655
     316N151_2,   A24,    27,  1,     25,     25,2,19970605,1413, 47.5035, -14.0803, 4796,    458.9,  10.7143,  35.4908,2,  35.4909,2,    249.5,2,    247.2,2,     4.81,2,    11.08,2,     0.01,2,     0.70,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 10.6576
     316N151_2,   A24,    27,  1,     24,     24,2,19970605,1413, 47.5035, -14.0803, 4796,    560.0,  10.2976,  35.4357,2,  35.4370,2,    230.4,2,    234.0,2,     5.97,2,    12.84,2,     0.01,2,     0.82,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999, 10.2298
     316N151_2,   A24,    27,  1,     23,     23,2,19970605,1413, 47.5035, -14.0803, 4796,    660.2,   9.8258,  35.4084,2,  35.4078,2,    220.4,2,    213.7,2,     7.78,2,    15.21,2,     0.01,2,     0.97,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  9.7478
     316N151_2,   A24,    27,  1,     22,     22,2,19970605,1413, 47.5035, -14.0803, 4796,    761.1,   9.3846,  35.4331,2,  35.4333,2,    201.6,2,    200.6,2,     9.27,2,    16.72,2,     0.00,2,     1.07,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  9.2966
     316N151_2,   A24,    27,  1,     21,     21,2,19970605,1413, 47.5035, -14.0803, 4796,    861.9,   9.1073,  35.5017,2,  35.4981,2,    195.6,2,    196.0,2,    10.22,2,    17.27,2,     0.00,2,     1.10,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  9.0088
     316N151_2,   A24,    27,  1,     20,     20,2,19970605,1413, 47.5035, -14.0803, 4796,    961.4,   8.3987,  35.4619,2,  35.4622,2,    199.3,2,    198.1,2,    11.07,2,    17.88,2,     0.00,2,     1.14,2,    1.529,2,    0.758,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  8.2932
     316N151_2,   A24,    27,  1,     19,     19,2,19970605,1413, 47.5035, -14.0803, 4796,   1062.0,   7.6658,  35.3951,2,  35.3938,2,    202.3,2,    205.0,2,    11.60,2,    18.13,2,     0.00,2,     1.17,2,    1.522,2,    0.745,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  7.5544
     316N151_2,   A24,    27,  1,     18,     18,2,19970605,1413, 47.5035, -14.0803, 4796,   1213.3,   6.7058,  35.2961,2,  35.2970,2,    214.0,2,    217.8,2,    12.13,2,    18.23,2,     0.00,2,     1.18,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  6.5860
     316N151_2,   A24,    27,  1,     17,     17,2,19970605,1413, 47.5035, -14.0803, 4796,   1365.2,   5.7911,  35.1853,2,  35.1853,2,    233.0,2,    231.4,2,    12.33,2,    18.18,2,     0.00,2,     1.19,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  5.6643
     316N151_2,   A24,    27,  1,     16,     16,2,19970605,1413, 47.5035, -14.0803, 4796,   1618.6,   4.1034,  34.9567,2,  34.9573,2,    260.9,2,    262.0,2,    12.22,2,    17.78,2,     0.00,2,     1.18,2,    2.002,2,    0.958,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.9711
     316N151_2,   A24,    27,  1,     15,     15,2,19970605,1413, 47.5035, -14.0803, 4796,   1773.1,   3.8381,  34.9406,2,  34.9409,2,    269.0,2,    267.7,2,    12.43,2,    17.58,2,     0.00,2,     1.16,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.6948
     316N151_2,   A24,    27,  1,     14,     14,2,19970605,1413, 47.5035, -14.0803, 4796,   1924.0,   3.5932,  34.9211,2,  34.9207,2,    271.6,2,    272.5,2,    12.64,2,    17.37,2,     0.00,2,     1.16,2,    1.728,2,    0.830,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.4391
     316N151_2,   A24,    27,  1,     13,     13,2,19970605,1413, 47.5035, -14.0803, 4796,   2128.5,   3.4109,  34.9246,2,  34.9238,2,    271.9,2,    271.3,2,    14.02,2,    17.32,2,     0.00,2,     1.16,2,    1.419,2,    0.695,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.2401
     316N151_2,   A24,    27,  1,     12,     12,2,19970605,1413, 47.5035, -14.0803, 4796,   2332.6,   3.3068,  34.9469,2,  34.9470,2,    261.0,2,    264.1,2,    18.50,2,    17.87,2,     0.00,2,     1.20,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  3.1178
     316N151_2,   A24,    27,  1,     11,     11,2,19970605,1413, 47.5035, -14.0803, 4796,   2533.2,   3.2004,  34.9615,2,  34.9608,2,    256.4,2,    256.8,2,    23.51,2,    18.78,2,     0.00,2,     1.27,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.9934
     316N151_2,   A24,    27,  1,     10,     10,2,19970605,1413, 47.5035, -14.0803, 4796,   2739.3,   3.0170,  34.9544,2,  34.9541,2,    254.6,2,    253.5,2,    27.46,2,    19.38,2,     0.00,2,     1.31,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.7928
     316N151_2,   A24,    27,  1,      9,      9,2,19970605,1413, 47.5035, -14.0803, 4796,   2942.4,   2.8700,  34.9464,2,  34.9464,2,    248.8,2,    249.8,2,    31.52,2,    20.09,2,     0.00,2,     1.36,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.6280
     316N151_2,   A24,    27,  1,      8,      8,2,19970605,1413, 47.5035, -14.0803, 4796,   3142.2,   2.7693,  34.9385,2,  34.9377,2,    245.7,2,    247.4,2,    34.40,2,    20.54,2,     0.00,2,     1.40,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.5086
     316N151_2,   A24,    27,  1,      7,      7,2,19970605,1413, 47.5035, -14.0803, 4796,   3396.8,   2.6612,  34.9278,2,  34.9267,2,    247.0,2,    244.6,2,    37.92,2,    21.15,2,     0.00,2,     1.44,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.3759
     316N151_2,   A24,    27,  1,      6,      6,2,19970605,1413, 47.5035, -14.0803, 4796,   3651.8,   2.5915,  34.9190,2,  34.9186,2,    243.7,2,    242.9,2,    40.48,2,    21.55,2,     0.00,2,     1.47,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.2801
     316N151_2,   A24,    27,  1,      5,      5,2,19970605,1413, 47.5035, -14.0803, 4796,   3907.5,   2.5607,  34.9128,2,  34.9129,2,    241.0,2,    241.7,2,    42.08,2,    21.80,2,     0.00,2,     1.49,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.2213
     316N151_2,   A24,    27,  1,      4,      4,2,19970605,1413, 47.5035, -14.0803, 4796,   4162.6,   2.5360,  34.9073,2,  34.9072,2,    240.8,2,    240.8,2,    43.57,2,    22.05,2,     0.00,2,     1.50,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.1678
     316N151_2,   A24,    27,  1,      3,      3,2,19970605,1413, 47.5035, -14.0803, 4796,   4416.7,   2.5245,  34.9028,2,  34.9026,2,    239.7,2,    240.7,2,    44.53,2,    22.15,2,     0.00,2,     1.51,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.1265
     316N151_2,   A24,    27,  1,      2,      2,2,19970605,1413, 47.5035, -14.0803, 4796,   4673.4,   2.5355,  34.9006,2,  34.9005,2,    239.6,2,    240.7,2,    44.95,2,    22.25,2,     0.00,2,     1.52,2,    0.049,2,    0.016,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.1059
     316N151_2,   A24,    27,  1,      1,      1,2,19970605,1413, 47.5035, -14.0803, 4796,   4909.0,   2.5507,  34.8986,2,  34.8993,2,    240.8,2,    240.2,2,    45.59,2,    22.30,2,     0.00,2,     1.53,2,    0.090,2,    0.027,2,   -999.0,9,   -999.0,9,   -999.0,9,  -999.00,9, -999.00,   -999,  2.0912
     316N151_2,   A24,    28,  1,     31,     31,2,19970605,1944, 47.8335, -13.5245, 4445,      2.6,  14.7199,  35.6457,2,  35.6455,2,    263.1,2,    263.4,2,     0.60,2,     1.50,2,     0.07,2,     0.16,2,    3.144,2,    1.707,2,   2072.0,9,    396.1,2,   2344.7,6,     7.95,6,   20.00,   -999, 14.7196
     316N151_2,   A24,    28,  1,     30,     30,2,19970605,1944, 47.8335, -13.5245, 4445,     38.3,  13.8653,  35.6317,2,  35.6293,2,    259.6,2,    263.0,2,     0.60,2,     1.75,2,     0.08,2,     0.21,2,    3.212,2,    1.735,2,   2076.4,9,    402.8,2,   2344.1,2,     7.95,2,   20.00,   -999, 13.8598
     316N151_2,   A24,    28,  1,     29,     29,2,19970605,1944, 47.8335, -13.5245, 4445,     78.0,  11.9318,  35.6001,2,  35.5945,2,    255.9,2,    256.2,2,     1.55,2,     4.52,2,     0.26,2,     0.39,2,    3.437,2,    1.809,2,   2108.7,9,    480.7,2,   2343.6,2,     7.88,2,   20.00,   -999, 11.9217
     316N151_2,   A24,    28,  1,     28,     28,2,19970605,1944, 47.8335, -13.5245, 4445,    129.5,  11.3254,  35.5447,2,  35.5464,2,    253.0,2,    251.2,2,     4.11,2,     9.80,2,     0.03,2,     0.62,2,    3.305,2,    1.765,2,   2127.4,9,    535.1,2,   2336.6,2,     7.85,2,   20.00,   -999, 11.3091
     316N151_2,   A24,    28,  1,     27,     27,2,19970605,1944, 47.8335, -13.5245, 4445,    208.3,  11.2105,  35.5435,2,  35.5446,2,    252.0,2,    250.1,2,     3.99,2,     9.75,2,     0.02,2,     0.63,2,    3.354,2,    1.769,2,   2129.5,9,    543.2,2,   2337.2,2,     7.84,2,   20.00,   -999, 11.1843
     316N151_2,   A24,    28,  1,     26,     26,2,19970605,1944, 47.8335, -13.5245, 4445,    307.7,  11.0357,  35.5345,2,  35.5359,2,    251.0,2,    251.2,2,     4.10,2,     9.91,2,     0.01,2,     0.63,2,    3.377,2,    1.758,3,   2129.1,9,    548.0,2,   2335.9,2,     7.84,2,   20.00,   -999, 10.9972
     316N151_2,   A24,    28,  1,     25,     25,2,19970605,1944, 47.8335, -13.5245, 4445,    408.3,  10.7558,  35.4915,2,  35.4915,2,    239.2,2,    238.4,2,     5.05,2,    11.60,2,     0.01,2,     0.73,2,    3.238,2,    1.696,2,   2137.0,9,   -999.0,9,   2334.8,2,     7.81,2, -999.00,   -999, 10.7054
     316N151_2,   A24,    28,  1,     24,     24,2,19970605,1944, 47.8335, -13.5245, 4445,    508.9,  10.5034,  35.4672,2,  35.4663,2,    232.2,2,    231.8,2,     5.69,2,    12.57,2,     0.01,2,     0.79,2, -999.000,9, -999.000,9,   2143.7,9,    598.9,2,   2337.1,2,     7.80,2,   20.00,   -999, 10.4412
     316N151_2,   A24,    28,  1,     23,     23,2,19970605,1944, 47.8335, -13.5245, 4445,    607.3,  10.1331,  35.4316,2,  35.4308,2,    224.1,2,    224.1,2,     6.64,2,    13.85,2,     0.01,2,     0.88,2,    2.920,2,    1.491,2,   2150.5,9,    625.0,2,   2333.5,2,     7.79,2,   20.00,   -999, 10.0602
     316N151_2,   A24,    28,  1,     22,     22,2,19970605,1944, 47.8335, -13.5245, 4445,    708.2,   9.5023,  35.3877,2,  35.3870,2,    205.7,2,    207.8,2,     8.56,2,    15.99,2,     0.01,2,     1.01,2,    2.384,2,    1.205,2,   2163.8,9,    674.1,2,   2331.3,2,     7.76,2,   20.00,   -999,  9.4201
     316N151_2,   A24,    28,  1,     21,     21,2,19970605,1944, 47.8335, -13.5245, 4445,    809.9,   9.2255,  35.4767,2,  35.4789,2,    196.2,2,    196.7,2,     9.83,2,    17.01,2,     0.00,2,     1.08,2,    1.804,2,    0.892,2,   2175.0,9,    691.8,2,   2342.1,2,     7.75,2,   20.00,   -999,  9.1325
     316N151_2,   A24,    28,  1,     20,     20,2,19970605,1944, 47.8335, -13.5245, 4445,    909.5,   8.5041,  35.4353,2,  35.4335,2,    199.0,2,    197.3,2,    10.79,2,    17.78,2,     0.00,2,     1.13,2,    1.625,2,    0.812,2,   2179.4,9,    720.6,2,   2340.9,2,     7.74,2,   20.00,   -999,  8.4039
     316N151_2,   A24,    28,  1,     19,     19,2,19970605,1944, 47.8335, -13.5245, 4445,   1011.1,   7.7675,  35.3991,2,  35.3982,2,    201.8,2,    203.8,2,    11.43,2,    18.04,2,     0.00,2,     1.16,2,    1.550,2,    0.774,2,   2181.1,9,   -999.0,9,   2338.4,2,     7.73,2, -999.00,   -999,  7.6610
     316N151_2,   A24,    28,  1,     18,     18,2,19970605,1944, 47.8335, -13.5245, 4445,   1212.5,   6.0983,  35.1971,2,  35.1978,2,    226.1,2,    225.2,2,    12.06,2,    18.29,2,     0.00,2,     1.19,2, -999.000,9, -999.000,9,   2175.8,9,    757.6,2,   2329.4,2,     7.72,2,   20.00,   -999,  5.9842
     316N151_2,   A24,    28,  1,     17,     17,2,19970605,1944, 47.8335, -13.5245, 4445,   1414.5,   4.6191,  35.0133,2,  35.0070,2,    245.6,2,    250.9,2,    12.06,2,    18.04,2,     0.00,2,     1.19,2,    1.983,2,    0.945,2,   2166.7,9,   -999.0,9,   2313.1,2,     7.71,2, -999.00,   -999,  4.4999
     316N151_2,   A24,    28,  1,     16,     16,2,19970605,1944, 47.8335, -13.5245, 4445,   1618.3,   3.8633,  34.9304,2,  34.9293,2,    266.6,2,    267.1,2,    12.06,2,    17.58,2,     0.00,2,     1.17,2,    2.093,2,    0.996,2,   2160.9,9,    759.3,2,   2306.5,2,     7.71,2,   20.00,   -999,  3.7340
     316N151_2,   A24,    28,  1,     15,     15,2,19970605,1944, 47.8335, -13.5245, 4445,   1719.7,   3.7247,  34.9210,2,  34.9257,2,    268.7,2,    269.7,2,    12.27,2,    17.47,2,     0.00,2,     1.16,2,    2.001,2,    0.950,2,   2158.3,9,   -999.0,9,   2308.2,2,     7.71,2, -999.00,   -999,  3.5878
     316N151_2,   A24,    28,  1,     14,     14,2,19970605,1944, 47.8335, -13.5245, 4445,   1820.8,   3.5853,  34.9123,2,  34.9127,2,    274.0,2,    272.7,2,    12.37,2,    17.32,2,     0.00,2,     1.16,2,    1.940,2,    0.925,2,   2157.7,9,    748.3,2,   2305.5,2,     7.71,2,   20.00,   -999,  3.4409
     316N151_2,   A24,    28,  1,     13,     13,2,19970605,1944, 47.8335, -13.5245, 4445,   2023.8,   3.4587,  34.9254,2,  34.9263,2,    267.3,2,    270.3,2,    14.07,2,    17.42,2,     0.00,2,     1.17,2,    1.467,2,    0.700,2,   2160.7,9,    745.3,2,   2309.6,2,     7.71,2,   20.00,   -999,  3.2971
     316N151_2,   A24,    28,  1,     12,     12,2,19970605,1944, 47.8335, -13.5245, 4445,   2226.8,   3.3530,  34.9523,2,  34.9519,2,    261.7,2,    262.9,2,    18.23,2,    17.93,2,     0.00,2,     1.21,2,    0.783,2,    0.390,2,   2165.4,9,    738.3,2,   2320.6,2,     7.73,2,   20.00,   -999,  3.1736
     316N151_2,   A24,    28,  1,     11,     11,2,19970605,1944, 47.8335, -13.5245, 4445,   2429.3,   3.2108,  34.9599,2,  34.9603,2,    256.4,2,    256.7,2,    22.93,2,    18.70,2,     0.00,2,     1.26,2,    0.414,2,    0.208,2,   2173.2,9,   -999.0,9,   2326.4,2,     7.72,2, -999.00,   -999,  3.0139
