EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,14C-DOC,14C-DOC_FLAG_W,14C-DOCERR,13C-DOC,13C-DOC_FLAG_W,13C-DOCERR,THETA
,,,,,,,,,,,METERS,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,,,DEG C,UMOL/KG,,UMOL/KG,,/MILLE,,/MILLE,/MILLE,,/MILLE,,/MILLE,/MILLE,,/MILLE,DEG C
  33RO20110926,   A10,    22,  1,     11,  11707,2,20111003,1932,-29.6346,   3.8509, 5374,1534.8000,   1534.8,   3.1053,  34.7073,2,  34.7081,2,    190.9,2,    191.7,2,    50.10,6,    29.60,6,     0.01,6,     1.93,4,    0.116,2,    0.054,2,        0,2,    0.208,3,   2217.4,2,   2328.9,2,-999.0000,9,   7.6154,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.9930
  33RO20110926,   A10,    22,  1,     10,  11003,2,20111003,1932,-29.6346,   3.8509, 5374,1800.4000,   1800.4,   3.0872,  34.7941,2,  34.7935,2,    208.2,2,    208.4,2,    44.20,6,    27.00,6,     0.01,6,     1.73,4,    0.041,2,    0.020,2,    0.055,2,    0.094,3,   -999.0,9,   2320.4,2,-999.0000,9,   7.6593,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.9518
  33RO20110926,   A10,    22,  1,      9,  11706,2,20111003,1932,-29.6346,   3.8509, 5374,2100.3000,   2100.3,   2.9056,  34.8384,2,  34.8381,2,    220.8,2,    220.3,2,    44.00,2,    25.30,2,     0.01,2,     1.62,4,    0.019,2,    0.009,2,        0,2,    0.074,3,   -999.0,9,   2327.5,2,-999.0000,9,   7.6783,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.7456
  33RO20110926,   A10,    22,  1,      8,  11033,2,20111003,1932,-29.6346,   3.8509, 5374,2400.7000,   2400.7,   2.5935,  34.8397,2,  34.8395,2,    225.7,2,    225.0,2,    50.30,2,    25.30,2,     0.00,2,     1.64,4,    0.016,2,    0.008,2,        0,2,    0.049,3,   2200.7,2,   2333.9,2,-999.0000,9,   7.6904,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.4108
  33RO20110926,   A10,    22,  1,      7,  11705,2,20111003,1932,-29.6346,   3.8509, 5374,2700.5000,   2700.5,   2.4141,  34.8509,2,  34.8515,2,    230.2,2,    229.8,2,    52.70,2,    25.00,2,     0.01,2,     1.63,4,    0.011,2,    0.007,2,        0,2,    0.031,3,   -999.0,9,   2331.8,2,-999.0000,9,   7.6783,3,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.2061
  33RO20110926,   A10,    22,  1,      6,  11029,2,20111003,1932,-29.6346,   3.8509, 5374,2999.9000,   2999.9,   2.2806,  34.8514,2,  34.8512,2,    231.4,2,    231.4,2,    56.30,2,    24.90,2,     0.01,2,     1.64,4,    0.009,2,    0.005,2,        0,2,    0.025,3,   2205.9,2,   2341.3,2,-999.0000,9,   7.6904,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.0458
  33RO20110926,   A10,    22,  1,      5,  11704,2,20111003,1932,-29.6346,   3.8509, 5374,3400.3000,   3400.3,   2.1461,  34.8436,2,  34.8443,2,    230.1,2,    228.9,2,    61.50,2,    25.50,2,     0.00,2,     1.69,4,    0.012,2,    0.007,2,        0,2,    0.023,3,   -999.0,9,   2351.6,2,-999.0000,9,   7.6855,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   1.8733
  33RO20110926,   A10,    22,  1,      4,  11030,2,20111003,1932,-29.6346,   3.8509, 5374,3801.5000,   3801.5,   1.8406,  34.8091,2,  34.8085,2,    224.6,2,    224.3,2,    75.20,2,    27.10,2,     0.00,2,     1.83,4,    0.023,2,    0.012,2,        0,2,    0.052,3,   2223.8,2,   2355.1,2,-999.0000,9,   7.6705,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   1.5331
  33RO20110926,   A10,    22,  1,      3,  11703,2,20111003,1932,-29.6346,   3.8509, 5374,4200.1000,   4200.1,   1.3643,  34.7604,2,  34.7598,2,    219.7,2,    221.0,2,    94.80,2,    29.60,2,     0.00,2,     2.04,4,    0.049,2,    0.023,2,        0,2,    0.098,3,   -999.0,9,   2363.7,2,-999.0000,9,   7.6414,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   1.0268
  33RO20110926,   A10,    22,  1,      2,  11702,2,20111003,1932,-29.6346,   3.8509, 5374,4599.5000,   4599.5,   1.1714,  34.7396,2,  34.7397,2,    218.0,2,    217.3,2,   103.20,2,    30.60,2,     0.00,2,     2.13,4,    0.064,2,    0.032,2,        0,2,    0.133,3,   2248.1,2,   2369.4,2,-999.0000,9,   7.6364,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   0.7948
  33RO20110926,   A10,    22,  1,      1,  11701,2,20111003,1932,-29.6346,   3.8509, 5374,5102.0000,   5102.0,   1.1841,  34.7349,2,  34.7341,2,    217.7,2,    217.3,2,   105.20,2,    30.60,2,     0.00,2,     2.15,4,    0.073,6,    0.035,6,        0,6,    0.138,3,   -999.0,9,   2366.7,6,-999.0000,9,   7.6383,6,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   0.7478
  33RO20110926,   A10,    23,  1,     24,  11714,2,20111004,0141,-29.4669,   3.3005, 4808,   4.8000,      4.8,  17.6075,  35.7853,2,  35.7840,2,    242.9,2,    243.1,2,     1.60,2,     0.00,2,     0.00,2,     0.14,4,    2.448,6,    1.465,6,    1.453,6,    2.779,3,   2076.2,6,   2342.4,2,-999.0000,9,   7.9849,2,    25.00,     56.2,2,     4.59,2,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  17.6067
  33RO20110926,   A10,    23,  1,     23,  11713,2,20111004,0141,-29.4669,   3.3005, 4808,  34.8000,     34.8,  17.3692,  35.7488,2,  35.7465,2,    244.7,2,    245.6,2,     1.70,2,     0.00,2,     0.01,2,     0.14,4,    2.470,2,    1.477,2,     1.47,2,    2.958,3,   2072.9,2,   2339.5,6,-999.0000,9,   7.9834,6,    25.00,     57.3,2,     5.33,2,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  17.3634
  33RO20110926,   A10,    23,  1,     22,  11712,2,20111004,0141,-29.4669,   3.3005, 4808,  75.0000,     75.0,  16.3241,  35.6675,2,  35.6662,2,    239.7,2,    241.6,2,     2.00,2,     0.90,2,     0.35,2,     0.21,4,    2.534,2,    1.502,2,    1.479,2,    2.484,3,   2076.7,2,   2344.1,2,-999.0000,9,   7.9649,2,    25.00,     54.4,2,     5.58,2,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  16.3120
  33RO20110926,   A10,    23,  1,     21,  11010,2,20111004,0141,-29.4669,   3.3005, 4808, 124.9000,    124.9,  16.2254,  35.6639,2,  35.6605,2,    235.9,2,    236.3,2,     2.20,2,     1.40,2,     0.72,2,     0.26,4,    2.526,2,    1.503,2,     1.44,2,    2.135,3,   2082.3,2,   2342.3,2,-999.0000,9,   7.9569,2,    25.00,     54.4,2,     5.64,2,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  16.2054
  33RO20110926,   A10,    23,  1,     20,  11715,2,20111004,0141,-29.4669,   3.3005, 4808, 184.3000,    184.3,  15.7548,  35.5665,2,  35.5624,2,    230.1,2,    229.4,2,     2.50,2,     3.20,2,     0.13,2,     0.33,4,    2.602,2,    1.537,2,    1.421,2,    1.718,3,   2087.4,2,   2338.9,2,-999.0000,9,   7.9319,2,    25.00,     56.1,2,     7.53,2,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  15.7258
  33RO20110926,   A10,    23,  1,     19,  11007,2,20111004,0141,-29.4669,   3.3005, 4808, 270.2000,    270.2,  13.1628,  35.1450,2,  35.1459,2,    220.0,2,    220.6,2,     3.30,2,     8.40,2,     0.01,2,     0.62,4,    2.955,2,    1.709,2,     1.38,2,    0.932,3,   2107.8,2,   2310.1,2,-999.0000,9,   7.8607,2,    25.00,     50.0,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  13.1252
  33RO20110926,   A10,    23,  1,     18,  11710,2,20111004,0141,-29.4669,   3.3005, 4808, 361.0000,    361.0,  11.5349,  34.9831,2,  34.9801,2,    199.0,2,    203.2,2,     5.70,2,    14.50,2,     0.00,2,     0.94,4,    3.136,2,    1.734,2,    1.135,2,    0.847,3,   2131.4,2,   2297.9,4,-999.0000,9,   7.7895,2,    25.00,     43.8,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  11.4887
  33RO20110926,   A10,    23,  1,     17,  11023,2,20111004,0141,-29.4669,   3.3005, 4808, 505.6000,    505.6,   8.8407,  34.6568,2,  34.6573,2,    205.7,2,    205.7,2,     9.70,2,    20.60,2,     0.01,2,     1.29,4,    3.170,2,    1.717,2,    1.044,2,    1.538,3,   2148.5,2,   2295.3,2,-999.0000,9,   7.7196,2,    25.00,     42.0,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   8.7856
  33RO20110926,   A10,    23,  1,     16,  11709,2,20111004,0141,-29.4669,   3.3005, 4808, 650.0000,    650.0,   6.4472,  34.4360,2,  34.4356,2,    200.8,2,    197.9,2,    17.40,2,    27.40,2,     0.01,2,     1.70,4,    2.908,2,    1.507,2,    0.779,2,    2.051,3,   2173.8,2,   2278.1,3,-999.0000,9,   7.6573,2,    25.00,     40.7,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   6.3876
  33RO20110926,   A10,    23,  1,     15,  11006,2,20111004,0141,-29.4669,   3.3005, 4808, 799.9000,    799.9,   4.7736,  34.3362,2,  34.3354,2,    211.1,2,    208.6,2,    25.90,2,    29.90,2,     0.00,2,     1.88,4,    2.632,2,    1.315,2,    0.609,2,    2.236,3,   2183.9,2,   2282.4,4,-999.0000,9,   7.6362,2,    25.00,     40.3,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   4.7097
  33RO20110926,   A10,    23,  1,     14,  11708,2,20111004,0141,-29.4669,   3.3005, 4808, 950.2000,    950.2,   3.9361,  34.3879,2,  34.3878,2,    192.0,2,    191.4,2,    39.40,2,    32.40,2,     0.00,2,     2.08,4,    1.569,2,    0.762,2,     0.29,2,    1.544,3,   2209.4,2,   2293.4,2,-999.0000,9,   7.6102,3,    25.00,     38.9,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   3.8652
  33RO20110926,   A10,    23,  1,     13,  11031,2,20111004,0141,-29.4669,   3.3005, 4808,1149.6000,   1149.6,   3.3434,  34.5015,2,  34.5019,2,    179.1,2,    178.6,2,    51.30,2,    33.20,2,     0.00,2,     2.16,4,    0.649,2,    0.306,2,    0.096,2,    0.764,3,   2225.5,6,   2320.9,6,-999.0000,9,   7.5768,6,    25.00,     38.2,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   3.2609
  33RO20110926,   A10,    23,  1,     12,  11027,2,20111004,0141,-29.4669,   3.3005, 4808,1374.4000,   1374.4,   3.1519,  34.6275,2,  34.6276,2,    183.2,2,    182.7,2,    52.80,2,    31.60,2,     0.01,2,     2.06,4,    0.243,2,    0.112,2,    0.016,2,    0.337,3,   2224.9,2,   2324.6,2,-999.0000,9,   7.5954,2,    25.00,     39.1,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   3.0527
  33RO20110926,   A10,    23,  1,     11,  11707,2,20111004,0141,-29.4669,   3.3005, 4808,1650.9000,   1650.9,   3.1706,  34.7598,2,  34.7595,2,    199.2,2,    199.1,2,    45.40,6,    28.10,6,     0.01,6,     1.82,4,    0.057,2,    0.027,2,        0,2,    0.111,3,   2208.5,2,   -999.0,5,-999.0000,9,   7.6473,2,    25.00,     38.9,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   3.0474
  33RO20110926,   A10,    23,  1,     10,  11003,2,20111004,0141,-29.4669,   3.3005, 4808,1926.3000,   1926.3,   3.0038,  34.8135,2,  34.8128,2,    212.3,2,    214.6,2,    44.80,6,    26.30,6,     0.01,6,     1.70,4,    0.029,2,    0.014,2,        0,2,    0.071,3,   2201.5,2,   -999.0,5,-999.0000,9,   7.6713,2,    25.00,     41.8,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.8583
  33RO20110926,   A10,    23,  1,      9,  11706,2,20111004,0141,-29.4669,   3.3005, 4808,2200.2000,   2200.2,   2.7859,  34.8369,2,  34.8368,2,    219.9,2,    220.8,2,    47.40,6,    25.40,6,     0.01,6,     1.65,4,    0.020,2,    0.010,2,        0,2,    0.068,3,   2199.9,2,   -999.0,5,-999.0000,9,   7.6853,2,    25.00,     44.7,3,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.6186
  33RO20110926,   A10,    23,  1,      8,  11033,2,20111004,0141,-29.4669,   3.3005, 4808,2500.2000,   2500.2,   2.5257,  34.8461,2,  34.8461,2,    226.4,2,    227.1,2,    51.00,6,    24.90,6,     0.01,6,     1.62,4,    0.015,2,    0.008,2,        0,2,    0.083,3,   2200.2,2,   2338.2,2,-999.0000,9,   7.6865,2,    25.00,     41.0,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.3348
  33RO20110926,   A10,    23,  1,      7,  11705,2,20111004,0141,-29.4669,   3.3005, 4808,2799.3000,   2799.3,   2.3986,  34.8506,2,  34.8507,2,    229.3,2,    230.6,2,    53.60,2,    24.70,2,     0.00,2,     1.63,4, -999.000,5, -999.000,5,     -999,5, -999.000,5,   2201.6,2,   2343.1,2,-999.0000,9,   7.6935,2,    25.00,     41.6,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.1813
  33RO20110926,   A10,    23,  1,      6,  11029,2,20111004,0141,-29.4669,   3.3005, 4808,3099.6000,   3099.6,   2.2743,  34.8502,2,  34.8626,4,    229.8,2,    230.2,2,    57.10,2,    24.80,2,     0.00,2,     1.64,4,    0.010,2,    0.006,2,    0.026,4,    0.035,3,   2206.5,2,   2347.6,2,-999.0000,9,   7.6935,2,    25.00,     39.8,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   2.0296
  33RO20110926,   A10,    23,  1,      5,  11704,2,20111004,0141,-29.4669,   3.3005, 4808,3345.1000,   3345.1,   2.2102,  34.8496,2,  34.8489,2,    230.1,2,    230.5,2,    59.00,2,    24.90,2,     0.00,2,     1.65,4,    0.011,2,    0.007,2,        0,2,    0.033,3,   2210.5,2,   2351.5,2,-999.0000,9,   7.6904,2,    25.00,     40.7,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   1.9416
  33RO20110926,   A10,    23,  1,      4,  11030,2,20111004,0141,-29.4669,   3.3005, 4808,3700.6000,   3700.6,   1.8410,  34.8103,2,  34.8336,4,    224.5,2,    224.5,2,    75.10,2,    26.90,2,     0.00,2,     1.83,4,    0.022,2,    0.011,2,        0,2,    0.055,3,   2225.5,2,   2344.9,4,-999.0000,9,   7.6783,2,    25.00,     40.0,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   1.5443
  33RO20110926,   A10,    23,  1,      3,  11703,2,20111004,0141,-29.4669,   3.3005, 4808,4049.3000,   4049.3,   1.3539,  34.7616,2,  34.7604,2,    218.8,2,    220.1,2,    94.10,2,    29.20,2,     0.00,2,     2.04,4,    0.045,2,    0.022,2,        0,2,    0.106,3,   2242.3,2,   2368.5,2,-999.0000,9,   7.6495,2,    25.00,     40.7,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   1.0332
  33RO20110926,   A10,    23,  1,      2,  11702,2,20111004,0141,-29.4669,   3.3005, 4808,4394.5000,   4394.5,   1.1529,  34.7399,2,  34.7390,2,    217.4,2,    218.2,2,   103.20,2,    30.40,2,     0.01,2,     2.13,4,    0.063,2,    0.034,2,    0.076,4,    0.156,3,   2248.8,2,   2368.5,2,-999.0000,9,   7.6384,2,    25.00,     40.6,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   0.8002
  33RO20110926,   A10,    23,  1,      1,  11701,2,20111004,0141,-29.4669,   3.3005, 4808,4798.2000,   4798.2,   1.1427,  34.7344,2,  34.7342,2,    216.6,2,    216.9,2,   105.60,2,    30.60,2,     0.01,2,     2.15,4,    0.074,2,    0.036,2,        0,2,    0.160,3,   2252.8,6,   2378.1,4,-999.0000,9,   7.6424,6,    25.00,     39.6,2,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   0.7440
  33RO20110926,   A10,    24,  1,     24,  11714,2,20111004,0729,-29.3538,   2.8394, 4346,   3.8000,      3.8,  17.4999,  35.7401,2,  35.7350,2,    242.9,2,    244.3,2,     1.30,2,     0.00,2,     0.00,2,     0.13,4,    2.489,2,    1.487,2,    1.456,2,    3.237,3,   2073.7,6,   2349.1,2,-999.0000,9,   7.9800,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  17.4993
  33RO20110926,   A10,    24,  1,     23,  11713,2,20111004,0729,-29.3538,   2.8394, 4346,  49.5000,     49.5,  16.4719,  35.6570,2,  35.6578,2,    248.5,2,    248.0,2,     1.40,2,     0.30,2,     0.05,2,     0.17,4, -999.000,9, -999.000,9,     -999,9, -999.000,9,   2072.0,2,   2343.9,2,-999.0000,9,   7.9744,6,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  16.4639
  33RO20110926,   A10,    24,  1,     22,  11712,2,20111004,0729,-29.3538,   2.8394, 4346, 100.7000,    100.7,  16.1220,  35.6232,2,  35.6169,2,    232.5,2,    234.7,2,     1.80,2,     1.80,2,     0.48,2,     0.27,4,    2.555,2,    1.519,2,    1.443,2,    1.974,3,   2082.0,2,   2331.5,2,-999.0000,9,   7.9539,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  16.1059
  33RO20110926,   A10,    24,  1,     21,  11010,2,20111004,0729,-29.3538,   2.8394, 4346, 150.3000,    150.3,  14.3629,  35.3148,2,  35.3177,2,    216.3,2,    216.1,2,     2.50,2,     6.60,2,     0.02,2,     0.50,4, -999.000,9, -999.000,9,     -999,9, -999.000,9,   2102.6,2,   2312.7,2,-999.0000,9,   7.8847,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  14.3408
  33RO20110926,   A10,    24,  1,     20,  11715,2,20111004,0729,-29.3538,   2.8394, 4346, 200.6000,    200.6,  13.6365,  35.2084,2,  35.2091,2,    219.7,2,    219.1,2,     2.60,2,     7.60,2,     0.01,2,     0.56,4,    2.899,2,    1.686,2,    1.452,2,    0.896,3,   -999.0,9,   2310.5,2,-999.0000,9,   7.8657,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  13.6080
  33RO20110926,   A10,    24,  1,     19,  11007,2,20111004,0729,-29.3538,   2.8394, 4346, 260.9000,    260.9,  12.7929,  35.1124,2,  35.1123,2,    217.9,2,    214.7,2,     3.20,6,    10.20,6,     0.01,6,     0.69,4, -999.000,9, -999.000,9,     -999,9, -999.000,9,   2115.9,2,   2305.0,2,-999.0000,9,   7.8407,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  12.7573
  33RO20110926,   A10,    24,  1,     18,  11710,2,20111004,0729,-29.3538,   2.8394, 4346, 345.0000,    345.0,  11.5501,  34.9858,2,  34.9867,2,    206.7,2,    207.1,2,     4.90,2,    14.20,2,     0.01,2,     0.91,4,    3.150,2,    1.747,2,    1.237,2,    0.998,3,   -999.0,9,   2298.9,2,-999.0000,9,   7.7966,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,  11.5059
  33RO20110926,   A10,    24,  1,     17,  11023,2,20111004,0729,-29.3538,   2.8394, 4346, 464.6000,    464.6,   9.3580,  34.7161,2,  34.7145,2,    201.7,2,    208.1,2,     7.70,6,    19.10,6,     0.01,6,     1.19,4, -999.000,9, -999.000,9,     -999,9, -999.000,9,   2144.6,2,   2286.1,2,-999.0000,9,   7.7384,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   9.3057
  33RO20110926,   A10,    24,  1,     16,  11709,2,20111004,0729,-29.3538,   2.8394, 4346, 573.7000,    573.7,   7.5403,  34.5238,2,  34.5227,2,    202.9,2,    202.6,2,    12.80,2,    24.30,2,     0.00,2,     1.50,4,    3.125,2,    1.641,2,    0.883,2,    1.745,3,   -999.0,9,   2283.2,2,-999.0000,9,   7.6843,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   7.4832
  33RO20110926,   A10,    24,  1,     15,  11006,2,20111004,0729,-29.3538,   2.8394, 4346, 706.7000,    706.7,   5.5795,  34.3651,2,  34.3648,2,    209.2,2,    208.9,2,    19.50,2,    28.40,2,     0.01,2,     1.76,4,    2.962,6,    1.505,6,    0.722,6,    2.195,3,   2175.6,2,   2290.2,2,-999.0000,9,   7.6404,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   5.5191
  33RO20110926,   A10,    24,  1,     14,  11708,2,20111004,0729,-29.3538,   2.8394, 4346, 859.6000,    859.6,   4.3649,  34.3529,2,  34.3581,2,    201.0,2,    199.8,2,    31.10,2,    31.40,2,     0.00,2,     1.98,4, -999.000,9, -999.000,9,     -999,9, -999.000,9,   -999.0,9,   2299.6,2,-999.0000,9,   7.6094,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   4.2985
  33RO20110926,   A10,    24,  1,     13,  11031,2,20111004,0729,-29.3538,   2.8394, 4346,1010.2000,   1010.2,   3.7603,  34.4111,2,  34.4125,2,    187.8,2,    187.0,2,    42.10,2,    32.90,2,     0.00,2,     2.11,4,    1.318,2,    0.633,2,    0.237,2,    1.287,3,   2213.7,2,   2309.6,2,-999.0000,9,   7.5864,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   3.6858
  33RO20110926,   A10,    24,  1,     12,  11027,2,20111004,0729,-29.3538,   2.8394, 4346,1160.4000,   1160.4,   3.3912,  34.5110,2,  34.5112,2,    178.7,2,    177.6,2,    49.20,6,    33.20,6,     0.00,6,     2.14,4, -999.000,9, -999.000,9,     -999,9, -999.000,9,   2225.7,2,   2318.9,6,-999.0000,9,   7.5778,6,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   3.3074
  33RO20110926,   A10,    24,  1,     11,  11707,2,20111004,0729,-29.3538,   2.8394, 4346,1312.2000,   1312.2,   3.2708,  34.6011,2,  34.6009,2,    181.0,2,    181.2,2,    49.60,2,    32.00,2,     0.00,2,     2.07,4,    0.271,2,    0.126,2,        0,2,    0.373,3,   2224.3,2,   2322.5,2,-999.0000,9,   7.5924,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   3.1756
  33RO20110926,   A10,    24,  1,     10,  11003,2,20111004,0729,-29.3538,   2.8394, 4346,1510.9000,   1510.9,   3.2158,  34.7133,2,  34.7127,2,    192.4,2,    192.4,2,    46.20,2,    29.60,2,     0.00,2,     1.90,4, -999.000,9, -999.000,9,     -999,9, -999.000,9,   -999.0,9,   2325.3,2,-999.0000,9,   7.6234,2,    25.00,   -999.0,9,  -999.00,9,   -999.0,9,   -999.0,  -999.00,9,   -999.0,-999,   -999.0,   -999.0,9,   -999.0,   3.1042
