EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,PCO2_TMP,ALKALI,ALKALI_FLAG_W,C14ERR,HELIER,DELHER,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,DEG C,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,UMOL/KG,,UATM,,DEG C,UMOL/KG,,/MILLE,NMOL/KG,PERCNT,TU
   31WTTUNES_2,  P17S,168,1,61,61,2,19910804,1839,-27.6267,-133.5283,4142,3.8,19.2297,35.5093,2,35.5101,2,226.6,3,19.229,228,2,1.37,2,0.1,2,0,2,0.1,2,2.305,2,1.18,2,-999,9,-999,9,-999,9,-999,9,-999,9,2018.3,2,319.5,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,2,2,2,19910804,1839,-27.6267,-133.5283,4142,41.7,19.0036,35.4938,2,35.4947,2,223.4,2,18.9962,226.7,2,1.37,2,0.1,2,0,2,0.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,3,3,2,19910804,1839,-27.6267,-133.5283,4142,77.1,18.6725,35.467,2,35.4659,2,218.8,2,18.659,216.3,2,1.37,2,0.39,2,0.03,2,0.17,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,4,4,2,19910804,1839,-27.6267,-133.5283,4142,113.6,18.3044,35.4453,2,35.4452,2,217.2,2,18.2847,212,2,1.56,2,0.78,2,0.03,2,0.21,2,2.228,2,1.133,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,5,5,2,19910804,1839,-27.6267,-133.5283,4142,148.7,17.8363,35.4165,2,35.4166,2,209.7,2,17.8109,205.2,2,1.37,2,1.56,2,0.01,2,0.25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,6,6,2,19910804,1839,-27.6267,-133.5283,4142,195.1,16.9981,35.3594,2,35.3537,2,203.5,2,16.9658,204.5,2,1.47,2,2.64,2,0.01,2,0.31,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,7,7,2,19910804,1839,-27.6267,-133.5283,4142,246,15.7018,35.2588,2,35.2532,2,200.2,2,15.6633,196.8,2,1.66,2,5.28,2,0.01,2,0.49,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,68,68,2,19910804,1839,-27.6267,-133.5283,4142,296.1,14.1776,35.0926,2,35.3535,4,193.9,2,14.1342,192.8,2,2.05,2,8.3,2,0,2,0.69,2,1.581,2,0.803,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,69,69,2,19910804,1839,-27.6267,-133.5283,4142,350.8,12.5874,34.9168,2,34.8957,2,193.9,2,12.5399,193.1,2,3.42,2,11.73,2,0,2,0.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,70,70,2,19910804,1839,-27.6267,-133.5283,4142,405.4,10.1462,34.6403,2,34.6397,2,199.2,2,10.0985,198.2,2,5.18,2,16.42,2,0,2,1.19,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,11,11,2,19910804,1839,-27.6267,-133.5283,4142,454.9,8.6773,34.5097,2,34.5085,2,208,2,8.6285,211.4,2,5.77,2,19.06,2,0,2,1.35,2,1.167,2,0.577,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,12,12,2,19910804,1839,-27.6267,-133.5283,4142,514.5,7.4703,34.4226,2,34.4227,2,227.6,2,7.4197,232.2,2,6.35,2,20.73,2,0,2,1.46,2,1.399,2,0.689,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,13,13,2,19910804,1839,-27.6267,-133.5283,4142,593.1,6.7824,34.3769,2,34.3746,2,237,2,6.7268,241.1,2,7.92,2,22.09,2,0,2,1.53,2,1.164,2,0.585,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,37,37,2,19910804,1839,-27.6267,-133.5283,4142,642.2,6.4634,34.3516,2,34.3505,2,240.8,2,6.4046,241.3,2,9.29,2,22.88,2,0,2,1.58,2,0.889,2,0.455,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,15,15,2,19910804,1839,-27.6267,-133.5283,4142,690.7,6.1174,34.3289,2,34.3271,2,241.3,2,6.0558,239.3,2,10.85,2,24.05,2,0,2,1.66,2,0.641,2,0.333,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,16,16,2,19910804,1839,-27.6267,-133.5283,4142,770.5,5.6535,34.3049,2,34.304,2,232.9,2,5.587,231.9,2,13.79,2,25.81,2,0,2,1.78,2,0.364,2,0.205,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,17,17,2,19910804,1839,-27.6267,-133.5283,4142,852.7,5.2276,34.2968,2,34.2953,2,225.6,2,5.1562,221.6,2,18.67,2,27.38,2,0,2,1.91,2,0.208,2,0.126,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,18,18,2,19910804,1839,-27.6267,-133.5283,4142,934.4,4.7986,34.3053,2,34.3049,2,203.8,2,4.723,204.4,2,25.91,2,29.72,2,0,2,2.05,2,0.092,2,0.065,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,19,19,2,19910804,1839,-27.6267,-133.5283,4142,1017.1,4.3217,34.3414,2,34.3396,2,187.5,2,4.2424,183.9,2,36.96,2,32.17,2,0,2,2.25,2,0.029,2,0.021,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,20,20,2,19910804,1839,-27.6267,-133.5283,4142,1120.5,3.7818,34.3935,2,34.3912,2,172.6,2,3.6981,171.7,2,50.64,2,33.73,2,0,2,2.36,2,0.008,2,0.007,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,21,21,2,19910804,1839,-27.6267,-133.5283,4142,1223.4,3.3459,34.4443,2,34.4434,2,167,2,3.2575,167.3,2,63.15,2,34.22,2,0,2,2.4,2,0.006,2,0,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,22,22,2,19910804,1839,-27.6267,-133.5283,4142,1327.1,3.04,34.4859,2,34.4858,2,166.1,2,2.9461,164.5,2,72.83,2,34.41,2,0,2,2.41,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,23,23,2,19910804,1839,-27.6267,-133.5283,4142,1530.1,2.61,34.5578,2,34.5561,2,158.3,2,2.5043,158.7,2,91.59,2,34.7,2,0,2,2.44,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,24,24,2,19910804,1839,-27.6267,-133.5283,4142,1736.4,2.3281,34.5995,2,34.5984,2,153.1,2,2.209,155,2,105.27,2,35.09,2,0,2,2.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,25,25,2,19910804,1839,-27.6267,-133.5283,4142,1941.5,2.1222,34.6267,2,34.6263,2,153.7,2,1.9888,153.2,2,115.73,2,35.09,2,0,2,2.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,26,26,2,19910804,1839,-27.6267,-133.5283,4142,2146.4,1.9982,34.6412,2,34.6396,2,152.5,2,1.8493,153,2,120.42,2,35.19,2,0,2,2.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,27,27,2,19910804,1839,-27.6267,-133.5283,4142,2351.6,1.9002,34.6514,2,34.65,2,153,2,1.7351,154.3,2,123.65,2,35.19,2,0,2,2.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,28,28,2,19910804,1839,-27.6267,-133.5283,4142,2556.5,1.7992,34.6613,2,34.6596,2,156.8,2,1.6176,157.2,2,126.09,2,35.09,2,0,2,2.47,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,29,29,2,19910804,1839,-27.6267,-133.5283,4142,2768.1,1.7373,34.6673,2,34.6663,2,159.8,2,1.5373,159.7,2,127.26,2,34.7,2,0,2,2.44,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,30,30,2,19910804,1839,-27.6267,-133.5283,4142,2980.9,1.6713,34.6723,2,34.672,2,163,2,1.4526,163.9,2,127.07,2,34.6,2,0,2,2.43,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,31,31,2,19910804,1839,-27.6267,-133.5283,4142,3190.2,1.6243,34.6773,2,34.6769,2,168.1,2,1.3863,167.4,2,126.77,2,34.41,2,0,2,2.41,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,32,32,2,19910804,1839,-27.6267,-133.5283,4142,3398.6,1.5713,34.6833,2,34.6812,2,171.3,2,1.3137,171.2,2,126.38,2,34.01,2,0,2,2.38,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,33,33,2,19910804,1839,-27.6267,-133.5283,4142,3605.6,1.5423,34.6855,2,34.685,2,172.7,2,1.2642,174,2,125.6,2,33.82,2,0,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,34,34,2,19910804,1839,-27.6267,-133.5283,4142,3809.9,1.5083,34.6894,2,34.6893,2,178.2,2,1.2096,177,2,125.11,2,33.53,2,0,2,2.37,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,35,35,2,19910804,1839,-27.6267,-133.5283,4142,4017.8,1.5113,34.6908,2,34.6907,2,179.2,2,1.1901,178.4,2,124.91,2,33.62,2,0,2,2.35,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,168,1,38,38,2,19910804,1839,-27.6267,-133.5283,4142,4172.9,1.5173,34.6928,2,34.6912,2,179.4,2,1.1788,178.9,2,125.11,2,33.62,2,0,2,2.35,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,61,61,2,19910805,31,-28.1017,-133.68,4193,2.8,19.5907,35.5422,2,35.5437,2,225,3,19.5902,227,2,1.53,2,0.05,2,0,2,0.08,2,2.297,2,1.198,2,-999,9,-999,9,-999,9,126.2,2,1.39,2,2012.6,2,304.5,2,20,-999,9,3,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,2,2,2,19910805,31,-28.1017,-133.68,4193,24.8,19.4037,35.5178,2,35.5247,2,228.6,3,19.3992,227.7,2,1.52,2,0.05,2,0,2,0.08,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,3,3,2,19910805,31,-28.1017,-133.68,4193,54.6,18.853,35.413,2,35.4131,2,232.2,2,18.8433,230.1,2,1.52,2,0.05,2,0,2,0.09,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,4,4,2,19910805,31,-28.1017,-133.68,4193,80.6,18.9256,35.4647,2,35.4668,2,230.9,2,18.9113,229.6,2,1.52,2,0.05,2,0,2,0.08,2,2.375,2,1.218,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,5,5,2,19910805,31,-28.1017,-133.68,4193,106.6,18.8588,35.462,2,35.4449,2,234.2,2,18.8399,226.5,2,1.12,2,0.05,2,0,2,0.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,130.6,2,1.2,2,-999,9,-999,9,-999,-999,9,3,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,6,6,2,19910805,31,-28.1017,-133.68,4193,142.8,17.7804,35.3938,2,35.3806,2,214,2,17.7561,214.6,2,1.12,2,0.77,2,0.03,2,0.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,121.6,2,1.13,2,-999,9,-999,9,-999,-999,9,2.9,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,7,7,2,19910805,31,-28.1017,-133.68,4193,177.8,16.9433,35.3635,2,35.3609,2,199.7,2,16.914,202.4,2,1.5,2,2.78,2,0.01,2,0.33,2,-999,9,-999,9,-999,9,-999,9,-999,9,125.6,2,1.26,2,-999,9,-999,9,-999,-999,9,3.1,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,68,68,2,19910805,31,-28.1017,-133.68,4193,220,15.9553,35.2868,2,35.2813,2,198.5,2,15.9204,196.4,2,1.5,2,4.75,2,0,2,0.47,2,1.89,2,0.964,2,-999,9,-999,9,-999,9,112.4,2,1.24,2,-999,9,-999,9,-999,-999,9,3.7,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,69,69,2,19910805,31,-28.1017,-133.68,4193,260.8,14.8508,35.1773,2,35.1661,2,195.5,2,14.8114,194.2,2,1.69,2,6.99,2,0,2,0.6,2,1.756,2,0.889,2,-999,9,-999,9,-999,9,107.2,2,1.2,2,-999,9,-999,9,-999,-999,9,4.2,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,70,70,2,19910805,31,-28.1017,-133.68,4193,337.2,12.0855,34.847,2,34.8443,2,197.7,2,12.0412,196.1,2,3.25,2,12.05,2,0,2,0.91,2,1.447,2,0.734,2,-999,9,-999,9,-999,9,71.8,2,1.3,2,-999,9,-999,9,-999,-999,9,2.9,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,11,11,2,19910805,31,-28.1017,-133.68,4193,413.5,9.2863,34.5689,2,34.5644,2,207.1,2,9.2402,206.3,2,5.39,2,17.73,2,0,2,1.27,2,1.169,2,0.586,2,-999,9,-999,9,-999,9,39.2,2,1.24,2,-999,9,-999,9,-999,-999,9,3.7,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,12,12,2,19910805,31,-28.1017,-133.68,4193,489.6,7.7832,34.4322,2,34.4323,2,219.3,2,7.7339,222.5,2,6.75,2,20.78,2,0,2,1.46,2,1.155,2,0.587,2,-999,9,-999,9,-999,9,21.1,2,1.27,2,-999,9,-999,9,-999,-999,9,3.8,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,13,13,2,19910805,31,-28.1017,-133.68,4193,566,6.8352,34.3735,2,34.3691,2,233.1,2,6.782,235.4,2,7.92,2,22.35,2,0,2,1.56,2,1.032,2,0.518,2,-999,9,-999,9,-999,9,0.6,2,1.26,2,-999,9,-999,9,-999,-999,9,2.9,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,37,37,2,19910805,31,-28.1017,-133.68,4193,668.9,6.0871,34.3222,2,34.322,2,235.6,2,6.0277,236.4,2,10.65,2,24.24,2,0,2,1.68,2,0.55,2,0.305,2,-999,9,-999,9,-999,9,-28.2,2,1.28,2,-999,9,-999,9,-999,-999,9,2.7,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,15,15,2,19910805,31,-28.1017,-133.68,4193,771.7,5.5167,34.2967,2,34.2958,2,225.5,2,5.4509,226.9,2,15.13,2,26.48,2,0,2,1.83,2,0.279,2,0.162,2,-999,9,-999,9,-999,9,-57.2,2,1.28,2,-999,9,-999,9,-999,-999,9,3.4,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,16,16,2,19910805,31,-28.1017,-133.68,4193,873.3,4.9442,34.2999,2,34.3001,2,212.5,2,4.8729,209.7,2,23.13,2,29.14,2,0,2,2.03,2,0.114,2,0.076,2,-999,9,-999,9,-999,9,-80.4,2,1.02,2,-999,9,-999,9,-999,-999,9,2.6,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,17,17,2,19910805,31,-28.1017,-133.68,4193,976,4.4272,34.327,2,34.3282,2,194.3,2,4.3506,196.3,2,33.09,2,31.39,2,0,2,2.18,2,0.047,2,0.033,2,-999,9,-999,9,-999,9,-104.7,2,0.83,2,-999,9,-999,9,-999,-999,9,2.9,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,18,18,2,19910805,31,-28.1017,-133.68,4193,1027.2,4.2292,34.3428,2,34.3439,2,187.3,2,4.1498,187.6,2,37.77,2,32.06,2,0,2,2.23,2,0.032,2,0.026,2,-999,9,-999,9,-999,9,-101.3,3,0.81,2,-999,9,-999,9,-999,-999,9,2.7,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,19,19,2,19910805,31,-28.1017,-133.68,4193,1079,3.9503,34.3703,2,34.3706,2,179.9,2,3.8686,179.4,2,45,2,33.04,2,0,2,2.3,2,0.016,2,0.015,2,-999,9,-999,9,-999,9,-131.2,2,0.71,2,-999,9,-999,9,-999,-999,9,2.6,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,20,20,2,19910805,31,-28.1017,-133.68,4193,1131,3.6339,34.4037,2,34.4026,2,175.7,2,3.5506,173.6,2,52.62,2,33.71,2,0,2,2.36,2,0.009,2,0.01,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,21,21,2,19910805,31,-28.1017,-133.68,4193,1183.1,3.3922,34.4339,2,34.434,2,169.4,2,3.3067,170.3,2,60.26,2,34.13,2,0,2,2.39,2,0.005,2,0.007,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,22,22,2,19910805,31,-28.1017,-133.68,4193,1337,2.9406,34.501,2,34.5005,2,159.6,2,2.8469,163.6,2,76.18,2,34.49,2,0,2,2.42,2,0.001,2,0,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,23,23,2,19910805,31,-28.1017,-133.68,4193,1543.3,2.5792,34.5612,2,34.561,2,157.1,2,2.4727,158.2,2,92.4,2,34.75,2,0,2,2.45,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,24,24,2,19910805,31,-28.1017,-133.68,4193,1749.2,2.3053,34.6024,2,34.6039,2,155.4,2,2.1854,154.6,2,106.37,2,35.12,2,0,2,2.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,25,25,2,19910805,31,-28.1017,-133.68,4193,1952.9,2.1236,34.6263,2,34.6257,2,153.8,2,1.9892,152.7,2,115.22,2,35.27,2,0,2,2.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,26,26,2,19910805,31,-28.1017,-133.68,4193,2154.9,1.9977,34.6409,2,34.6404,2,152.4,2,1.8481,152.6,2,120.89,2,35.27,2,0,2,2.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,27,27,2,19910805,31,-28.1017,-133.68,4193,2420.7,1.8808,34.6529,2,34.6524,2,152.1,2,1.7099,154.5,2,124.54,2,35.07,2,0,2,2.49,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,28,28,2,19910805,31,-28.1017,-133.68,4193,2677.5,1.7816,34.6629,2,34.6613,2,157.5,2,1.5892,157.2,2,126.58,2,35.12,2,0,2,2.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,29,29,2,19910805,31,-28.1017,-133.68,4193,2880.2,1.7158,34.669,2,34.6684,2,160.5,2,1.5057,160.5,2,127.6,2,34.81,2,0,2,2.46,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,30,30,2,19910805,31,-28.1017,-133.68,4193,3083.4,1.6512,34.6747,2,34.6745,2,163.2,2,1.423,165.1,2,126.98,2,34.45,2,0,2,2.42,2,-999,9,-999,9,-999,9,-999,9,-999,9,-219.7,2,0.17,2,-999,9,-999,9,-999,-999,9,3.4,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,31,31,2,19910805,31,-28.1017,-133.68,4193,3292.9,1.5958,34.6797,2,34.6784,2,169.3,2,1.3482,168.7,2,126.16,2,34.25,2,0,2,2.41,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,32,32,2,19910805,31,-28.1017,-133.68,4193,3504.1,1.5527,34.684,2,34.6827,2,172.1,2,1.2848,172.5,2,125.95,2,34.04,2,0,2,2.39,2,-999,9,-999,9,-999,9,-999,9,-999,9,-209.2,2,0.21,2,-999,9,-999,9,-999,-999,9,2.1,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,33,33,2,19910805,31,-28.1017,-133.68,4193,3715.5,1.5154,34.6886,2,34.6869,2,176.3,2,1.2265,175.9,2,125.54,2,33.78,2,0,2,2.36,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,34,34,2,19910805,31,-28.1017,-133.68,4193,3925,1.5079,34.6909,2,34.69,2,178,2,1.1969,178,2,124.72,2,33.63,2,0,2,2.35,2,-999,9,-999,9,-999,9,-999,9,-999,9,-201.4,2,0.18,2,-999,9,-999,9,-999,-999,9,2.2,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,35,35,2,19910805,31,-28.1017,-133.68,4193,4133.1,1.5168,34.6915,2,34.6908,2,178.7,2,1.1828,178.9,2,124.51,2,33.58,2,0,2,2.35,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,169,1,38,38,2,19910805,31,-28.1017,-133.68,4193,4252.5,1.518,34.6924,2,34.6922,2,180.4,2,1.1706,179.7,2,124.5,2,33.63,2,0,2,2.35,2,0.003,2,0,2,-999,9,-999,9,-999,9,-197.8,2,0.3,2,-999,9,-999,9,-999,-999,9,2.1,-999,-999,-999
   31WTTUNES_2,  P17S,170,1,61,61,2,19910805,623,-28.5967,-133.8083,3944,5.8,18.9663,35.4509,2,35.4527,2,227.8,3,18.9653,230.1,2,1.53,2,0.11,2,0,2,0.09,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2015.6,2,315.7,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,170,1,2,2,2,19910805,623,-28.5967,-133.8083,3944,46.9,18.9632,35.449,2,35.4446,2,233.7,2,18.9549,230.1,2,1.33,2,0.11,2,0,2,0.09,2,2.184,2,1.241,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,170,1,3,3,2,19910805,623,-28.5967,-133.8083,3944,76.5,18.6698,35.3883,2,35.3886,2,230.4,2,18.6564,230.9,2,1.13,2,0.06,2,0,2,0.09,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
