EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,PCO2_TMP,ALKALI,ALKALI_FLAG_W,C14ERR,HELIER,DELHER,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,DEG C,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,UMOL/KG,,UATM,,DEG C,UMOL/KG,,/MILLE,NMOL/KG,PERCNT,TU
   31WTTUNES_2,  P17S,142,1,24,24,2,19910727,1105,-14.8967,-133.975,4237,441.3,9.0418,34.5607,2,34.5595,2,70.5,2,8.9933,69.7,2,23.75,2,31.28,2,0,2,2.41,2,0.111,2,0.066,2,0.072,2,1.734,2,3.42,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,0.008,0.15,0.002
   31WTTUNES_2,  P17S,142,1,25,25,2,19910727,1105,-14.8967,-133.975,4237,483,8.2235,34.5424,2,34.5438,2,87.1,2,8.1733,86.5,2,26.88,2,32.36,2,0,2,2.39,2,0.053,2,0.035,2,0.038,2,1.784,2,4.2,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,0.008,0.15,0.002
   31WTTUNES_2,  P17S,142,1,26,26,2,19910727,1105,-14.8967,-133.975,4237,534.8,7.4462,34.5284,2,34.5287,2,104,2,7.3935,107.4,2,30.6,2,32.55,2,0,2,2.34,2,0.035,2,0.032,3,0.026,2,1.795,2,5.25,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,0.008,0.15,0.002
   31WTTUNES_2,  P17S,142,1,27,27,2,19910727,1105,-14.8967,-133.975,4237,615.2,6.562,34.5035,2,34.5028,2,104.6,2,6.5052,103.8,2,36.66,2,34.9,2,0,2,2.47,2,0.01,2,0.012,2,0.01,2,1.731,2,7.43,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,0.008,0.15,0.002
   31WTTUNES_2,  P17S,142,1,28,28,2,19910727,1105,-14.8967,-133.975,4237,717.2,5.7648,34.4957,2,34.4953,2,101.9,2,5.7023,102.5,2,46.34,2,36.76,2,0,2,2.61,2,0.004,2,0,2,0.006,2,1.784,2,9.9,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,0.008,0.15,0.002
   31WTTUNES_2,  P17S,142,1,29,29,2,19910727,1105,-14.8967,-133.975,4237,819.4,5.1913,34.4951,2,34.4965,2,105.8,2,5.1229,104.4,2,56.11,2,37.44,2,0,2,2.67,2,0.003,2,0,2,0.003,2,1.786,2,12.83,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,0.008,0.15,0.001
   31WTTUNES_2,  P17S,142,1,30,30,2,19910727,1105,-14.8967,-133.975,4237,922.2,4.6928,34.5054,2,34.5075,2,103.9,2,4.6187,102.4,2,66.28,2,38.32,2,0,2,2.75,2,0.002,2,0.004,2,-0.001,2,1.836,2,14.59,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,0.009,0.15,0.001
   31WTTUNES_2,  P17S,142,1,31,31,2,19910727,1105,-14.8967,-133.975,4237,1025.1,4.2952,34.5188,2,34.5209,2,103.4,2,4.2151,101.1,2,74.78,2,39,2,0,2,2.81,2,0.003,2,0.006,2,-999,9,1.854,2,16.39,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,32,32,2,19910727,1105,-14.8967,-133.975,4237,1127.1,3.9465,34.5337,2,34.5335,2,104.2,2,3.8606,102.9,2,83.19,2,39.2,2,0,2,2.83,2,-999,5,-999,5,0.002,2,1.859,2,18.44,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,0.009,0.15,0.001
   31WTTUNES_2,  P17S,142,1,33,33,2,19910727,1105,-14.8967,-133.975,4237,1332.2,3.3202,34.5625,2,34.5631,2,114.9,2,3.2229,113.1,2,97.07,2,38.51,2,0,2,2.77,2,-0.001,2,0,2,-999,9,1.88,2,21.86,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,34,34,2,19910727,1105,-14.8967,-133.975,4237,1536.5,2.8427,34.5868,2,34.5889,2,125.3,2,2.7336,125.1,2,106.64,2,37.63,2,0,2,2.7,2,0.002,2,0.003,2,-999,9,1.891,2,24.27,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,35,35,2,19910727,1105,-14.8967,-133.975,4237,1743.6,2.4521,34.6105,2,34.6122,2,133.8,2,2.3306,135.1,2,114.27,2,36.95,2,0,2,2.63,2,0.001,2,0,2,-999,9,1.901,2,26.5,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,36,36,3,19910727,1105,-14.8967,-133.975,4237,1950.4,2.1474,34.6347,2,34.6358,2,142.4,2,2.0129,146.1,4,120.52,2,36.26,2,0,2,2.57,2,0.001,2,0,2,-999,9,-999,5,29.12,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,1,1,2,19910727,1105,-14.8967,-133.975,4237,2157.5,1.9726,34.6523,2,34.6535,2,145.8,2,1.8231,147.6,2,125.5,2,35.87,2,0,2,2.54,2,0.001,2,0,2,-999,9,1.922,2,32.83,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,2,2,2,19910727,1105,-14.8967,-133.975,4237,2363.5,1.8627,34.6626,2,34.6631,2,149.7,2,1.6971,150.1,2,128.63,2,35.68,2,0,2,2.52,2,0.002,2,0,2,-999,9,1.928,2,34.16,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,3,3,2,19910727,1105,-14.8967,-133.975,4237,2570.1,1.7718,34.6684,2,34.6698,2,152.8,2,1.5894,154.3,2,130.19,2,35.38,2,0,2,2.5,2,0,2,0,2,-999,9,1.925,2,31.01,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,4,4,2,19910727,1105,-14.8967,-133.975,4237,2778.1,1.7128,34.674,2,34.6744,2,154.7,2,1.5124,156.3,2,132.05,2,35.29,2,0,2,2.48,2,0,2,0,2,-999,9,1.935,2,29.69,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,5,5,2,19910727,1105,-14.8967,-133.975,4237,2985.4,1.6569,34.6783,2,34.6795,2,157.8,2,1.438,158.6,2,134.69,2,35.09,2,0,2,2.47,2,0,2,0.003,2,-999,9,1.921,2,27.24,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,6,6,2,19910727,1105,-14.8967,-133.975,4237,3192.8,1.6119,34.6821,2,34.6828,2,160.1,2,1.3739,160.4,2,135.27,2,35.09,2,0,2,2.47,2,-0.002,2,0,2,-999,9,1.913,2,25.21,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,7,7,2,19910727,1105,-14.8967,-133.975,4237,3395.1,1.57,34.6839,2,34.6862,2,162.6,2,1.3127,163.3,2,136.06,2,35.09,2,0,2,2.47,2,0,2,0,2,-999,9,1.918,2,23.58,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,8,8,2,19910727,1105,-14.8967,-133.975,4237,3594.8,1.552,34.6862,2,34.687,2,163.6,2,1.2748,165.2,2,136.06,2,34.99,2,0,2,2.46,2,0,2,0,2,-999,9,1.906,2,22.58,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,9,9,2,19910727,1105,-14.8967,-133.975,4237,3800.1,1.541,34.6873,2,34.6874,2,169.3,2,1.2425,167,2,135.86,2,34.89,2,0,2,2.45,2,-0.002,2,0,2,-999,9,1.902,2,21.5,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,10,10,2,19910727,1105,-14.8967,-133.975,4237,4009.3,1.538,34.6882,2,34.6883,2,169,2,1.217,168.5,2,135.27,2,34.7,2,0,2,2.43,2,0.001,2,0,2,-999,9,1.905,2,20.83,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,11,11,2,19910727,1105,-14.8967,-133.975,4237,4163.9,1.529,34.6904,2,34.6893,2,170.6,2,1.1912,170.3,2,134.39,2,34.6,2,0,2,2.42,2,0.001,2,0.003,2,-999,9,1.903,2,20.4,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,142,1,12,12,2,19910727,1105,-14.8967,-133.975,4237,4297.7,1.539,34.6904,2,34.6911,2,170.5,2,1.1859,170.5,2,134,2,34.7,2,0,2,2.43,2,-0.002,2,0,2,-999,9,1.899,2,20.03,2,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,1,1,2,19910728,203,-15.3767,-133.8933,4206,2.9,26.5647,36.6028,2,36.6058,2,211.2,3,26.564,208.8,2,1.44,2,0.09,2,0,2,0.23,2,1.646,2,0.924,2,-999,9,-999,9,-999,9,101.8,2,1.69,2,-999,5,248.4,2,20,-999,9,3.9,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,2,2,2,19910728,203,-15.3767,-133.8933,4206,47.1,26.5227,36.6024,2,36.605,2,207.8,2,26.512,211,2,1.43,2,0.04,2,0,2,0.23,2,1.634,2,0.908,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,3,3,2,19910728,203,-15.3767,-133.8933,4206,87.1,26.5067,36.6387,2,36.6433,2,204.8,6,26.4869,209.2,2,1.41,2,0,2,0,2,0.23,2,1.655,2,0.923,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,4,4,2,19910728,203,-15.3767,-133.8933,4206,121.4,25.7611,36.5169,2,36.4726,2,203.6,2,25.734,199.5,2,1.4,2,0.17,2,0.18,2,0.3,2,1.714,2,0.959,2,-999,9,-999,9,-999,9,103.6,2,1.53,2,-999,9,-999,9,-999,-999,9,3.8,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,5,5,2,19910728,203,-15.3767,-133.8933,4206,144.3,23.8542,36.3533,2,36.3367,2,192.9,2,23.8238,198.1,2,1.39,2,0.28,2,1.05,2,0.31,2,1.802,2,0.981,2,-999,9,-999,9,-999,9,124.3,2,1.39,2,-999,9,-999,9,-999,-999,9,3.9,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,6,6,3,19910728,203,-15.3767,-133.8933,4206,172.8,22.501,36.2622,2,36.5055,4,186.6,2,22.4661,207.4,4,1.38,4,0.69,4,0.07,4,0.29,4,1.696,2,0.946,2,-999,9,-999,9,-999,9,100.5,4,1.47,2,-999,9,-999,9,-999,-999,9,3.8,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,7,7,2,19910728,203,-15.3767,-133.8933,4206,200,21.6566,36.1493,2,36.1438,2,189.5,2,21.6172,187.7,2,1.37,2,2.86,2,0.02,2,0.43,2,1.868,2,1.01,2,-999,9,-999,9,-999,9,125.1,2,1.31,2,-999,9,-999,9,-999,-999,9,4.2,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,8,8,2,19910728,203,-15.3767,-133.8933,4206,246.6,19.634,35.769,2,35.7567,2,187.3,2,19.5887,184.4,2,1.36,2,3.91,2,0.01,2,0.48,2,1.836,2,0.998,2,-999,9,-999,9,-999,9,129.4,2,1.21,2,-999,9,-999,9,-999,-999,9,3.9,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,9,9,2,19910728,203,-15.3767,-133.8933,4206,294.9,16.1286,35.1908,2,35.186,2,176.3,2,16.0815,171.2,2,2.68,2,7.81,2,0.01,2,0.76,2,1.609,2,0.862,2,-999,9,-999,9,-999,9,104.9,2,0.93,2,-999,9,-999,9,-999,-999,9,6.4,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,10,10,2,19910728,203,-15.3767,-133.8933,4206,345.3,12.3408,34.7132,2,34.7145,2,140.2,2,12.2948,135,2,8.04,2,16.42,2,0,2,1.41,2,1.001,2,0.53,2,-999,9,-999,9,-999,9,53.7,2,0.81,2,-999,9,-999,9,-999,-999,9,3.2,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,11,11,2,19910728,203,-15.3767,-133.8933,4206,397.1,10.1638,34.5458,2,34.5453,2,97.7,2,10.1171,95.4,2,16.26,2,24.85,2,0,2,2.03,2,0.425,2,0.236,2,-999,9,-999,9,-999,9,-21.6,2,0.51,2,-999,9,-999,9,-999,-999,9,3,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,12,12,2,19910728,203,-15.3767,-133.8933,4206,448.4,8.4455,34.5063,2,34.5141,2,83.5,2,8.3982,79.8,2,24.11,2,31.86,2,0,2,2.39,2,0.079,2,0.054,2,-999,9,-999,9,-999,9,-86.3,2,0.31,2,-999,9,-999,9,-999,-999,9,3.6,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,13,13,2,19910728,203,-15.3767,-133.8933,4206,498.1,7.7222,34.5099,2,34.5096,2,81.2,2,7.6722,86.4,2,26.78,2,33.34,2,0,2,2.43,2,0.031,2,0.023,2,-999,9,-999,9,-999,9,-91.6,2,0.34,2,-999,9,-999,9,-999,-999,9,3.7,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,37,37,2,19910728,203,-15.3767,-133.8933,4206,602.7,6.6254,34.5052,2,34.5058,2,101.2,2,6.5694,103.3,2,36.16,2,34.72,2,0,2,2.46,2,0.007,2,0.004,2,-999,9,-999,9,-999,9,-111.5,2,0.41,2,-999,9,-999,9,-999,-999,9,3.2,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,15,15,2,19910728,203,-15.3767,-133.8933,4206,710.2,5.8162,34.4948,2,34.4976,2,99.5,2,5.7541,101,2,46.89,2,36.58,2,0,2,2.58,2,0.002,2,-0.002,2,-999,9,-999,9,-999,9,-128.8,2,0.4,2,-999,9,-999,9,-999,-999,9,4.9,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,16,16,2,19910728,203,-15.3767,-133.8933,4206,812.7,5.2698,34.4941,2,34.4958,2,103.5,2,5.2015,103.4,2,54.76,2,37.17,2,0,2,2.64,2,0.002,2,-0.003,2,-999,9,-999,9,-999,9,-136.3,2,0.26,2,-999,9,-999,9,-999,-999,9,3.8,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,17,17,2,19910728,203,-15.3767,-133.8933,4206,918.3,4.7683,34.5029,2,34.5056,2,96.8,2,4.694,97.5,2,64.56,2,38.51,2,0,2,2.74,2,0.003,2,-0.002,2,-999,9,-999,9,-999,9,-167,2,0.06,2,-999,9,-999,9,-999,-999,9,3.5,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,18,18,2,19910728,203,-15.3767,-133.8933,4206,1023.6,4.3498,34.5173,2,34.5194,2,94,2,4.2694,93.6,2,73.82,2,39.43,2,0,2,2.83,2,0.005,2,0.004,2,-999,9,-999,9,-999,9,-175.4,2,0.14,2,-999,9,-999,9,-999,-999,9,3.5,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,19,19,2,19910728,203,-15.3767,-133.8933,4206,1126.8,3.9592,34.533,2,34.5351,2,96.7,2,3.8732,96,2,83.3,2,39.49,2,0,2,2.84,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,20,20,2,19910728,203,-15.3767,-133.8933,4206,1230.1,3.6396,34.5482,2,34.5492,2,102.9,2,3.5477,100.4,2,90.1,2,39.07,2,0,2,2.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,21,21,2,19910728,203,-15.3767,-133.8933,4206,1438.1,3.1172,34.573,2,34.5741,2,114.5,2,3.0132,113.9,2,101.04,2,37.95,2,0,2,2.73,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,22,22,2,19910728,203,-15.3767,-133.8933,4206,1645.5,2.6647,34.5982,2,34.5983,2,125.2,2,2.5487,125.2,2,109.89,2,37.31,2,0,2,2.67,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,23,23,2,19910728,203,-15.3767,-133.8933,4206,1852.5,2.2462,34.6275,2,34.6289,2,137.3,2,2.1185,138.9,2,116.82,2,36.25,2,0,2,2.57,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,24,24,2,19910728,203,-15.3767,-133.8933,4206,2055.9,2.0744,34.6406,2,34.6421,2,146.1,2,1.932,145,2,119.99,2,35.77,2,0,2,2.51,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,25,25,2,19910728,203,-15.3767,-133.8933,4206,2255.8,1.9435,34.6522,2,34.6536,2,149,2,1.786,150.1,2,123.17,2,35.3,2,0,2,2.48,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,26,26,2,19910728,203,-15.3767,-133.8933,4206,2459.1,1.8417,34.662,2,34.6627,2,152,2,1.668,152.2,2,126.97,2,35.2,2,0,2,2.47,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,27,27,2,19910728,203,-15.3767,-133.8933,4206,2665.5,1.7657,34.6686,2,34.6693,2,152.7,2,1.5747,154.5,2,129.77,2,35.2,2,0,2,2.47,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,28,28,2,19910728,203,-15.3767,-133.8933,4206,2869.1,1.7048,34.673,2,34.6746,2,156.5,2,1.496,157.2,2,130.76,2,35.1,2,0,2,2.46,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,29,29,2,19910728,203,-15.3767,-133.8933,4206,3072.9,1.6529,34.6777,2,34.6766,2,157.9,2,1.4257,159.2,2,132.15,2,34.94,2,0,2,2.44,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,30,30,2,19910728,203,-15.3767,-133.8933,4206,3278.1,1.6029,34.681,2,34.6815,2,160.3,2,1.3567,161.6,2,133.35,2,34.68,2,0,2,2.43,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,31,31,2,19910728,203,-15.3767,-133.8933,4206,3483,1.573,34.6843,2,34.6844,2,162.9,2,1.3067,163.7,2,133.13,2,34.58,2,0,2,2.42,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,32,32,2,19910728,203,-15.3767,-133.8933,4206,3685.4,1.554,34.6845,2,34.6854,2,164.4,2,1.2672,165.9,2,132.91,2,34.59,2,0,2,2.42,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,33,33,2,19910728,203,-15.3767,-133.8933,4206,3891.2,1.549,34.6871,2,34.687,2,165.6,2,1.2405,167.2,2,132.89,2,34.59,2,0,2,2.42,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,35,35,2,19910728,203,-15.3767,-133.8933,4206,4099.3,1.542,34.6885,2,34.6873,2,171,2,1.211,169.5,2,132.24,2,34.34,2,0,2,2.41,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,34,34,2,19910728,203,-15.3767,-133.8933,4206,4099.6,1.542,34.6883,2,34.6877,2,171,2,1.211,169.9,2,132.46,2,34.44,2,0,2,2.41,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,143,3,36,36,2,19910728,203,-15.3767,-133.8933,4206,4278.7,1.539,34.6891,2,34.6885,2,172.3,2,1.1881,170.8,2,131.01,2,34.23,2,0,2,2.39,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,1,1,2,19910728,1141,-15.89,-133.7933,4224,2.7,26.5154,36.5367,2,36.5404,2,-999,9,26.5148,209.7,2,1.46,2,0.1,2,0,2,0.23,2,1.615,2,0.926,2,-999,9,-999,9,-999,9,-999,9,-999,9,2029,2,258.1,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,2,2,2,19910728,1141,-15.89,-133.7933,4224,34,26.5117,36.5543,2,36.5674,2,210.1,2,26.504,208.6,2,1.46,2,0.1,2,0,2,0.23,2,1.601,2,0.92,2,-999,9,-999,9,-999,9,-999,9,-999,9,2028.3,2,254.5,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,3,3,2,19910728,1141,-15.89,-133.7933,4224,74.2,26.4369,36.5912,2,36.5945,2,211,2,26.4201,207.6,2,1.46,2,0.1,2,0,2,0.23,2,1.616,2,0.917,2,-999,9,-999,9,-999,9,-999,9,-999,9,2032.5,2,251.3,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,4,4,2,19910728,1141,-15.89,-133.7933,4224,115.9,25.532,36.4823,2,36.4632,2,213.9,2,25.5064,206.8,2,1.46,2,0.1,2,0.05,2,0.25,2,1.662,2,0.949,2,-999,9,-999,9,-999,9,-999,9,-999,9,2046,2,280.6,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,5,5,2,19910728,1141,-15.89,-133.7933,4224,136.1,23.9459,36.3071,2,36.3085,2,202.5,2,23.9172,198.5,2,1.37,2,0.1,2,0.59,2,0.28,2,1.769,2,0.976,2,-999,9,-999,9,-999,9,-999,9,-999,9,2055.6,2,299.4,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,6,6,2,19910728,1141,-15.89,-133.7933,4224,156.9,23.154,36.3273,2,36.3251,2,192.4,2,23.1216,189.2,2,1.37,2,1.46,2,0.58,2,0.38,2,1.769,2,0.984,2,-999,9,-999,9,-999,9,-999,9,-999,9,2079.2,2,333,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,7,7,2,19910728,1141,-15.89,-133.7933,4224,207.5,21.6478,36.148,2,36.1363,2,185,2,21.6069,185.6,2,1.37,2,3.03,2,0.02,2,0.44,2,1.834,2,1.002,2,-999,9,-999,9,-999,9,-999,9,-999,9,2082.7,2,367.2,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,8,8,2,19910728,1141,-15.89,-133.7933,4224,259.7,18.8145,35.6232,2,35.6135,2,185.8,2,18.7683,184.2,2,1.37,2,4.1,2,0.01,2,0.51,2,1.78,2,0.98,2,-999,9,-999,9,-999,9,-999,9,-999,9,2082.4,2,406.4,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,9,9,2,19910728,1141,-15.89,-133.7933,4224,321,14.9793,35.0406,2,35.0266,2,168.1,2,14.9306,165.6,2,3.52,2,9.67,2,0,2,0.9,2,1.432,2,0.774,2,-999,9,-999,9,-999,9,-999,9,-999,9,2106.2,2,536.7,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,10,10,2,19910728,1141,-15.89,-133.7933,4224,382.9,10.3773,34.5606,2,34.5527,2,118.1,2,10.3317,111.3,2,13.2,2,22.97,2,0,2,1.88,2,0.529,2,0.291,2,-999,9,-999,9,-999,9,-999,9,-999,9,2179.9,2,998.8,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,11,11,2,19910728,1141,-15.89,-133.7933,4224,453.8,7.9588,34.4779,2,34.4789,2,86.7,2,7.9126,89.8,2,23.66,2,32.16,2,0,2,2.39,2,0.068,2,0.052,2,-999,9,-999,9,-999,9,-999,9,-999,9,2224.7,2,1366.8,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,12,12,2,19910728,1141,-15.89,-133.7933,4224,484.4,7.4256,34.479,2,34.4787,2,88.5,2,7.3782,93.1,2,26.69,2,33.63,2,0,2,2.43,2,0.033,2,0.027,2,-999,9,-999,9,-999,9,-999,9,-999,9,2230,2,1349.1,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,13,13,2,19910728,1141,-15.89,-133.7933,4224,534.9,6.8423,34.4733,2,34.4736,2,93.5,2,6.7921,98.3,2,30.01,2,34.8,2,0,2,2.48,2,0.015,2,0.012,2,-999,9,-999,9,-999,9,-999,9,-999,9,2231.1,2,1350.3,2,20,-999,9,-999,-999,-999,-999
   31WTTUNES_2,  P17S,144,1,37,37,2,19910728,1141,-15.89,-133.7933,4224,615.6,6.2781,34.4721,2,34.4734,2,97.4,2,6.2226,98.2,2,36.56,2,36.27,2,0,2,2.56,2,0.004,2,0.002,2,-999,9,-999,9,-999,9,-999,9,-999,9,2240.3,2,1378.8,2,20,-999,9,-999,-999,-999,-999
