EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2TMP,PCO2_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,C14ERR,DELC14_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PPM,DEGC,,O/OO,,O/OO,O/OO,,DEGC
  58JH19920712,  AR18,   937,  1,     10,     10,2,19920715, 62.9190,  -8.7800,  435,     50.4,   9.7360,  35.2224,2,-999.0000,9,    289.4,2,     2.24,2,     7.19,2,     0.14,2,     0.47,2,   2093.0,2,    315.8,   9.73027584,2,     1.41,2,   -999.0,   -999.0,9,   9.7303
  58JH19920712,  AR18,   937,  1,      9,      9,3,19920715, 62.9190,  -8.7800,  435,     99.7,   8.2060,  35.2154,2,-999.0000,9,    276.5,2,     5.42,2,    13.72,2,     0.02,2,     0.79,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.1958
  58JH19920712,  AR18,   937,  1,      7,      7,2,19920715, 62.9190,  -8.7800,  435,    200.4,   7.8460,  35.2140,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2134.6,2,    373.0,   7.82586868,2,     1.04,2,   -999.0,   -999.0,9,   7.8259
  58JH19920712,  AR18,   937,  1,      8,      8,2,19920715, 62.9190,  -8.7800,  435,    201.0,   7.8460,  35.2140,2,  35.2150,2,    277.9,2,     6.15,2,    14.38,2,     0.02,2,     0.84,2,   2137.0,2,    369.9,   7.82580732,2,  -999.00,9,   -999.0,   -999.0,9,   7.8258
  58JH19920712,  AR18,   937,  1,      6,      6,2,19920715, 62.9190,  -8.7800,  435,    250.7,   7.7760,  35.2122,2,-999.0000,9,    278.7,2,     6.16,2,    14.48,2,     0.02,2,     0.85,2,   2133.9,2,    369.4,   7.75086578,2,  -999.00,9,   -999.0,   -999.0,9,   7.7509
  58JH19920712,  AR18,   937,  1,      5,      5,2,19920715, 62.9190,  -8.7800,  435,    300.6,   7.5960,  35.1963,2,-999.0000,9,    276.9,2,     6.39,2,    14.68,2,     0.01,2,     0.84,2,   2139.2,2,    371.2,   7.56617799,2,  -999.00,9,   -999.0,   -999.0,9,   7.5662
  58JH19920712,  AR18,   937,  1,      4,      4,3,19920715, 62.9190,  -8.7800,  435,    349.6,   7.3560,  35.1841,2,-999.0000,9,    276.3,2,     6.63,2,    14.90,2,     0.02,2,     0.84,2,   2140.3,2,    373.5,   7.32184037,2,     1.00,2,   -999.0,   -999.0,9,   7.3218
  58JH19920712,  AR18,   937,  1,      3,      3,2,19920715, 62.9190,  -8.7800,  435,    399.3,   6.3560,  35.0919,2,-999.0000,9,    280.4,2,     6.80,2,    14.87,2,     0.02,2,     0.86,2,   2143.3,2,    368.1,   6.31992748,2,  -999.00,9,   -999.0,   -999.0,9,   6.3199
  58JH19920712,  AR18,   937,  1,      2,      2,2,19920715, 62.9190,  -8.7800,  435,    399.7,   6.3560,  35.0931,2,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   2142.7,2,    367.9,   6.31988945,2,  -999.00,9,   -999.0,   -999.0,9,   6.3199
  58JH19920712,  AR18,   937,  1,      1,      1,3,19920715, 62.9190,  -8.7800,  435,    426.1,   5.8960,  35.0821,2,-999.0000,9,    284.1,2,     6.76,2,    14.78,2,     0.02,2,     0.85,2,   2141.2,2,    364.8,   5.85892897,2,     1.01,2,   -999.0,   -999.0,9,   5.8589
  58JH19920712,  AR18,   938,  1,     12,     12,3,19920716, 62.6340,  -9.7150,  538,      6.1,  10.1060,  35.2227,2,-999.0000,9,    292.9,2,     1.86,2,     6.58,2,     0.13,2,     0.41,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,  10.1053
  58JH19920712,  AR18,   938,  1,     11,     11,2,19920716, 62.6340,  -9.7150,  538,     25.5,   9.9860,  35.2209,2,-999.0000,9,    286.4,2,     2.07,2,     6.90,2,     0.13,2,     0.45,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   9.9831
  58JH19920712,  AR18,   938,  1,     10,     10,2,19920716, 62.6340,  -9.7150,  538,     49.0,   9.3260,  35.2017,2,-999.0000,9,    283.2,2,     2.92,2,     8.84,2,     0.18,2,     0.58,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   9.3206
  58JH19920712,  AR18,   938,  1,      9,      9,3,19920716, 62.6340,  -9.7150,  538,    100.1,   8.3760,  35.2224,2,-999.0000,9,    276.3,2,     5.29,2,    13.51,2,     0.02,2,     0.76,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.3656
  58JH19920712,  AR18,   938,  1,      8,      8,2,19920716, 62.6340,  -9.7150,  538,    200.5,   7.9160,  35.2134,2,  35.2160,2,    277.5,2,     6.17,2,    14.30,2,     0.02,2,     0.82,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.8958
  58JH19920712,  AR18,   938,  1,      7,      7,2,19920716, 62.6340,  -9.7150,  538,    300.0,   7.7960,  35.2105,2,-999.0000,9,    277.5,2,     6.16,2,    14.34,2,     0.03,2,     0.84,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.7658
  58JH19920712,  AR18,   938,  1,      6,      6,3,19920716, 62.6340,  -9.7150,  538,    350.0,   7.6460,  35.1981,2,-999.0000,9,    275.9,2,     6.41,2,    14.63,2,     0.02,2,     0.84,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.6110
  58JH19920712,  AR18,   938,  1,      5,      5,2,19920716, 62.6340,  -9.7150,  538,    399.1,   7.3060,  35.1889,2,-999.0000,9,    278.2,2,     6.23,2,    14.27,2,     0.02,2,     0.82,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.2670
  58JH19920712,  AR18,   938,  1,      4,      4,3,19920716, 62.6340,  -9.7150,  538,    450.3,   6.4260,  35.1587,2,-999.0000,9,    278.4,2,     6.77,2,    14.73,2,     0.02,2,     0.87,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   6.3849
  58JH19920712,  AR18,   938,  1,      3,      3,2,19920716, 62.6340,  -9.7150,  538,    474.8,   5.8660,  35.1200,2,-999.0000,9,    275.9,2,     7.29,2,    15.25,2,     0.02,2,     0.89,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   5.8246
  58JH19920712,  AR18,   938,  1,      2,      2,2,19920716, 62.6340,  -9.7150,  538,    500.9,   5.3160,  35.0612,2,-999.0000,9,    272.9,2,     7.89,2,    15.61,2,     0.02,2,     0.90,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   5.2744
  58JH19920712,  AR18,   938,  1,      1,      1,3,19920716, 62.6340,  -9.7150,  538,    520.6,   4.9360,  35.0728,2,-999.0000,9,    273.0,2,     8.17,2,    15.67,2,     0.02,2,     0.94,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   4.8942
  58JH19920712,  AR18,   939,  1,     12,     12,3,19920716, 62.3660, -10.5830,  693,      6.5,  10.1960,  35.2285,2,-999.0000,9,    291.4,2,     1.73,2,     6.32,2,     0.11,2,     0.38,2,   2085.9,2,    306.3,   10.1952415,2,  -999.00,9,   -999.0,   -999.0,9,  10.1952
  58JH19920712,  AR18,   939,  1,     11,     11,2,19920716, 62.3660, -10.5830,  693,     26.7,  10.0860,  35.2256,2,  35.2280,2,    292.9,2,     1.82,2,     6.49,2,     0.12,2,     0.40,2,   2087.4,2,    308.3,   10.0829025,2,  -999.00,9,   -999.0,   -999.0,9,  10.0829
  58JH19920712,  AR18,   939,  1,     10,     10,2,19920716, 62.3660, -10.5830,  693,     49.7,   9.3460,  35.1869,2,-999.0000,9,    299.7,2,     2.69,2,     8.29,2,     0.16,2,     0.54,2,   2101.5,2,    323.9,   9.34050121,2,  -999.00,9,   -999.0,   -999.0,9,   9.3405
  58JH19920712,  AR18,   939,  1,      9,      9,3,19920716, 62.3660, -10.5830,  693,    100.2,   8.1760,  35.2334,2,-999.0000,9,    272.7,2,     5.74,2,    13.98,2,     0.02,2,     0.78,2,   2133.8,2,    368.3,   8.16574839,2,  -999.00,9,   -999.0,   -999.0,9,   8.1657
  58JH19920712,  AR18,   939,  1,      8,      8,2,19920716, 62.3660, -10.5830,  693,    199.5,   7.9460,  35.2200,2,-999.0000,9,    280.9,2,     6.15,2,    14.34,2,     0.02,2,     0.82,2,   2135.3,2,    368.7,   7.92580878,2,  -999.00,9,   -999.0,   -999.0,9,   7.9258
  58JH19920712,  AR18,   939,  1,      7,      7,2,19920716, 62.3660, -10.5830,  693,    300.0,   7.8360,  35.2136,2,  35.2120,2,    279.4,2,     6.16,2,    14.55,2,     0.02,2,     0.82,2,   2139.0,2,    369.7,   7.80569203,2,  -999.00,9,   -999.0,   -999.0,9,   7.8057
  58JH19920712,  AR18,   939,  1,      6,      6,3,19920716, 62.3660, -10.5830,  693,    450.2,   7.5460,  35.1874,2,-999.0000,9,    276.4,2,     6.52,2,    14.76,2,     0.02,2,     0.88,2,   2123.1,3,    373.2,   7.50106909,2,  -999.00,9,   -999.0,   -999.0,9,   7.5011
  58JH19920712,  AR18,   939,  1,      5,      5,2,19920716, 62.3660, -10.5830,  693,    540.1,   6.9860,  35.1215,3,  35.1630,2,    269.9,2,     7.17,2,    15.42,2,     0.02,2,     0.88,2,   2144.8,2,    376.5,   6.93405877,2,  -999.00,9,   -999.0,   -999.0,9,   6.9341
  58JH19920712,  AR18,   939,  1,      4,      4,3,19920716, 62.3660, -10.5830,  693,    599.7,   4.7960,  35.0928,2,-999.0000,9,    279.8,2,     7.69,2,    15.32,2,     0.02,2,     0.91,2,   2145.2,2,    364.6,   4.74813503,2,  -999.00,9,   -999.0,   -999.0,9,   4.7481
  58JH19920712,  AR18,   939,  1,      3,      3,2,19920716, 62.3660, -10.5830,  693,    622.3,   3.8460,  35.0037,2,-999.0000,9,    298.4,2,     6.95,2,    14.54,2,     0.02,2,     0.86,2,   2141.2,2,    353.9,   3.80091306,2,  -999.00,9,   -999.0,   -999.0,9,   3.8009
  58JH19920712,  AR18,   939,  1,      2,      2,2,19920716, 62.3660, -10.5830,  693,    647.5,   3.4260,  35.0046,2,-999.0000,9,    296.9,2,     7.01,2,    14.58,2,     0.02,2,     0.85,2,   2145.4,2,    352.6,   3.38109377,2,  -999.00,9,   -999.0,   -999.0,9,   3.3811
  58JH19920712,  AR18,   939,  1,      1,      1,3,19920716, 62.3660, -10.5830,  693,    667.6,   3.0760,  34.9918,2,-999.0000,9,    293.3,2,     7.15,2,    14.64,2,     0.02,2,     0.87,2,   2142.6,2,    350.8,   3.03145102,2,  -999.00,9,   -999.0,   -999.0,9,   3.0315
  58JH19920712,  AR18,   940,  1,     12,     12,3,19920716, 62.0840, -11.5000, 1071,      5.2,  10.5560,  35.2336,2,-999.0000,9,    292.3,2,     1.79,2,     4.88,2,     0.14,2,     0.31,2,   2067.2,2,    298.3,   10.5553795,2,  -999.00,9,   -999.0,   -999.0,9,  10.5554
  58JH19920712,  AR18,   940,  1,     11,     11,2,19920716, 62.0840, -11.5000, 1071,     24.7,  10.2560,  35.2258,2,-999.0000,9,    287.9,2,     1.82,2,     5.36,2,     0.14,2,     0.34,2,   2071.5,2,    304.7,   10.2531041,2,  -999.00,9,   -999.0,   -999.0,9,  10.2531
  58JH19920712,  AR18,   940,  1,     10,     10,2,19920716, 62.0840, -11.5000, 1071,     51.0,   9.7060,  35.1946,2,-999.0000,9,    280.2,2,     2.49,2,     8.26,2,     0.27,2,     0.54,2,   2099.5,2,    332.0,   9.70022088,2,  -999.00,9,   -999.0,   -999.0,9,   9.7002
  58JH19920712,  AR18,   940,  1,      9,      9,3,19920716, 62.0840, -11.5000, 1071,    101.5,   8.4560,  35.2376,2,-999.0000,9,    275.0,2,     5.12,2,    13.52,2,     0.03,2,     0.78,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.4454
  58JH19920712,  AR18,   940,  1,      8,      8,2,19920716, 62.0840, -11.5000, 1071,    200.4,   8.2860,  35.2393,2,-999.0000,9,    273.8,2,     5.83,2,    14.04,2,     0.02,2,     0.81,2,   2133.2,2,    371.9,   8.26520101,2,  -999.00,9,   -999.0,   -999.0,9,   8.2652
  58JH19920712,  AR18,   940,  1,      7,      7,2,19920716, 62.0840, -11.5000, 1071,    301.0,   8.0860,  35.2296,2,  35.2260,2,    275.4,2,     6.03,2,    14.13,2,     0.02,2,     0.81,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.0550
  58JH19920712,  AR18,   940,  1,      6,      6,3,19920716, 62.0840, -11.5000, 1071,    399.8,   7.8460,  35.1945,2,-999.0000,9,    275.7,2,     6.38,2,    14.50,2,     0.02,2,     0.83,2,   2129.8,2,    374.3,    7.8053316,2,  -999.00,9,   -999.0,   -999.0,9,   7.8053
  58JH19920712,  AR18,   940,  1,      5,      5,2,19920716, 62.0840, -11.5000, 1071,    598.3,   7.6460,  35.1833,2,-999.0000,9,    274.9,2,     6.55,2,    14.85,2,     0.02,2,     0.87,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.5853
  58JH19920712,  AR18,   940,  1,      4,      4,3,19920716, 62.0840, -11.5000, 1071,    793.7,   7.1060,  35.1669,2,-999.0000,9,    261.1,2,     7.66,2,    16.04,2,     0.02,2,     0.92,2,   2139.5,2,    388.8,   7.02761892,2,  -999.00,9,   -999.0,   -999.0,9,   7.0276
  58JH19920712,  AR18,   940,  1,      3,      3,2,19920716, 62.0840, -11.5000, 1071,    990.6,   3.9060,  35.0415,2,-999.0000,9,    270.3,2,     9.16,2,    16.61,2,     0.02,2,     0.97,2,   2147.1,2,    374.1,   3.83093851,2,  -999.00,9,   -999.0,   -999.0,9,   3.8309
  58JH19920712,  AR18,   940,  1,      2,      2,2,19920716, 62.0840, -11.5000, 1071,   1015.1,   3.2760,  34.9933,2,-999.0000,9,    275.2,2,     9.32,2,    16.41,2,     0.02,2,     0.97,2,   2148.7,2,    366.4,   3.20391883,2,  -999.00,9,   -999.0,   -999.0,9,   3.2039
  58JH19920712,  AR18,   940,  1,      1,      1,3,19920716, 62.0840, -11.5000, 1071,   1040.3,   2.5060,  34.9802,2,-999.0000,9,    281.9,2,     9.21,2,    16.14,2,     0.03,2,     0.95,2,   2148.2,2,    357.5,   2.43819856,2,  -999.00,9,   -999.0,   -999.0,9,   2.4382
  58JH19920712,  AR18,   941,  1,     12,     12,3,19920716, 61.8360, -12.4510, 1308,      6.6,  10.7740,  35.1850,2,-999.0000,9,    286.0,2,     1.00,2,     3.96,2,     0.09,2,     0.33,2,   2070.2,2,    302.3,   10.7732023,2,  -999.00,9,   -999.0,   -999.0,9,  10.7732
  58JH19920712,  AR18,   941,  1,     11,     11,2,19920716, 61.8360, -12.4510, 1308,     27.3,  10.4440,  35.1609,2,-999.0000,9,    283.2,2,     1.44,2,     5.10,2,     0.13,2,     0.38,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,  10.4408
  58JH19920712,  AR18,   941,  1,     10,     10,2,19920716, 61.8360, -12.4510, 1308,     49.8,   9.1440,  35.1641,2,-999.0000,9,    277.5,2,     2.89,2,     9.31,2,     0.29,2,     0.70,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   9.1386
  58JH19920712,  AR18,   941,  1,      9,      9,2,19920716, 61.8360, -12.4510, 1308,     99.7,   8.2640,  35.1896,2,-999.0000,9,    275.1,2,     5.63,2,    14.19,2,     0.03,2,     0.82,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.2537
  58JH19920712,  AR18,   941,  1,      8,      8,2,19920716, 61.8360, -12.4510, 1308,    200.1,   8.2440,  35.2006,2,-999.0000,9,    273.0,2,     5.90,2,    14.10,2,     0.04,2,     0.84,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.2233
  58JH19920712,  AR18,   941,  1,      7,      7,2,19920716, 61.8360, -12.4510, 1308,    399.2,   7.6640,  35.1993,2,-999.0000,9,    276.0,2,     6.53,2,    14.78,2,     0.03,2,     0.87,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.6239
  58JH19920712,  AR18,   941,  1,      6,      6,2,19920716, 61.8360, -12.4510, 1308,    599.3,   7.5040,  35.1622,2,-999.0000,9,    271.5,2,     6.84,2,    15.19,2,     0.03,2,     0.91,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.4438
  58JH19920712,  AR18,   941,  1,      5,      5,2,19920716, 61.8360, -12.4510, 1308,    794.1,   6.8340,  35.1075,2,-999.0000,9,    251.8,2,     8.54,2,    17.14,2,     0.02,2,     0.98,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   6.7573
  58JH19920712,  AR18,   941,  1,      4,      4,3,19920716, 61.8360, -12.4510, 1308,    991.2,   5.3340,  35.0407,2,-999.0000,9,    244.6,2,    10.21,2,    18.34,2,     0.02,2,     0.98,2,   2155.1,2,    407.2,   5.24810611,2,  -999.00,9,   -999.0,   -999.0,9,   5.2481
  58JH19920712,  AR18,   941,  1,      3,      3,2,19920716, 61.8360, -12.4510, 1308,   1087.8,   4.4940,  34.9734,2,  34.9720,2,    257.4,2,    10.49,2,    18.50,2,     0.02,2,     0.98,2,   2162.4,2,    397.9,   4.40602181,2,  -999.00,9,   -999.0,   -999.0,9,   4.4060
  58JH19920712,  AR18,   941,  1,      2,      2,2,19920716, 61.8360, -12.4510, 1308,   1188.9,   4.0240,  34.9363,2,-999.0000,9,    268.6,2,    10.55,2,    18.35,2,     0.02,2,     1.07,2,   2148.1,2,    384.5,   3.93128618,2,  -999.00,9,   -999.0,   -999.0,9,   3.9313
  58JH19920712,  AR18,   941,  1,      1,      1,3,19920716, 61.8360, -12.4510, 1308,   1263.4,   2.2940,  34.9754,2,-999.0000,9,    281.8,2,     9.25,2,    16.02,2,     0.03,2,     0.90,2,   2149.1,2,    356.2,   2.21152293,2,  -999.00,9,   -999.0,   -999.0,9,   2.2115
  58JH19920712,  AR18,   942,  1,     12,     12,2,19920716, 61.5030, -13.4950, 1607,      6.2,  10.7060,  35.1656,2,-999.0000,9,    295.1,2,     1.99,2,     4.68,2,     0.10,2,     0.28,2,   2063.4,2,    290.1,   10.7052539,2,  -999.00,9,   -999.0,   -999.0,9,  10.7053
  58JH19920712,  AR18,   942,  1,     11,     11,2,19920716, 61.5030, -13.4950, 1607,     26.5,  10.5160,  35.1554,2,-999.0000,9,    291.0,2,     2.02,2,     5.11,2,     0.10,2,     0.31,2,   2068.2,2,    294.6,   10.5128452,2,     1.52,2,   -999.0,   -999.0,9,  10.5128
  58JH19920712,  AR18,   942,  1,     10,     10,2,19920716, 61.5030, -13.4950, 1607,     50.7,   9.2960,  35.1940,2,-999.0000,9,    280.8,2,     2.62,2,     8.06,2,     0.22,2,     0.52,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   9.2904
  58JH19920712,  AR18,   942,  1,      9,      9,2,19920716, 61.5030, -13.4950, 1607,    149.8,   8.4560,  35.2664,2,  35.2690,2,    271.2,2,     5.61,2,    13.61,2,     0.03,2,     0.78,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   8.4403
  58JH19920712,  AR18,   942,  1,      8,      8,2,19920716, 61.5030, -13.4950, 1607,    299.3,   7.9060,  35.2023,2,-999.0000,9,    276.4,2,     6.24,2,    14.23,2,     0.03,2,     0.76,2,   2133.9,2,    369.6,   7.87561196,2,  -999.00,9,   -999.0,   -999.0,9,   7.8756
  58JH19920712,  AR18,   942,  1,      7,      7,2,19920716, 61.5030, -13.4950, 1607,    499.6,   7.7060,  35.1836,2,-999.0000,9,    276.6,2,     6.35,2,    14.51,2,     0.02,2,     0.84,2,   -999.0,9,   -999.0,         -999,9,     0.88,2,   -999.0,   -999.0,9,   7.6554
  58JH19920712,  AR18,   942,  1,      6,      6,2,19920716, 61.5030, -13.4950, 1607,    745.0,   7.2960,  35.1544,2,-999.0000,9,    265.1,2,     7.33,2,    15.74,2,     0.02,2,     0.86,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.2216
  58JH19920712,  AR18,   942,  1,      5,      5,2,19920716, 61.5030, -13.4950, 1607,   1015.1,   5.5960,  35.0266,2,  35.0280,2,    240.0,2,    10.35,2,    18.99,2,     0.02,2,     1.13,2,   -999.0,9,   -999.0,         -999,9,     0.81,2,   -999.0,   -999.0,9,   5.5059
  58JH19920712,  AR18,   942,  1,      4,      4,2,19920716, 61.5030, -13.4950, 1607,   1089.4,   5.4060,  35.0370,2,-999.0000,9,    245.3,2,    10.11,2,    18.10,2,     0.02,2,     1.06,2,   2152.1,2,    405.2,   5.31025971,2,  -999.00,9,   -999.0,   -999.0,9,   5.3103
  58JH19920712,  AR18,   942,  1,      3,      3,2,19920716, 61.5030, -13.4950, 1607,   1287.7,   4.3560,  34.9655,2,  34.9590,2,    259.8,2,    10.58,2,    18.56,2,     0.01,2,     1.09,2,   2162.6,2,    395.8,   4.25135253,2,  -999.00,9,   -999.0,   -999.0,9,   4.2514
  58JH19920712,  AR18,   942,  1,      2,      2,2,19920716, 61.5030, -13.4950, 1607,   1485.8,   3.7460,  34.9267,2,-999.0000,9,    264.0,2,    10.85,2,    18.03,2,     0.02,2,     1.04,2,   2160.8,2,    379.2,   3.63002365,2,     0.98,2,   -999.0,   -999.0,9,   3.6300
  58JH19920712,  AR18,   942,  1,      1,      1,2,19920716, 61.5030, -13.4950, 1607,   1556.0,   3.6360,  34.9345,2,  34.9310,2,    275.6,2,    10.86,2,    17.75,2,     0.01,2,     1.05,2,   2153.1,2,    373.4,   3.51501697,2,  -999.00,9,   -999.0,   -999.0,9,   3.5150
  58JH19920712,  AR18,   943,  2,     24,     12,2,19920716, 61.5080, -16.3270, 2340,      6.5,  10.7260,  35.0985,2,-999.0000,9,    291.5,2,     1.61,2,     4.79,2,     0.10,2,     0.30,2,   2070.0,2,    297.3,   10.7252175,2,     0.98,2,     -9.2,      4.2,2,  10.7252
  58JH19920712,  AR18,   943,  2,     23,     11,2,19920716, 61.5080, -16.3270, 2340,     26.2,  10.2860,  35.0828,2,-999.0000,9,    286.8,2,     1.83,2,     5.23,2,     0.11,2,     0.35,2,   2072.4,2,    301.0,   10.2829277,2,  -999.00,9,   -999.0,   -999.0,9,  10.2829
  58JH19920712,  AR18,   943,  2,     22,     10,2,19920716, 61.5080, -16.3270, 2340,     49.7,   9.3860,  35.1092,2,-999.0000,9,    280.1,2,     2.36,2,     7.55,2,     0.21,2,     0.54,2,   -999.0,9,   -999.0,         -999,9,     1.32,2,   -999.0,   -999.0,9,   9.3805
  58JH19920712,  AR18,   943,  2,     21,      9,2,19920716, 61.5080, -16.3270, 2340,    126.4,   7.9760,  35.2233,3,-999.0000,9,    270.9,2,     5.97,2,    14.58,2,     0.02,2,     0.82,2,   2145.8,2,    378.7,         -999,2,     1.08,2,     76.1,      6.8,2,-999.0000
  58JH19920712,  AR18,   943,  2,     20,      8,2,19920716, 61.5080, -16.3270, 2340,    200.2,   7.6160,  35.1172,2,-999.0000,9,    269.1,2,     6.83,2,    15.21,2,     0.03,2,     0.87,2,   2138.4,2,    382.3,   7.59626548,2,     0.99,2,   -999.0,   -999.0,9,   7.5963
  58JH19920712,  AR18,   943,  2,     19,      7,2,19920716, 61.5080, -16.3270, 2340,    300.5,   7.3860,  35.1092,2,  35.1130,2,    272.7,2,     6.92,2,    15.26,2,     0.02,2,     0.88,2,   2137.5,2,    379.1,   7.35670151,2,     0.97,2,     27.7,     10.7,2,   7.3567
  58JH19920712,  AR18,   943,  2,     18,      6,2,19920716, 61.5080, -16.3270, 2340,    398.6,   7.4060,  35.1408,2,-999.0000,9,    276.6,2,     6.80,2,    15.12,2,     0.02,2,     0.87,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   7.3668
  58JH19920712,  AR18,   943,  2,     17,      5,2,19920716, 61.5080, -16.3270, 2340,    500.3,   7.2260,  35.1424,2,-999.0000,9,    271.4,2,     7.10,2,    15.48,2,     0.02,2,     0.91,2,   2137.4,2,    378.2,    7.1771356,2,     0.94,2,     51.9,      5.2,2,   7.1771
  58JH19920712,  AR18,   943,  2,     16,      4,2,19920716, 61.5080, -16.3270, 2340,    696.1,   6.7460,  35.1020,2,-999.0000,9,    259.6,2,     8.12,2,    16.67,2,     0.02,2,     0.96,2,   2152.6,2,    392.8,   6.67964557,2,     0.91,2,     24.4,      4.2,2,   6.6796
  58JH19920712,  AR18,   943,  2,     15,      3,2,19920716, 61.5080, -16.3270, 2340,    892.4,   5.5260,  35.0195,2,-999.0000,9,    241.4,2,    10.32,2,    18.79,2,     0.02,2,     1.10,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   5.4480
  58JH19920712,  AR18,   943,  2,     14,      2,2,19920716, 61.5080, -16.3270, 2340,    992.6,   4.9460,  34.9836,2,-999.0000,9,    246.4,2,    10.51,2,    18.85,2,     0.02,2,     1.10,2,   2166.6,2,    409.6,   4.86297961,2,     0.93,2,   -999.0,   -999.0,9,   4.8630
  58JH19920712,  AR18,   943,  2,     13,      1,2,19920716, 61.5080, -16.3270, 2340,   1090.1,   4.4760,  34.9622,2,-999.0000,9,    256.5,2,    10.45,2,    18.78,2,     0.01,2,     1.11,2,   -999.0,9,   -999.0,         -999,9,     0.90,2,    -15.8,      5.8,2,   4.3880
  58JH19920712,  AR18,   943,  1,     12,     12,2,19920716, 61.5080, -16.3270, 2340,   1189.7,   4.2060,  34.9401,2,-999.0000,9,    262.3,2,    10.42,2,    18.46,2,     0.02,2,     1.06,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   4.1116
  58JH19920712,  AR18,   943,  1,     11,     11,2,19920716, 61.5080, -16.3270, 2340,   1288.3,   4.0060,  34.9264,2,-999.0000,9,    267.6,2,    10.36,2,    18.46,2,     0.02,2,     1.08,2,   2162.6,2,    388.0,   3.90478411,2,     0.97,2,    -14.7,      3.8,2,   3.9048
  58JH19920712,  AR18,   943,  1,     10,     10,2,19920716, 61.5080, -16.3270, 2340,   1386.5,   3.8260,  34.9152,2,-999.0000,9,    272.8,2,    10.28,2,    18.08,2,     0.03,2,     1.05,2,   -999.0,9,   -999.0,         -999,9,  -999.00,9,   -999.0,   -999.0,9,   3.7180
