EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SOMSAL,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_TMP,FCO2_FLAG_W,TRITUM,TRITER,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHER,DELHE3_FLAG_W,C14_BIO,C14_BIO_FLAG_W,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,BACT,BACT_FLAG_W,CTDNO,BNLID,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,PSS-78,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,DEGC,,TU,TU,,NMOL/KG,,PERCNT,PERCNT,,UKNOWN,,ug/kg,,ug/kg,,UG/L,,UG/L,,CELLS/ML,,,,DEGC
  32L919930718,    37,  5,      7,2,19930728, 80.4470, -13.3130,  308,    285.0,   0.6460,  34.7330,2,-999.0000,9,-999.0000,    286.4,2,    282.1,2,    12.13,2,    13.48,2,     0.01,2,     0.98,2,     -0.007,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,  2.3599999,2,0.061000001,2,  -999.00,9,  -999.00,9,    62700,2, 49,   3463,   0.6337
  32L919930718,    37,  6,      6,2,19930728, 80.4470, -13.3130,  308,      3.0,   3.0830,  29.2910,2,  29.7340,2,  29.7430,    376.5,2,    380.2,2,     3.54,2,     0.06,2,     0.01,2,     0.63,2,     -0.017,2,   1917.5,2,    481.5,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 6.79799986,2, 1.05799997,2,     0.42,2,     0.14,2,     -999,9, 50,   3486,   3.0828
  32L919930718,    37,  6,      5,2,19930728, 80.4470, -13.3130,  308,      5.0,   1.5640,  32.1620,2,-999.0000,9,  32.1420,    404.2,2,    404.6,2,     7.60,2,     0.17,2,     0.03,2,     0.81,2,0.002000004,2,   1611.6,2,    601.7,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 19.9200001,2, 3.17600012,2,     2.15,2,     0.19,2,     -999,9, 50,   3485,   1.5638
  32L919930718,    37,  6,      4,2,19930728, 80.4470, -13.3130,  308,     10.0,   0.9380,  32.2990,2,-999.0000,9,  32.2360,    387.6,2,    396.3,2,     8.98,2,     0.75,2,     0.02,2,     0.89,2,0.041000001,2,   2087.8,2,    651.2,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 13.4919996,2, 2.60100007,2,     1.82,2,     0.66,2,     -999,9, 50,   3484,   0.9376
  32L919930718,    37,  6,      3,2,19930728, 80.4470, -13.3130,  308,     20.0,  -1.1320,  32.3360,2,-999.0000,9,  32.2740,    381.6,2,    390.8,2,     8.57,2,     1.20,2,     0.01,2,     0.93,2,0.031999998,2,   2093.3,2,    671.5,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,     13.941,2, 2.42600012,2,     1.66,2,     0.33,2,     -999,9, 50,   3483,  -1.1324
  32L919930718,    37,  6,      2,2,19930728, 80.4470, -13.3130,  308,     31.0,  -1.3660,  32.3730,2,-999.0000,9,-999.0000,    378.4,2,    380.8,2,    10.29,2,     2.24,2,     0.04,2,     0.99,2,0.031999998,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 10.6960001,2, 2.01999998,2,     1.28,2,     0.19,2,     -999,9, 50,   3482,  -1.3666
  32L919930718,    37,  6,      1,2,19930728, 80.4470, -13.3130,  308,     40.0,  -1.6180,  32.3870,2,-999.0000,9,  32.3270,    373.0,2,    372.5,2,    11.19,2,     3.43,2,     0.03,2,     1.03,2,0.041000001,2,   2110.6,2,    742.9,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 3.15400004,2,0.600000024,2,     0.41,2,     0.16,2,     -999,9, 50,   3481,  -1.6187
  32L919930718,    37,  6,     12,2,19930728, 80.4470, -13.3130,  308,     50.0,  -1.7200,  32.4250,2,-999.0000,9,-999.0000,    371.1,2,    369.2,2,    11.26,2,     3.82,2,     0.02,2,     1.06,2,0.031999998,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.71099997,2,0.308999985,2,     0.35,2,     0.05,2,     -999,9, 50,   3480,  -1.7208
  32L919930718,    37,  6,     11,2,19930728, 80.4470, -13.3130,  308,     60.0,  -1.7310,  32.4530,2,-999.0000,9,  32.3800,    367.5,2,    365.8,2,    11.72,2,     4.20,2,     0.01,2,     1.07,2,0.012000002,2,   2117.4,2,    767.8,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.66700006,2,0.326999992,2,     0.10,2,     0.04,2,     -999,9, 50,   3479,  -1.7320
  32L919930718,    37,  6,     10,2,19930728, 80.4470, -13.3130,  308,     70.0,  -1.7170,  32.4930,2,-999.0000,9,-999.0000,    362.8,2,    360.9,2,    12.14,2,     4.68,2,     0.01,2,     1.07,2,      0.022,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.45299995,2,0.155000001,2,     0.03,2,     0.02,2,     -999,9, 50,   3478,  -1.7182
  32L919930718,    37,  6,      9,2,19930728, 80.4470, -13.3130,  308,     80.0,  -1.6520,  32.6420,2,-999.0000,9,  32.5890,    353.2,2,    352.4,2,    12.65,2,     5.46,2,     0.02,2,     1.06,2,0.041000001,2,   2124.3,2,    799.0,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,     0.01,2,     0.01,2,     -999,9, 50,   3477,  -1.6534
  32L919930718,    37,  6,      8,2,19930728, 80.4470, -13.3130,  308,    100.0,  -1.5470,  33.0190,2,  33.0390,2,  32.9510,    342.8,2,    337.0,2,    13.23,2,     7.12,2,     0.01,2,     1.03,2,0.080000006,2,   2135.2,2,    814.8,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.01100004,2,0.143999994,2,     0.02,2,     0.01,2,     -999,9, 50,   3476,  -1.5490
  32L919930718,    37,  6,      7,2,19930728, 80.4470, -13.3130,  308,    285.0,   0.6460,  34.7330,2,-999.0000,9,-999.0000,    291.4,2,    283.6,2,    12.38,2,    12.96,2,     0.02,2,     1.00,2,0.071000002,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 2.43499994,2,       0.07,2,  -999.00,9,  -999.00,9,     -999,9, 50,   3475,   0.6337
  32L919930718,    37,  7,      4,2,19930728, 80.4470, -13.3130,  308,     16.0,  -0.5070,  32.2460,2,-999.0000,9,-999.0000,    398.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3496,  -0.5074
  32L919930718,    37,  7,      5,2,19930728, 80.4470, -13.3130,  308,     16.0,  -0.4290,  32.2630,2,-999.0000,9,-999.0000,    403.0,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 25.2639999,2, 3.42000008,2,     2.15,2,     0.58,2,     -999,9, 51,   3497,  -0.4294
  32L919930718,    37,  7,      6,2,19930728, 80.4470, -13.3130,  308,     16.0,  -0.4720,  32.2220,2,-999.0000,9,-999.0000,    403.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3498,  -0.4724
  32L919930718,    37,  7,      3,2,19930728, 80.4470, -13.3130,  308,     30.0,  -1.5250,  32.3510,2,-999.0000,9,-999.0000,    377.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3495,  -1.5255
  32L919930718,    37,  7,      2,2,19930728, 80.4470, -13.3130,  308,     51.0,  -1.7160,  32.4170,2,-999.0000,9,-999.0000,    373.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3494,  -1.7168
  32L919930718,    37,  7,      1,2,19930728, 80.4470, -13.3130,  308,    100.0,  -1.5780,  33.0010,2,-999.0000,9,-999.0000,    340.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3493,  -1.5799
  32L919930718,    37,  7,     12,2,19930728, 80.4470, -13.3130,  308,    151.0,  -0.5200,  34.2400,2,-999.0000,9,-999.0000,    303.2,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3492,  -0.5247
  32L919930718,    37,  7,     11,2,19930728, 80.4470, -13.3130,  308,    201.0,   0.1700,  34.5840,2,-999.0000,9,-999.0000,    296.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3491,   0.1623
  32L919930718,    37,  7,     10,2,19930728, 80.4470, -13.3130,  308,    240.0,   0.5300,  34.6900,2,-999.0000,9,-999.0000,    292.9,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3490,   0.5199
  32L919930718,    37,  7,      9,2,19930728, 80.4470, -13.3130,  308,    250.0,   0.5950,  34.7100,2,-999.0000,9,-999.0000,    293.7,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3489,   0.5844
  32L919930718,    37,  7,      8,2,19930728, 80.4470, -13.3130,  308,    271.0,   0.6450,  34.7320,2,-999.0000,9,-999.0000,    293.8,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3488,   0.6333
  32L919930718,    37,  7,      7,2,19930728, 80.4470, -13.3130,  308,    279.0,   0.6460,  34.7320,2,-999.0000,9,-999.0000,    294.3,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 51,   3487,   0.6339
  32L919930718,    37,  9,      6,2,19930728, 80.4470, -13.3130,  308,      2.0,   1.9420,  30.9200,2,  30.4280,2,  30.5890,    389.5,2,    388.5,2,     6.65,2,     0.10,2,     0.00,2,     0.04,3,       0.07,2,   1981.2,2,    554.8,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,  9.1239996,2, 1.48699999,2,     0.42,2,     0.14,2,     -999,9, 53,   3510,   1.9419
  32L919930718,    37,  9,      5,2,19930728, 80.4470, -13.3130,  308,      5.0,   1.3780,  31.8800,2,-999.0000,9,  31.9800,    394.0,2,    397.3,2,     9.40,2,     0.74,2,     0.03,2,     0.68,2,0.001999997,2,   2071.6,2,    631.8,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 15.8439999,2, 2.95900011,2,     0.09,2,     0.05,2,     -999,9, 53,   3509,   1.3778
  32L919930718,    37,  9,      4,2,19930728, 80.4470, -13.3130,  308,     10.0,   0.9980,  32.2370,2,-999.0000,9,  32.2300,    400.3,2,    401.4,2,     8.31,2,     0.54,2,     0.00,2,     0.82,2,     -0.086,2,   2081.4,2,    619.5,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,     18.507,2, 3.02099991,2,     1.50,2,     0.46,2,     -999,9, 53,   3508,   0.9976
  32L919930718,    37,  9,      3,2,19930728, 80.4470, -13.3130,  308,     20.0,  -1.5920,  32.3160,2,-999.0000,9,  32.2590,    371.5,2,    372.4,2,    11.14,2,     3.56,2,     0.03,2,     0.99,2,     -0.047,2,   2108.8,2,    741.5,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 3.11899996,2,0.495000005,2,     0.40,2,     0.11,2,     -999,9, 53,   3507,  -1.5923
  32L919930718,    37,  9,      2,2,19930728, 80.4470, -13.3130,  308,     30.0,  -1.6790,  32.3560,2,-999.0000,9,-999.0000,    369.7,2,    372.0,2,    11.21,2,     3.65,2,     0.03,2,     1.00,2,     -0.018,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 2.58699989,2,0.423999995,2,     0.27,2,     0.09,2,     -999,9, 53,   3506,  -1.6795
  32L919930718,    37,  9,      1,2,19930728, 80.4470, -13.3130,  308,     40.0,  -1.7070,  32.3930,2,-999.0000,9,  32.3530,    369.0,2,    369.9,2,    11.27,2,     3.86,2,     0.02,2,     1.00,2,0.021000002,2,   2115.2,2,    744.6,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.84000003,2,0.275000006,2,     0.18,2,     0.07,2,     -999,9, 53,   3505,  -1.7077
  32L919930718,    37,  9,     12,2,19930728, 80.4470, -13.3130,  308,     50.0,  -1.7300,  32.4180,2,-999.0000,9,-999.0000,    369.7,2,    369.7,2,    11.31,2,     3.93,2,     0.02,2,     1.00,2,      0.011,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.23599994,2,0.194999993,2,     0.11,2,     0.06,2,     -999,9, 53,   3504,  -1.7308
  32L919930718,    37,  9,     11,2,19930728, 80.4470, -13.3130,  308,     60.0,  -1.7470,  32.4320,2,-999.0000,9,  32.3920,    368.8,2,    366.0,2,    11.52,2,     4.29,2,     0.01,2,     1.00,2,     -0.008,2,   2119.4,2,    758.6,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 3.34200001,2,0.291000009,2,     0.10,2,     0.04,2,     -999,9, 53,   3503,  -1.7480
  32L919930718,    37,  9,     10,2,19930728, 80.4470, -13.3130,  308,     70.0,  -1.7290,  32.4640,2,-999.0000,9,-999.0000,    364.6,2,    361.3,2,    11.90,2,     4.63,2,     0.01,2,     1.00,2,0.030999999,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.94000006,2,0.241999999,2,     0.08,2,     0.03,2,     -999,9, 53,   3502,  -1.7302
  32L919930718,    37,  9,      9,2,19930728, 80.4470, -13.3130,  308,     80.0,  -1.6880,  32.5570,2,-999.0000,9,  32.5370,    357.2,2,   -999.0,9,    12.35,2,     5.37,2,     0.01,2,     1.00,2,0.001999997,2,   2124.0,2,    780.0,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.85500002,2,0.166999996,2,     0.94,2,     0.32,3,     -999,9, 53,   3501,  -1.6894
  32L919930718,    37,  9,      8,2,19930728, 80.4470, -13.3130,  308,    100.0,  -1.5780,  32.9420,2,  33.1570,2,  33.1120,    340.6,2,    328.9,2,    13.24,2,     7.94,2,     0.01,2,     0.95,2,0.021000002,2,   2139.5,2,    809.4,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,0.479999989,2,0.037999999,2,     0.08,2,     0.05,2,     -999,9, 53,   3500,  -1.5800
  32L919930718,    37,  9,      7,2,19930728, 80.4470, -13.3130,  308,    286.0,   0.6200,  34.7340,2,-999.0000,9,-999.0000,    285.5,2,    282.6,2,    12.25,2,    13.24,2,     0.01,2,     0.93,2,0.041000001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.33700001,2,0.054000001,2,     0.03,2,     0.01,2,     -999,9, 53,   3499,   0.6077
  32L919930718,    37, 10,      7,2,19930728, 80.4470, -13.3130,  308,     15.0,  -0.7140,  32.2830,2,-999.0000,9,-999.0000,    389.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 14.1269999,2, 2.61899996,2,     7.77,2,    -2.57,4,     -999,9, 54,   3511,  -0.7144
  32L919930718,    37, 10,      8,2,19930728, 80.4470, -13.3130,  308,     15.0,  -0.8130,  32.2840,2,-999.0000,9,-999.0000,    388.6,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,       -999,9,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9, 54,   3512,  -0.8134
  32L919930718,    37, 11,      8,2,19930728, 80.4470, -13.3130,  308,      2.0,   0.1370,  31.7860,2,  31.7880,2,  31.7560,    377.0,2,    385.6,2,     9.76,2,     1.64,2,     0.08,2,     0.84,2,0.045000002,2,   2067.0,2,    669.5,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      4.2,2, 12.3020001,2, 1.69400001,2,     0.63,2,     0.20,2,   145000,2, 55,   3524,   0.1369
  32L919930718,    37, 11,      7,2,19930728, 80.4470, -13.3130,  308,      3.0,   0.1420,  31.8200,2,-999.0000,9,-999.0000,    377.0,2,    385.4,2,     9.90,2,     1.39,2,     0.03,2,     0.86,2,0.064999998,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      4.6,2, 10.7670002,2, 1.90499997,2,     0.63,2,     0.20,2,   156000,2, 55,   3523,   0.1419
  32L919930718,    37, 11,      6,2,19930728, 80.4470, -13.3130,  308,      5.0,  -0.4010,  32.1040,2,-999.0000,9,  32.0260,    374.6,2,    383.7,2,    10.60,2,     2.50,2,     0.09,2,     0.88,2,0.113000005,2,   2086.7,2,    701.1,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      3.0,2, 9.04800034,2, 1.66999996,2,     0.57,2,     0.06,2,   145000,2, 55,   3522,  -0.4011
  32L919930718,    37, 11,      5,2,19930728, 80.4470, -13.3130,  308,      8.0,  -0.7770,  32.1190,2,-999.0000,9,  32.0900,    372.0,2,    378.5,2,    10.84,2,     2.90,2,     0.09,2,     0.92,2,0.055000007,2,   2093.5,2,    717.5,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      2.3,2, 6.13600016,2, 1.06700003,2,  -999.00,9,  -999.00,9,   135000,2, 55,   3521,  -0.7772
  32L919930718,    37, 11,      4,2,19930728, 80.4470, -13.3130,  308,     13.0,  -1.2780,  32.1570,2,-999.0000,9,  32.1780,    370.0,2,    374.8,2,    10.87,2,     3.46,2,     0.10,2,     0.95,2,0.016000003,2,   2102.1,2,    728.2,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.0,2, 4.79099989,2,0.657999992,2,     0.32,2,     0.19,2,   112000,2, 55,   3520,  -1.2783
  32L919930718,    37, 11,      3,2,19930728, 80.4470, -13.3130,  308,     20.0,  -1.5720,  32.2430,2,-999.0000,9,  32.2420,    370.0,2,    376.5,2,    10.65,2,     3.37,2,     0.08,2,     0.95,2,0.016000003,2,   2105.8,2,    726.8,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.4,2, 4.99700022,2,0.656000018,2,     0.74,2,     0.10,2,   114000,2, 55,   3519,  -1.5723
  32L919930718,    37, 11,      2,2,19930728, 80.4470, -13.3130,  308,     30.0,  -1.4540,  32.3440,2,-999.0000,9,-999.0000,    366.5,2,    369.6,2,    11.02,2,     3.44,2,     0.02,2,     1.00,2,-0.00400001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2, 1.92799997,2,0.250999987,2,     0.27,2,     0.07,2,   102000,2, 55,   3518,  -1.4546
  32L919930718,    37, 11,      1,2,19930728, 80.4470, -13.3130,  308,     60.0,  -1.6860,  32.4260,2,-999.0000,9,  32.3550,    364.5,2,    368.6,2,    10.83,2,     3.98,2,     0.03,2,     1.02,2,-0.01300001,2,   2116.6,2,    761.8,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 2.42400002,2,0.286000013,2,     0.27,2,     0.08,2,   102000,2, 55,   3517,  -1.6870
  32L919930718,    37, 11,     12,2,19930728, 80.4470, -13.3130,  308,     70.0,  -1.7400,  32.4360,2,-999.0000,9,-999.0000,    363.3,2,    366.4,2,    11.09,2,     3.63,2,     0.01,2,     1.02,2,-0.01300001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,0.866999984,2,      0.114,2,     0.15,2,     0.03,2,    69000,2, 55,   3516,  -1.7411
  32L919930718,    37, 11,     11,2,19930728, 80.4470, -13.3130,  308,     80.0,  -1.7180,  32.4920,2,-999.0000,9,  32.4230,    359.2,2,    362.3,2,    11.43,2,     4.37,2,     0.01,2,     1.03,2,     -0.023,2,   2120.8,2,    778.5,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,      1.704,2,0.101000004,2,     0.07,2,     0.02,2,    70100,2, 55,   3515,  -1.7193
  32L919930718,    37, 11,     10,2,19930728, 80.4470, -13.3130,  308,    100.0,  -1.6200,  32.7380,2,  32.7630,2,  32.6880,    342.4,2,    346.1,2,    12.50,2,     5.76,2,    -0.01,2,     1.02,2,0.113000005,2,   2130.5,2,    815.0,18.1000004,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,  2.5079999,2,0.138999999,2,     0.05,2,     0.02,2,    71700,2, 55,   3514,  -1.6218
  32L919930718,    37, 11,      9,2,19930728, 80.4470, -13.3130,  308,    287.0,   0.5990,  34.7220,2,-999.0000,9,-999.0000,    277.8,2,    284.6,2,    11.61,2,    12.62,2,     0.00,2,     0.95,2,-0.00400001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.16299999,2,      0.077,2,  -999.00,9,  -999.00,9,    69600,2, 55,   3513,   0.5867
  32L919930718,    37, 12,      8,2,19930728, 80.4470, -13.3130,  308,      2.0,   0.2080,  31.7630,2,  31.7430,2,  31.7790,    384.7,2,    386.9,2,     9.66,2,     1.03,2,     0.09,2,     0.83,2,0.024000004,2,   2066.8,2,    647.8,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 12.0550003,2, 2.22799993,2,     0.66,2,     0.18,2,     -999,9, 56,   3536,   0.2079
  32L919930718,    37, 12,      7,2,19930728, 80.4470, -13.3130,  308,      5.0,   0.1390,  31.9060,2,-999.0000,9,-999.0000,    379.6,2,    388.2,2,     9.87,2,     1.43,2,     0.08,2,     0.85,2,0.015000001,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 13.4359999,2, 2.47399998,2,     0.73,2,     0.22,2,     -999,9, 56,   3535,   0.1388
  32L919930718,    37, 12,      6,2,19930728, 80.4470, -13.3130,  308,     10.0,  -1.2890,  32.1950,2,-999.0000,9,  32.1560,    374.2,2,    380.2,2,    10.53,2,     2.29,2,     0.08,2,     0.92,2,0.034000009,2,   2097.3,2,    700.6,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 10.4130001,2, 1.74000001,2,     0.57,2,     0.26,2,     -999,9, 56,   3534,  -1.2892
  32L919930718,    37, 12,      5,2,19930728, 80.4470, -13.3130,  308,     20.0,  -1.6950,  32.3290,2,-999.0000,9,  32.2510,    365.8,2,    373.0,2,    10.86,2,     3.40,2,     0.07,2,     1.00,2,     -0.015,2,   2113.6,2,    732.8,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 2.46199989,2,0.426999986,2,     0.27,2,     0.09,2,     -999,9, 56,   3533,  -1.6953
  32L919930718,    37, 12,      4,2,19930728, 80.4470, -13.3130,  308,     30.0,  -1.6880,  32.4030,2,-999.0000,9,-999.0000,    365.4,2,    371.2,2,    10.82,2,     3.74,2,     0.05,2,     1.03,2,0.034000009,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.97399998,2,0.349999994,2,     0.19,2,     0.02,2,     -999,9, 56,   3532,  -1.6885
