EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,SOMSAL,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,AMMONI,AMMONI_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_TMP,FCO2_FLAG_W,TRITUM,TRITER,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHER,DELHE3_FLAG_W,C14_BIO,C14_BIO_FLAG_W,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,BACT,BACT_FLAG_W,CTDNO,BNLID,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,PSS-78,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,DEGC,,TU,TU,,NMOL/KG,,PERCNT,PERCNT,,UKNOWN,,ug/kg,,ug/kg,,UG/L,,UG/L,,CELLS/ML,,,,DEGC
  32L919930718,    91,  1,      6,2,19930815, 78.4730, -12.1460,  199,     12.0,  -1.2400,  30.2050,2,-999.0000,9,  30.4490,    406.2,2,    417.7,2,     1.09,2,     0.00,2,    -0.01,2,     0.65,2,0.027999997,2,   1948.9,2,    515.5,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.5,2, 23.2019997,2,  2.7579999,2,     0.35,2,     0.10,2,   145000,2,164,   4662,  -1.2402
  32L919930718,    91,  1,      5,2,19930815, 78.4730, -12.1460,  199,     19.0,  -1.3700,  31.7570,2,-999.0000,9,  31.8540,    399.6,2,    406.8,2,     4.15,2,    -0.03,2,     0.02,2,     0.81,2,0.027999997,2,   2052.9,2,    617.2,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.1,2, 16.8850002,2,      1.773,2,     1.38,2,     0.19,2,   151000,2,164,   4661,  -1.3703
  32L919930718,    91,  1,      4,2,19930815, 78.4730, -12.1460,  199,     29.0,  -1.5230,  32.2790,2,-999.0000,9,  32.3100,    367.8,2,    370.0,2,    10.60,2,     2.55,2,     0.11,2,     1.00,2,0.155000001,2,   2111.3,2,    781.6,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2, 5.76300001,2,0.356999993,2,     0.30,2,     0.11,2,    44500,2,164,   4660,  -1.5235
  32L919930718,    91,  1,      3,2,19930815, 78.4730, -12.1460,  199,     44.0,  -1.6570,  32.4000,2,-999.0000,9,  32.3670,    359.2,2,    365.6,2,    11.76,2,     2.76,2,     0.08,2,     1.04,2, 0.22299999,2,   2118.8,2,    805.1,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2, 6.96799994,2,0.164000005,2,     0.18,2,     0.08,2,   135000,2,164,   4659,  -1.6577
  32L919930718,    91,  1,      2,2,19930815, 78.4730, -12.1460,  199,     60.0,  -1.7380,  32.4590,2,-999.0000,9,  32.5010,    356.1,2,    358.1,2,    12.50,2,     3.58,2,     0.03,2,     1.01,2,0.115999997,2,   2123.5,2,    836.3,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 7.59200001,2,0.050999999,2,     0.05,2,     0.09,2,   105000,2,164,   4658,  -1.7390
  32L919930718,    91,  1,      1,2,19930815, 78.4730, -12.1460,  199,     80.0,  -1.5810,  32.8780,2,-999.0000,9,  33.0460,    339.6,2,    341.6,2,    12.41,2,     5.04,2,     0.05,2,     0.85,2,0.155000001,2,   2139.9,2,    850.6,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 5.35400009,2,0.123000003,2,     0.03,2,     0.09,2,    90500,2,164,   4657,  -1.5825
  32L919930718,    91,  1,     12,2,19930815, 78.4730, -12.1460,  199,    100.0,  -1.6460,  33.5090,2,-999.0000,9,  33.5260,    336.6,2,    339.1,2,     9.42,2,     5.25,2,     0.06,2,     0.75,2,0.252000004,2,   2140.3,2,    806.5,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 7.34800005,2,0.152999997,2,     0.02,2,     0.06,2,    94100,2,164,   4656,  -1.6480
  32L919930718,    91,  1,     11,2,19930815, 78.4730, -12.1460,  199,    125.0,  -1.6850,  33.8140,2,  33.8120,2,  33.7770,    328.5,2,    330.0,2,     8.65,2,     6.16,2,     0.03,2,     0.75,2,      0.213,2,   2138.4,2,    791.2,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 4.48000002,2,       -999,9,     0.02,2,     0.05,2,    65700,2,164,   4655,  -1.6875
  32L919930718,    91,  1,     10,2,19930815, 78.4730, -12.1460,  199,    172.0,  -0.5210,  34.2720,2,-999.0000,9,  34.1580,    300.3,2,    295.4,2,    13.64,2,     9.56,2,     0.01,2,     0.97,2,0.095999986,2,   2139.0,2,    802.3,18.2000008,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 3.59599996,2,0.244000003,2,     0.01,2,     0.03,2,    86100,2,164,   4654,  -0.5264
  32L919930718,    92,  1,      9,2,19930815, 78.0130, -12.1700,  199,      2.0,  -1.1900,  30.3070,2,-999.0000,9,  30.3170,    397.7,2,    404.6,2,     4.26,2,     0.01,2,     0.01,2,     0.68,2,0.015000001,2,   1951.5,2,    521.3,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.7,2, 13.6520004,2, 1.54299998,2,     0.53,2,     0.05,2,   172000,2,165,   4677,  -1.1900
  32L919930718,    92,  1,      8,2,19930815, 78.0130, -12.1700,  199,      4.0,  -1.2710,  30.4010,2,  30.4280,2,  30.3910,    398.0,2,    404.2,2,     4.34,2,     0.03,2,     0.00,2,     0.68,2, 0.00500001,2,   1955.2,2,    522.1,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.4,2, 19.3939991,2, 2.16499996,2,     0.52,2,     0.10,2,   196000,2,165,   4676,  -1.2711
  32L919930718,    92,  1,      7,2,19930815, 78.0130, -12.1700,  199,      8.0,  -1.2560,  30.4090,2,-999.0000,9,  30.6800,    395.6,2,    401.0,2,     5.62,2,     0.32,2,     0.02,2,     0.73,2,     -0.005,2,   1980.6,2,    553.8,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.8,2, 9.66499996,2, 1.62600005,2,     0.48,2,     0.10,2,   214000,2,165,   4675,  -1.2561
  32L919930718,    92,  1,      6,2,19930815, 78.0130, -12.1700,  199,     13.0,  -1.4140,  30.7160,2,-999.0000,9,  31.3460,    393.7,2,    386.8,2,     8.91,2,     1.28,2,     0.06,2,     0.89,2,0.015000001,2,   2037.4,2,    645.7,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.7,2, 8.82600021,2, 1.07599998,2,     0.32,2,     0.10,2,   204000,2,165,   4674,  -1.4142
  32L919930718,    92,  1,      5,2,19930815, 78.0130, -12.1700,  199,     21.0,  -1.6060,  31.8060,2,-999.0000,9,  32.1530,    373.0,2,    371.8,2,    11.45,2,     2.48,2,     0.08,2,     1.01,2,     -0.005,2,   2101.7,2,    742.0,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.1,2, 3.16300011,2,0.344000012,2,     0.09,2,     0.03,2,   110000,2,165,   4673,  -1.6063
  32L919930718,    92,  1,      4,2,19930815, 78.0130, -12.1700,  199,     32.0,  -1.6960,  32.2520,2,-999.0000,9,  32.2730,    369.1,2,    371.4,2,    11.34,2,     2.61,2,     0.04,2,     1.01,2,0.024000004,2,   2108.4,2,    747.5,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2,      1.574,2,0.250999987,2,     0.06,2,     0.02,2,   128000,2,165,   4672,  -1.6965
  32L919930718,    92,  1,      3,2,19930815, 78.0130, -12.1700,  199,     48.0,  -1.7240,  32.3640,2,-999.0000,9,  32.3590,    367.9,2,    369.7,2,    11.28,2,     2.67,2,     0.02,2,     1.01,2, 0.00500001,2,   2111.9,2,    750.9,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2, 2.51099992,2,0.151999995,2,     0.03,2,     0.01,2,   115000,2,165,   4671,  -1.7248
  32L919930718,    92,  1,      2,2,19930815, 78.0130, -12.1700,  199,     60.0,  -1.7340,  32.4140,2,-999.0000,9,  32.4050,    367.3,2,    367.9,2,    11.52,2,     2.77,2,     0.01,2,     1.01,2,     -0.005,2,   2115.8,2,    763.5,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 2.08800006,2,      0.125,2,     0.04,2,     0.02,2,   105000,2,165,   4670,  -1.7350
  32L919930718,    92,  1,      1,2,19930815, 78.0130, -12.1700,  199,     80.0,  -1.7400,  32.4570,2,-999.0000,9,  32.4890,    363.0,2,    364.6,2,    11.81,2,     2.97,2,    -0.01,2,     1.01,2,0.024000004,2,   2119.6,2,    765.8,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 4.21099997,2,0.104999997,2,     0.01,2,     0.01,2,    62700,2,165,   4669,  -1.7413
  32L919930718,    92,  1,     12,2,19930815, 78.0130, -12.1700,  199,    120.0,  -1.5500,  33.4700,2,-999.0000,9,  33.6310,    335.5,2,    318.3,2,    12.61,2,     7.43,2,     0.00,2,     0.90,2,      0.044,2,   2143.4,2,    805.1,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 3.11400008,2,0.128000006,2,     0.03,2,     0.03,2,    60400,2,165,   4668,  -1.5525
  32L919930718,    92,  1,     11,2,19930815, 78.0130, -12.1700,  199,    135.0,  -0.9820,  33.8190,2,  33.9420,2,  33.8780,    313.1,2,    303.5,2,    14.33,2,     9.01,2,     0.00,2,     0.95,2,0.034000009,2,   2145.1,2,    804.2,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 4.74700022,2,0.328000009,2,     0.01,2,     0.02,2,    75000,2,165,   4667,  -0.9856
  32L919930718,    92,  1,     10,2,19930815, 78.0130, -12.1700,  199,    150.0,  -0.6820,  34.1380,2,-999.0000,9,  34.0400,    308.3,2,    298.1,2,    14.37,2,     9.65,2,     0.03,2,     0.90,2,0.054000005,2,   2145.2,2,    792.0,17.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,      1.745,2,0.180999994,2,     0.04,2,     0.03,2,    80700,2,165,   4666,  -0.6865
  32L919930718,    93,  1,      9,2,19930815, 77.5300, -12.2670,  509,      2.0,  -1.0990,  29.7320,2,-999.0000,9,  29.8810,    403.0,2,    408.5,2,     2.96,2,     0.15,2,     0.00,2,     0.57,2,0.062000006,2,   1912.8,2,    499.1,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4689,  -1.0990
  32L919930718,    93,  1,      8,2,19930815, 77.5300, -12.2670,  509,     15.0,  -1.2350,  30.6560,2,  31.5530,2,  31.5310,    399.5,2,    405.9,2,     4.13,2,     0.40,2,    -0.01,2,     0.71,2,0.170000002,2,   2034.6,2,    604.5,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4688,  -1.2353
  32L919930718,    93,  1,      7,2,19930815, 77.5300, -12.2670,  509,     35.0,  -1.5810,  32.4020,2,-999.0000,9,  32.6410,    356.5,2,    353.8,2,    11.10,2,     4.29,2,     0.12,2,     0.81,2,0.101000011,2,   2120.4,2,    806.7,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4687,  -1.5816
  32L919930718,    93,  1,      6,2,19930815, 77.5300, -12.2670,  509,     60.0,  -1.5520,  33.3250,2,-999.0000,9,  33.4120,    336.9,2,    342.9,2,     8.98,2,     5.53,2,     0.15,2,     0.78,2, 0.26700002,2,   2128.3,2,    758.0,18.2999992,2,    5.340,    0.080,2,   1.7760,2,     7.70,     0.20,2,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4686,  -1.5532
  32L919930718,    93,  1,      5,2,19930815, 77.5300, -12.2670,  509,    100.0,  -1.5170,  33.8600,2,-999.0000,9,  33.8650,    321.9,2,    321.1,2,     9.02,2,     8.22,2,     0.06,2,     0.83,2, 0.18900001,2,   2125.2,2,    738.0,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4685,  -1.5191
  32L919930718,    93,  1,      4,2,19930815, 77.5300, -12.2670,  509,    150.0,  -0.9560,  34.2820,2,-999.0000,9,  34.2500,    311.4,2,    309.8,2,     8.69,2,    10.19,2,     0.07,2,     0.85,2,0.043000005,2,   2124.7,2,    731.6,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4684,  -0.9601
  32L919930718,    93,  1,      3,2,19930815, 77.5300, -12.2670,  509,    198.0,   0.0140,  34.5760,2,-999.0000,9,  34.5480,    303.5,2,    302.0,2,     9.27,2,    11.05,2,     0.00,2,     0.84,2,0.033000007,2,   2135.9,2,    727.4,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4683,   0.0067
  32L919930718,    93,  1,      2,2,19930815, 77.5300, -12.2670,  509,    275.0,   1.3330,  34.8600,2,  34.8700,2,  34.8310,    299.6,2,    299.2,2,     8.20,2,    11.54,2,    -0.01,2,     0.89,2,0.043000005,2,   2140.3,2,    690.9,18.2999992,2,    2.130,    0.032,2,   1.7890,2,     2.10,     0.20,2,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4682,   1.3195
  32L919930718,    93,  1,      1,2,19930815, 77.5300, -12.2670,  509,    350.0,   0.9810,  34.8900,2,-999.0000,9,  34.8510,    296.4,2,    294.8,2,     9.10,2,    11.82,2,     0.00,2,     0.88,2,0.043000005,2,   2145.7,2,    720.3,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4681,   0.9646
  32L919930718,    93,  1,     12,2,19930815, 77.5300, -12.2670,  509,    400.0,   0.9390,  34.9030,2,-999.0000,9,  34.8690,    299.6,2,    298.7,2,     8.58,2,    11.80,2,     0.00,2,     0.88,2,0.023000002,2,   2145.4,2,    718.1,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4680,   0.9202
  32L919930718,    93,  1,     11,2,19930815, 77.5300, -12.2670,  509,    450.0,   0.8690,  34.9060,2,  34.9080,2,  34.8580,    301.1,2,    299.1,2,     8.68,2,    11.80,2,     0.01,2,     0.87,2,0.033000007,2,   2144.4,2,    701.9,18.2999992,2, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4679,   0.8479
  32L919930718,    93,  1,     10,2,19930815, 77.5300, -12.2670,  509,    499.0,   0.8190,  34.9060,2,-999.0000,9,  34.8160,    302.4,2,    298.5,2,     8.91,2,    11.81,2,     0.02,2,     0.87,2,0.033000007,2,   2142.8,2,    721.9,18.2999992,2,    1.800,    0.027,2,   1.7980,2,     4.20,     0.20,2,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,166,   4678,   0.7956
  32L919930718,    93,  2,      7,2,19930815, 77.5300, -12.2670,  509,      2.0,  -1.2230,  29.6810,2,-999.0000,9,-999.0000,    406.0,2,    411.5,2,     2.96,2,     0.09,2,    -0.01,2,     0.58,2,     -0.015,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      2.0,2, 13.8120003,2, 2.26399994,2,     0.77,2,     0.01,2,   269000,2,167,   4699,  -1.2230
  32L919930718,    93,  2,      6,2,19930815, 77.5300, -12.2670,  509,      3.0,  -1.2210,  29.7560,2,  29.7410,2,-999.0000,    405.9,2,    411.8,2,     2.96,2,     0.04,2,     0.00,2,     0.57,2,     -0.015,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.6,2, 15.9549999,2, 2.25600004,2,     1.00,2,    -0.01,2,   294000,2,167,   4698,  -1.2210
  32L919930718,    93,  2,      5,2,19930815, 77.5300, -12.2670,  509,      6.0,  -1.2240,  29.7010,2,-999.0000,9,-999.0000,    406.5,2,    412.2,2,     2.90,2,     0.04,2,     0.00,2,     0.56,2,     -0.005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.3,2, 18.9209995,2, 2.73699999,2,     1.00,2,    -0.03,2,   268000,2,167,   4697,  -1.2241
  32L919930718,    93,  2,      4,2,19930815, 77.5300, -12.2670,  509,      9.0,  -1.2240,  29.7860,2,-999.0000,9,-999.0000,    405.5,2,    412.0,2,     2.90,2,     0.09,2,    -0.01,2,     0.58,2,      0.044,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.5,2, 13.9020004,2, 2.19899988,2,     0.99,2,     0.06,2,   236000,2,167,   4696,  -1.2241
  32L919930718,    93,  2,      3,2,19930815, 77.5300, -12.2670,  509,     14.0,  -1.2610,  30.1850,2,-999.0000,9,-999.0000,    406.1,2,    411.0,2,     3.21,2,     0.30,2,     0.00,2,     0.66,2,0.072999999,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.0,2, 15.9370003,2, 2.40100002,2,     1.04,2,     0.30,2,   320000,2,167,   4695,  -1.2612
  32L919930718,    93,  2,      2,2,19930815, 77.5300, -12.2670,  509,     22.0,  -1.3110,  31.8020,2,-999.0000,9,-999.0000,    389.7,2,    388.2,2,     6.71,2,     2.05,2,     0.05,2,     0.80,2,0.356000006,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.1,2, 9.93400002,2,  2.0250001,2,     1.10,2,     0.08,2,   283000,2,167,   4694,  -1.3114
  32L919930718,    93,  2,      1,2,19930815, 77.5300, -12.2670,  509,     33.0,  -1.4890,  32.3580,2,-999.0000,9,-999.0000,    358.6,2,    359.6,2,    10.49,2,     4.66,2,     0.12,2,     0.87,2,0.189999998,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2, 4.81500006,2,0.474999994,2,     0.13,2,     0.12,2,   257000,2,167,   4693,  -1.4896
  32L919930718,    93,  2,     12,2,19930815, 77.5300, -12.2670,  509,     50.0,  -1.4700,  33.0610,2,-999.0000,9,-999.0000,    343.8,2,    342.0,2,    10.45,2,     6.61,2,     0.05,2,     0.84,2,      0.044,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 4.33300018,2,0.264999986,2,     0.04,2,     0.08,2,   117000,2,167,   4692,  -1.4710
  32L919930718,    93,  2,     11,2,19930815, 77.5300, -12.2670,  509,     75.0,  -1.6440,  33.6340,2,  33.6000,2,-999.0000,    343.5,2,    341.7,2,     8.07,2,     6.59,2,     0.16,2,     0.73,2,0.337000012,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.94799995,2,0.259000003,2,     0.05,2,     0.07,2,   133000,2,167,   4691,  -1.6455
  32L919930718,    93,  2,     10,2,19930815, 77.5300, -12.2670,  509,    103.0,  -1.2800,  33.9200,2,-999.0000,9,-999.0000,    329.9,2,    322.4,2,     8.35,2,     8.69,2,     0.08,2,     0.81,2,0.171000004,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 4.05200005,2,      0.103,2,     0.01,2,     0.04,2,    99800,2,167,   4690,  -1.2824
  32L919930718,    94,  1,      7,2,19930816, 77.1490, -10.5710,  501,      2.0,  -0.9890,  29.5160,2,-999.0000,9,-999.0000,    397.7,2,    406.1,2,     3.51,2,     0.07,2,     0.09,2,     0.58,2,0.004000008,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      2.2,2, 15.5719996,2, 2.17199993,2,     1.00,2,     0.01,2,     -999,9,168,   4711,  -0.9890
  32L919930718,    94,  1,      6,2,19930816, 77.1490, -10.5710,  501,      3.0,  -1.0150,  29.5950,2,  30.0530,2,-999.0000,    400.7,2,    407.8,2,     3.90,2,  -999.00,9,     0.11,2,     0.58,2,0.004000008,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      2.2,2, 28.6779995,2,  3.1789999,2,     1.07,2,    -0.01,2,   461000,2,168,   4710,  -1.0151
  32L919930718,    94,  1,      5,2,19930816, 77.1490, -10.5710,  501,      6.0,  -1.2040,  30.0250,2,-999.0000,9,-999.0000,    405.1,2,    408.4,2,     4.62,2,     0.24,2,     0.07,2,     0.67,2,     -0.006,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.7,2, 25.1819992,2,  3.0710001,2,     1.44,2,     0.08,2,   460000,2,168,   4709,  -1.2041
  32L919930718,    94,  1,      4,2,19930816, 77.1490, -10.5710,  501,      9.0,  -1.2050,  30.2580,2,-999.0000,9,-999.0000,    406.6,2,    400.9,2,     6.63,2,     0.79,2,     0.08,2,     0.75,2,0.179000005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      2.5,2, 16.5750008,2, 2.37599993,2,     1.58,2,     0.10,2,   384000,2,168,   4708,  -1.2051
  32L919930718,    94,  1,      3,2,19930816, 77.1490, -10.5710,  501,     14.0,  -1.2080,  30.5810,2,-999.0000,9,-999.0000,    404.7,2,    391.3,2,     8.35,2,     1.45,2,     0.15,2,     0.69,2,0.150000006,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      1.4,2, 14.7139998,2, 2.03299999,2,     1.64,2,     0.08,2,   329000,2,168,   4707,  -1.2082
  32L919930718,    94,  1,      2,2,19930816, 77.1490, -10.5710,  501,     22.0,  -1.0900,  31.8680,2,-999.0000,9,-999.0000,    381.3,2,    386.8,2,    11.37,2,     3.50,2,     0.19,2,     0.84,2,0.238000005,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.1,2, 5.83900022,2, 1.07000005,2,     0.74,2,     0.35,2,   423000,2,168,   4706,  -1.0905
  32L919930718,    94,  1,      1,2,19930816, 77.1490, -10.5710,  501,     33.0,  -1.4440,  32.6490,2,-999.0000,9,-999.0000,    353.3,2,    350.7,2,    11.59,2,     5.44,2,     0.30,2,     0.86,2, 0.26700002,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,      0.0,2,  5.3130002,2,0.515999973,2,     0.01,2,     0.01,2,   188000,2,168,   4705,  -1.4446
  32L919930718,    94,  1,     12,2,19930816, 77.1490, -10.5710,  501,     50.0,  -1.5730,  33.4280,2,-999.0000,9,-999.0000,    350.4,2,    346.8,2,     8.77,2,     6.08,2,     0.27,2,     0.63,2,0.394000024,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.62199998,2,0.587000012,2,     0.06,2,     0.08,2,   170000,2,168,   4704,  -1.5740
  32L919930718,    94,  1,     11,2,19930816, 77.1490, -10.5710,  501,     75.0,  -1.5800,  33.7950,2,-999.0000,9,-999.0000,    339.3,2,    331.7,2,     8.00,2,     7.41,2,     0.25,2,     0.73,2,0.423000008,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,0.879999995,2,0.226999998,2,     0.03,2,     0.05,2,    71900,2,168,   4703,  -1.5815
  32L919930718,    94,  1,     10,2,19930816, 77.1490, -10.5710,  501,    100.0,  -1.6130,  33.9960,2,-999.0000,9,-999.0000,    329.3,2,    325.2,2,     7.10,2,     8.67,2,     0.26,2,     0.77,2, 0.26700002,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.13900006,2,0.272000015,2,     0.02,2,     0.03,2,    83300,2,168,   4702,  -1.6151
  32L919930718,    94,  1,      9,2,19930816, 77.1490, -10.5710,  501,    150.0,  -0.9090,  34.2760,2,  34.3010,2,-999.0000,    312.5,2,    306.8,2,     9.45,2,    10.59,2,     0.12,2,     0.84,2,-0.01599999,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 2.31399989,2,0.259000003,2,     0.01,2,     0.02,2,    62000,2,168,   4701,  -0.9132
  32L919930718,    94,  1,      8,2,19930816, 77.1490, -10.5710,  501,    200.0,   0.1940,  34.6130,2,-999.0000,9,-999.0000,    306.5,2,    319.3,3,     9.55,2,    11.56,2,     0.04,2,     0.91,2,-0.02599999,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9, 1.45299995,2,0.202000007,2,     0.01,2,     0.01,2,    56900,2,168,   4700,   0.1863
  32L919930718,    94,  2,      7,2,19930816, 77.1490, -10.5710,  501,      2.0,  -1.0560,  29.1440,2,-999.0000,9,-999.0000,    395.7,2,    403.3,2,     3.95,2,     0.07,2,    -0.01,2,     0.54,2,0.016000003,2,   -999.0,9,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,169,   4723,  -1.0560
  32L919930718,    94,  2,      6,2,19930816, 77.1490, -10.5710,  501,     16.0,  -1.5050,  30.7890,2,-999.0000,9,  31.2620,    398.4,2,    399.1,2,     6.99,2,     0.87,2,     0.03,2,     0.79,2,0.093999997,2,   2024.1,2,   -999.0,      -999,9, -999.000, -999.000,9,-999.0000,9,  -999.00,  -999.00,9,   -999.0,9,       -999,9,       -999,9,  -999.00,9,  -999.00,9,     -999,9,169,   4722,  -1.5052
