BOTTLE,20090107PRINUNIVRMKPRINUNIVRMK
# 5/27/05 Initialized README file  
# Data from Kozyr via CARINA web site 
# Some of this data available from BODC in BOFS collection 
# Ship: Discovery 
# Cruise: 74DI191 
# Dates: 5/15 - 6/4/1990 
# EXPOCODE: 74DI19900515 
# Region: Sta 2&3 at 22W, 59N; remainder at 16W-18W, 48N=50N 
# Chief Scientist - unknown 
# 43 stations with 12 place Rosette (5 deep) 
# Hydro: Who - unknown; Status - final 
# 	Notes: Pressure approximated from listed depth? 
# 	Cast and bottle numbers fabricated 
# Nuts/O2: Who - unknown; Status - final 
# 	Notes: No oxygen data 
# 	Few deep nitrate values bit high, but general agreement with GLODAP 
# 	General silicate agreement with GLODAP 
# 	Approx 50% of phosphate very high and flagged 3 
# TCO2: Who - Watson; Status - final 
# 	Notes: Method?; Precision?; Calibration? 
# 	One deep station, remainder in upper 300m 
# 	Data compare well with GLODAP 
# pCO2: Who - Watson; Status - final 
# 	Notes: One deep station, remainder in upper 300m 
# 	No pCO2 temperature in file 
EXPOCODE,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,THETA
,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PPM,,DEGC
  74DI19900515,    18,  1,      8,2,19900523, 48.4904, -17.8020, 4497,     99.7,  11.5290,  35.5970,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.5163
  74DI19900515,    18,  1,      9,2,19900523, 48.4904, -17.8020, 4497,    149.0,  11.3730,  35.5770,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.3541
  74DI19900515,    18,  1,     10,2,19900523, 48.4904, -17.8020, 4497,    299.4,  11.1350,  35.5400,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.0974
  74DI19900515,    19,  1,      1,2,19900523, 48.4991, -17.7800, 4497,      1.4,  14.4950,  35.6310,2,     1.84,2,     0.04,2,     0.01,2,     0.14,2,   -999.0,9,    232.4,2,  14.4948
  74DI19900515,    19,  1,      2,2,19900523, 48.4991, -17.7800, 4497,      9.0,  14.4750,  35.6340,2,     1.75,2,     0.04,2,     0.01,2,     0.16,2,   -999.0,9,    231.0,2,  14.4737
  74DI19900515,    19,  1,      3,2,19900523, 48.4991, -17.7800, 4497,     19.4,  13.6940,  35.6570,2,     1.70,2,     0.29,2,     0.03,2,     0.20,2,   -999.0,9,    246.5,2,  13.6912
  74DI19900515,    19,  1,      4,2,19900523, 48.4991, -17.7800, 4497,     29.2,  12.4890,  35.6630,2,     2.72,2,     6.13,2,     0.31,2,     0.75,3,   -999.0,9,    312.4,2,  12.4851
  74DI19900515,    19,  1,      5,2,19900523, 48.4991, -17.7800, 4497,     38.8,  12.0200,  35.6420,2,     4.14,2,     8.19,2,     0.59,2,     0.92,3,   -999.0,9,    332.9,2,  12.0149
  74DI19900515,    19,  1,      6,2,19900523, 48.4991, -17.7800, 4497,     49.0,  11.8770,  35.6350,2,     4.62,2,     9.47,2,     0.64,2,     0.95,3,   -999.0,9,    342.3,2,  11.8706
  74DI19900515,    19,  1,      7,2,19900523, 48.4991, -17.7800, 4497,     74.4,  11.6610,  35.6120,2,     4.87,2,    10.29,2,     0.22,2,     0.89,3,   -999.0,9,    350.0,2,  11.6515
  74DI19900515,    19,  1,      8,2,19900523, 48.4991, -17.7800, 4497,     98.5,  11.4690,  35.5860,2,     5.06,2,    10.83,2,     0.09,2,     0.98,3,   -999.0,9,    356.3,2,  11.4565
  74DI19900515,    19,  1,      9,2,19900523, 48.4991, -17.7800, 4497,    123.0,  11.3820,  35.5760,2,     5.11,2,    11.15,2,     0.04,2,     1.01,3,   -999.0,9,    359.9,2,  11.3665
  74DI19900515,    19,  1,     10,2,19900523, 48.4991, -17.7800, 4497,    148.6,  11.3740,  35.5840,2,     5.11,2,    10.89,2,     0.03,2,     1.03,3,   -999.0,9,    359.1,2,  11.3552
  74DI19900515,    19,  1,     11,2,19900523, 48.4991, -17.7800, 4497,    199.2,  11.3410,  35.5830,2,     5.06,2,    10.63,2,     0.02,2,     0.97,3,   -999.0,9,    358.0,2,  11.3158
  74DI19900515,    19,  1,     12,2,19900523, 48.4991, -17.7800, 4497,    298.6,  11.0380,  35.5200,2,     5.89,2,    11.43,2,     0.02,2,     1.12,3,   -999.0,9,    369.9,2,  11.0007
  74DI19900515,    20,  1,      1,2,19900523, 48.4498, -17.7320, 4497,    298.9,  11.1790,  35.5520,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.1414
  74DI19900515,    20,  1,      2,2,19900523, 48.4498, -17.7320, 4497,    399.3,  10.8740,  35.5030,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.8244
  74DI19900515,    20,  1,      3,2,19900523, 48.4498, -17.7320, 4497,    599.9,  10.4040,  35.4450,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.3308
  74DI19900515,    20,  1,      4,2,19900523, 48.4498, -17.7320, 4497,    749.5,   9.3220,  35.3200,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   9.2359
  74DI19900515,    20,  1,      5,2,19900523, 48.4498, -17.7320, 4497,    899.4,   8.3420,  35.3330,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   8.2442
  74DI19900515,    20,  1,      6,2,19900523, 48.4498, -17.7320, 4497,    998.6,   7.7330,  35.3230,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   7.6282
  74DI19900515,    20,  1,      7,2,19900523, 48.4498, -17.7320, 4497,   1497.5,   4.2830,  34.9670,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   4.1598
  74DI19900515,    20,  1,      8,2,19900523, 48.4498, -17.7320, 4497,   2246.1,   3.5140,  34.9310,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   3.3300
  74DI19900515,    20,  1,      9,2,19900523, 48.4498, -17.7320, 4497,   2747.1,   3.1570,  34.9550,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.9291
  74DI19900515,    20,  1,     10,2,19900523, 48.4498, -17.7320, 4497,   3244.9,   2.7880,  34.9390,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.5160
  74DI19900515,    20,  1,     11,2,19900523, 48.4498, -17.7320, 4497,   3743.4,   2.5830,  34.9150,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.2615
  74DI19900515,    20,  1,     12,2,19900523, 48.4498, -17.7320, 4497,   4243.5,   2.5360,  34.9030,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1582
  74DI19900515,    21,  1,      1,2,19900524, 48.4255, -17.6590, 4497,     13.3,  14.4300,  35.6510,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.4280
  74DI19900515,    21,  1,      2,2,19900524, 48.4255, -17.6590, 4497,     24.3,  13.2120,  35.6330,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  13.2086
  74DI19900515,    21,  1,      3,2,19900524, 48.4255, -17.6590, 4497,     33.8,  12.4630,  35.6250,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  12.4585
  74DI19900515,    22,  1,      1,2,19900525, 48.4630, -17.5720, 4497,      2.1,  14.3040,  35.6400,2,     1.70,2,     0.43,2,     0.03,2,     0.02,2,   -999.0,9,   -999.0,9,  14.3037
  74DI19900515,    22,  1,      2,2,19900525, 48.4630, -17.5720, 4497,      3.6,  14.3030,  35.6390,2,     1.70,2,     0.29,2,     0.03,2,     0.03,2,   -999.0,9,   -999.0,9,  14.3025
  74DI19900515,    22,  1,      3,2,19900525, 48.4630, -17.5720, 4497,      8.9,  14.3010,  35.6400,2,     1.70,2,     0.29,2,     0.03,2,     0.02,2,   -999.0,9,   -999.0,9,  14.2997
  74DI19900515,    22,  1,      4,2,19900525, 48.4630, -17.5720, 4497,     13.6,  14.3000,  35.6420,2,     1.70,2,     0.29,2,     0.03,2,     0.02,2,   -999.0,9,   -999.0,9,  14.2980
  74DI19900515,    22,  1,      5,2,19900525, 48.4630, -17.5720, 4497,     22.7,  12.6580,  35.6750,2,     2.28,2,     4.29,2,     0.19,2,     0.34,2,   -999.0,9,   -999.0,9,  12.6549
  74DI19900515,    22,  1,      6,2,19900525, 48.4630, -17.5720, 4497,     35.8,  12.2450,  35.6420,2,     3.26,2,     6.63,2,     0.26,2,     0.48,2,   -999.0,9,   -999.0,9,  12.2403
  74DI19900515,    23,  1,      1,2,19900525, 48.4703, -17.5610, 4497,      1.6,  14.2630,  35.6440,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.2628
  74DI19900515,    23,  1,      2,2,19900525, 48.4703, -17.5610, 4497,      9.0,  14.2640,  35.6420,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.2627
  74DI19900515,    23,  1,      3,2,19900525, 48.4703, -17.5610, 4497,     20.5,  12.5610,  35.6590,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  12.5583
  74DI19900515,    23,  1,      4,2,19900525, 48.4703, -17.5610, 4497,     28.7,  12.1900,  35.6570,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  12.1862
  74DI19900515,    23,  1,      5,2,19900525, 48.4703, -17.5610, 4497,     38.7,  12.0940,  35.6650,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  12.0889
  74DI19900515,    23,  1,      6,2,19900525, 48.4703, -17.5610, 4497,     49.0,  12.0180,  35.6590,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  12.0116
  74DI19900515,    23,  1,      7,2,19900525, 48.4703, -17.5610, 4497,     73.6,  11.8860,  35.6490,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.8764
  74DI19900515,    23,  1,      8,2,19900525, 48.4703, -17.5610, 4497,     99.6,  11.7130,  35.6230,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.7002
  74DI19900515,    23,  1,      9,2,19900525, 48.4703, -17.5610, 4497,    148.5,  11.4380,  35.5900,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.4191
  74DI19900515,    23,  1,     10,2,19900525, 48.4703, -17.5610, 4497,    301.4,  11.1240,  35.5440,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.0862
  74DI19900515,    24,  1,      1,2,19900525, 48.4717, -17.5440, 4497,      1.4,  14.2100,  35.6430,2,     1.60,2,     0.28,2,     0.04,2,     0.01,2,   2053.1,2,    244.1,2,  14.2098
  74DI19900515,    24,  1,      2,2,19900525, 48.4717, -17.5440, 4497,      9.6,  14.1940,  35.6540,2,     1.94,2,     2.08,2,     0.13,2,     0.14,2,   2070.9,2,    265.1,2,  14.1926
  74DI19900515,    24,  1,      3,2,19900525, 48.4717, -17.5440, 4497,     19.6,  12.3580,  35.6480,2,     3.65,2,     8.32,2,     0.32,2,     0.49,2,   2116.5,2,    335.7,2,  12.3554
  74DI19900515,    24,  1,      4,2,19900525, 48.4717, -17.5440, 4497,     29.2,  12.0890,  35.6590,2,     3.99,2,     9.39,2,     0.06,2,     0.51,2,   -999.0,9,    347.4,2,  12.0852
  74DI19900515,    24,  1,      5,2,19900525, 48.4717, -17.5440, 4497,     38.9,  12.0110,  35.6580,2,     3.99,2,     9.39,2,     0.06,2,     0.51,2,   2119.2,2,    346.5,2,  12.0059
  74DI19900515,    24,  1,      6,2,19900525, 48.4717, -17.5440, 4497,     49.6,  11.8980,  35.6520,2,     4.09,2,     9.66,2,     0.06,2,     0.55,2,   -999.0,9,    350.8,2,  11.8916
  74DI19900515,    24,  1,      7,2,19900525, 48.4717, -17.5440, 4497,     74.1,  11.7410,  35.6290,2,     4.09,2,     9.47,2,     0.23,2,     0.56,2,   2120.1,2,    351.2,2,  11.7315
  74DI19900515,    24,  1,      8,2,19900525, 48.4717, -17.5440, 4497,     99.1,  11.5760,  35.6100,2,     4.19,2,     9.93,2,     0.05,2,     0.60,2,   2120.8,2,    350.9,2,  11.5633
  74DI19900515,    24,  1,      9,2,19900525, 48.4717, -17.5440, 4497,    125.0,  11.4550,  35.5930,2,     4.23,2,    10.21,2,     0.03,2,     0.62,2,   -999.0,9,    357.3,2,  11.4391
  74DI19900515,    24,  1,     10,2,19900525, 48.4717, -17.5440, 4497,    150.0,  11.3750,  35.5850,2,     4.19,2,     9.95,2,     0.03,2,     0.62,2,   2122.1,2,    358.4,2,  11.3560
  74DI19900515,    24,  1,     11,2,19900525, 48.4717, -17.5440, 4497,    198.9,  11.3120,  35.5770,2,     4.23,2,    10.09,2,     0.03,2,     0.62,2,   -999.0,9,    359.5,2,  11.2869
  74DI19900515,    24,  1,     12,2,19900525, 48.4717, -17.5440, 4497,    300.3,  11.1370,  35.5470,2,     4.48,2,    10.76,2,     0.03,2,     0.64,2,   2121.0,2,    365.2,2,  11.0993
  74DI19900515,    25,  1,      1,2,19900526, 48.4414, -17.4860, 4576,    247.9,  11.1660,  35.5470,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.1349
  74DI19900515,    25,  1,      2,2,19900526, 48.4414, -17.4860, 4576,    398.0,  10.7870,  35.4880,2,     4.92,2,    11.45,2,     0.05,2,     0.41,3,   -999.0,9,   -999.0,9,  10.7378
  74DI19900515,    25,  1,      3,2,19900526, 48.4414, -17.4860, 4576,    596.8,   9.9020,  35.3700,2,     6.72,2,    13.80,2,     0.05,2,     0.41,3,   -999.0,9,   -999.0,9,   9.8314
  74DI19900515,    25,  1,      4,2,19900526, 48.4414, -17.4860, 4576,    746.9,   8.9630,  35.2760,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   8.8792
  74DI19900515,    25,  1,      5,2,19900526, 48.4414, -17.4860, 4576,    896.9,   8.0790,  35.2940,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   7.9832
  74DI19900515,    25,  1,      6,2,19900526, 48.4414, -17.4860, 4576,    995.9,   7.4180,  35.2950,2,    10.23,2,    18.67,2,     0.06,2,     0.48,3,   -999.0,9,   -999.0,9,   7.3159
  74DI19900515,    25,  1,      7,2,19900526, 48.4414, -17.4860, 4576,   1495.5,   4.4270,  34.9980,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   4.3023
  74DI19900515,    25,  1,      8,2,19900526, 48.4414, -17.4860, 4576,   2243.8,   3.5120,  34.9460,2,    10.62,2,    17.31,2,     0.04,2,     0.65,3,   -999.0,9,   -999.0,9,   3.3282
  74DI19900515,    25,  1,      9,2,19900526, 48.4414, -17.4860, 4576,   2744.6,   3.0990,  34.9620,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.8725
  74DI19900515,    25,  1,     10,2,19900526, 48.4414, -17.4860, 4576,   3494.0,   2.6550,  34.9310,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.3592
  74DI19900515,    25,  1,     11,2,19900526, 48.4414, -17.4860, 4576,   3992.0,   2.5430,  34.9140,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1943
  74DI19900515,    25,  1,     12,2,19900526, 48.4414, -17.4860, 4576,   4242.2,   2.5370,  34.9100,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1593
  74DI19900515,    25,  1,     13,2,19900526, 48.4414, -17.4860, 4576,   4369.6,   2.5400,  34.9090,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1471
  74DI19900515,    26,  1,      1,2,19900527, 48.4416, -17.5000, 4497,      2.3,  14.8920,  35.6290,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.8917
  74DI19900515,    26,  1,      2,2,19900527, 48.4416, -17.5000, 4497,      3.9,  14.8920,  35.6300,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.8914
  74DI19900515,    26,  1,      3,2,19900527, 48.4416, -17.5000, 4497,      8.6,  14.5850,  35.6380,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.5837
  74DI19900515,    26,  1,      4,2,19900527, 48.4416, -17.5000, 4497,     12.5,  14.3190,  35.6290,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.3172
  74DI19900515,    26,  1,      5,2,19900527, 48.4416, -17.5000, 4497,     23.4,  13.1540,  35.6530,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  13.1508
  74DI19900515,    26,  1,      6,2,19900527, 48.4416, -17.5000, 4497,     34.8,  12.0760,  35.6650,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  12.0714
  74DI19900515,    27,  1,      1,2,19900527, 48.4481, -17.4710, 4576,      2.1,  14.8440,  35.6320,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.8437
  74DI19900515,    27,  1,      2,2,19900527, 48.4481, -17.4710, 4576,      8.4,  14.7340,-999.0000,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,-999.0000
  74DI19900515,    27,  1,      3,2,19900527, 48.4481, -17.4710, 4576,     19.5,  14.0970,  35.6340,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  14.0942
  74DI19900515,    27,  1,      4,2,19900527, 48.4481, -17.4710, 4576,     29.5,  12.7940,  35.6620,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  12.7900
  74DI19900515,    27,  1,      5,2,19900527, 48.4481, -17.4710, 4576,     39.1,  11.9520,  35.6350,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.9469
  74DI19900515,    27,  1,      6,2,19900527, 48.4481, -17.4710, 4576,     49.6,  11.8940,  35.6360,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.8876
  74DI19900515,    27,  1,      7,2,19900527, 48.4481, -17.4710, 4576,     73.0,  11.6820,  35.6210,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.6726
  74DI19900515,    27,  1,      8,2,19900527, 48.4481, -17.4710, 4576,    101.4,  11.5400,  35.6010,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.5271
  74DI19900515,    27,  1,      9,2,19900527, 48.4481, -17.4710, 4576,    149.5,  11.3680,  35.5810,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  11.3491
  74DI19900515,    27,  1,     10,2,19900527, 48.4481, -17.4710, 4576,    299.9,  10.9510,  35.5120,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.9137
  74DI19900515,    28,  1,      1,2,19900527, 48.4445, -17.4500, 4576,      1.5,  14.3670,  35.6510,2,     1.70,2,     0.04,2,     0.02,2,     0.00,2,   2049.4,2,    239.8,2,  14.3668
  74DI19900515,    28,  1,      2,2,19900527, 48.4445, -17.4500, 4576,      8.9,  14.2340,  35.6390,2,     1.70,2,     0.15,2,     0.04,2,     0.00,2,   2052.2,2,    243.5,2,  14.2327
  74DI19900515,    28,  1,      3,2,19900527, 48.4445, -17.4500, 4576,     19.3,  13.7970,  35.6400,2,     1.75,2,     1.18,2,     0.08,2,     0.07,2,   2065.7,2,    258.9,2,  13.7942
  74DI19900515,    28,  1,      4,2,19900527, 48.4445, -17.4500, 4576,     29.4,-999.0000,  35.6500,2,     2.33,2,     4.78,2,     0.23,2,     0.34,2,   2101.3,2,    312.0,2,-999.0000
  74DI19900515,    28,  1,      5,2,19900527, 48.4445, -17.4500, 4576,     40.0,  12.0140,  35.6470,2,     3.01,2,     5.88,2,     0.34,2,     0.41,2,   2110.0,2,    330.0,2,  12.0088
  74DI19900515,    28,  1,      6,2,19900527, 48.4445, -17.4500, 4576,     49.4,  11.9470,  35.6400,2,     3.50,2,     6.75,2,     0.41,2,     0.46,2,   2118.9,2,    342.4,2,  11.9406
  74DI19900515,    28,  1,      7,2,19900527, 48.4445, -17.4500, 4576,     73.8,  11.7280,  35.6260,2,     3.60,2,     8.02,2,     0.49,2,     0.50,2,   2117.4,2,    349.8,2,  11.7185
  74DI19900515,    28,  1,      8,2,19900527, 48.4445, -17.4500, 4576,     99.3,  11.4980,  35.5990,2,     3.94,2,     9.40,2,     0.18,2,     0.54,2,   2119.8,2,    358.4,2,  11.4854
  74DI19900515,    28,  1,      9,2,19900527, 48.4445, -17.4500, 4576,    124.5,  11.3670,  35.5820,2,     4.28,2,    10.04,2,     0.08,2,     0.58,2,   -999.0,9,    360.2,2,  11.3513
  74DI19900515,    28,  1,     10,2,19900527, 48.4445, -17.4500, 4576,    149.9,  11.3990,  35.5940,2,     4.23,2,     9.93,2,     0.05,2,     0.58,2,   2117.2,2,    359.7,2,  11.3800
  74DI19900515,    28,  1,     11,2,19900527, 48.4445, -17.4500, 4576,    199.9,  11.2950,  35.5760,2,     4.19,2,     9.67,2,     0.05,2,     0.56,2,   -999.0,9,    359.8,2,  11.2698
  74DI19900515,    28,  1,     12,2,19900527, 48.4445, -17.4500, 4576,    298.5,  10.9360,  35.5120,2,     4.72,2,    10.74,2,     0.05,2,     0.64,2,   2127.2,2,    377.8,2,  10.8989
  74DI19900515,    29,  1,      1,2,19900527, 48.4693, -17.4590, 4576,    301.1,  10.9410,  35.5150,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.9036
  74DI19900515,    30,  1,      1,2,19900528, 48.4324, -17.4740, 4576,    596.8,  10.1810,  35.4170,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,  10.1092
  74DI19900515,    30,  1,      2,2,19900528, 48.4324, -17.4740, 4576,    996.0,   7.5590,  35.3100,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   7.4558
  74DI19900515,    30,  1,      3,2,19900528, 48.4324, -17.4740, 4576,   2744.1,   3.1040,  34.9590,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.8775
  74DI19900515,    30,  1,      4,2,19900528, 48.4324, -17.4740, 4576,   4343.3,   2.5370,  34.9050,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,   -999.0,9,   -999.0,9,   2.1473
  74DI19900515,    31,  1,      1,2,19900529, 48.4291, -17.4590, 4576,      2.3,  14.8810,  35.6420,2,     1.54,2,     0.82,2,     0.03,2,     0.00,2,   -999.0,9,   -999.0,9,  14.8807
  74DI19900515,    31,  1,      2,2,19900529, 48.4291, -17.4590, 4576,      3.9,  14.8800,  35.6440,2,     1.55,2,     0.68,2,     0.03,2,     0.00,2,   -999.0,9,   -999.0,9,  14.8794
  74DI19900515,    31,  1,      3,2,19900529, 48.4291, -17.4590, 4576,      8.7,  14.8900,  35.6470,2,     1.58,2,     0.83,2,     0.03,2,     0.00,2,   -999.0,9,   -999.0,9,  14.8887
  74DI19900515,    31,  1,      4,2,19900529, 48.4291, -17.4590, 4576,     13.3,  14.6830,  35.6550,2,     1.54,2,     0.83,2,     0.03,2,     0.00,2,   -999.0,9,   -999.0,9,  14.6810
  74DI19900515,    31,  1,      5,2,19900529, 48.4291, -17.4590, 4576,     23.5,  13.3640,  35.6160,2,     1.65,2,     0.98,2,     0.07,2,     0.01,2,   -999.0,9,   -999.0,9,  13.3607
  74DI19900515,    31,  1,      6,2,19900529, 48.4291, -17.4590, 4576,     33.8,  12.0400,  35.6520,2,     3.09,2,     5.98,2,     0.49,2,     0.35,2,   -999.0,9,   -999.0,9,  12.0356
  74DI19900515,    32,  1,      1,2,19900529, 48.4125, -17.4520, 4576,      1.6,  14.9980,  35.6440,2,     2.04,2,     0.00,2,     0.01,2,     0.00,2,   2037.1,2,    230.2,2,  14.9978
  74DI19900515,    32,  1,      2,2,19900529, 48.4125, -17.4520, 4576,      9.0,  14.9980,  35.6420,2,     1.99,2,     0.01,2,     0.02,2,     0.00,2,   2050.6,2,    241.8,2,  14.9966
  74DI19900515,    32,  1,      3,2,19900529, 48.4125, -17.4520, 4576,     20.0,  14.3320,  35.6450,2,     1.94,2,     0.09,2,     0.03,2,     0.02,2,   2055.7,2,    248.2,2,  14.3291
  74DI19900515,    32,  1,      4,2,19900529, 48.4125, -17.4520, 4576,     28.6,  12.8930,  35.6500,2,     2.48,2,     3.27,2,     0.20,2,     0.19,2,   2085.8,2,    290.3,2,  12.8891
  74DI19900515,    32,  1,      5,2,19900529, 48.4125, -17.4520, 4576,     38.7,  11.9940,  35.6540,2,     3.70,2,     7.49,2,     0.74,2,     0.39,2,   -999.0,9,    345.6,2,  11.9890
  74DI19900515,    32,  1,      6,2,19900529, 48.4125, -17.4520, 4576,     49.1,  11.8630,  35.6540,2,     3.99,2,     8.74,2,     0.06,2,     0.42,2,   2119.8,2,    350.9,2,  11.8566
  74DI19900515,    32,  1,      7,2,19900529, 48.4125, -17.4520, 4576,     74.5,  11.5500,  35.6100,2,     4.38,2,     9.60,2,     0.04,2,     0.48,2,   2123.6,2,    358.7,2,  11.5405
  74DI19900515,    32,  1,      8,2,19900529, 48.4125, -17.4520, 4576,     99.5,  11.3960,  35.5850,2,     4.58,2,     9.98,2,     0.03,2,     0.51,2,   2125.6,2,    363.7,2,  11.3834
  74DI19900515,    32,  1,      9,2,19900529, 48.4125, -17.4520, 4576,    124.4,  11.2850,  35.5720,2,     4.58,2,    10.20,2,     0.03,2,     0.52,2,   -999.0,9,    365.5,2,  11.2694
  74DI19900515,    32,  1,     10,2,19900529, 48.4125, -17.4520, 4576,    149.5,  11.2130,  35.5660,2,     4.62,2,    10.20,2,     0.03,2,     0.52,2,   2126.4,2,    363.0,2,  11.1943
