EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,PH_SWS,PH_TEMP,PH_SWS_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,PPM,,,DEGC,,DEGC
  33LK19960415,  AR04,    30,  2,     14,2,19960424,  7.5005, -38.6713, -999,   1700.0,   3.9743,  34.9877,2,  34.9894,2,    248.1,2,    248.0,2,    17.55,3,    19.51,2,     0.00,2,     1.25,2,    0.112,2,    0.050,2,   2148.9,2,     -9.0,9,   7.7579,    25.00,2,   3.8358
  33LK19960415,  AR04,    30,  2,     13,2,19960424,  7.5005, -38.6713, -999,   1789.1,   3.8048,  34.9809,2,  34.9753,2,    250.0,2,    249.0,2,    18.98,3,    19.58,2,     0.00,2,     1.25,2,    0.061,2,    0.031,2,   2129.0,3,     -9.0,9,   7.7586,    25.00,2,   3.6602
  33LK19960415,  AR04,    30,  2,     12,2,19960424,  7.5005, -38.6713, -999,   1894.7,   3.6186,  34.9720,2,  34.9761,2,    250.9,2,    250.5,2,    20.25,3,    19.62,2,     0.00,2,     1.27,2,    0.037,2,    0.031,2,   2155.7,2,     -9.0,9,   7.7597,    25.00,2,   3.4667
  33LK19960415,  AR04,    30,  2,     11,2,19960424,  7.5005, -38.6713, -999,   1996.0,   3.4375,  34.9673,2,  34.9684,2,    253.3,2,    253.1,2,    21.95,3,    19.61,2,     0.00,2,     1.24,2,    0.021,2,    0.018,2,   2158.1,2,     -9.0,9,   7.7607,    25.00,2,   3.2787
  33LK19960415,  AR04,    30,  2,     10,2,19960424,  7.5005, -38.6713, -999,   2289.6,   3.1461,  34.9507,2,  34.9523,2,    253.0,2,    252.6,2,    26.52,3,    20.00,2,     0.00,2,     1.28,2,    0.002,2,    0.006,2,   2143.1,3,     -9.0,9,   7.7671,    25.00,2,   2.9640
  33LK19960415,  AR04,    30,  2,      8,2,19960424,  7.5005, -38.6713, -999,   2691.6,   2.8645,  34.9369,2,  34.9348,2,    255.0,2,    255.7,2,    30.67,3,    20.00,2,     0.00,2,     1.29,2,   -9.000,9,   -9.000,9,   2144.3,3,     -9.0,9,   7.7683,    25.00,2,   2.6481
  33LK19960415,  AR04,    30,  2,      9,2,19960424,  7.5005, -38.6713, -999,   2692.1,   2.8644,  34.9368,2,  34.9348,2,    255.0,2,    255.7,2,    30.61,3,    19.94,2,     0.00,2,     1.26,2,    0.010,2,    0.009,2,   2183.0,3,     -9.0,9,   7.7683,    25.00,2,   2.6480
  33LK19960415,  AR04,    30,  2,      7,2,19960424,  7.5005, -38.6713, -999,   2994.8,   2.6714,  34.9230,2,  34.9350,2,    253.9,2,    256.1,2,    34.24,3,    20.21,2,     0.00,2,     1.30,2,    0.018,2,    0.013,2,   2140.8,3,     -9.0,9,   7.7673,    25.00,2,   2.4282
  33LK19960415,  AR04,    30,  2,      6,2,19960424,  7.5005, -38.6713, -999,   3294.7,   2.4909,  34.9087,2,  34.9063,2,    254.4,2,    255.4,2,    39.30,3,    20.65,2,     0.00,2,     1.34,2,    0.022,2,    0.012,2,   2153.9,3,     -9.0,9,   7.7663,    25.00,2,   2.2207
  33LK19960415,  AR04,    30,  2,      5,2,19960424,  7.5005, -38.6713, -999,   3693.1,   2.2245,  34.8875,2,  34.8867,2,    256.1,2,    257.6,2,    44.16,3,    20.85,2,     0.00,2,     1.36,2,    0.062,2,    0.025,2,   2142.7,3,     -9.0,9,   7.7493,    25.00,2,   1.9181
  33LK19960415,  AR04,    30,  2,      4,2,19960424,  7.5005, -38.6713, -999,   3998.2,   2.0103,  34.8599,2,  34.8603,2,    250.6,2,    251.5,2,    56.31,3,    22.54,2,     0.00,2,     1.48,2,    0.018,2,    0.013,2,   2167.1,3,     -9.0,9,   7.7390,    25.00,2,   1.6761
  33LK19960415,  AR04,    30,  2,      3,2,19960424,  7.5005, -38.6713, -999,   4195.6,   1.9346,  34.8511,2,  34.8520,2,    248.8,2,    250.1,2,    60.05,3,    23.04,2,     0.00,2,     1.53,2,    0.020,2,    0.012,2,   2173.1,3,     -9.0,9,   7.7359,    25.00,2,   1.5803
  33LK19960415,  AR04,    30,  2,      2,2,19960424,  7.5005, -38.6713, -999,   4395.8,   1.7555,  34.8292,2,  34.8309,2,    244.2,2,    237.2,2,    66.77,3,    24.36,2,     0.00,2,     1.61,2,    0.017,2,    0.003,2,   2179.1,3,     -9.0,9,   7.7224,    25.00,2,   1.3836
  33LK19960415,  AR04,    30,  2,      1,2,19960424,  7.5005, -38.6713, -999,   4612.5,   1.6681,  34.8178,2,  34.8164,2,    240.9,2,    242.7,2,    73.23,3,    25.32,2,     0.00,2,     1.69,2,    0.020,2,    0.012,2,   2171.5,3,     -9.0,9,   7.7200,    25.00,2,   1.2737
  33LK19960415,  AR04,    31,  1,     22,2,19960424,  7.4993, -37.9998,   25,      2.4,  26.6144,  36.1532,2,  36.1588,2,    201.5,2,    202.6,2,     0.93,2,     0.00,2,     0.01,2,     0.00,3,    1.631,2,    0.877,2,     -9.0,4,    342.2,2,   8.0943,    25.00,2,  26.6139
  33LK19960415,  AR04,    31,  1,     21,2,19960424,  7.4993, -37.9998,   25,     72.1,  26.5300,  36.1592,2,  36.1526,2,    203.6,2,    202.4,2,     0.88,2,     0.00,2,     0.01,2,     0.00,3,    1.589,2,    0.843,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,  26.5136
  33LK19960415,  AR04,    31,  1,     20,2,19960424,  7.4993, -37.9998,   25,    190.8,  11.2405,  35.1033,2,  35.2019,2,    117.6,2,    115.1,2,    10.38,2,    23.68,2,     0.02,2,     1.22,3,   -9.000,9,   -9.000,9,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,  11.2166
  33LK19960415,  AR04,    31,  1,     19,2,19960424,  7.4993, -37.9998,   25,    279.0,   9.7484,  34.9185,2,  34.9259,2,    109.5,2,    113.3,2,    13.79,2,    27.84,2,     0.02,2,     1.59,3,    0.644,2,    0.055,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   9.7164
  33LK19960415,  AR04,    31,  1,     18,2,19960424,  7.4993, -37.9998,   25,    479.8,   8.3845,  34.8099,2,  34.8056,2,     93.3,2,     92.6,2,    18.56,2,    33.42,2,     0.01,2,     1.92,3,    0.214,2,    0.066,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   8.3338
  33LK19960415,  AR04,    31,  1,     17,2,19960424,  7.4993, -37.9998,   25,    796.6,   5.8377,  34.6748,2,  34.6734,2,    116.7,2,    116.1,2,    27.71,2,    35.12,2,     0.01,2,     2.15,3,    0.018,2,    0.004,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   5.7672
  33LK19960415,  AR04,    31,  1,     16,2,19960424,  7.4993, -37.9998,   25,    996.5,   5.0010,  34.7236,2,  34.7346,2,    148.8,2,    147.9,2,    28.90,2,    31.99,2,     0.01,2,     1.98,3,    0.000,2,    0.001,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   4.9176
  33LK19960415,  AR04,    31,  1,     15,2,19960424,  7.4993, -37.9998,   25,   1196.3,   4.8473,  34.8811,2,  34.8843,2,    183.2,2,    182.4,2,    23.95,2,    26.76,2,     0.01,2,     1.64,3,    0.043,2,    0.018,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   4.7466
  33LK19960415,  AR04,    31,  1,     14,2,19960424,  7.4993, -37.9998,   25,   1494.4,   4.3533,  34.9903,2,  34.9948,2,    237.5,2,    240.4,2,    16.72,2,    19.93,2,     0.01,2,     1.15,3,    0.173,2,    0.062,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   4.2296
  33LK19960415,  AR04,    31,  1,     13,2,19960424,  7.4993, -37.9998,   25,   1594.7,   4.1568,  34.9907,2,  34.9887,2,    245.0,2,    247.9,2,    17.05,2,    19.38,2,     0.01,2,     1.11,3,    0.123,2,    0.054,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   4.0260
  33LK19960415,  AR04,    31,  1,     12,2,19960424,  7.4993, -37.9998,   25,   1693.3,   3.9683,  34.9860,2,  34.9841,2,    249.4,2,    249.4,2,    17.83,2,    19.37,2,     0.01,2,     1.09,3,    0.087,2,    0.048,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   3.8306
  33LK19960415,  AR04,    31,  1,     11,2,19960424,  7.4993, -37.9998,   25,   1795.2,   3.8140,  34.9778,2,  34.9749,2,    250.2,2,    250.2,2,    19.69,2,    19.54,2,     0.01,2,     1.09,3,    0.039,2,    0.025,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   3.6687
  33LK19960415,  AR04,    31,  1,      9,2,19960424,  7.4993, -37.9998,   25,   1994.4,   3.4997,  34.9683,2,  34.9643,2,    253.2,2,    251.6,2,    22.29,2,    19.60,2,     0.01,2,     1.10,3,   -9.000,9,   -9.000,9,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   3.3401
  33LK19960415,  AR04,    31,  1,     10,2,19960424,  7.4993, -37.9998,   25,   1996.7,   3.5002,  34.9664,2,  34.9643,2,    253.3,2,    251.8,2,    22.30,2,    19.64,2,     0.01,2,     1.09,3,    0.011,2,    0.013,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   3.3404
  33LK19960415,  AR04,    31,  1,      8,2,19960424,  7.4993, -37.9998,   25,   2396.1,   3.0761,  34.9475,2,  34.9480,2,    256.6,4,    255.2,2,    25.95,2,    19.53,2,     0.01,2,     1.10,3,    0.019,2,    0.014,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   2.8849
  33LK19960415,  AR04,    31,  1,      7,2,19960424,  7.4993, -37.9998,   25,   2695.7,   2.9012,  34.9390,2,  34.9366,2,    256.6,2,    256.3,2,    28.73,2,    19.69,2,     0.01,2,     1.10,3,    0.018,2,    0.017,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   2.6837
  33LK19960415,  AR04,    31,  1,      6,2,19960424,  7.4993, -37.9998,   25,   2995.1,   2.7029,  34.9245,2,  34.9264,2,    256.5,2,    255.7,2,    31.66,2,    19.86,2,     0.01,2,     1.12,3,    0.035,2,    0.025,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   2.4591
  33LK19960415,  AR04,    31,  1,      5,2,19960424,  7.4993, -37.9998,   25,   3395.2,   2.4763,  34.9072,2,  34.9084,2,    256.9,2,    257.0,2,    36.28,2,    20.12,2,     0.00,2,     1.15,3,    0.036,2,    0.023,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   2.1957
  33LK19960415,  AR04,    31,  1,      4,2,19960424,  7.4993, -37.9998,   25,   3795.0,   2.1998,  34.8854,2,  34.8852,2,    257.7,2,    258.2,2,    41.67,2,    20.44,2,     0.00,2,     1.17,3,    0.054,2,    0.031,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   1.8829
  33LK19960415,  AR04,    31,  1,      3,2,19960424,  7.4993, -37.9998,   25,   3996.4,   1.9901,  34.8593,2,  34.8569,2,    252.0,2,    251.2,2,    54.25,2,    22.27,2,     0.00,2,     1.31,3,    0.036,2,    0.018,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   1.6567
  33LK19960415,  AR04,    31,  1,      2,2,19960424,  7.4993, -37.9998,   25,   4197.8,   1.9029,  34.8479,2,  34.8424,2,    249.5,2,    248.3,2,    60.42,2,    23.16,2,     0.00,2,     1.36,3,    0.033,2,    0.024,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   1.5493
  33LK19960415,  AR04,    31,  1,      1,2,19960424,  7.4993, -37.9998,   25,   4427.1,   1.7541,  34.8288,2,  34.8287,2,    242.4,2,    245.1,2,    67.49,2,    24.01,2,     0.00,2,     1.45,3,    0.035,2,    0.019,2,     -9.0,9,     -9.0,9,-999.0000,  -999.00,9,   1.3787
  33LK19960415,  AR04,    32,  1,      1,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7664,2,    149.6,2,    150.5,2,    27.28,2,    31.10,2,     0.00,2,     2.10,2,   -0.002,2,    0.028,2,   2197.7,2,     -9.0,9,   7.6086,    25.00,2,   4.9051
  33LK19960415,  AR04,    32,  1,      2,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7682,2,    149.6,2,    150.9,2,    27.35,2,    31.08,2,     0.00,2,     2.10,2,   -0.002,2,    0.029,2,   2224.9,3,     -9.0,9,   7.6178,    25.00,2,   4.9051
  33LK19960415,  AR04,    32,  1,      3,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7704,2,    149.6,2,    151.3,2,    27.27,2,    31.04,2,     0.00,2,     2.10,2,   -0.002,2,    0.026,2,   2199.1,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,      4,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7698,2,    149.6,2,    151.2,2,    27.20,2,    31.11,2,     0.00,2,     2.11,2,   -0.009,2,    0.025,2,   2209.7,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,      5,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7710,2,    149.6,2,    151.5,2,    27.21,2,    31.04,2,     0.00,2,     2.10,2,    0.013,2,    0.026,2,   2204.0,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,      6,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7732,2,    149.6,2,    151.7,2,    27.17,2,    31.02,2,     0.00,2,     2.08,2,   -0.003,2,    0.027,2,   2210.1,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,      7,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7741,2,    149.6,2,    152.4,2,    27.14,2,    31.01,2,     0.00,2,     2.07,2,   -0.002,2,    0.022,2,   2212.3,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,      8,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7750,2,    149.6,2,    152.5,2,    27.11,2,    31.01,2,     0.00,2,     2.07,2,    0.031,2,    0.025,2,   2206.6,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,      9,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7756,2,    149.6,2,    152.7,2,    27.16,2,    31.01,2,     0.00,2,     2.07,2,   -0.002,2,    0.016,2,   2205.6,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     10,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7754,2,    149.6,2,    152.7,2,    27.21,2,    31.03,2,     0.00,2,     2.08,2,   -0.007,2,    0.022,2,   2201.5,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     11,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7762,2,    149.6,2,    152.6,2,    27.19,2,    31.02,2,     0.00,2,     2.10,2,    0.001,2,    0.017,2,     -9.0,4,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     12,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7759,2,    149.6,2,    152.7,2,    27.28,2,    31.05,2,     0.00,2,     2.10,2,   -0.010,2,    0.016,2,   2193.8,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     13,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7756,2,    149.6,2,    152.7,2,    27.33,2,    31.06,2,     0.00,2,     2.09,2,   -0.001,2,    0.011,2,   2188.5,3,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     14,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7747,2,    149.6,2,    152.6,2,    27.40,2,    31.12,2,     0.00,2,     2.08,2,   -0.002,2,    0.008,2,   2197.3,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     15,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7758,2,    149.6,2,    152.5,2,    27.37,2,    31.11,2,     0.00,2,     2.09,2,   -0.003,2,    0.011,2,   2191.6,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     16,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7750,2,    149.6,2,    152.7,2,    27.43,2,    31.16,2,     0.00,2,     2.10,2,   -0.008,2,    0.014,2,   2211.0,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     17,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7743,2,    149.6,2,    152.6,2,    27.44,2,    31.15,2,     0.00,2,     2.09,2,   -0.011,2,    0.017,2,   2208.6,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     18,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7737,2,    149.6,2,    152.3,2,    27.44,2,    31.20,2,     0.00,2,     2.09,2,   -0.009,2,    0.017,2,   2196.5,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     19,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7743,2,    149.6,2,    151.7,2,    27.56,2,    31.19,2,     0.00,2,     2.08,2,    0.005,2,    0.018,2,   2207.8,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     20,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7719,2,    149.6,2,    151.6,2,    27.44,2,    31.24,2,     0.00,2,     2.10,2,   -0.007,2,    0.018,2,   2200.1,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     21,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7717,2,    149.6,2,    151.5,2,    27.44,2,    31.26,2,     0.00,2,     2.08,2,   -0.001,2,    0.011,2,   2192.6,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    32,  1,     22,2,19960424,  7.4987, -37.6750, -999,   1002.0,   4.9889,  34.7572,2,  34.7712,2,    149.6,2,    151.5,2,    27.55,2,    31.24,2,     0.00,2,     2.07,2,    0.002,2,    0.012,2,   2188.8,2,     -9.0,9,   7.6178,    25.00,2,   4.9050
  33LK19960415,  AR04,    33,  1,      6,2,19960424,  7.5008, -37.3362, -999,      5.3,  26.7162,  36.1683,2,  36.1676,2,    203.0,3,    203.0,2,     1.02,2,     0.00,3,     0.00,2,     0.01,2,    1.746,2,    0.889,5,   2010.9,2,    345.6,2,   8.0960,    25.00,2,  26.7150
  33LK19960415,  AR04,    33,  1,      5,2,19960424,  7.5008, -37.3362, -999,     51.3,  26.0362,  36.2191,2,  36.2001,0,    207.0,3,    207.2,2,     1.02,2,     0.00,3,     0.00,2,     0.01,2,    1.689,2,    0.860,5,   2005.1,2,     -9.0,9,   8.0974,    25.00,2,  26.0247
  33LK19960415,  AR04,    33,  1,      4,2,19960424,  7.5008, -37.3362, -999,    151.5,  12.3502,  35.2843,2,  35.4002,2,    120.9,2,    119.7,2,     8.84,2,    17.62,3,     0.02,2,     1.37,2,    1.140,2,    0.490,5,   2174.7,2,     -9.0,9,   7.7500,    25.00,2,  12.3300
  33LK19960415,  AR04,    33,  1,      3,2,19960424,  7.5008, -37.3362, -999,    250.2,   9.8845,  34.9399,2,  34.9462,2,    124.0,2,    125.2,2,    13.01,2,    21.92,3,     0.00,2,     1.72,2,    0.807,2,    0.330,5,   2187.4,2,     -9.0,9,   7.6796,    25.00,2,   9.8556
  33LK19960415,  AR04,    33,  1,      2,2,19960424,  7.5008, -37.3362, -999,    401.4,   8.4361,  34.7818,2,  34.7811,2,    120.0,2,    110.8,2,    17.19,2,    26.50,3,     0.00,2,     2.02,2,    0.387,2,    0.093,5,   2219.3,2,     -9.0,9,   7.6174,    25.00,2,   8.3938
  33LK19960415,  AR04,    33,  1,      1,2,19960424,  7.5008, -37.3362, -999,    503.9,   7.5825,  34.7099,2,  34.7068,2,    120.6,2,    115.4,2,    19.77,2,    27.78,3,     0.00,2,     2.15,2,    0.265,2,    0.053,5,   2212.8,2,     -9.0,9,   7.6090,    25.00,2,   7.5323
  33LK19960415,  AR04,    33,  2,     22,2,19960424,  7.5008, -37.3362, -999,    595.8,   6.8858,  34.6641,2,  34.6639,2,    115.7,2,    115.3,2,    22.74,2,    29.37,3,     0.00,2,     2.27,2,    0.128,2,    0.017,2,   2214.3,2,     -9.0,9,   7.5750,    25.00,2,   6.8292
  33LK19960415,  AR04,    33,  2,     21,2,19960424,  7.5008, -37.3362, -999,    795.7,   5.7885,  34.6388,2,  34.6352,2,    122.1,2,    123.6,2,    28.36,2,    29.91,3,     0.00,2,     2.37,2,    0.006,2,   -0.002,2,   2220.8,2,     -9.0,9,   7.5669,    25.00,2,   5.7184
  33LK19960415,  AR04,    33,  2,     20,2,19960424,  7.5008, -37.3362, -999,    896.3,   5.2168,  34.6555,2,  34.6624,2,    135.8,2,    137.1,2,    30.04,2,    40.56,3,     0.00,2,     2.32,2,   -0.005,2,   -0.002,2,   2222.6,2,     -9.0,9,   7.5807,    25.00,2,   5.1411
  33LK19960415,  AR04,    33,  2,     19,2,19960424,  7.5008, -37.3362, -999,    995.1,   4.9718,  34.7251,2,  34.7208,2,    149.3,2,    148.1,2,    29.40,2,    38.05,3,     0.00,2,     2.19,2,   -0.002,2,    0.000,2,   2208.8,2,     -9.0,9,   7.6082,    25.00,2,   4.8888
  33LK19960415,  AR04,    33,  2,     18,2,19960424,  7.5008, -37.3362, -999,   1196.5,   4.7465,  34.8694,2,  34.8697,2,    182.0,2,    180.8,2,    24.96,2,    32.36,3,     0.00,2,     1.86,2,    0.016,2,   -0.001,2,   2188.5,2,     -9.0,9,   7.6673,    25.00,2,   4.6467
  33LK19960415,  AR04,    33,  2,     17,2,19960424,  7.5008, -37.3362, -999,   1395.4,   4.5418,  34.9432,2,  34.9424,2,    209.8,2,    209.2,2,    21.15,2,    28.42,3,     0.00,2,     1.62,2,    0.035,2,    0.010,2,   2179.2,2,     -9.0,9,   7.7085,    25.00,2,   4.4254
  33LK19960415,  AR04,    33,  2,     16,2,19960424,  7.5008, -37.3362, -999,   1495.3,   4.4071,  34.9661,2,  34.9672,2,    221.6,2,    222.3,2,    19.44,2,    26.79,3,     0.00,2,     1.50,2,    0.056,2,    0.018,2,   2161.0,2,     -9.0,9,   7.7195,    25.00,2,   4.2827
  33LK19960415,  AR04,    33,  2,     15,2,19960424,  7.5008, -37.3362, -999,   1595.0,   4.2544,  34.9893,2,  34.9897,2,    238.9,2,    237.4,2,    17.33,2,    24.68,3,     0.00,2,     1.34,2,    0.133,2,    0.051,2,   2137.0,3,     -9.0,9,   7.7395,    25.00,2,   4.1224
  33LK19960415,  AR04,    33,  2,     14,2,19960424,  7.5008, -37.3362, -999,   1690.0,   4.0831,  34.9880,2,  34.9896,2,    245.7,4,    245.7,2,    17.14,2,    23.89,3,     0.00,2,     1.31,2,    0.120,2,    0.049,2,   2143.0,3,     -9.0,9,   7.7498,    25.00,2,   3.9442
  33LK19960415,  AR04,    33,  2,     13,2,19960424,  7.5008, -37.3362, -999,   1795.1,   3.9021,  34.9817,2,  34.9843,2,    247.6,2,    247.6,2,    18.08,2,    23.71,3,     0.00,2,     1.31,2,    0.070,2,    0.025,2,   2139.7,3,     -9.0,9,   7.7509,    25.00,2,   3.7556
  33LK19960415,  AR04,    33,  2,     12,2,19960424,  7.5008, -37.3362, -999,   1995.6,   3.5674,  34.9712,2,  34.9721,2,    251.2,4,    250.8,2,    20.65,2,    23.41,3,     0.00,2,     1.33,2,    0.023,2,    0.009,2,   2136.1,3,     -9.0,9,   7.7533,    25.00,2,   3.4067
  33LK19960415,  AR04,    33,  2,     10,2,19960424,  7.5008, -37.3362, -999,   2196.8,   3.2691,  34.9566,2,  34.9567,2,    252.5,2,    252.5,2,    24.15,2,    23.20,3,     0.00,2,     1.33,2,    0.002,2,    0.006,2,   2131.4,3,     -9.0,9,   7.7562,    25.00,2,   3.0938
  33LK19960415,  AR04,    33,  2,     11,2,19960424,  7.5008, -37.3362, -999,   2198.0,   3.2689,  34.9565,2,  34.9567,2,    252.5,2,    252.7,2,    24.19,2,    23.47,3,     0.00,2,     1.33,2,   -9.000,9,   -9.000,9,   2123.0,3,     -9.0,9,   7.7562,    25.00,2,   3.0935
  33LK19960415,  AR04,    33,  2,      9,2,19960424,  7.5008, -37.3362, -999,   2397.0,   3.0441,  34.9448,2,  34.9450,2,    252.7,2,    253.6,2,    27.20,2,    23.04,3,     0.00,2,     1.32,2,    0.000,2,    0.000,2,   2122.2,3,     -9.0,9,   7.7602,    25.00,2,   2.8534
  33LK19960415,  AR04,    33,  2,      8,2,19960424,  7.5008, -37.3362, -999,   2696.7,   2.8381,  34.9321,2,  34.9330,2,    253.9,2,    254.7,2,    30.14,2,    22.87,3,     0.00,2,     1.32,2,    0.018,2,    0.007,2,   2167.2,2,     -9.0,9,   7.7588,    25.00,2,   2.6217
  33LK19960415,  AR04,    33,  2,      7,2,19960424,  7.5008, -37.3362, -999,   2996.1,   2.6581,  34.9235,2,  34.9218,2,    255.0,2,    255.6,2,    33.19,2,    22.87,3,     0.00,2,     1.37,2,    0.006,2,    0.002,2,   2139.3,3,     -9.0,9,   7.7578,    25.00,2,   2.4152
  33LK19960415,  AR04,    33,  2,      6,2,19960424,  7.5008, -37.3362, -999,   3295.6,   2.5333,  34.9136,2,  34.9133,2,    256.2,4,    256.4,2,    35.37,2,    22.58,3,     0.00,2,     1.37,2,    0.024,2,    0.006,2,   2138.3,3,     -9.0,9,   7.7577,    25.00,2,   2.2619
  33LK19960415,  AR04,    33,  2,      5,2,19960424,  7.5008, -37.3362, -999,   3594.5,   2.3816,  34.9013,2,  34.9012,2,    257.1,2,    257.4,2,    37.80,2,    22.53,3,     0.00,2,     1.38,2,    0.046,2,    0.015,2,   2169.1,2,     -9.0,9,   7.7571,    25.00,2,   2.0819
  33LK19960415,  AR04,    33,  2,      4,2,19960424,  7.5008, -37.3362, -999,   3796.5,   2.2109,  34.8850,2,  34.8844,2,    255.9,2,    256.3,2,    43.27,2,    22.75,3,     0.00,2,     1.41,2,    0.038,2,    0.015,2,   2167.2,2,     -9.0,9,   7.7528,    25.00,2,   1.8935
