EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-12,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2_TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,DON,DON_FLAG_W,DELC14,DELC13,DELC13_FLAG_W,THETA
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,PMOL/KG,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,,,,DEG C,UMOL/KG,,UMOL/KG,,/MILLE,/MILLE,,DEG C
  31DS19960105,P14S15,   104,  1,      1,2,19960216,   0,-36.0030,-170.0040, 5050,   5154.6,   1.0343,  34.7068,2,    206.9,2,   121.81,6,    32.35,6,     0.00,6,     2.21,2,    0.030,    0.017, -999.000,9, -999.000,9,   2261.2,2,   2371.9,2,   1099.5,2,20,   7.6124,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.5971
  31DS19960105,P14S15,   105,  2,     36,2,19960216,   0,-35.6720,-170.0150, 4290,      4.0,  20.7903,  35.5055,2,    224.5,2,     1.41,2,     0.04,2,     0.01,2,     0.09,2, -999.000, -999.000, -999.000,9, -999.000,9,   2033.2,2,   2329.3,0,    342.4,6,20,   8.0213,2,    25.00,     74.1,2,   -999.0,9,     78.7,  -999.00,9,  20.7895
  31DS19960105,P14S15,   105,  2,     35,2,19960216,   0,-35.6720,-170.0150, 4290,     15.9,  20.7875,  35.5058,2,    224.1,2,     1.44,2,     0.05,2,     0.00,2,     0.10,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   8.0221,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  20.7845
  31DS19960105,P14S15,   105,  2,     34,2,19960216,   0,-35.6720,-170.0150, 4290,     30.7,  19.9178,  35.4971,2,    234.4,2,     1.43,2,     0.04,2,     0.01,2,     0.10,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   8.0244,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  19.9121
  31DS19960105,P14S15,   105,  2,     33,2,19960216,   0,-35.6720,-170.0150, 4290,     56.4,  15.9161,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,-999.0000,9,  -999.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,-999.0000
  31DS19960105,P14S15,   105,  2,     32,2,19960216,   0,-35.6720,-170.0150, 4290,     77.7,  14.4347,  35.2956,2,    244.7,6,     2.07,2,     1.09,2,     0.08,2,     0.27,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.9490,3,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  14.4232
  31DS19960105,P14S15,   105,  2,     31,2,19960216,   0,-35.6720,-170.0150, 4290,    105.3,  13.9317,  35.2886,2,    223.7,2,     2.64,2,     6.06,2,     0.03,2,     0.50,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.9082,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  13.9165
  31DS19960105,P14S15,   105,  2,     30,2,19960216,   0,-35.6720,-170.0150, 4290,    132.7,  13.6084,  35.2534,2,    221.7,2,     2.89,2,     6.97,2,     0.01,2,     0.55,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.8991,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  13.5896
  31DS19960105,P14S15,   105,  2,     29,2,19960216,   0,-35.6720,-170.0150, 4290,    160.0,  13.1788,  35.1917,2,    215.7,2,     3.34,2,     8.52,2,     0.02,2,     0.64,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.8798,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  13.1566
  31DS19960105,P14S15,   105,  2,     28,2,19960216,   0,-35.6720,-170.0150, 4290,    184.0,  12.6732,  35.1206,2,    214.4,2,     3.64,2,     9.60,2,     0.01,2,     0.71,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.8641,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  12.6483
  31DS19960105,P14S15,   105,  2,     27,2,19960216,   0,-35.6720,-170.0150, 4290,    214.5,  12.0869,  35.0412,2,    212.8,2,     4.03,2,    11.07,2,     0.01,2,     0.80,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.8419,3,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  12.0587
  31DS19960105,P14S15,   105,  2,     26,2,19960216,   0,-35.6720,-170.0150, 4290,    262.0,  11.5021,  34.9619,2,    218.8,2,     4.17,2,    11.78,2,     0.01,2,     0.85,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.8308,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  11.4688
  31DS19960105,P14S15,   105,  2,     25,2,19960216,   0,-35.6720,-170.0150, 4290,    318.9,  10.6688,  34.8502,2,    204.7,2,     5.70,2,    15.29,2,     0.01,2,     1.06,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7936,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  10.6301
  31DS19960105,P14S15,   105,  2,     24,2,19960216,   0,-35.6720,-170.0150, 4290,    366.4,   9.9362,  34.7536,2,    199.0,2,     6.66,2,    17.70,2,     0.00,2,     1.21,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7648,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   9.8936
  31DS19960105,P14S15,   105,  2,     23,2,19960216,   0,-35.6720,-170.0150, 4290,    415.6,   9.4122,  34.6903,2,    199.6,6,     7.29,2,    18.96,2,     0.00,2,     1.29,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7534,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   9.3654
  31DS19960105,P14S15,   105,  2,     22,2,19960216,   0,-35.6720,-170.0150, 4290,    464.7,   8.7441,  34.6125,2,    203.4,2,     8.05,2,    20.33,2,     0.00,2,     1.38,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7398,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   8.6940
  31DS19960105,P14S15,   105,  2,     21,2,19960216,   0,-35.6720,-170.0150, 4290,    519.7,   8.1912,  34.5504,2,    209.0,2,     8.72,2,    21.40,2,     0.01,2,     1.45,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7320,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   8.1371
  31DS19960105,P14S15,   105,  2,     20,2,19960216,   0,-35.6720,-170.0150, 4290,    627.0,   7.4737,  34.4758,2,    217.6,2,     9.71,2,    22.62,2,     0.00,2,     1.53,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7278,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   7.4114
  31DS19960105,P14S15,   105,  2,     19,2,19960216,   0,-35.6720,-170.0150, 4290,    722.4,   6.9844,  34.4335,2,    218.0,2,    11.49,2,    23.87,2,     0.00,2,     1.61,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7148,3,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   6.9149
  31DS19960105,P14S15,   105,  2,     18,2,19960216,   0,-35.6720,-170.0150, 4290,    827.4,   6.3643,  34.4046,2,    210.5,2,    16.26,2,    25.89,2,     0.00,2,     1.75,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6959,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   6.2880
  31DS19960105,P14S15,   105,  2,     17,2,19960216,   0,-35.6720,-170.0150, 4290,    923.8,   5.8419,  34.3928,2,    202.7,2,    22.22,2,    27.74,2,     0.00,2,     1.88,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6749,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   5.7597
  31DS19960105,P14S15,   105,  2,     16,2,19960216,   0,-35.6720,-170.0150, 4290,   1025.2,   5.1813,  34.3951,2,    193.0,2,    31.23,2,    29.69,2,     0.00,2,     2.02,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6484,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   5.0945
  31DS19960105,P14S15,   105,  2,     15,2,19960216,   0,-35.6720,-170.0150, 4290,   1136.3,   4.5543,  34.4021,2,    186.3,2,    40.15,2,    31.34,2,     0.00,2,     2.13,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6288,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   4.4625
  31DS19960105,P14S15,   105,  2,     14,2,19960216,   0,-35.6720,-170.0150, 4290,   1222.3,   4.0333,  34.4263,2,    179.6,2,    49.91,2,    32.51,2,     0.00,2,     2.23,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6104,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   3.9386
  31DS19960105,P14S15,   105,  2,     13,2,19960216,   0,-35.6720,-170.0150, 4290,   1359.2,   3.4736,  34.4703,2,    171.4,6,    63.09,2,    33.67,2,     0.00,2,     2.31,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5940,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   3.3726
  31DS19960105,P14S15,   105,  2,     12,2,19960216,   0,-35.6720,-170.0150, 4290,   1557.3,   2.9935,  34.5387,2,    161.3,2,    81.56,2,    34.55,2,     0.00,2,     2.38,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5830,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.8810
  31DS19960105,P14S15,   105,  2,     11,2,19960216,   0,-35.6720,-170.0150, 4290,   1814.9,   2.5948,  34.5926,2,    153.3,2,    99.02,2,    35.24,2,     0.00,2,     2.44,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5732,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.4655
  31DS19960105,P14S15,   105,  2,     10,2,19960216,   0,-35.6720,-170.0150, 4290,   2065.7,   2.3921,  34.6174,2,    149.9,2,   108.24,2,    35.60,2,     0.00,2,     2.46,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5731,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.2440
  31DS19960105,P14S15,   105,  2,      9,2,19960216,   0,-35.6720,-170.0150, 4290,   2315.8,   2.2354,  34.6336,2,    148.5,6,   114.72,2,    35.78,2,     0.00,2,     2.48,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5712,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.0676
  31DS19960105,P14S15,   105,  2,      8,2,19960216,   0,-35.6720,-170.0150, 4290,   2558.1,   2.1120,  34.6448,2,    147.8,2,   119.81,2,    35.84,2,     0.00,2,     2.48,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5717,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.9243
  31DS19960105,P14S15,   105,  2,      7,2,19960216,   0,-35.6720,-170.0150, 4290,   2813.6,   1.9659,  34.6603,2,    150.1,2,   123.12,2,    35.67,2,     0.00,2,     2.47,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5731,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.7569
  31DS19960105,P14S15,   105,  2,      6,2,19960216,   0,-35.6720,-170.0150, 4290,   3063.0,   1.8477,  34.6819,2,    162.2,2,   118.61,2,    34.56,2,     0.00,2,     2.39,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5835,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.6170
  31DS19960105,P14S15,   105,  2,      5,2,19960216,   0,-35.6720,-170.0150, 4290,   3313.4,   1.7207,  34.7082,2,    180.0,2,   109.01,2,    32.89,2,     0.00,2,     2.26,2,    0.003,    0.004, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5980,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.4679
  31DS19960105,P14S15,   105,  2,      4,2,19960216,   0,-35.6720,-170.0150, 4290,   3563.9,   1.5773,  34.7188,2,    189.6,2,   107.68,2,    32.22,2,     0.00,2,     2.21,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6068,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.3024
  31DS19960105,P14S15,   105,  2,      3,2,19960216,   0,-35.6720,-170.0150, 4290,   3812.9,   1.3738,  34.7205,2,    197.0,2,   110.23,2,    31.92,2,     0.00,2,     2.19,2,    0.007,    0.005, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6112,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.0782
  31DS19960105,P14S15,   105,  2,      2,2,19960216,   0,-35.6720,-170.0150, 4290,   4068.1,   1.1554,  34.7152,2,    202.5,2,   115.61,2,    32.07,2,     0.00,2,     2.18,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6130,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.8387
  31DS19960105,P14S15,   105,  2,      1,2,19960216,   0,-35.6720,-170.0150, 4290,   4326.5,   1.0413,  34.7116,2,    205.3,2,   119.08,6,    32.20,6,     0.00,6,     2.19,2,    0.019,    0.014, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6124,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.6997
  31DS19960105,P14S15,   106,  1,     36,2,19960216,   0,-35.3330,-170.0010, 4880,      4.2,  21.0250,-999.0000,9,    223.1,2,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9,    2.213,    1.229,    0.382,2,    2.539,2,   2032.3,2,   2334.6,3,    343.6,2,20,   8.0225,2,    25.00,     76.0,2,   -999.0,9,     83.2,  -999.00,9,-999.0000
  31DS19960105,P14S15,   106,  1,     35,2,19960216,   0,-35.3330,-170.0010, 4880,     21.1,  21.0140,  35.5417,2,    223.0,2,     1.37,2,     0.00,2,     0.00,2,     0.09,2,    2.254,    1.251,    0.381,2,    2.510,2,   -999.0,9,   -999.0,9,   -999.0,9,20,   8.0263,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  21.0100
  31DS19960105,P14S15,   106,  1,     34,2,19960216,   0,-35.3330,-170.0010, 4880,     45.3,  19.9069,  35.5338,2,    233.2,2,     1.32,2,     0.00,2,     0.00,2,     0.10,2,    2.363,    1.296, -999.000,9, -999.000,9,   2032.8,2,   2330.4,2,    338.8,2,20,   8.0210,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  19.8985
  31DS19960105,P14S15,   106,  1,     33,2,19960216,   0,-35.3330,-170.0010, 4880,     69.9,  17.0652,-999.0000,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,-999.0000,9,  -999.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,-999.0000
  31DS19960105,P14S15,   106,  1,     32,2,19960216,   0,-35.3330,-170.0010, 4880,     97.3,  14.4578,  35.3129,2,    238.0,2,     2.28,2,     1.85,2,     0.22,2,     0.32,2,    2.853,    1.628,    0.258,2,    1.620,2,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.9413,3,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  14.4434
  31DS19960105,P14S15,   106,  1,     31,2,19960216,   0,-35.3330,-170.0010, 4880,    121.9,  13.6879,  35.2333,2,    230.5,2,     2.31,2,     4.76,2,     0.04,2,     0.44,2,    2.938,    1.566,    0.287,2,    1.545,2,   2079.8,2,   2314.6,2,    462.6,2,20,   7.9158,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  13.6706
  31DS19960105,P14S15,   106,  1,     30,2,19960216,   0,-35.3330,-170.0010, 4880,    144.9,  13.4424,  35.2308,2,    227.6,2,     2.69,2,     6.41,2,     0.01,2,     0.53,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.9032,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  13.4220
  31DS19960105,P14S15,   106,  1,     29,2,19960216,   0,-35.3330,-170.0010, 4880,    190.4,  12.5667,  35.1051,2,    222.5,6,     3.32,2,     8.59,2,     0.01,2,     0.66,2,    2.909,    1.531, -999.000,9, -999.000,9,   2095.4,2,   2312.3,2,    515.4,2,20,   7.8721,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  12.5411
  31DS19960105,P14S15,   106,  1,     28,2,19960216,   0,-35.3330,-170.0010, 4880,    240.1,  11.7017,  34.9860,2,    223.0,2,     3.69,2,    10.57,2,     0.00,2,     0.78,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.8434,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  11.6708
  31DS19960105,P14S15,   106,  1,     27,2,19960216,   0,-35.3330,-170.0010, 4880,    291.1,  11.0831,  34.9067,2,    223.6,2,     4.75,2,    13.24,2,     0.00,2,     0.94,2,    2.765,    1.417,    0.168,2,    0.959,2,   2114.9,2,   2297.0,2,    617.1,2,20,   7.8141,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  11.0469
  31DS19960105,P14S15,   106,  1,     26,2,19960216,   0,-35.3330,-170.0010, 4880,    340.7,  10.3657,  34.8107,2,    199.8,2,     6.26,2,    16.55,2,     0.00,2,     1.14,2,    2.296,    1.139, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7800,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  10.3251
  31DS19960105,P14S15,   106,  1,     25,2,19960216,   0,-35.3330,-170.0010, 4880,    390.6,   9.7043,  34.7305,2,    197.2,2,     7.29,2,    18.46,2,     0.00,2,     1.26,2,    2.071,    1.039,    0.169,6,    0.896,6,   2134.9,2,   2297.6,2,    719.1,2,20,   7.7575,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   9.6595
  31DS19960105,P14S15,   106,  1,     24,2,19960216,   0,-35.3330,-170.0010, 4880,    478.0,   8.5934,  34.6016,2,   -999.0,9,     8.68,2,    20.75,2,     0.00,2,     1.41,2,    1.565,    0.782, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7389,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   8.5423
  31DS19960105,P14S15,   106,  1,     23,2,19960216,   0,-35.3330,-170.0010, 4880,    577.7,   7.7394,  34.5071,2,    212.6,2,     9.52,2,    22.16,2,     0.00,2,     1.50,2,    1.240,    0.616,    0.060,2,    1.005,2,   2140.7,2,   2287.9,2,    771.4,2,20,   7.7310,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   7.6810
  31DS19960105,P14S15,   106,  1,     22,2,19960216,   0,-35.3330,-170.0010, 4880,    675.5,   7.1124,  34.4512,2,    216.3,2,    11.20,2,    23.47,2,     0.00,2,     1.59,2,    0.984,    0.494, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.7194,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   7.0469
  31DS19960105,P14S15,   106,  1,     21,2,19960216,   0,-35.3330,-170.0010, 4880,    771.0,   6.6810,  34.4268,2,    211.5,6,    14.50,2,    24.91,2,     0.00,2,     1.69,2,    0.681,    0.348,    0.036,2,    0.860,2,   2151.8,2,   2291.1,2,    825.5,2,20,   7.7046,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   6.6083
  31DS19960105,P14S15,   106,  1,     20,2,19960216,   0,-35.3330,-170.0010, 4880,    877.3,   6.0446,  34.3997,2,    205.1,2,    19.94,2,    26.89,2,     0.00,2,     1.83,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6835,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   5.9655
  31DS19960105,P14S15,   106,  1,     19,2,19960216,   0,-35.3330,-170.0010, 4880,    976.2,   5.3393,  34.3783,2,    198.8,2,    26.66,2,    28.95,2,     0.00,2,     1.96,2,    0.211,    0.119,    0.013,2,    0.503,2,   2176.4,2,   2298.9,2,    946.9,2,20,   7.6586,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   5.2558
  31DS19960105,P14S15,   106,  1,     18,2,19960216,   0,-35.3330,-170.0010, 4880,   1079.0,   4.7331,  34.3910,2,    188.3,2,    36.19,2,    30.72,2,     0.00,2,     2.09,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6350,3,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   4.6450
  31DS19960105,P14S15,   106,  1,     17,2,19960216,   0,-35.3330,-170.0010, 4880,   1173.9,   4.2244,  34.4100,2,    183.3,2,    45.05,2,    31.88,2,     0.00,2,     2.18,2,    0.072,    0.044,    0.008,2,    0.245,2,   2207.8,2,   2317.2,2,   1043.5,4,20,   7.6166,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   4.1322
  31DS19960105,P14S15,   106,  1,     16,2,19960216,   0,-35.3330,-170.0010, 4880,   1273.6,   3.7191,  34.4448,2,    175.9,2,    56.29,2,    32.93,2,     0.00,2,     2.27,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6008,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   3.6230
  31DS19960105,P14S15,   106,  1,     15,2,19960216,   0,-35.3330,-170.0010, 4880,   1455.4,   3.1822,  34.5062,2,    165.9,2,    72.59,2,    33.99,2,     0.00,2,     2.35,2,    0.013,    0.010,    0.000,6,    0.065,6,   2246.4,2,   2346.7,2,   1147.5,2,20,   7.5861,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   3.0762
  31DS19960105,P14S15,   106,  1,     14,2,19960216,   0,-35.3330,-170.0010, 4880,   1686.2,   2.7306,  34.5718,2,    156.9,2,    91.12,2,    34.74,2,     0.00,2,     2.41,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5783,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.6104
  31DS19960105,P14S15,   106,  1,     13,2,19960216,   0,-35.3330,-170.0010, 4880,   1942.0,   2.4411,  34.6113,2,    150.7,2,   105.60,2,    35.30,2,     0.00,2,     2.46,2,    0.001,    0.001,    0.000,2,    0.008,2,   2287.5,2,   2381.2,2,   1202.8,2,20,   7.5739,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.3030
  31DS19960105,P14S15,   106,  1,     12,2,19960216,   0,-35.3330,-170.0010, 4880,   2183.1,   2.2826,  34.6297,2,    149.3,2,   112.67,2,    35.50,2,     0.00,2,     2.47,2,    0.002,    0.003, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5734,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.1259
  31DS19960105,P14S15,   106,  1,     11,2,19960216,   0,-35.3330,-170.0010, 4880,   2442.0,   2.1536,  34.6417,2,    148.4,2,   118.35,2,    35.67,2,     0.00,2,     2.48,2, -999.000, -999.000, -999.000,9, -999.000,9,   2302.6,2,   2398.5,2,   1210.8,2,20,   7.5714,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.9758
  31DS19960105,P14S15,   106,  1,     10,2,19960216,   0,-35.3330,-170.0010, 4880,   2686.6,   2.0149,  34.6547,2,    152.5,2,   122.95,2,    35.72,2,     0.00,2,     2.48,2,    0.000,    0.002,    0.000,2,    0.006,2,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5714,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.8170
  31DS19960105,P14S15,   106,  1,      9,2,19960216,   0,-35.3330,-170.0010, 4880,   2939.6,   1.8927,  34.6710,2,    154.0,6,   123.26,2,    35.19,2,     0.00,2,     2.45,2,    0.000,    0.001, -999.000,9, -999.000,9,   2302.4,2,   2400.6,2,   1198.0,2,20,   7.5769,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.6731
  31DS19960105,P14S15,   106,  1,      8,2,19960216,   0,-35.3330,-170.0010, 4880,   3192.0,   1.7713,  34.6952,2,    170.1,2,   115.40,2,    33.70,2,     0.00,2,     2.34,2,    0.002,    0.005,    0.039,4,    0.019,2,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5901,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.5295
