EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-12,CFC113,CFC113_FLAG_W,CCL4,CCL4_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2_TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,DON,DON_FLAG_W,DELC14,DELC13,DELC13_FLAG_W,THETA
,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,PMOL/KG,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,,,,DEG C,UMOL/KG,,UMOL/KG,,/MILLE,/MILLE,,DEG C
  31DS19960105,P14S15,    34,  1,     12,2,19960118,   0,-66.3390,-169.9990, 3430,   1074.8,   0.8396,  34.7132,2,    201.8,2,   116.27,2,    32.44,2,     0.00,2,     2.20,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6029,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.7840
  31DS19960105,P14S15,    34,  1,     11,2,19960118,   0,-66.3390,-169.9990, 3430,   1213.9,   0.7578,  34.7130,3,    203.4,2,   118.70,2,    32.52,2,     0.00,2,     2.20,2, -999.000, -999.000, -999.000,9, -999.000,9,   2257.7,2,   2358.5,3,   -999.0,9,20,   7.6017,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.6943
  31DS19960105,P14S15,    34,  1,     10,2,19960118,   0,-66.3390,-169.9990, 3430,   1439.2,   0.6523,  34.7058,2,    205.7,2,   121.96,2,    32.62,2,     0.00,2,     2.21,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,-999.0000,1,  -999.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.5755
  31DS19960105,P14S15,    34,  1,      9,2,19960118,   0,-66.3390,-169.9990, 3430,   1690.3,   0.5493,  34.7039,2,    207.5,2,   125.31,2,    32.77,2,     0.00,2,     2.22,2, -999.000, -999.000, -999.000,9, -999.000,9,   2260.8,2,   2365.6,2,   1109.0,2,20,   7.6002,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.4570
  31DS19960105,P14S15,    34,  1,      8,2,19960118,   0,-66.3390,-169.9990, 3430,   1937.8,   0.4494,  34.7033,2,    209.6,2,   126.83,2,    32.70,2,     0.00,2,     2.22,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6000,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.3411
  31DS19960105,P14S15,    34,  1,      7,2,19960118,   0,-66.3390,-169.9990, 3430,   2188.9,   0.3567,  34.7000,2,    211.9,6,   127.64,2,    32.64,2,     0.00,2,     2.22,2,    0.192,    0.105, -999.000,9, -999.000,9,   2260.4,2,   2364.3,2,   -999.0,9,20,   7.5972,3,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.2313
  31DS19960105,P14S15,    34,  1,      6,2,19960118,   0,-66.3390,-169.9990, 3430,   2441.0,   0.2722,  34.6982,2,    215.2,2,   125.51,2,    32.50,2,     0.00,2,     2.21,2,    0.341,    0.177, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5991,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.1289
  31DS19960105,P14S15,    34,  1,      5,2,19960118,   0,-66.3390,-169.9990, 3430,   2686.2,   0.2186,  34.6971,2,    217.9,2,   123.91,2,    32.50,2,     0.00,2,     2.21,2,    0.486,    0.235, -999.000,9, -999.000,9,   2257.3,2,   2355.1,2,   1103.8,2,20,   7.5980,3,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0567
  31DS19960105,P14S15,    34,  1,      3,2,19960118,   0,-66.3390,-169.9990, 3430,   2941.1,   0.2105,  34.6973,2,    218.2,2,   123.30,2,    32.43,2,     0.00,2,     2.21,2,    0.547,    0.308, -999.000,9, -999.000,9,   2258.6,2,   2361.9,2,   -999.0,9,20,   7.6003,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0273
  31DS19960105,P14S15,    34,  1,      4,2,19960118,   0,-66.3390,-169.9990, 3430,   2941.3,   0.2113,  34.6967,2,    217.9,2,   123.59,2,    32.49,2,     0.00,2,     2.22,2,    0.538,    0.265, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5991,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0281
  31DS19960105,P14S15,    34,  1,      2,2,19960118,   0,-66.3390,-169.9990, 3430,   3183.0,   0.2187,  34.6968,2,    218.6,2,   123.13,2,    32.41,2,     0.00,2,     2.20,2,    0.564,    0.288, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5995,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0141
  31DS19960105,P14S15,    34,  1,      1,2,19960118,   0,-66.3390,-169.9990, 3430,   3429.5,   0.2357,  34.6969,2,    219.4,2,   123.37,6,    32.47,6,     0.00,6,     2.20,2,    0.584,    0.287, -999.000,9, -999.000,9,   2256.6,2,   2360.3,2,   1120.0,2,20,   7.5995,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0081
  31DS19960105,P14S15,    35,  1,     33,2,19960119,   0,-65.6630,-170.0060, 3180,     10.5,  -0.2380,  33.9782,2,    346.2,2,    64.76,2,    26.96,2,     0.18,2,     1.78,2,    6.338,    3.111, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6875,2,    25.00,   -999.0,9,   -999.0,9,   -130.6,  -999.00,9,  -0.2383
  31DS19960105,P14S15,    35,  1,     34,2,19960119,   0,-65.6630,-170.0060, 3180,     10.8,  -0.2440,  33.9792,2,    346.2,2,    64.82,2,    27.06,2,     0.18,2,     1.79,2, -999.000, -999.000, -999.000,9, -999.000,9,   2170.0,2,   2297.8,0,    864.0,6,20,   7.6883,2,    25.00,     46.8,2,   -999.0,9,   -999.0,  -999.00,9,  -0.2443
  31DS19960105,P14S15,    35,  1,     32,2,19960119,   0,-65.6630,-170.0060, 3180,     30.5,  -0.2748,  33.9782,2,    346.1,2,    64.71,2,    26.97,2,     0.18,2,     1.78,2,    6.303,    3.033, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6884,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  -0.2758
  31DS19960105,P14S15,    35,  1,     31,2,19960119,   0,-65.6630,-170.0060, 3180,     59.1,  -1.1814,  33.9959,2,   -999.0,9,    64.59,2,    27.37,2,     0.16,2,     1.83,2, -999.000, -999.000, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,-999.0000,9,  -999.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  -1.1828
  31DS19960105,P14S15,    35,  1,     30,2,19960119,   0,-65.6630,-170.0060, 3180,     78.6,  -1.2929,  34.1113,2,    310.0,2,    68.14,2,    28.81,2,     0.15,2,     1.96,2,    5.170,    2.498, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6488,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  -1.2948
  31DS19960105,P14S15,    35,  1,     29,2,19960119,   0,-65.6630,-170.0060, 3180,    103.1,  -0.7921,  34.2693,2,    273.1,2,    73.44,2,    30.56,2,     0.11,2,     2.06,2,    3.984,    1.931, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6200,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  -0.7950
  31DS19960105,P14S15,    35,  1,     28,2,19960119,   0,-65.6630,-170.0060, 3180,    130.9,  -0.1106,  34.4069,2,    241.1,2,    78.96,2,    31.78,2,     0.04,2,     2.13,2,    2.906,    1.402, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5966,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,  -0.1152
  31DS19960105,P14S15,    35,  1,     27,2,19960119,   0,-65.6630,-170.0060, 3180,    156.8,   0.6528,  34.5319,2,    215.3,2,    84.73,2,    32.47,2,     0.02,2,     2.17,2,    1.822,    0.892, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5823,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.6462
  31DS19960105,P14S15,    35,  1,     26,2,19960119,   0,-65.6630,-170.0060, 3180,    183.2,   1.1564,  34.6425,2,    195.3,2,    89.88,2,    32.67,2,     0.01,2,     2.19,2,    0.901,    0.480, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5765,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.1479
  31DS19960105,P14S15,    35,  1,     25,2,19960119,   0,-65.6630,-170.0060, 3180,    204.8,   1.3450,  34.6824,2,    192.1,2,    90.98,2,    32.61,2,     0.01,2,     2.18,2,    0.593,    0.289, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5736,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.3351
  31DS19960105,P14S15,    35,  1,     24,2,19960119,   0,-65.6630,-170.0060, 3180,    229.3,   1.4086,  34.6981,2,    189.5,2,    91.87,2,    32.35,2,     0.00,2,     2.17,2,    0.487,    0.242, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5823,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.3973
  31DS19960105,P14S15,    35,  1,     23,2,19960119,   0,-65.6630,-170.0060, 3180,    268.8,   1.4358,  34.7100,2,    189.9,2,    93.53,2,    32.28,2,     0.01,2,     2.17,2,    0.369,    0.190, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5860,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.4224
  31DS19960105,P14S15,    35,  1,     22,2,19960119,   0,-65.6630,-170.0060, 3180,    314.5,   1.4189,  34.7179,2,    188.8,2,    96.17,2,    32.33,2,     0.00,2,     2.16,2,    0.284,    0.161, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5863,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.4032
  31DS19960105,P14S15,    35,  1,     21,2,19960119,   0,-65.6630,-170.0060, 3180,    366.9,   1.3868,  34.7228,2,    189.0,2,    98.62,2,    32.32,2,     0.00,2,     2.16,2,    0.216,    0.113, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5863,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.3684
  31DS19960105,P14S15,    35,  1,     20,2,19960119,   0,-65.6630,-170.0060, 3180,    413.5,   1.3542,  34.7255,2,    189.4,2,   100.19,2,    32.25,2,     0.00,2,     2.16,2,    0.188,    0.113, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5885,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.3334
  31DS19960105,P14S15,    35,  1,     19,2,19960119,   0,-65.6630,-170.0060, 3180,    469.0,   1.3251,  34.7259,2,    189.8,2,   101.59,2,    32.31,2,     0.00,2,     2.16,2,    0.165,    0.084, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5896,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.3014
  31DS19960105,P14S15,    35,  1,     18,2,19960119,   0,-65.6630,-170.0060, 3180,    513.1,   1.2996,  34.7266,2,    189.6,2,   102.46,2,    32.26,2,     0.00,2,     2.16,2,    0.157,    0.086, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5903,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.2736
  31DS19960105,P14S15,    35,  1,     17,2,19960119,   0,-65.6630,-170.0060, 3180,    565.6,   1.2604,  34.7275,2,    192.9,2,   103.50,2,    32.13,2,     0.00,2,     2.15,2,    0.145,    0.085, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5947,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.2316
  31DS19960105,P14S15,    35,  1,     16,2,19960119,   0,-65.6630,-170.0060, 3180,    626.8,   1.2166,  34.7263,2,    192.5,2,   105.53,2,    32.24,2,     0.00,2,     2.15,2,    0.131,    0.109, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5917,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.1846
  31DS19960105,P14S15,    35,  1,     15,2,19960119,   0,-65.6630,-170.0060, 3180,    722.1,   1.1546,  34.7239,2,    197.4,2,   105.98,2,    31.90,2,     0.00,2,     2.14,2,    0.128,    0.083, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6014,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.1175
  31DS19960105,P14S15,    35,  1,     14,2,19960119,   0,-65.6630,-170.0060, 3180,    818.9,   1.0960,  34.7230,2,    199.6,2,   107.66,2,    31.89,2,     0.00,2,     2.14,2,    0.135,    0.082, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6025,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.0537
  31DS19960105,P14S15,    35,  1,     13,2,19960119,   0,-65.6630,-170.0060, 3180,    922.2,   1.0377,  34.7217,2,    201.3,2,   109.28,2,    31.79,2,     0.00,2,     2.14,2,    0.112,    0.060, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6052,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.9897
  31DS19960105,P14S15,    35,  1,     12,2,19960119,   0,-65.6630,-170.0060, 3180,   1024.8,   0.9709,  34.7201,2,    201.6,2,   112.15,2,    32.03,2,     0.00,2,     2.16,2,    0.100,    0.069, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6045,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.9172
  31DS19960105,P14S15,    35,  1,     11,2,19960119,   0,-65.6630,-170.0060, 3180,   1136.7,   0.8816,  34.7149,2,    202.9,2,   114.67,2,    32.16,2,     0.00,2,     2.17,2,    0.101,    0.062, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6045,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.8218
  31DS19960105,P14S15,    35,  1,     10,2,19960119,   0,-65.6630,-170.0060, 3180,   1316.8,   0.7722,  34.7111,2,    203.2,6,   119.37,2,    32.40,2,     0.00,2,     2.18,2,    0.079,    0.054, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5999,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.7021
  31DS19960105,P14S15,    35,  1,      9,2,19960119,   0,-65.6630,-170.0060, 3180,   1565.0,   0.6571,  34.7069,2,    205.9,2,   123.08,2,    32.47,2,     0.00,2,     2.19,2,    0.082,    0.063, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5996,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.5719
  31DS19960105,P14S15,    35,  1,      8,2,19960119,   0,-65.6630,-170.0060, 3180,   1819.9,   0.5258,  34.7015,2,    212.7,2,   123.89,2,    32.50,2,     0.00,2,     2.20,2,    0.170,    0.099, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6009,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.4248
  31DS19960105,P14S15,    35,  1,      7,2,19960119,   0,-65.6630,-170.0060, 3180,   2075.6,   0.4243,  34.7013,2,    210.9,6,   126.88,2,    32.62,2,     0.00,2,     2.20,2,    0.167,    0.091, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5988,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.3063
  31DS19960105,P14S15,    35,  1,      6,2,19960119,   0,-65.6630,-170.0060, 3180,   2313.6,   0.3359,  34.6985,2,    213.8,2,   125.27,2,    32.56,2,     0.00,2,     2.20,2,    0.327,    0.170, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5996,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.2014
  31DS19960105,P14S15,    35,  1,      5,2,19960119,   0,-65.6630,-170.0060, 3180,   2558.3,   0.2918,  34.6977,2,    215.9,2,   124.97,2,    32.57,2,     0.00,2,     2.20,2,    0.392,    0.197, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5994,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.1388
  31DS19960105,P14S15,    35,  1,      4,2,19960119,   0,-65.6630,-170.0060, 3180,   2809.8,   0.2569,  34.6973,2,    217.2,6,   124.64,2,    32.57,2,     0.00,2,     2.20,2,    0.451,    0.235, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5998,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0839
  31DS19960105,P14S15,    35,  1,      2,2,19960119,   0,-65.6630,-170.0060, 3180,   3060.4,   0.2394,  34.6971,2,    218.2,2,   124.34,2,    32.47,2,     0.00,2,     2.20,2,    0.518,    0.265, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6002,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0452
  31DS19960105,P14S15,    35,  1,      3,2,19960119,   0,-65.6630,-170.0060, 3180,   3061.2,   0.2397,  34.6973,2,    218.6,2,   124.28,6,    32.65,2,     0.00,6,     2.20,2,    0.516,    0.246, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.5997,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0454
  31DS19960105,P14S15,    35,  1,      1,2,19960119,   0,-65.6630,-170.0060, 3180,   3187.1,   0.2492,  34.6965,2,    218.7,2,   124.21,6,    32.55,6,     0.00,6,     2.20,6,    0.528,    0.266, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,20,   7.6002,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.0435
  31DS19960105,P14S15,    36,  1,     24,2,19960119,   0,-64.9940,-170.0150, 2751,     10.9,   0.2910,  33.8835,2,    355.0,2,    28.50,2,    23.89,2,     0.23,2,     1.41,2, -999.000, -999.000, -999.000,9, -999.000,9,   2140.7,2,   2296.6,2,    714.0,2,20,   7.7499,2,    25.00,     49.6,2,      3.9,2,   -999.0,  -999.00,9,   0.2906
  31DS19960105,P14S15,    36,  1,     23,2,19960119,   0,-64.9940,-170.0150, 2751,     19.6,   0.2923,  33.8852,2,    354.9,2,    28.61,2,    23.86,2,     0.23,2,     1.43,2, -999.000, -999.000, -999.000,9, -999.000,9,   2140.4,2,   -999.0,9,    719.2,2,20,-999.0000,9,  -999.00,   -999.0,9,      4.0,2,   -999.0,  -999.00,9,   0.2916
  31DS19960105,P14S15,    36,  1,     22,2,19960119,   0,-64.9940,-170.0150, 2751,     43.2,   0.1594,-999.0000,9,    354.5,2,    31.61,2,    24.11,2,     0.23,2,     1.50,2, -999.000, -999.000, -999.000,9, -999.000,9,   2143.5,2,   2295.2,2,    724.2,2,20,   7.7506,2,    25.00,   -999.0,9,   -999.0,1,   -999.0,  -999.00,9,-999.0000
  31DS19960105,P14S15,    36,  1,     21,2,19960119,   0,-64.9940,-170.0150, 2751,     68.6,  -0.4175,  34.1928,4,    288.1,2,    62.66,6,    31.45,6,     0.15,6,     2.21,6, -999.000, -999.000, -999.000,9, -999.000,9,   2204.7,2,   2311.4,2,   1026.9,2,20,   7.6164,2,    25.00,     42.0,2,      2.0,2,   -999.0,  -999.00,9,  -0.4196
  31DS19960105,P14S15,    36,  1,     20,2,19960119,   0,-64.9940,-170.0150, 2751,     93.6,   0.8031,  34.3727,3,    229.7,2,    68.05,2,    33.66,2,     0.13,2,     2.33,2, -999.000, -999.000, -999.000,9, -999.000,9,   2229.1,2,   2319.3,2,   1178.4,2,20,   7.5748,2,    25.00,     42.6,2,      2.4,2,   -999.0,  -999.00,9,   0.7991
  31DS19960105,P14S15,    36,  1,     19,2,19960119,   0,-64.9940,-170.0150, 2751,    130.9,   1.8676,  34.5346,2,    182.2,2,    73.97,2,    34.67,2,     0.02,2,     2.38,2, -999.000, -999.000, -999.000,9, -999.000,9,   2245.2,2,   2331.9,2,   1257.9,2,20,   7.5506,3,    25.00,     42.5,2,      2.2,2,   -999.0,  -999.00,9,   1.8608
  31DS19960105,P14S15,    36,  1,     18,2,19960119,   0,-64.9940,-170.0150, 2751,    188.8,   2.1146,  34.6139,2,    173.0,2,    77.61,2,    34.11,2,     0.01,2,     2.34,2, -999.000, -999.000, -999.000,9, -999.000,9,   2251.4,2,   2339.0,2,   1243.8,2,20,   7.5560,2,    25.00,     42.1,2,      1.9,2,   -999.0,  -999.00,9,   2.1043
  31DS19960105,P14S15,    36,  1,     17,2,19960119,   0,-64.9940,-170.0150, 2751,    236.5,   2.0682,  34.6472,2,    174.2,2,    79.90,2,    33.65,2,     0.01,2,     2.29,2, -999.000, -999.000, -999.000,9, -999.000,9,   2251.3,2,   2341.4,2,   1230.9,2,20,   7.5625,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.0553
  31DS19960105,P14S15,    36,  1,     16,2,19960119,   0,-64.9940,-170.0150, 2751,    290.1,   2.0522,  34.6801,2,    177.3,2,    81.66,2,    32.87,2,     0.01,2,     2.23,2, -999.000, -999.000, -999.000,9, -999.000,9,   2249.9,2,   2345.3,2,   1188.6,2,20,   7.5743,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   2.0363
  31DS19960105,P14S15,    36,  1,     15,2,19960119,   0,-64.9940,-170.0150, 2751,    374.4,   2.0244,  34.7043,2,    181.0,2,    83.21,2,    32.28,2,     0.01,2,     2.18,2, -999.000, -999.000, -999.000,9, -999.000,9,   2251.1,2,   2346.7,2,   1151.9,2,20,   7.5860,2,    25.00,     41.8,2,      2.0,2,   -999.0,  -999.00,9,   2.0037
  31DS19960105,P14S15,    36,  1,     14,2,19960119,   0,-64.9940,-170.0150, 2751,    475.3,   1.9372,-999.0000,9,    184.6,2,    85.35,6,    31.79,6,     0.01,6,     2.16,6, -999.000, -999.000, -999.000,9, -999.000,9,   2251.1,2,   2349.0,2,   1129.9,2,20,   7.5934,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,-999.0000
  31DS19960105,P14S15,    36,  1,     13,2,19960119,   0,-64.9940,-170.0150, 2751,    577.9,   1.8050,-999.0000,9,    186.4,2,    87.58,6,    31.78,6,     0.01,6,     2.16,6, -999.000, -999.000, -999.000,9, -999.000,9,   2252.1,2,   2349.9,2,   1126.1,2,20,   7.5922,2,    25.00,     41.9,2,   -999.0,1,   -999.0,  -999.00,9,-999.0000
  31DS19960105,P14S15,    36,  1,     12,2,19960119,   0,-64.9940,-170.0150, 2751,    675.6,   1.7572,  34.7351,4,    190.1,2,    89.66,2,    31.41,2,     0.01,2,     2.13,2, -999.000, -999.000, -999.000,9, -999.000,9,   2251.0,2,   2351.5,2,   1108.0,2,20,   7.6021,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.7195
  31DS19960105,P14S15,    36,  1,     11,2,19960119,   0,-64.9940,-170.0150, 2751,    777.1,   1.6391,  34.7366,2,    193.1,2,    92.30,2,    31.30,2,     0.00,2,     2.12,2, -999.000, -999.000, -999.000,9, -999.000,9,   2255.4,3,   2354.4,2,   1095.5,2,20,   7.6065,2,    25.00,     41.6,2,   -999.0,1,   -999.0,  -999.00,9,   1.5958
  31DS19960105,P14S15,    36,  1,     10,2,19960119,   0,-64.9940,-170.0150, 2751,    875.8,   1.5719,  34.7407,3,    195.0,2,    95.18,2,    31.24,2,     0.00,2,     2.11,2, -999.000, -999.000, -999.000,9, -999.000,9,   2251.6,2,   2355.2,2,   1088.2,2,20,   7.6099,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.5228
  31DS19960105,P14S15,    36,  1,      9,2,19960119,   0,-64.9940,-170.0150, 2751,    976.5,   1.4884,  34.7385,3,    196.5,2,    97.45,2,    31.17,2,     0.00,2,     2.12,2, -999.000, -999.000, -999.000,9, -999.000,9,   2252.1,2,   2357.2,2,   1090.8,2,20,   7.6096,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.4335
  31DS19960105,P14S15,    36,  1,      8,2,19960119,   0,-64.9940,-170.0150, 2751,   1068.4,   1.3984,  34.7358,3,    197.6,2,    99.37,2,    31.33,2,     0.00,2,     2.13,2, -999.000, -999.000, -999.000,9, -999.000,9,   2252.5,2,   2357.4,2,   1109.9,2,20,   7.6093,2,    25.00,     41.8,2,   -999.0,1,   -999.0,  -999.00,9,   1.3383
  31DS19960105,P14S15,    36,  1,      7,2,19960119,   0,-64.9940,-170.0150, 2751,   1174.2,   1.3154,  34.7341,3,    199.1,2,   102.54,6,    31.43,6,     0.00,6,     2.14,6, -999.000, -999.000, -999.000,9, -999.000,9,   2254.1,2,   2360.6,2,   1082.1,2,20,   7.6105,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.2491
  31DS19960105,P14S15,    36,  1,      6,2,19960119,   0,-64.9940,-170.0150, 2751,   1350.5,   1.1722,  34.7273,3,    200.7,2,   106.37,6,    31.58,6,     0.00,6,     2.16,3, -999.000, -999.000, -999.000,9, -999.000,9,   2256.3,2,   2360.9,2,   1085.0,2,20,   7.6093,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   1.0956
  31DS19960105,P14S15,    36,  1,      5,2,19960119,   0,-64.9940,-170.0150, 2751,   1699.2,   0.9326,  34.7184,3,    204.4,2,   113.43,2,    31.95,6,     0.00,6,     2.17,2, -999.000, -999.000, -999.000,9, -999.000,9,   2256.1,2,   2362.2,2,   1098.2,2,20,   7.6070,2,    25.00,   -999.0,9,   -999.0,9,   -999.0,  -999.00,9,   0.8345
