EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,RA-8/6,RA-8/6E,RA-8/6_FLAG_W,THETA
,,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEGC,,,,DEGC
  316N19831007, A13.5,110,2,31,2,19840205,0,-58.797,-25.837,1916,174,-0.306,34.536,2,246,2,105.9,2,32.7,2,0.02,2,2.13,2,1.571,2,0.686,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.3119
  316N19831007, A13.5,110,2,32,2,19840205,0,-58.797,-25.837,1916,224,0.218,34.628,2,223,2,111,2,32.9,2,0.01,2,2.18,2,0.786,2,0.351,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.2093
  316N19831007, A13.5,110,2,32,2,19840205,0,-58.797,-25.837,1916,224,0.218,34.628,2,223,2,111,2,32.9,2,0.01,2,2.18,2,0.796,2,0.344,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.2093
  316N19831007, A13.5,110,2,33,2,19840205,0,-58.797,-25.837,1916,274,0.341,34.648,2,219,2,114.3,2,33,2,0,2,2.19,2,0.613,2,0.272,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.3299
  316N19831007, A13.5,110,2,34,2,19840205,0,-58.797,-25.837,1916,323,0.338,34.658,2,216,2,117.3,2,33,2,0,2,2.2,2,0.484,2,0.209,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.3248
  316N19831007, A13.5,110,2,35,2,19840205,0,-58.797,-25.837,1916,399,0.318,34.665,2,217,2,120.1,2,33.2,2,0,2,2.22,2,0.409,2,0.18,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.3014
  316N19831007, A13.5,110,2,36,2,19840205,0,-58.797,-25.837,1916,474,0.198,34.664,2,217,2,121.9,2,33.4,2,0,2,2.23,2,0.386,2,0.176,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.1785
  316N19831007, A13.5,110,2,37,2,19840205,0,-58.797,-25.837,1916,549,0.175,34.666,2,218,2,123.6,2,33.4,2,0,2,2.23,2,0.326,2,0.161,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.1521
  316N19831007, A13.5,110,2,38,2,19840205,0,-58.797,-25.837,1916,624,0.146,34.667,2,218,2,124.5,2,33.5,2,0,2,2.23,2,0.313,2,0.14,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.1197
  316N19831007, A13.5,110,2,39,2,19840205,0,-58.797,-25.837,1916,699,0.111,34.667,2,218,2,125.9,2,33.5,2,0,2,2.24,2,0.297,2,0.136,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.0813
  316N19831007, A13.5,110,2,40,2,19840205,0,-58.797,-25.837,1916,799,0.073,34.667,2,219,2,126.7,2,33.5,2,0,2,2.24,2,0.279,2,0.129,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.0386
  316N19831007, A13.5,110,2,41,2,19840205,0,-58.797,-25.837,1916,897,0.039,34.666,2,219,2,128.4,2,33.8,2,0,2,2.26,2,0.271,2,0.131,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.0001
  316N19831007, A13.5,110,2,42,2,19840205,0,-58.797,-25.837,1916,1046,0,34.666,2,222,2,128.4,2,33.7,2,0,2,2.25,2,0.257,2,0.121,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.0467
  316N19831007, A13.5,110,2,43,2,19840205,0,-58.797,-25.837,1916,1195,-0.059,34.664,2,226,2,128.4,2,33.6,2,0,2,2.25,2,0.257,2,0.126,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1133
  316N19831007, A13.5,110,2,44,2,19840205,0,-58.797,-25.837,1916,1342,-0.091,34.664,2,229,2,129,2,33.5,2,0,2,2.26,2,0.25,2,0.118,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1534
  316N19831007, A13.5,110,2,45,2,19840205,0,-58.797,-25.837,1916,1494,-0.137,34.663,2,231,2,129.4,2,33.5,2,0,2,2.24,2,0.266,2,0.134,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.2079
  316N19831007, A13.5,110,2,46,2,19840205,0,-58.797,-25.837,1916,1639,-0.165,34.662,2,234,2,129.4,2,33.5,2,0,2,2.24,2,0.275,2,0.136,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.2444
  316N19831007, A13.5,110,2,47,2,19840205,0,-58.797,-25.837,1916,1791,-0.191,34.663,2,234,2,130.2,2,33.3,2,0,2,2.24,2,0.27,2,0.131,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.2798
  316N19831007, A13.5,110,2,48,2,19840205,0,-58.797,-25.837,1916,1931,-0.228,34.659,2,237,2,131.9,2,33.3,2,0,2,2.25,2,0.296,2,0.145,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.3255
  316N19831007, A13.5,111,1,17,2,19840205,0,-58.682,-26.843,2293,3,1.801,33.688,2,386,2,56.9,2,13.8,2,0.11,2,0.82,2,4.882,2,2.049,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.8009
  316N19831007, A13.5,111,1,17,2,19840205,0,-58.682,-26.843,2293,3,1.801,33.688,2,386,2,56.9,2,13.8,2,0.11,2,0.82,2,4.904,2,2.038,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.8009
  316N19831007, A13.5,111,1,2,2,19840205,0,-58.682,-26.843,2293,24,1.187,33.706,2,385,2,57.5,2,14.5,2,0.12,2,0.9,2,4.823,2,1.998,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.186
  316N19831007, A13.5,111,1,3,2,19840205,0,-58.682,-26.843,2293,54,0.203,33.899,2,354,2,-999,9,-999,9,-999,9,-999,9,4.765,2,1.971,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.2011
  316N19831007, A13.5,111,1,4,2,19840205,0,-58.682,-26.843,2293,83,-1.098,34.142,2,325,2,88.3,2,27.2,2,0.17,2,2.02,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-1.1001
  316N19831007, A13.5,111,1,5,2,19840205,0,-58.682,-26.843,2293,122,-1.357,34.281,2,311,2,94.3,2,30.3,2,0.16,2,2.08,2,3.721,2,1.583,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-1.3599
  316N19831007, A13.5,111,1,6,2,19840205,0,-58.682,-26.843,2293,163,-0.767,34.427,2,276,2,98.3,2,32.2,2,0.08,2,2.15,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.7718
  316N19831007, A13.5,111,1,7,2,19840205,0,-58.682,-26.843,2293,202,-0.149,34.528,2,246,2,103.4,2,32.7,2,0.04,2,2.18,2,1.658,2,0.71,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1562
  316N19831007, A13.5,111,1,7,2,19840205,0,-58.682,-26.843,2293,202,-0.149,34.528,2,246,2,103.4,2,32.7,2,0.04,2,2.18,2,1.668,2,0.719,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1562
  316N19831007, A13.5,111,1,8,2,19840205,0,-58.682,-26.843,2293,251,0.303,34.609,2,223,2,108.6,2,32.9,2,0.02,2,2.19,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.293
  316N19831007, A13.5,111,1,9,2,19840205,0,-58.682,-26.843,2293,300,0.413,34.638,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.4006
  316N19831007, A13.5,111,1,10,2,19840205,0,-58.682,-26.843,2293,348,0.443,34.648,2,197,2,113.2,2,33.1,2,0.01,2,2.2,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.4284
  316N19831007, A13.5,111,1,11,2,19840205,0,-58.682,-26.843,2293,422,0.426,34.659,2,217,2,116.6,2,33,2,0.01,2,2.2,2,0.434,2,0.187,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.408
  316N19831007, A13.5,111,1,12,2,19840205,0,-58.682,-26.843,2293,496,0.403,34.669,2,213,2,118.9,2,33,2,0.01,2,2.21,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.3816
  316N19831007, A13.5,111,1,13,2,19840205,0,-58.682,-26.843,2293,596,0.346,34.669,2,215,2,121.1,2,33.2,2,0,2,2.22,2,0.325,2,0.142,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.3201
  316N19831007, A13.5,111,1,14,2,19840205,0,-58.682,-26.843,2293,696,0.244,34.67,2,216,2,122.8,2,33.3,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.2137
  316N19831007, A13.5,111,1,15,2,19840205,0,-58.682,-26.843,2293,795,0.176,34.667,2,219,2,124.5,2,33.4,2,0,2,2.23,2,0.298,2,0.133,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.1411
  316N19831007, A13.5,111,1,16,2,19840205,0,-58.682,-26.843,2293,945,0.117,34.667,2,219,2,126,2,33.5,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.0748
  316N19831007, A13.5,111,1,53,2,19840205,0,-58.682,-26.843,2293,1097,0.065,34.668,2,220,2,127.1,2,33.5,2,0,2,2.25,2,0.265,2,0.118,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.015
  316N19831007, A13.5,111,1,18,2,19840205,0,-58.682,-26.843,2293,1249,0,34.667,2,222,2,128.4,2,33.6,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.058
  316N19831007, A13.5,111,1,19,2,19840205,0,-58.682,-26.843,2293,1398,-0.038,34.665,2,226,2,129.1,2,33.4,2,0,2,2.26,2,0.232,2,0.11,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1043
  316N19831007, A13.5,111,1,20,2,19840205,0,-58.682,-26.843,2293,1548,-0.075,34.663,2,228,2,129.3,2,33.4,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1499
  316N19831007, A13.5,111,1,21,2,19840205,0,-58.682,-26.843,2293,1697,-0.117,34.662,2,230,2,129.9,2,33.4,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.2007
  316N19831007, A13.5,111,1,22,2,19840205,0,-58.682,-26.843,2293,1899,-0.157,34.66,2,233,2,130,2,33.4,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.2534
  316N19831007, A13.5,111,1,23,2,19840205,0,-58.682,-26.843,2293,2103,-0.182,34.659,2,235,2,130.2,2,33.2,2,0,2,2.24,2,0.274,2,0.126,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.292
  316N19831007, A13.5,111,1,23,2,19840205,0,-58.682,-26.843,2293,2103,-0.182,34.659,2,235,2,130.2,2,33.2,2,0,2,2.24,2,0.276,2,0.13,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.292
  316N19831007, A13.5,111,1,24,2,19840205,0,-58.682,-26.843,2293,2304,-0.201,34.659,2,236,2,130.6,2,33.1,2,0,2,2.24,2,0.29,2,0.142,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.3251
  316N19831007, A13.5,112,1,17,2,19840206,0,-58.413,-27.613,3190,3,2.075,33.858,2,337,2,35.9,2,22,2,0.32,2,1.17,2,4.758,2,2.025,2,2120,2,2296.8,2,630,2,20,-999,-999,9,2.0748
  316N19831007, A13.5,112,1,17,2,19840206,0,-58.413,-27.613,3190,3,2.075,33.858,2,337,2,35.9,2,22,2,0.32,2,1.17,2,4.797,2,2.023,2,2120,2,2296.8,2,630,2,20,-999,-999,9,2.0748
  316N19831007, A13.5,112,1,2,2,19840206,0,-58.413,-27.613,3190,31,1.29,33.86,2,351,2,42.8,2,22.4,2,0.28,2,1.26,2,4.927,2,2.062,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.2886
  316N19831007, A13.5,112,1,3,2,19840206,0,-58.413,-27.613,3190,60,-0.838,34.06,2,347,2,74.3,2,27.9,2,0.25,2,1.96,2,5.018,2,2.07,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.8396
  316N19831007, A13.5,112,1,4,2,19840206,0,-58.413,-27.613,3190,94,-1.411,34.151,2,335,2,82.2,2,30.2,2,0.3,2,2.1,2,4.654,2,1.978,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-1.4132
  316N19831007, A13.5,112,1,5,2,19840206,0,-58.413,-27.613,3190,129,-1.22,34.241,2,316,2,86.4,2,31.8,2,0.15,2,2.15,2,4.111,2,1.734,2,2204,2,2315.8,2,996,2,20,-999,-999,9,-1.2232
  316N19831007, A13.5,112,1,6,2,19840206,0,-58.413,-27.613,3190,175,-0.23,34.418,2,268,2,91,2,33.2,2,0.08,2,2.19,2,2.513,2,1.096,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.236
  316N19831007, A13.5,112,1,7,2,19840206,0,-58.413,-27.613,3190,220,0.371,34.519,2,238,2,93.6,2,33.6,2,0.05,2,2.21,2,1.577,2,0.696,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.3622
  316N19831007, A13.5,112,1,8,2,19840206,0,-58.413,-27.613,3190,261,0.678,34.588,2,222,2,97.8,2,33.5,2,0.02,2,2.2,2,1.064,2,0.465,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6667
  316N19831007, A13.5,112,1,9,2,19840206,0,-58.413,-27.613,3190,326,0.74,34.626,2,217,2,102,2,33.2,2,0.01,2,2.18,2,0.803,2,0.346,2,2241,2,2341.7,2,1104,2,20,-999,-999,9,0.7256
  316N19831007, A13.5,112,1,10,2,19840206,0,-58.413,-27.613,3190,401,0.78,34.646,2,212,2,104.8,2,33.1,2,0,2,2.18,2,0.628,2,0.276,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.7618
  316N19831007, A13.5,112,1,11,2,19840206,0,-58.413,-27.613,3190,501,0.756,34.666,2,211,2,109,2,33,2,0.01,2,2.18,2,0.479,2,0.213,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.7329
  316N19831007, A13.5,112,1,12,2,19840206,0,-58.413,-27.613,3190,625,0.637,34.671,2,213,2,113.6,2,32.8,2,0,2,2.18,2,0.413,2,0.175,2,2246,2,2348.7,2,1096,2,20,-999,-999,9,0.6082
  316N19831007, A13.5,112,1,13,2,19840206,0,-58.413,-27.613,3190,750,0.545,34.675,2,213,2,117.4,2,33.2,2,0,2,2.2,2,0.348,2,0.152,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.5101
  316N19831007, A13.5,112,1,14,2,19840206,0,-58.413,-27.613,3190,898,0.438,34.674,2,216,2,119.6,2,33.2,2,0,2,2.2,2,0.323,2,0.141,2,2248,2,2352,2,1091,2,20,-999,-999,9,0.3959
  316N19831007, A13.5,112,1,15,2,19840206,0,-58.413,-27.613,3190,1099,0.301,34.672,2,217,2,122.1,2,33.3,2,0,2,2.21,2,0.307,2,0.135,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.2488
  316N19831007, A13.5,112,1,15,2,19840206,0,-58.413,-27.613,3190,1099,0.301,34.672,2,217,2,122.1,2,33.3,2,0,2,2.21,2,0.311,2,0.132,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.2488
  316N19831007, A13.5,112,1,16,2,19840206,0,-58.413,-27.613,3190,1300,0.227,34.671,2,219,2,124,2,33.4,2,0,2,2.21,2,-999,9,-999,9,2252,2,2354.2,2,1106,2,20,-999,-999,9,0.1637
  316N19831007, A13.5,112,1,53,2,19840206,0,-58.413,-27.613,3190,1553,0.131,34.67,2,226,2,126.3,2,33.6,2,0,2,2.22,2,0.256,2,0.118,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.0532
  316N19831007, A13.5,112,1,18,2,19840206,0,-58.413,-27.613,3190,1806,0.03,34.665,2,227,2,126.7,2,33.5,2,0,2,2.24,2,-999,9,-999,9,2249,2,2352.9,2,1094,2,20,-999,-999,9,-0.0629
  316N19831007, A13.5,112,1,19,2,19840206,0,-58.413,-27.613,3190,2063,-0.045,34.663,2,233,2,127.1,2,33.5,2,0,2,2.24,2,0.278,2,0.129,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1544
  316N19831007, A13.5,112,1,19,2,19840206,0,-58.413,-27.613,3190,2063,-0.045,34.663,2,233,2,127.1,2,33.5,2,0,2,2.24,2,0.284,2,0.131,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1544
  316N19831007, A13.5,112,1,20,2,19840206,0,-58.413,-27.613,3190,2317,-0.106,34.66,2,234,2,127.5,2,33.4,2,0,2,2.24,2,-999,9,-999,9,2248,2,2351.8,2,1094,2,20,-999,-999,9,-0.2327
  316N19831007, A13.5,112,1,21,2,19840206,0,-58.413,-27.613,3190,2574,-0.142,34.659,2,238,2,128.1,2,33.3,2,0,2,2.22,2,0.296,2,0.131,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.2876
  316N19831007, A13.5,112,1,22,2,19840206,0,-58.413,-27.613,3190,2828,-0.159,34.657,2,240,2,127.9,2,33.4,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,1079,2,20,-999,-999,9,-0.3245
  316N19831007, A13.5,112,1,23,2,19840206,0,-58.413,-27.613,3190,3083,-0.169,34.656,2,238,2,129.7,2,33.2,2,0,2,2.25,2,0.312,2,0.145,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.3556
  316N19831007, A13.5,112,1,23,2,19840206,0,-58.413,-27.613,3190,3083,-0.169,34.656,2,238,2,129.7,2,33.2,2,0,2,2.25,2,0.329,2,0.154,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.3556
  316N19831007, A13.5,112,1,24,2,19840206,0,-58.413,-27.613,3190,3226,-0.184,34.657,2,238,2,131.8,2,33.3,2,0,2,2.24,2,0.336,2,0.154,2,2243,2,2348,2,1083,2,20,-999,-999,9,-0.3826
  316N19831007, A13.5,113,2,30,2,19840206,0,-58.03,-29.292,3404,2,1.792,33.987,2,347,2,48.9,2,22.1,2,0.27,2,1.23,2,4.77,2,1.978,2,2135,2,2309.6,2,648,2,20,-999,-999,9,1.7919
  316N19831007, A13.5,113,1,17,2,19840206,0,-58.03,-29.292,3404,3,1.821,33.999,2,347,2,47.1,2,22.4,2,0.26,2,1.24,2,4.942,2,2.083,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.8209
  316N19831007, A13.5,113,2,38,2,19840206,0,-58.03,-29.292,3404,16,1.782,33.992,2,348,2,48.8,2,22.2,2,0.27,2,1.23,2,4.828,2,2.011,2,2134,2,2310.4,2,642,2,20,-999,-999,9,1.7812
  316N19831007, A13.5,113,2,39,2,19840206,0,-58.03,-29.292,3404,37,1.206,34.036,2,350,2,52.8,2,23.2,2,0.25,2,1.36,2,4.814,2,2.026,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.2044
  316N19831007, A13.5,113,2,40,2,19840206,0,-58.03,-29.292,3404,68,-0.002,34.107,2,344,2,67.2,2,25.6,2,0.22,2,1.73,2,4.84,2,2.029,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.0044
  316N19831007, A13.5,113,2,41,2,19840206,0,-58.03,-29.292,3404,98,-0.727,34.231,2,311,2,81.8,2,29.7,2,0.21,2,2.13,2,3.949,2,1.697,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.7298
  316N19831007, A13.5,113,2,42,2,19840206,0,-58.03,-29.292,3404,137,-0.173,34.369,2,268,2,86.6,2,32.6,2,0.16,2,2.25,2,2.758,2,1.193,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1777
  316N19831007, A13.5,113,2,43,2,19840206,0,-58.03,-29.292,3404,176,0.347,34.478,2,240,2,91.5,2,33.4,2,0.09,2,2.26,2,1.814,2,0.795,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.3401
  316N19831007, A13.5,113,2,44,2,19840206,0,-58.03,-29.292,3404,217,0.7,34.544,2,224,2,93.4,2,33.5,2,0.08,2,2.25,2,1.307,2,0.574,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6907
  316N19831007, A13.5,113,2,44,2,19840206,0,-58.03,-29.292,3404,217,0.7,34.544,2,224,2,93.4,2,33.5,2,0.08,2,2.25,2,1.309,2,0.583,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6907
  316N19831007, A13.5,113,2,45,2,19840206,0,-58.03,-29.292,3404,258,0.856,34.587,2,216,2,95.8,2,33.4,2,0.07,2,2.26,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.8445
  316N19831007, A13.5,113,2,46,2,19840206,0,-58.03,-29.292,3404,298,0.985,34.621,2,209,2,97.8,2,33.2,2,0.05,2,2.23,2,0.783,2,0.367,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.9713
  316N19831007, A13.5,113,2,47,2,19840206,0,-58.03,-29.292,3404,348,1.026,34.645,2,208,2,99.8,2,33,2,0.03,2,2.21,2,0.633,2,0.273,2,-999,9,-999,9,-999,9,-999,-999,-999,9,1.0097
  316N19831007, A13.5,113,2,48,2,19840206,0,-58.03,-29.292,3404,398,0.986,34.658,2,208,2,102.5,2,32.9,2,0.02,2,2.23,2,0.556,2,0.248,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.9673
  316N19831007, A13.5,113,1,2,2,19840206,0,-58.03,-29.292,3404,452,0.994,34.672,2,206,2,105,2,32.8,2,0.02,2,2.17,2,0.462,2,0.204,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.9725
  316N19831007, A13.5,113,1,3,2,19840206,0,-58.03,-29.292,3404,502,0.96,34.677,2,206,2,107.6,2,32.8,2,0,2,2.18,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.936
  316N19831007, A13.5,113,1,4,2,19840206,0,-58.03,-29.292,3404,553,1.019,34.697,2,204,2,109.5,2,32.7,2,0,2,2.17,2,0.277,2,0.119,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.9921
  316N19831007, A13.5,113,1,5,2,19840206,0,-58.03,-29.292,3404,604,0.92,34.692,2,206,2,111.1,2,32.7,2,0,2,2.18,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.8908
  316N19831007, A13.5,113,1,6,2,19840206,0,-58.03,-29.292,3404,654,0.743,34.679,2,211,2,112.6,2,32.9,2,0,2,2.19,2,0.398,2,0.174,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.7121
  316N19831007, A13.5,113,1,7,2,19840206,0,-58.03,-29.292,3404,702,0.704,34.683,2,211,2,113.9,2,32.9,2,0,2,2.19,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6707
  316N19831007, A13.5,113,1,8,2,19840206,0,-58.03,-29.292,3404,803,0.646,34.683,2,212,2,116.5,2,32.8,2,0,2,2.21,2,0.333,2,0.144,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.6076
  316N19831007, A13.5,113,1,9,2,19840206,0,-58.03,-29.292,3404,903,0.542,34.681,2,213,2,118.8,2,32.9,2,0,2,2.21,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.4988
  316N19831007, A13.5,113,1,10,2,19840206,0,-58.03,-29.292,3404,1005,0.469,34.68,2,215,2,120.6,2,33,2,0,2,2.21,2,0.308,2,0.137,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.4207
  316N19831007, A13.5,113,1,11,2,19840206,0,-58.03,-29.292,3404,1105,0.425,34.68,2,216,2,122.1,2,32.9,2,0,2,2.21,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.3713
  316N19831007, A13.5,113,1,12,2,19840206,0,-58.03,-29.292,3404,1258,0.302,34.674,2,218,2,123.4,2,33.1,2,0,2,2.23,2,0.296,2,0.137,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.2404
  316N19831007, A13.5,113,1,13,2,19840206,0,-58.03,-29.292,3404,1408,0.217,34.674,2,220,2,124.4,2,33.2,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.1472
  316N19831007, A13.5,113,1,14,2,19840206,0,-58.03,-29.292,3404,1560,0.148,34.67,2,220,2,125.6,2,33.4,2,0,2,2.25,2,0.29,2,0.133,2,-999,9,-999,9,-999,9,-999,-999,-999,9,0.0696
  316N19831007, A13.5,113,1,15,2,19840206,0,-58.03,-29.292,3404,1711,0.091,34.67,2,222,2,127.1,2,33.5,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,0.0035
  316N19831007, A13.5,113,1,16,2,19840206,0,-58.03,-29.292,3404,1864,0.036,34.67,2,226,2,127.4,2,33.4,2,0,2,2.25,2,0.282,2,0.139,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.0609
  316N19831007, A13.5,113,1,53,2,19840206,0,-58.03,-29.292,3404,2017,-0.009,34.665,2,229,2,127.2,2,33.3,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1158
  316N19831007, A13.5,113,1,18,2,19840206,0,-58.03,-29.292,3404,2221,-0.052,34.663,2,230,2,128.2,2,33.3,2,0,2,2.24,2,0.278,2,0.124,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.1726
  316N19831007, A13.5,113,1,19,2,19840206,0,-58.03,-29.292,3404,2423,-0.11,34.662,2,234,2,128.9,2,33.2,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.2446
  316N19831007, A13.5,113,1,20,2,19840206,0,-58.03,-29.292,3404,2627,-0.149,34.658,2,236,2,129.2,2,33.1,2,0,2,2.25,2,0.295,2,0.159,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.2986
  316N19831007, A13.5,113,1,21,2,19840206,0,-58.03,-29.292,3404,2830,-0.18,34.657,2,238,2,129.8,2,33.4,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.3452
  316N19831007, A13.5,113,1,22,2,19840206,0,-58.03,-29.292,3404,3034,-0.187,34.657,2,238,2,130.5,2,33.1,2,0,2,2.24,2,0.32,2,0.156,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.369
  316N19831007, A13.5,113,1,23,2,19840206,0,-58.03,-29.292,3404,3238,-0.188,34.655,2,239,2,129.7,2,33,2,0,2,2.23,2,0.33,2,0.158,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.3875
  316N19831007, A13.5,113,1,24,2,19840206,0,-58.03,-29.292,3404,3443,-0.18,34.655,2,241,2,129.8,2,33,2,0,2,2.24,2,0.355,2,0.166,2,-999,9,-999,9,-999,9,-999,-999,-999,9,-0.398
