EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,TCARBN,TCARBN_FLAG_W,FCO2,FCO2_FLAG_W,FCO2_TMP,DELC14,DELC14_FLAG_W,C14ERR,DELC13,DELC13_FLAG_W,THETA
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UATM,,DEG C,O/OO,,O/OO,O/OO,,DEG C
  33LG20060321,  SR01,12,1,209,6,2,20060326,315,-58.903,-63.647,3336,507,2.36,34.454,2,34.469,2,188.6,2,55.99,2,31.79,2,0.02,2,2.26,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.3302
  33LG20060321,  SR01,12,1,210,7,2,20060326,317,-58.903,-63.647,3336,404.4,2.26,34.365,2,34.367,2,205.5,2,48.28,2,32.13,2,0.04,2,2.28,2,2228.7,2,584.8,2,2.26,-108.9,2,2.2,0.21,2,2.237
  33LG20060321,  SR01,12,1,211,8,2,20060326,318,-58.903,-63.647,3336,354.9,2.1,34.307,2,34.315,2,221.5,2,43.96,2,30.22,2,0.05,2,2.2,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.0804
  33LG20060321,  SR01,12,1,212,9,2,20060326,320,-58.903,-63.647,3336,304.8,1.8,34.234,2,34.24,2,246.6,2,37.86,2,30.11,2,0.04,2,2.28,2,2207.6,2,522.2,2,1.8,-999,9,-999,-999,9,1.7841
  33LG20060321,  SR01,12,1,213,10,2,20060326,321,-58.903,-63.647,3336,253.1,1.22,34.139,2,34.147,2,281.6,2,30.56,2,29.37,2,0.05,2,2.14,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.2082
  33LG20060321,  SR01,12,1,214,11,2,20060326,323,-58.903,-63.647,3336,202.9,0.91,34.061,2,34.069,2,304.1,2,24.73,2,28.22,2,0.02,2,2.05,2,2176.6,2,438.4,2,0.91,-999,9,-999,1,2,0.9012
  33LG20060321,  SR01,12,1,215,12,2,20060326,324,-58.903,-63.647,3336,150.8,0,33.927,2,33.937,2,340.1,2,18.79,2,26.94,2,0.1,2,1.92,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-0.0053
  33LG20060321,  SR01,12,1,216,13,2,20060326,326,-58.903,-63.647,3336,101.4,-0.01,33.851,2,33.858,2,356.8,2,14.21,2,24.35,2,0.23,2,1.77,2,2151,2,370.1,2,-0.01,-69.3,2,2.2,1.37,2,-0.0135
  33LG20060321,  SR01,12,1,217,14,2,20060326,328,-58.903,-63.647,3336,75.3,0.29,33.836,2,33.841,2,360.1,2,11.29,2,23.28,2,0.29,2,1.8,2,2142.4,2,362.8,2,0.29,-999,9,-999,-999,9,0.2872
  33LG20060321,  SR01,12,1,218,15,2,20060326,329,-58.903,-63.647,3336,51,2.66,33.745,2,33.81,2,334.8,2,4.19,2,23.37,2,0.28,2,1.82,2,2130.6,2,372.5,2,2.66,-999,9,-999,-999,9,2.6571
  33LG20060321,  SR01,12,1,219,16,2,20060326,330,-58.903,-63.647,3336,25.4,4.04,33.726,2,33.732,2,322.3,2,1.07,2,20.57,2,0.33,2,1.51,2,-999,9,-999,9,-999,-999,9,-999,-999,9,4.0383
  33LG20060321,  SR01,12,1,220,17,2,20060326,331,-58.903,-63.647,3336,10.5,4.04,33.726,2,33.734,2,324.5,2,1.07,2,21.56,2,0.33,2,1.59,2,2113.1,2,368.6,2,4.04,-60.4,2,2.2,1.59,2,4.0393
  33LG20060321,  SR01,12,1,221,18,2,20060326,332,-58.903,-63.647,3336,5,4.04,33.726,2,33.732,2,324.6,2,2.28,2,21.04,2,0.32,2,1.53,2,-999,9,-999,9,-999,-999,9,-999,-999,9,4.0397
  33LG20060321,  SR01,12,1,222,19,2,20060326,332,-58.903,-63.647,3336,5.5,4.04,33.726,2,33.736,2,324.8,2,1.07,2,23.04,2,0.34,2,1.64,2,2117.3,2,369.8,2,4.04,-54.7,2,2.2,1.59,2,4.0396
  33LG20060321,  SR01,12,1,223,20,2,20060326,332,-58.903,-63.647,3336,4.6,4.04,33.726,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,368.2,2,4.04,-999,9,-999,-999,9,4.0397
  33LG20060321,  SR01,13,1,224,1,2,20060326,718,-59.26,-63.533,3892,3719.1,0.55,34.706,2,34.712,2,217.8,2,130.45,2,27.63,2,0.07,2,2.22,2,2258.5,2,490.1,2,0.55,-155.6,2,2.2,0.44,2,0.2863
  33LG20060321,  SR01,13,1,225,2,2,20060326,728,-59.26,-63.533,3892,3563,0.54,34.706,2,34.714,2,220.7,2,130.26,2,27.36,2,0.29,2,2.27,2,-999,9,-999,9,-999,-999,9,-999,-999,9,0.2919
  33LG20060321,  SR01,13,1,226,3,2,20060326,739,-59.26,-63.533,3892,3048.6,0.62,34.711,2,34.72,2,215.1,2,129.53,2,27.96,2,0.02,2,2.22,2,2260.1,2,494.3,2,0.62,-999,9,-999,-999,9,0.4181
  33LG20060321,  SR01,13,1,227,4,2,20060326,750,-59.26,-63.533,3892,2539.7,0.82,34.717,2,34.726,2,211.1,2,121.31,2,27.18,2,0.02,2,2.2,2,-999,9,-999,9,-999,-999,9,-999,-999,9,0.6582
  33LG20060321,  SR01,13,1,228,5,2,20060326,800,-59.26,-63.533,3892,2027.4,1.16,34.727,2,34.732,2,204.3,2,110.59,2,27.53,2,0.02,2,2.18,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.0339
  33LG20060321,  SR01,13,1,229,6,2,20060326,811,-59.26,-63.533,3892,1518.3,1.49,34.734,2,34.738,2,197.7,2,100.36,2,27,2,0.02,2,2.15,2,2255.1,2,512,2,1.49,-999,9,-999,-999,9,1.3979
  33LG20060321,  SR01,13,1,230,7,2,20060326,822,-59.26,-63.533,3892,1011.8,1.87,34.724,2,34.728,2,188.9,2,88.7,2,26.52,2,0.02,2,4.7,4,-999,9,-999,9,-999,-999,9,-999,-999,9,1.8098
  33LG20060321,  SR01,13,1,231,8,2,20060326,828,-59.26,-63.533,3892,809.2,2.01,34.697,2,34.705,2,183.3,2,72.52,2,27.79,2,0.02,2,2.17,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.9623
  33LG20060321,  SR01,13,1,232,9,2,20060326,834,-59.26,-63.533,3892,606.3,2.13,34.646,2,34.651,2,177.6,2,67.82,2,28.68,2,0.03,2,2.24,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.0948
  33LG20060321,  SR01,13,1,233,10,2,20060326,836,-59.26,-63.533,3892,505.7,2.21,34.609,2,34.615,2,177.4,2,66.02,2,28.77,2,0.02,2,2.3,2,-999,9,582.6,2,2.21,-141,2,2.2,0.03,2,2.1807
  33LG20060321,  SR01,13,1,234,11,2,20060326,839,-59.26,-63.533,3892,403.9,2.12,34.539,2,34.546,2,183.2,2,64.32,2,29.62,2,0.03,2,2.38,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.0973
  33LG20060321,  SR01,13,1,235,12,2,20060326,842,-59.26,-63.533,3892,302.2,1.87,34.44,2,34.445,2,197,2,58.23,2,29.78,2,0.04,2,2.44,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.854
  33LG20060321,  SR01,13,1,236,13,2,20060326,845,-59.26,-63.533,3892,201.9,0.95,34.245,2,34.25,2,248.6,2,44.86,2,27.49,2,0.03,2,2.31,2,2218.4,2,462.8,2,0.95,-113.5,2,2.2,0.37,2,0.9411
  33LG20060321,  SR01,13,1,237,14,2,20060326,847,-59.26,-63.533,3892,151.3,0.06,34.1,2,34.108,2,294.3,2,34.65,2,27.01,2,0.54,2,2.16,2,2197.1,2,465.8,2,0.06,-96.7,2,2.2,0.87,2,0.0545
  33LG20060321,  SR01,13,1,238,15,2,20060326,848,-59.26,-63.533,3892,101.8,-0.84,33.957,2,33.942,2,343.2,2,29.35,2,23.52,2,0.22,2,2.06,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-0.8428
  33LG20060321,  SR01,13,1,239,16,2,20060326,850,-59.26,-63.533,3892,75.2,-0.43,33.865,2,33.877,2,355,2,24.52,2,21.7,2,0.19,2,1.84,2,2159,2,368.4,2,-0.43,-85.9,2,2.2,1.28,2,-0.4323
  33LG20060321,  SR01,13,1,240,17,2,20060326,851,-59.26,-63.533,3892,49,3.1,33.724,2,33.735,2,330.4,2,12.58,2,18.45,2,0.42,2,1.53,2,2132.4,2,354.2,2,3.1,-72.2,2,2.2,1.8,2,3.0971
  33LG20060321,  SR01,13,1,241,18,2,20060326,852,-59.26,-63.533,3892,24,3.18,33.72,2,33.728,2,329.9,2,12.32,2,17.55,2,0.27,2,1.46,2,2128,2,341.4,2,3.18,-999,9,-999,-999,9,3.1786
  33LG20060321,  SR01,13,1,242,19,2,20060326,853,-59.26,-63.533,3892,12,3.18,33.719,2,33.716,2,330.2,2,7.07,2,17.89,2,0.24,2,1.58,2,2126.5,2,342.9,2,3.18,-999,9,-999,-999,9,3.1793
  33LG20060321,  SR01,13,1,243,20,2,20060326,854,-59.26,-63.533,3892,5.1,3.18,33.719,2,33.724,2,330.9,2,11,2,18.19,2,0.26,2,1.52,2,-999,9,-999,9,-999,-999,9,-999,-999,9,3.1797
  33LG20060321,  SR01,13,1,244,21,2,20060326,854,-59.26,-63.533,3892,4.6,3.18,33.719,2,33.722,2,330.5,2,10.64,2,18.26,2,0.28,2,1.45,2,2127.8,2,341.7,2,3.18,-77.7,2,2.2,1.75,2,3.1797
  33LG20060321,  SR01,14,1,245,1,2,20060326,1140,-59.618,-63.412,3865,1012.9,1.8,34.728,2,34.73,2,189.9,2,82.54,2,28.82,2,0.02,2,2.03,2,2255.3,2,531.4,2,1.8,-166.4,2,2.2,0.38,2,1.7403
  33LG20060321,  SR01,14,1,246,2,2,20060326,1146,-59.618,-63.412,3865,809.8,1.98,34.706,2,34.709,2,184.4,2,81.38,2,28.25,2,0.02,2,2.45,2,2256.2,2,546.1,2,1.98,-999,9,-999,-999,9,1.9325
  33LG20060321,  SR01,14,1,247,3,2,20060326,1148,-59.618,-63.412,3865,706.9,2.04,34.687,2,34.689,2,180.8,2,73.91,2,29.86,2,0.11,2,2.12,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.9988
  33LG20060321,  SR01,14,1,248,4,2,20060326,1152,-59.618,-63.412,3865,607.4,2.1,34.66,2,34.659,2,179.1,2,70.84,2,30.06,2,0.02,2,2.19,2,2259.5,2,576,2,2.1,-151.5,2,2.2,0.39,2,2.0648
  33LG20060321,  SR01,14,1,249,5,2,20060326,1156,-59.618,-63.412,3865,504,2.14,34.635,2,34.639,2,176.6,2,75.3,3,28.43,2,0.02,2,2.16,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.1111
  33LG20060321,  SR01,14,1,250,6,2,20060326,1159,-59.618,-63.412,3865,404.5,2.13,34.586,2,34.59,2,177.4,2,65.03,2,31.29,2,0.02,2,2.24,2,2257.6,2,606.4,2,2.13,-999,9,-999,-999,9,2.1072
  33LG20060321,  SR01,14,1,251,7,2,20060326,1201,-59.618,-63.412,3865,302.8,2.06,34.513,2,34.519,2,183.9,2,60.32,2,30.82,2,0.02,2,2.23,2,2253.3,2,616,2,2.06,-999,9,-999,-999,9,2.0434
  33LG20060321,  SR01,14,1,252,8,2,20060326,1203,-59.618,-63.412,3865,254.4,1.88,34.443,2,34.446,2,195.6,2,55.37,2,31.59,2,0.02,2,2.27,2,2247.1,2,610.7,2,1.88,-999,9,-999,-999,9,1.8666
  33LG20060321,  SR01,14,1,253,9,2,20060326,1205,-59.618,-63.412,3865,201.5,1.49,34.336,2,34.341,2,221.5,2,49.88,2,30.91,2,0.02,2,2.29,2,2233.2,2,573,2,1.49,-115.3,2,2.2,0.55,2,1.4801
  33LG20060321,  SR01,14,1,254,10,2,20060326,1206,-59.618,-63.412,3865,151.8,0.83,34.215,2,34.219,2,259.7,2,42.49,2,29.35,2,0.02,2,2.14,2,2216.8,2,413.2,2,0.83,-999,9,-999,-999,9,0.8235
  33LG20060321,  SR01,14,1,255,11,2,20060326,1208,-59.618,-63.412,3865,101.2,-0.84,33.98,2,33.989,2,330.4,2,31.4,2,25.06,2,0.26,2,2,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-0.8428
  33LG20060321,  SR01,14,1,256,12,2,20060326,1209,-59.618,-63.412,3865,76,-0.84,33.897,2,33.919,2,350.1,2,27.01,2,24.18,2,0.19,2,1.9,2,-999,9,-999,9,-999,-999,9,-999,-999,9,-0.8421
  33LG20060321,  SR01,14,1,257,13,2,20060326,1210,-59.618,-63.412,3865,61,-0.23,33.857,2,33.876,2,353.3,2,23.18,2,23.52,2,0.21,2,1.9,2,2164.4,2,373.6,2,-0.23,-999,9,-999,1.11,2,-0.232
  33LG20060321,  SR01,14,1,258,14,2,20060326,1212,-59.618,-63.412,3865,44.7,3.09,33.72,2,33.746,2,331.8,2,12.05,2,19.14,2,0.24,2,1.5,2,2133.9,2,356.2,2,3.09,-999,9,-999,-999,9,3.0873
  33LG20060321,  SR01,14,1,259,15,2,20060326,1212,-59.618,-63.412,3865,24.6,3.11,33.726,2,33.731,2,330.1,2,10.85,2,17.11,2,0.24,2,1.46,2,2133.1,2,353.2,2,3.11,-999,9,-999,1.54,2,3.1085
  33LG20060321,  SR01,14,1,260,16,2,20060326,1213,-59.618,-63.412,3865,10.4,3.11,33.726,2,33.728,2,330.5,2,10.93,2,19.44,2,0.26,2,1.36,2,-999,9,-999,9,-999,-999,9,-999,-999,9,3.1094
  33LG20060321,  SR01,14,1,261,17,2,20060326,1214,-59.618,-63.412,3865,5.4,3.12,33.726,2,33.732,2,330.4,2,10.71,2,19.37,2,0.25,2,1.54,2,-999,9,-999,9,-999,-999,9,-999,-999,9,3.1197
  33LG20060321,  SR01,14,1,262,18,2,20060326,1214,-59.618,-63.412,3865,4.9,3.12,33.725,2,33.73,2,330.6,2,10.81,2,19.24,2,0.25,2,1.38,2,2130.9,2,-999,9,-999,-76.8,2,2.2,1.78,2,3.1197
  33LG20060321,  SR01,15,1,263,1,2,20060326,1544,-59.978,-63.312,3865,2900.6,0.57,34.71,2,34.711,2,214.9,2,119.67,2,29.09,2,0.03,2,2.7,3,2261.1,2,494.9,2,0.57,-999,9,-999,0.45,2,0.3824
  33LG20060321,  SR01,15,1,264,2,2,20060326,1553,-59.978,-63.312,3865,2540.7,0.78,34.716,2,34.717,2,210.4,2,109.94,2,28.85,2,0.02,2,2.2,2,-999,9,-999,9,-999,-999,9,-999,-999,9,0.6189
  33LG20060321,  SR01,15,1,265,3,2,20060326,1607,-59.978,-63.312,3865,2030.7,1.1,34.725,2,34.727,2,205,2,104.1,2,28.38,2,0.02,2,2.12,2,2266.5,2,498.1,2,1.1,-999,9,-999,-999,9,0.9746
  33LG20060321,  SR01,15,1,266,4,2,20060326,1618,-59.978,-63.312,3865,1518.9,1.42,34.733,2,34.742,2,198,2,92.82,2,27.66,2,0.02,2,2.09,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.3287
  33LG20060321,  SR01,15,1,267,5,2,20060326,1628,-59.978,-63.312,3865,1011,1.83,34.727,2,34.729,2,189.6,2,81.34,2,28.37,2,0.02,2,2.13,2,2256,2,530.4,2,1.83,-999,9,-999,0.37,2,1.7702
  33LG20060321,  SR01,15,1,268,6,2,20060326,1632,-59.978,-63.312,3865,809.6,2,34.701,2,34.696,2,184.1,2,85.82,2,27.04,2,0.03,2,2.25,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.9524
  33LG20060321,  SR01,15,1,269,7,2,20060326,1637,-59.978,-63.312,3865,608,2.11,34.661,2,34.66,2,179,2,68.79,2,28.03,2,0.03,2,2.28,2,2255.6,2,578.4,2,2.11,-999,9,-999,0.34,2,2.0748
  33LG20060321,  SR01,15,1,270,8,2,20060326,1639,-59.978,-63.312,3865,504.8,2.15,34.629,2,34.629,2,177.8,2,65.29,2,27.92,2,0.02,2,2.3,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.121
  33LG20060321,  SR01,15,1,271,9,2,20060326,1642,-59.978,-63.312,3865,403,2.16,34.586,2,34.59,2,178,2,64.32,2,27.52,2,0.02,2,2.3,2,2254.5,2,605.6,2,2.16,-999,9,-999,-999,9,2.1372
  33LG20060321,  SR01,15,1,272,10,2,20060326,1644,-59.978,-63.312,3865,303.1,2.09,34.518,2,34.517,2,183.9,2,62.57,2,30.62,2,0.03,2,2.35,2,2251.6,2,612.8,2,2.09,-999,9,-999,0.38,2,2.0733
  33LG20060321,  SR01,15,1,273,11,2,20060326,1647,-59.978,-63.312,3865,252.3,2.04,34.451,2,34.454,2,190.6,2,57.71,2,30.72,2,0.02,2,2.44,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.0264
  33LG20060321,  SR01,15,1,274,12,2,20060326,1649,-59.978,-63.312,3865,200.3,1.73,34.362,2,34.362,2,212.8,2,50.71,2,30.21,2,0.03,2,2.35,2,2235.7,2,587.9,2,1.73,-999,9,-999,0.53,2,1.7198
  33LG20060321,  SR01,15,1,275,13,2,20060326,1651,-59.978,-63.312,3865,152.2,1.12,34.244,2,34.24,2,249.3,2,44.19,2,28.3,2,0.06,2,2.28,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.1131
  33LG20060321,  SR01,15,1,276,14,2,20060326,1654,-59.978,-63.312,3865,100.5,-0.64,34.02,2,34.021,2,320.1,2,33.68,2,25.67,2,0.24,2,2.15,2,2190,2,435.6,2,-0.64,-999,9,-999,-999,9,-0.643
  33LG20060321,  SR01,15,1,277,15,2,20060326,1655,-59.978,-63.312,3865,70.2,-0.79,33.893,2,33.896,2,351.2,2,27.84,2,22.41,2,0.19,2,0.48,3,2168.7,2,374.9,2,-0.79,-999,9,-999,-999,9,-0.7919
  33LG20060321,  SR01,15,1,278,16,2,20060326,1656,-59.978,-63.312,3865,50.8,2.94,33.726,2,33.742,2,332.8,2,11.49,2,19.05,2,0.25,2,1.6,2,2131.9,2,349,2,2.94,-999,9,-999,1.75,2,2.937
  33LG20060321,  SR01,15,1,279,17,2,20060326,1657,-59.978,-63.312,3865,34.9,3.26,33.724,2,33.726,2,329.2,2,11.83,2,17.24,2,0.25,2,1.44,2,-999,9,-999,9,-999,-999,9,-999,-999,9,3.2579
  33LG20060321,  SR01,15,1,280,18,2,20060326,1658,-59.978,-63.312,3865,26,3.27,33.724,2,33.726,2,329.2,2,11.89,2,18.52,2,0.29,2,1.49,2,2124.8,2,347.9,2,3.27,-999,9,-999,1.82,2,3.2684
  33LG20060321,  SR01,15,1,281,19,2,20060326,1659,-59.978,-63.312,3865,10.9,3.29,33.723,2,33.724,2,329.5,2,10.81,2,17.95,2,0.26,2,1.59,2,-999,9,-999,9,-999,-999,9,-999,-999,9,3.2893
  33LG20060321,  SR01,15,1,282,20,2,20060326,1700,-59.978,-63.312,3865,5,3.3,33.722,2,33.724,2,329.2,2,11.49,2,18.17,2,0.25,2,1.42,2,2125.2,2,347.8,2,3.3,-999,9,-999,1.79,2,3.2997
  33LG20060321,  SR01,15,1,283,21,2,20060326,1700,-59.978,-63.312,3865,5.8,3.3,33.722,2,33.725,2,329,2,12,2,18.53,2,0.26,2,1.5,2,-999,9,-999,9,-999,-999,9,-999,-999,9,3.2996
  33LG20060321,  SR01,16,1,284,1,2,20060326,1934,-60.325,-63.17,3853,1013.1,1.84,34.726,2,34.725,2,190.6,2,90.92,2,27.94,2,0.02,2,2.12,2,2252.7,2,528.1,2,1.84,-999,9,-999,0.42,2,1.78
  33LG20060321,  SR01,16,1,285,2,2,20060326,1939,-60.325,-63.17,3853,808.7,1.99,34.707,2,34.703,2,185.4,2,70.08,2,28.58,2,0.02,2,2.23,2,2255.7,2,548.9,2,1.99,-999,9,-999,-999,9,1.9425
  33LG20060321,  SR01,16,1,286,3,2,20060326,1942,-60.325,-63.17,3853,708.3,2.07,34.688,2,34.686,2,182.3,2,70.84,2,28.25,2,0.02,2,2.16,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.0286
  33LG20060321,  SR01,16,1,287,4,2,20060326,1944,-60.325,-63.17,3853,605.8,2.11,34.667,2,34.665,2,180.2,2,66.31,2,28.72,2,0.02,2,2.21,2,2255,2,570.9,2,2.11,-999,9,-999,-999,9,2.0749
  33LG20060321,  SR01,16,1,288,5,2,20060326,1947,-60.325,-63.17,3853,504.2,2.17,34.637,2,34.636,2,176.7,2,65.38,2,29.43,2,0.02,2,2.1,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.141
  33LG20060321,  SR01,16,1,289,6,2,20060326,1950,-60.325,-63.17,3853,404.6,2.2,34.588,2,34.595,2,177.7,2,63.57,2,29.96,2,0.02,2,2.35,2,2254.2,2,596.3,2,2.2,-999,9,-999,0.4,2,2.177
  33LG20060321,  SR01,16,1,290,7,2,20060326,1952,-60.325,-63.17,3853,304.7,2.21,34.535,2,34.533,2,180.1,2,60.09,2,30.49,2,0.24,2,2.38,2,-999,9,-999,9,-999,-999,9,-999,-999,9,2.1929
  33LG20060321,  SR01,16,1,291,8,2,20060326,1954,-60.325,-63.17,3853,251.9,2.17,34.49,2,34.483,2,185.7,2,55.04,2,30.48,2,0.02,2,2.26,2,2247.4,2,609.4,2,2.17,-999,9,-999,0.45,2,2.1561
  33LG20060321,  SR01,16,1,292,9,2,20060326,1955,-60.325,-63.17,3853,201.7,1.78,34.397,2,34.387,2,207.7,2,52.02,2,29.71,2,0.03,2,2.37,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.7696
  33LG20060321,  SR01,16,1,293,10,2,20060326,1957,-60.325,-63.17,3853,151.7,1.02,34.261,2,34.253,2,246.5,2,45.16,2,10.01,4,0.04,2,2.95,3,2220.8,2,543.3,2,1.02,-999,9,-999,-999,9,1.0133
  33LG20060321,  SR01,16,1,294,11,2,20060326,1958,-60.325,-63.17,3853,100.5,-0.62,34.02,2,33.995,2,324.4,2,32.27,2,26.62,2,0.27,2,2.12,2,2187.1,2,431.1,2,-0.62,-999,9,-999,1.02,2,-0.623
  33LG20060321,  SR01,16,1,295,12,2,20060326,1959,-60.325,-63.17,3853,76,-1.03,33.905,2,33.912,2,348.4,2,27.99,2,23.55,2,0.21,2,1.96,2,2173.5,2,388.8,2,-1.03,-999,9,-999,-999,9,-1.0319
  33LG20060321,  SR01,16,1,296,13,2,20060326,2001,-60.325,-63.17,3853,48.5,0.24,33.834,2,33.837,2,354.2,2,21.66,2,21.17,2,0.19,2,1.77,2,2153.8,2,351.5,2,0.24,-999,9,-999,-999,9,0.2382
  33LG20060321,  SR01,16,1,297,14,2,20060326,2002,-60.325,-63.17,3853,25.2,3.38,33.71,2,33.713,2,328.7,2,7.68,2,19.22,2,0.3,2,1.5,2,2125.9,2,356.6,2,3.38,-999,9,-999,1.46,2,3.3784
  33LG20060321,  SR01,16,1,298,15,2,20060326,2003,-60.325,-63.17,3853,10.2,3.44,33.709,2,33.706,2,328.6,2,7.55,2,17.1,2,0.34,2,1.51,2,2125.9,2,356.7,2,3.44,-999,9,-999,-999,9,3.4394
  33LG20060321,  SR01,16,1,299,16,2,20060326,2004,-60.325,-63.17,3853,5.5,3.43,33.709,2,33.71,2,328.8,2,7.9,2,18.99,2,0.29,2,1.48,2,2125.3,2,355,2,3.43,-999,9,-999,1.71,2,3.4297
  33LG20060321,  SR01,16,1,300,17,2,20060326,2005,-60.325,-63.17,3853,4.9,3.44,33.709,2,33.709,2,328.6,2,7.91,2,19.1,2,0.3,2,1.46,2,-999,9,-999,9,-999,-999,9,-999,-999,9,3.4397
  33LG20060321,  SR01,17,1,301,1,2,20060326,2347,-60.683,-63.06,3677,3611.4,0.44,34.697,2,34.699,2,220.4,2,121.43,2,27.88,2,0.02,2,2.13,2,2261.6,2,490.5,2,0.44,-999,9,-999,0.44,2,0.1899
  33LG20060321,  SR01,17,1,302,2,2,20060326,2350,-60.683,-63.06,3677,3563.4,0.44,34.699,2,34.699,2,221,2,120.64,2,28.74,2,0.02,2,2.21,2,-999,9,-999,9,-999,-999,9,-999,-999,9,0.1945
  33LG20060321,  SR01,17,1,303,3,2,20060326,1,-60.683,-63.06,3677,3048.9,0.49,34.706,2,34.708,2,217.8,2,118.91,2,28.21,2,0.02,2,2.14,2,2263,2,489,2,0.49,-999,9,-999,-999,9,0.2911
  33LG20060321,  SR01,17,1,304,4,2,20060326,11,-60.683,-63.06,3677,2541.3,0.58,34.711,2,34.716,2,214.5,2,108.97,2,21.14,4,0.02,2,2.08,2,-999,9,-999,9,-999,-999,9,-999,-999,9,0.4227
  33LG20060321,  SR01,17,1,305,5,2,20060326,22,-60.683,-63.06,3677,2027.8,0.82,34.718,2,34.724,2,210.1,2,110.68,2,26.25,2,0.04,2,2.49,3,2259.7,2,501,2,0.82,-999,9,-999,-999,9,0.6992
  33LG20060321,  SR01,17,1,306,6,2,20060326,32,-60.683,-63.06,3677,1520.5,1.12,34.727,2,34.732,2,204.4,2,99.02,2,27.93,2,0.02,2,2.1,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.0322
  33LG20060321,  SR01,17,1,307,7,2,20060326,42,-60.683,-63.06,3677,1011.4,1.52,34.734,2,34.738,2,196,2,93.16,2,27.53,2,0.03,2,2.16,2,2257.6,2,516.7,2,1.52,-999,9,-999,0.39,2,1.4626
  33LG20060321,  SR01,17,1,308,8,2,20060326,46,-60.683,-63.06,3677,807.8,1.72,34.731,2,34.739,2,189.9,2,85.53,2,26.88,2,0.02,2,2.1,2,-999,9,-999,9,-999,-999,9,-999,-999,9,1.6743
  33LG20060321,  SR01,17,1,309,9,2,20060326,51,-60.683,-63.06,3677,605.1,1.85,34.71,2,34.715,2,185.4,2,80.57,2,27.42,2,0.02,2,2.22,2,2259.7,2,550.1,2,1.85,-149,2,2.2,0.36,2,1.8161
  33LG20060321,  SR01,17,1,310,10,2,20060326,53,-60.683,-63.06,3677,505,1.88,34.682,2,34.686,2,180.7,2,71.91,2,28.4,2,0.02,2,2.28,2,2261,2,572.8,2,1.88,-145.9,2,2.2,0.38,2,1.8521
  33LG20060321,  SR01,17,1,311,11,2,20060326,55,-60.683,-63.06,3677,459.3,1.8,34.656,2,34.659,2,182.3,2,70.93,2,28.33,2,0.02,2,2.26,2,2258.9,2,582.9,2,1.8,-149.2,2,2.2,0.35,2,1.7751
  33LG20060321,  SR01,17,1,312,12,2,20060326,58,-60.683,-63.06,3677,404.6,1.89,34.641,2,34.645,2,179.2,2,71.62,2,29.13,2,0.07,2,2.48,3,-999,9,-999,9,-999,-999,9,-999,-999,9,1.868
  33LG20060321,  SR01,17,1,313,13,2,20060326,101,-60.683,-63.06,3677,301.5,1.8,34.575,2,34.58,2,182.4,2,72.16,2,29.44,2,0.03,2,2.3,2,2256.7,2,608.7,2,1.8,-140.6,2,2.2,0.32,2,1.7841
  33LG20060321,  SR01,17,1,314,14,2,20060326,103,-60.683,-63.06,3677,202.8,0.48,34.304,2,34.308,2,245.3,2,59.92,2,27.86,2,0.05,2,2.15,2,-999,9,-999,9,-999,-999,9,-999,-999,9,0.4718
  33LG20060321,  SR01,17,1,315,15,2,20060326,107,-60.683,-63.06,3677,151.5,-0.39,34.075,2,34.084,2,298.4,2,49.4,2,26.06,2,0.25,2,2.03,2,2203.3,2,455.1,2,-0.39,-118.5,2,2.2,0.77,2,-0.3949
