EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,PH_SWS,PH_TEMP,PH_SWS_FLAG_W,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,THETA
,,,,,,,,,METERS,DBARS,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,UMOL/KG,,PPM,,,DEGC,,UG/L,,UG/L,,DEGC
  35LU19950909, AR04g,    11,  1,      7,2,19950911,  7.1750, -50.2722,   20,   2797.9,   2.8207,  34.9366,2,  34.9362,2,    259.0,2,    259.3,2,    26.63,2,    19.46,2,     0.00,2,     1.29,2,    0.053,2,    0.029,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.5945
  35LU19950909, AR04g,    11,  1,      6,2,19950911,  7.1750, -50.2722,   20,   2997.1,   2.7189,  34.9297,2,  34.9282,2,    259.1,2,    259.2,2,    28.55,2,    19.66,2,     0.00,2,     1.30,2,    0.060,2,    0.031,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.4745
  35LU19950909, AR04g,    11,  1,      5,2,19950911,  7.1750, -50.2722,   20,   3298.3,   2.5183,  34.9151,2,  34.9141,2,    259.8,2,    260.1,2,    31.84,2,    19.78,2,     0.00,2,     1.31,2,    0.072,2,    0.036,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.2470
  35LU19950909, AR04g,    11,  1,      4,2,19950911,  7.1750, -50.2722,   20,   3599.3,   2.3629,  34.9066,2,  34.9050,2,    264.9,2,    265.8,2,    30.08,2,    19.17,2,     0.00,2,     1.27,2,    0.153,2,    0.076,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.0631
  35LU19950909, AR04g,    11,  1,      3,2,19950911,  7.1750, -50.2722,   20,   3798.6,   2.3066,  34.9024,2,  34.9002,2,    265.9,2,    265.9,2,    31.07,2,    19.08,2,     0.00,2,     1.27,2,    0.173,2,    0.084,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   1.9863
  35LU19950909, AR04g,    11,  1,      2,2,19950911,  7.1750, -50.2722,   20,   3998.5,   2.2607,  34.8971,2,  34.8949,2,    265.7,2,    264.7,2,    32.72,2,    19.31,2,     0.00,2,     1.30,2,    0.149,2,    0.076,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   1.9193
  35LU19950909, AR04g,    11,  1,      1,2,19950911,  7.1750, -50.2722,   20,   4199.7,   2.2312,  34.8918,2,  34.8904,2,    264.0,2,    257.5,2,    35.92,2,    19.77,2,     0.00,2,     1.34,2,    0.100,2,    0.065,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   1.8675
  35LU19950909, AR04g,    12,  1,     22,2,19950911,  7.5015, -49.9998,   15,     -0.4,  29.9203,  33.3869,2,  33.7880,2,    194.7,2,    197.1,2,     3.65,2,     0.00,2,     0.01,2,     0.00,2, -999.000,9, -999.000,9,   1857.6,2,   -999.0,9,   8.1636,    25.00,2,     0.06,2,     0.01,2,  29.9204
  35LU19950909, AR04g,    12,  1,     21,2,19950911,  7.5015, -49.9998,   15,     73.3,  26.2973,  36.4254,2,  36.4880,2,    207.4,2,    204.1,2,     0.56,2,     0.00,2,     0.01,2,     0.00,2, -999.000,9, -999.000,9,   2014.9,2,   -999.0,9,   8.1221,    25.00,2,  -999.00,9,  -999.00,9,  26.2807
  35LU19950909, AR04g,    12,  1,     20,2,19950911,  7.5015, -49.9998,   15,    199.4,  14.3168,  35.6837,2,  35.7720,2,    108.7,2,    113.5,2,     6.87,2,    19.33,2,     0.01,2,     1.17,2, -999.000,9, -999.000,9,   2161.1,2,   -999.0,9,   7.7999,    25.00,2,  -999.00,9,  -999.00,9,  14.2873
  35LU19950909, AR04g,    12,  1,     19,2,19950911,  7.5015, -49.9998,   15,    297.8,  10.3088,  35.0483,2,  35.1409,2,    114.8,2,    108.9,2,    12.04,2,    26.11,2,     0.01,2,     1.66,2, -999.000,9, -999.000,9,   2179.9,2,   -999.0,9,   7.6873,    25.00,2,  -999.00,9,  -999.00,9,  10.2733
  35LU19950909, AR04g,    12,  1,     18,2,19950911,  7.5015, -49.9998,   15,    497.6,   7.6744,  34.7211,2,  34.6827,2,    125.7,2,    131.3,2,    19.48,2,    30.92,2,     0.01,2,     2.03,2, -999.000,9, -999.000,9,   2196.2,2,   -999.0,9,   7.6380,    25.00,2,  -999.00,9,  -999.00,9,   7.6245
  35LU19950909, AR04g,    12,  1,     17,2,19950911,  7.5015, -49.9998,   15,    997.9,   5.0149,  34.7588,2,  34.7670,2,    160.3,2,    155.2,2,    27.13,2,    30.75,2,     0.00,2,     2.07,2,    0.004,2,    0.003,2,   2196.3,2,   -999.0,9,   7.6364,    25.00,2,  -999.00,9,  -999.00,9,   4.9312
  35LU19950909, AR04g,    12,  1,     16,2,19950911,  7.5015, -49.9998,   15,   1297.4,   4.8722,  34.9576,2,  34.9760,2,    206.6,2,    208.6,2,    19.11,2,    22.78,2,     0.00,2,     1.51,2,    0.199,2,    0.078,2,   2161.2,2,   -999.0,9,   7.7191,    25.00,2,  -999.00,9,  -999.00,9,   4.7616
  35LU19950909, AR04g,    12,  1,     15,2,19950911,  7.5015, -49.9998,   15,   1597.4,   4.2269,  34.9998,2,  35.0014,2,    246.7,2,    247.7,2,    15.48,2,    18.98,2,     0.00,2,     1.25,2,    0.247,2,    0.113,2,   2147.4,2,   -999.0,9,   7.7673,    25.00,2,  -999.00,9,  -999.00,9,   4.0949
  35LU19950909, AR04g,    12,  1,     14,2,19950911,  7.5015, -49.9998,   15,   1697.7,   4.0428,  34.9978,2,  34.9938,2,    254.6,2,    252.5,2,    15.98,2,    18.73,2,     0.00,2,     1.22,2,    0.187,2,    0.084,2,   2132.8,3,   -999.0,9,   7.7682,    25.00,2,  -999.00,9,  -999.00,9,   3.9037
  35LU19950909, AR04g,    12,  1,     13,2,19950911,  7.5015, -49.9998,   15,   1796.7,   3.8493,  34.9902,2,  34.9887,2,    255.2,2,    254.6,2,    16.91,2,    18.59,2,     0.00,2,     1.22,2,    0.156,2,    0.074,2,   2128.2,3,   -999.0,9,   7.7689,    25.00,2,  -999.00,9,  -999.00,9,   3.7034
  35LU19950909, AR04g,    12,  1,     12,2,19950911,  7.5015, -49.9998,   15,   1898.7,   3.6981,  34.9828,2,  34.9830,2,    255.9,2,    256.2,2,    17.64,2,    18.62,2,     0.00,2,     1.23,2,    0.147,2,    0.067,2,   2135.8,3,   -999.0,9,   7.7797,    25.00,2,  -999.00,9,  -999.00,9,   3.5446
  35LU19950909, AR04g,    12,  1,     11,2,19950911,  7.5015, -49.9998,   15,   1995.8,   3.5729,  34.9780,2,  34.9776,2,    256.4,2,    257.3,2,    18.78,2,    18.58,2,     0.00,2,     1.23,2,    0.126,2,    0.051,2,   2130.3,3,   -999.0,9,   7.7814,    25.00,2,  -999.00,9,  -999.00,9,   3.4121
  35LU19950909, AR04g,    12,  1,      9,2,19950911,  7.5015, -49.9998,   15,   2398.1,   3.1514,  34.9571,2,  34.9570,2,    259.0,2,    260.1,2,    22.04,2,    18.56,2,     0.00,2,     1.23,2,    0.087,2,    0.042,2,   2124.7,3,   -999.0,9,   7.7805,    25.00,2,  -999.00,9,  -999.00,9,   2.9586
  35LU19950909, AR04g,    12,  1,     10,2,19950911,  7.5015, -49.9998,   15,   2398.1,   3.1514,  34.9571,2,  34.9580,2,    259.0,2,    259.9,2,    21.72,2,    18.56,2,     0.00,2,     1.23,2,    0.107,2,    0.049,2,   2133.4,3,   -999.0,9,   7.7805,    25.00,2,  -999.00,9,  -999.00,9,   2.9586
  35LU19950909, AR04g,    12,  1,      8,2,19950911,  7.5015, -49.9998,   15,   2599.6,   2.9837,  34.9476,2,  34.9470,2,    259.8,2,    260.1,2,    23.88,2,    18.79,2,     0.00,2,     1.25,2,    0.072,2,    0.031,2,   2126.5,3,   -999.0,9,   7.7760,    25.00,2,  -999.00,9,  -999.00,9,   2.7742
  35LU19950909, AR04g,    12,  1,      7,2,19950911,  7.5015, -49.9998,   15,   2799.5,   2.8567,  34.9393,2,  34.9379,2,    259.7,2,    259.2,2,    26.28,2,    19.06,2,     0.00,2,     1.27,2,    0.114,2,    0.046,2,   2135.7,3,   -999.0,9,   7.7721,    25.00,2,  -999.00,9,  -999.00,9,   2.6296
  35LU19950909, AR04g,    12,  1,      6,2,19950911,  7.5015, -49.9998,   15,   3000.0,   2.7368,  34.9313,2,  34.9290,2,    259.1,2,    258.3,2,    29.08,2,    19.34,2,     0.00,2,     1.29,2,    0.103,2,    0.045,2,   2140.8,3,   -999.0,9,   7.7684,    25.00,2,  -999.00,9,  -999.00,9,   2.4917
  35LU19950909, AR04g,    12,  1,      5,2,19950911,  7.5015, -49.9998,   15,   3299.2,   2.5681,  34.9191,2,  34.9170,2,    259.8,2,    259.9,2,    30.72,2,    19.29,2,     0.00,2,     1.29,2,    0.125,2,    0.058,2,   2134.3,3,   -999.0,9,   7.7676,    25.00,2,  -999.00,9,  -999.00,9,   2.2955
  35LU19950909, AR04g,    12,  1,      4,2,19950911,  7.5015, -49.9998,   15,   3600.5,   2.3679,  34.9063,2,  34.9058,2,    263.5,2,    263.4,2,    31.60,2,    18.94,2,     0.00,2,     1.27,2,    0.175,2,    0.078,2,   2136.7,3,   -999.0,9,   7.7757,    25.00,2,  -999.00,9,  -999.00,9,   2.0678
  35LU19950909, AR04g,    12,  1,      3,2,19950911,  7.5015, -49.9998,   15,   3802.0,   2.2948,  34.9013,2,  34.8991,2,    265.0,2,    264.7,2,    32.86,2,    18.92,2,     0.00,2,     1.27,2,    0.162,2,    0.075,2,   2140.2,3,   -999.0,9,   7.7727,    25.00,2,  -999.00,9,  -999.00,9,   1.9745
  35LU19950909, AR04g,    12,  1,      2,2,19950911,  7.5015, -49.9998,   15,   4002.7,   2.2500,  34.8966,2,  34.8942,2,    264.5,2,    264.0,2,    33.86,2,    19.12,2,     0.00,2,     1.29,2, -999.000,9, -999.000,9,   2147.0,3,   -999.0,9,   7.7702,    25.00,2,  -999.00,9,  -999.00,9,   1.9084
  35LU19950909, AR04g,    12,  1,      1,2,19950911,  7.5015, -49.9998,   15,   4308.0,   2.1679,  34.8840,2,  34.8813,2,    257.9,2,    258.5,2,    42.06,2,    20.20,2,     0.00,2,     1.38,2,    0.112,2,    0.061,2,   2155.7,3,   -999.0,9,   7.7617,    25.00,2,  -999.00,9,  -999.00,9,   1.7935
  35LU19950909, AR04g,    13,  1,     22,2,19950912,  7.5003, -49.4908,   15,      2.0,  29.8673,  33.7462,2,  33.7690,2,    139.5,2,    196.1,2,     3.86,4,     0.00,2,     0.00,2,     0.00,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,     0.06,2,     0.01,2,  29.8668
  35LU19950909, AR04g,    13,  1,     21,2,19950912,  7.5003, -49.4908,   15,     71.4,  24.7986,  36.4253,2,  36.3979,2,    156.1,2,    156.1,2,     1.88,4,     5.03,2,     0.04,2,     0.30,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,  24.7831
  35LU19950909, AR04g,    13,  1,     20,2,19950912,  7.5003, -49.4908,   15,    198.6,  12.5414,  35.3073,2,  35.1496,2,    138.1,2,    138.1,2,    10.60,4,    22.00,2,     0.01,2,     1.45,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,  12.5147
  35LU19950909, AR04g,    13,  1,     19,2,19950912,  7.5003, -49.4908,   15,    298.5,   9.9846,  35.0261,2,  34.9690,2,    111.0,2,    120.2,2,    14.36,4,    27.54,2,     0.01,2,     1.76,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   9.9498
  35LU19950909, AR04g,    13,  1,     18,2,19950912,  7.5003, -49.4908,   15,    496.9,   7.6089,  34.7635,2,  34.7580,2,    115.6,2,    115.5,2,    20.19,4,    32.48,2,     0.00,2,     2.08,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   7.5593
  35LU19950909, AR04g,    13,  1,     17,2,19950912,  7.5003, -49.4908,   15,    995.3,   5.0008,  34.7235,2,  34.6760,2,    151.8,2,    152.2,2,    30.47,4,    32.59,2,     0.00,2,     2.18,2,   -0.005,2,    0.003,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   4.9176
  35LU19950909, AR04g,    13,  1,     16,2,19950912,  7.5003, -49.4908,   15,   1296.1,   4.9766,  34.9498,2,  34.9458,2,    195.5,2,    194.7,2,    21.51,4,    24.95,2,     0.00,2,     1.64,2,    0.087,2,    0.033,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   4.8652
  35LU19950909, AR04g,    13,  1,     15,2,19950912,  7.5003, -49.4908,   15,   1595.0,   4.2838,  35.0004,2,  35.0060,2,    244.0,2,    244.4,2,    15.82,4,    19.54,2,     0.00,2,     1.26,2,    0.294,2,    0.127,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   4.1514
  35LU19950909, AR04g,    13,  1,     14,2,19950912,  7.5003, -49.4908,   15,   1694.8,   4.0565,  34.9959,2,  35.0000,2,    252.7,2,    251.3,2,    15.46,4,    18.89,2,     0.00,2,     1.22,2,    0.302,2,    0.136,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   3.9175
  35LU19950909, AR04g,    13,  1,     13,2,19950912,  7.5003, -49.4908,   15,   1794.8,   3.9031,  34.9900,2,  34.9920,2,    253.8,2,    253.5,2,    16.64,4,    18.94,2,     0.00,2,     1.23,2,    0.177,2,    0.081,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   3.7566
  35LU19950909, AR04g,    13,  1,     12,2,19950912,  7.5003, -49.4908,   15,   1896.2,   3.7433,  34.9820,2,  34.9870,2,    255.1,2,    255.7,2,    17.14,4,    18.81,2,     0.00,2,     1.23,2,    0.137,2,    0.065,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   3.5894
  35LU19950909, AR04g,    13,  1,     11,2,19950912,  7.5003, -49.4908,   15,   1997.0,   3.6528,  34.9808,2,  34.9830,2,    255.9,2,    256.6,2,    18.06,4,    18.85,2,     0.00,2,     1.23,2,    0.119,2,    0.048,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   3.4906
  35LU19950909, AR04g,    13,  1,     10,2,19950912,  7.5003, -49.4908,   15,   1997.1,   3.6500,  34.9807,2,  34.9832,2,    255.3,2,    255.9,2,    18.17,4,    18.84,2,     0.00,2,     1.23,2,    0.119,2,    0.051,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   3.4879
  35LU19950909, AR04g,    13,  1,      9,2,19950912,  7.5003, -49.4908,   15,   2395.7,   3.1634,  34.9562,2,  34.9603,2,    256.3,2,    261.2,2,    21.77,4,    18.70,2,     0.00,2,     1.23,2,    0.120,2, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.9706
  35LU19950909, AR04g,    13,  1,      8,2,19950912,  7.5003, -49.4908,   15,   2598.0,   2.9905,  34.9480,2,  34.9483,2,    259.6,2,    260.8,2,    23.92,4,    18.84,2,     0.00,2,     1.24,2,    0.082,2,    0.033,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.7810
  35LU19950909, AR04g,    13,  1,      7,2,19950912,  7.5003, -49.4908,   15,   2799.6,   2.8425,  34.9379,2,  34.9367,2,    259.2,2,    259.1,2,    27.89,4,    19.33,2,     0.00,2,     1.28,2,    0.135,2,    0.057,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.6157
  35LU19950909, AR04g,    13,  1,      6,2,19950912,  7.5003, -49.4908,   15,   3003.0,   2.6762,  34.9270,2,  34.9269,2,    260.7,2,    259.9,2,    29.82,4,    19.28,2,     0.00,2,     1.28,2,    0.076,2,    0.035,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.4321
  35LU19950909, AR04g,    13,  1,      5,2,19950912,  7.5003, -49.4908,   15,   3299.9,   2.5027,  34.9149,2,  34.9124,2,    260.1,2,    259.8,2,    33.82,4,    19.69,2,     0.00,2,     1.31,2,    0.066,2,    0.030,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.2316
  35LU19950909, AR04g,    13,  1,      4,2,19950912,  7.5003, -49.4908,   15,   3599.6,   2.3208,  34.9030,2,  34.9025,2,    264.6,2,    263.9,2,    33.31,4,    19.17,2,     0.00,2,     1.28,2,    0.123,2,    0.060,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.0221
  35LU19950909, AR04g,    13,  1,      3,2,19950912,  7.5003, -49.4908,   15,   3799.2,   2.2587,  34.8981,2,  34.8960,2,    265.0,2,    264.1,2,    34.60,4,    19.20,2,     0.00,2,     1.29,2,    0.123,2,    0.059,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   1.9397
  35LU19950909, AR04g,    13,  1,      2,2,19950912,  7.5003, -49.4908,   15,   3999.7,   2.2238,  34.8940,2,  34.8910,2,    263.8,2,    264.4,2,    35.93,4,    19.27,2,     0.00,2,     1.30,2,    0.190,2,    0.106,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   1.8833
  35LU19950909, AR04g,    13,  1,      1,2,19950912,  7.5003, -49.4908,   15,   4289.4,   2.1815,  34.8855,2,  34.8841,2,    259.0,2,    259.8,2,    42.31,4,    20.10,2,     0.00,2,     1.36,2,    0.109,2,    0.060,2,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   1.8089
  35LU19950909, AR04g,    14,  1,     22,2,19950912,  7.4990, -48.9972,   15,     -0.5,  29.6624,  34.0655,2,  34.1454,2,    195.8,2,    196.0,2,     3.39,2,     0.00,2,     0.00,2,     0.00,2, -999.000,9, -999.000,9,   1897.3,2,   -999.0,9,   8.1497,    25.00,2,     0.11,2,     0.04,2,  29.6625
  35LU19950909, AR04g,    14,  1,     21,2,19950912,  7.4990, -48.9972,   15,     74.0,  23.9039,  36.8051,2,  36.7820,2,    189.0,2,    188.8,2,     0.66,2,     0.01,2,     0.19,2,     0.03,2, -999.000,9, -999.000,9,   2074.8,2,   -999.0,9,   8.0763,    25.00,2,  -999.00,9,  -999.00,9,  23.8883
  35LU19950909, AR04g,    14,  1,     20,2,19950912,  7.4990, -48.9972,   15,    197.7,  12.0685,  35.3672,2,  35.4330,2,    102.0,2,    102.2,2,     9.32,2,    23.77,2,     0.01,2,     1.47,2, -999.000,9, -999.000,9,   2196.0,2,   -999.0,9,   7.7379,    25.00,2,  -999.00,9,  -999.00,9,  12.0425
  35LU19950909, AR04g,    14,  1,     19,2,19950912,  7.4990, -48.9972,   15,    297.3,   9.3257,  34.9127,2,  34.9650,2,    121.5,2,    103.2,2,    14.10,2,    28.89,2,     0.01,2,     1.85,2, -999.000,9, -999.000,9,   2188.0,2,   -999.0,9,   7.6543,    25.00,2,  -999.00,9,  -999.00,9,   9.2925
  35LU19950909, AR04g,    14,  1,     18,2,19950912,  7.4990, -48.9972,   15,    498.9,   6.6336,  34.6018,2,  34.6120,2,    132.6,2,    132.8,2,    21.71,2,    32.28,2,     0.01,2,     2.15,2, -999.000,9, -999.000,9,   2202.9,2,   -999.0,9,   7.6232,    25.00,2,  -999.00,9,  -999.00,9,   6.5875
  35LU19950909, AR04g,    14,  1,     17,2,19950912,  7.4990, -48.9972,   15,    995.6,   4.8130,  34.6768,2,  34.7260,2,    153.8,2,    153.4,2,    28.26,2,    31.42,2,     0.01,2,     2.13,2,    0.022,2,    0.003,2,   2212.9,2,   -999.0,9,   7.6242,    25.00,2,  -999.00,9,  -999.00,9,   4.7311
  35LU19950909, AR04g,    14,  1,     16,2,19950912,  7.4990, -48.9972,   15,   1296.8,   4.8737,  34.9494,2,  34.9560,2,    204.5,2,    204.7,2,    19.82,2,    23.43,2,     0.00,2,     1.58,2,    0.157,2,    0.073,2,   2179.7,2,   -999.0,9,   7.6267,    25.00,3,  -999.00,9,  -999.00,9,   4.7632
  35LU19950909, AR04g,    14,  1,     15,2,19950912,  7.4990, -48.9972,   15,   1594.4,   4.3670,  34.9928,2,  34.9980,2,    239.6,2,    242.1,2,    15.80,2,    19.46,2,     0.00,2,     1.30,2,    0.258,2,    0.114,2,   2154.6,2,   -999.0,9,   7.7132,    25.00,3,  -999.00,9,  -999.00,9,   4.2337
  35LU19950909, AR04g,    14,  1,     14,2,19950912,  7.4990, -48.9972,   15,   1693.8,   4.1577,  34.9952,2,  34.9930,2,    247.9,2,    246.6,2,    15.88,2,    19.16,2,     0.00,2,     1.29,2,    0.187,2,    0.091,2,   2146.6,2,   -999.0,9,   7.7604,    25.00,2,  -999.00,9,  -999.00,9,   4.0175
  35LU19950909, AR04g,    14,  1,     13,2,19950912,  7.4990, -48.9972,   15,   1796.4,   3.9881,  34.9907,2,  34.9860,2,    252.6,2,    250.0,2,    16.67,2,    19.01,2,     0.00,2,     1.28,2,    0.119,2,    0.060,2,   2152.5,2,   -999.0,9,   7.7709,    25.00,2,  -999.00,9,  -999.00,9,   3.8404
  35LU19950909, AR04g,    14,  1,     12,2,19950912,  7.4990, -48.9972,   15,   1896.8,   3.7873,  34.9781,2,  34.9780,2,    252.0,2,    251.0,2,    18.06,2,    19.15,2,     0.00,2,     1.29,2,    0.121,3,    0.057,3,   2140.7,2,   -999.0,9,   7.7716,    25.00,2,  -999.00,9,  -999.00,9,   3.6328
  35LU19950909, AR04g,    14,  1,     11,2,19950912,  7.4990, -48.9972,   15,   1897.2,   3.7858,  34.9780,2,  34.9790,2,    252.1,2,    251.3,2,    18.53,2,    19.15,2,     0.00,2,     1.29,2,    0.066,2,    0.035,2,   2148.6,2,   -999.0,9,   7.7716,    25.00,2,  -999.00,9,  -999.00,9,   3.6313
  35LU19950909, AR04g,    14,  1,     10,2,19950912,  7.4990, -48.9972,   15,   1996.0,   3.6500,  34.9747,2,  34.9758,2,    252.7,2,    252.9,2,    19.02,2,    19.02,2,     0.00,2,     1.28,2,    0.051,2,    0.035,2,   2146.9,2,   -999.0,9,   7.7732,    25.00,2,  -999.00,9,  -999.00,9,   3.4880
  35LU19950909, AR04g,    14,  1,      9,2,19950912,  7.4990, -48.9972,   15,   2398.2,   3.2300,  34.9598,2,  34.9620,2,    257.6,2,    260.0,2,    21.14,2,    18.48,2,     0.00,2,     1.25,2,    0.099,2,    0.054,2,   2155.1,2,   -999.0,9,   7.7816,    25.00,2,  -999.00,9,  -999.00,9,   3.0358
  35LU19950909, AR04g,    14,  1,      8,2,19950912,  7.4990, -48.9972,   15,   2598.2,   3.0814,  34.9516,2,  34.9518,2,    260.4,2,    260.5,2,    23.01,2,    18.60,2,     0.00,2,     1.25,2,    0.095,2,    0.060,2,   2138.6,3,   -999.0,9,   7.7774,    25.00,2,  -999.00,9,  -999.00,9,   2.8701
  35LU19950909, AR04g,    14,  1,      7,2,19950912,  7.4990, -48.9972,   15,   2798.6,   2.8790,  34.9400,2,  34.9399,2,    259.6,2,    259.3,2,    26.14,2,    18.93,2,     0.00,2,     1.28,2,    0.086,2,    0.053,2,   2145.6,3,   -999.0,9,   7.7818,    25.00,2,  -999.00,9,  -999.00,9,   2.6515
  35LU19950909, AR04g,    14,  1,      6,2,19950912,  7.4990, -48.9972,   15,   2999.1,   2.7361,  34.9300,2,  34.9293,2,    258.7,2,    258.8,2,    29.38,2,    19.27,2,     0.00,2,     1.31,2,    0.102,2,    0.068,2,   2153.8,2,   -999.0,9,   7.7777,    25.00,2,  -999.00,9,  -999.00,9,   2.4911
  35LU19950909, AR04g,    14,  1,      5,2,19950912,  7.4990, -48.9972,   15,   3300.1,   2.5312,  34.9160,2,  34.9154,2,    259.6,2,    261.0,2,    30.93,2,    19.12,2,     0.00,2,     1.30,2,    0.132,2,    0.074,2,   2156.3,2,   -999.0,9,   7.7764,    25.00,2,  -999.00,9,  -999.00,9,   2.2594
  35LU19950909, AR04g,    14,  1,      4,4,19950912,  7.4990, -48.9972,   15,   3600.4,   2.3617,  34.9058,2,-999.0000,9,    263.4,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,   2.0618
  35LU19950909, AR04g,    14,  1,      3,2,19950912,  7.4990, -48.9972,   15,   3801.0,   2.2857,  34.9001,2,  34.8986,2,    263.8,2,    264.6,2,    32.56,2,    18.91,2,     0.00,2,     1.28,2,    0.181,2,    0.099,2,   2162.2,2,   -999.0,9,   7.7726,    25.00,2,  -999.00,9,  -999.00,9,   1.9657
  35LU19950909, AR04g,    14,  1,      2,2,19950912,  7.4990, -48.9972,   15,   4002.0,   2.2334,  34.8946,2,  34.8930,2,    263.9,2,    264.1,2,    34.54,2,    19.12,2,     0.00,2,     1.30,2,    0.164,2,    0.098,2,   2171.3,2,   -999.0,9,   7.7699,    25.00,2,  -999.00,9,  -999.00,9,   1.8923
  35LU19950909, AR04g,    14,  1,      1,2,19950912,  7.4990, -48.9972,   15,   4337.6,   2.1392,  34.8796,2,  34.8770,2,    259.6,2,    257.7,2,    42.97,2,    20.41,2,     0.00,2,     1.40,2,    0.101,2,    0.156,3,   2163.3,3,   -999.0,9,   7.7623,    25.00,2,  -999.00,9,  -999.00,9,   1.7622
  35LU19950909, AR04g,    15,  1,     22,4,19950912,  7.4990, -48.5000,   15,   -999.0,-999.0000,-999.0000,9,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,-999.0000
  35LU19950909, AR04g,    15,  1,     21,2,19950912,  7.4990, -48.5000,   15,     72.5,  25.4049,  36.6498,2,  36.5844,2,    208.6,2,    208.7,2,     0.36,2,     0.12,2,     0.01,2,     0.00,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,-999.0000,  -999.00,9,  -999.00,9,  -999.00,9,  25.3889
