BOTTLE,20140922CDIACAK
#code : jjward hyd_to_exchange.pl
#original files copied from HTML directory: Aug. 19,2002
#original HYD file: a06hy.txt   Mon Aug 19 12:58:19 2002
#original SUM file: a06su.txt   Mon Aug 19 13:04:08 2002
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,CHLA,CHLA_FLAG_W,OXYNIT,OXYNIT_FLAG_W,ARGON,ARGON_FLAG_W,CTDRAW,PHAEO,PHAEO_FLAG_W,THETA,METHAN,METHAN_FLAG_W,AZOTE,AZOTE_FLAG_W
,,,,,,,,,,,,DBAR,DEG C,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,%,,UMOL/KG,,UATM,,,,DEG C,UG/L,,NMOL/KG,,UMOL/KG,,DBAR,UG/L,,DEG C,NMOL/KG,,UMOL/KG,
 35A3CITHER1_2,   A06,128,1,8,8,2,19930215,152,6.674,-50.6685,3817,2994.3,2.616,34.927,2,34.928,2,263.7,2,263.7,2,27.39,2,19.19,2,0,2,1.24,2,0.094,2,0.043,2,0.15,2,-999,9,-999,9,2190,3,-999,9,7.7526,2,25,-999,9,16.26,2,15.98,2,3000,-999,9,2.3742,-999,9,576.6,2
 35A3CITHER1_2,   A06,128,1,7,7,2,19930215,152,6.674,-50.6685,3817,3194.8,2.424,34.913,2,34.913,2,262.7,2,263.2,2,30.88,2,19.49,2,0,2,1.26,2,0.068,2,0.032,2,0.11,2,-999,9,-999,9,2187.5,3,-999,9,7.7516,2,25,-999,9,-999,9,16,2,3200,-999,9,2.1658,-999,9,579,2
 35A3CITHER1_2,   A06,128,1,6,6,2,19930215,152,6.674,-50.6685,3817,3294.2,2.36,34.909,2,34.911,2,265,2,266.2,2,30.24,2,19.2,2,0,2,1.24,2,0.1,2,0.05,2,0.16,2,-999,9,-999,9,2181.3,2,-999,9,7.7533,2,25,-999,9,-999,9,16.05,2,3300,-999,9,2.0929,-999,9,568.9,3
 35A3CITHER1_2,   A06,128,1,5,5,2,19930215,152,6.674,-50.6685,3817,3393.9,2.309,34.907,2,34.907,2,265.9,2,267.2,2,30.04,2,19.13,2,0,2,1.24,2,0.112,2,0.058,2,0.18,2,-999,9,-999,9,2177.4,2,-999,9,7.7526,2,25,-999,9,15.81,2,16.11,2,3400,-999,9,2.0327,-999,9,585.2,2
 35A3CITHER1_2,   A06,128,1,4,4,2,19930215,152,6.674,-50.6685,3817,3493.4,2.237,34.9,2,34.9,2,267.1,2,266.5,2,31.46,2,19.16,2,0,2,1.24,2,0.101,2,0.056,2,0.17,2,-999,9,-999,9,2169.3,2,-999,9,7.7498,2,25,-999,9,-999,9,16.12,2,3500,-999,9,1.9519,-999,9,580.8,2
 35A3CITHER1_2,   A06,128,1,3,3,2,19930215,152,6.674,-50.6685,3817,3594.8,2.209,34.898,2,34.9,2,265,2,265.6,2,33.08,2,19.38,2,0,2,1.26,2,0.091,2,0.046,2,0.14,2,-999,9,-999,9,-999,9,-999,9,7.753,2,25,-999,9,-999,9,16.2,2,3600,-999,9,1.9137,-999,9,587.2,2
 35A3CITHER1_2,   A06,128,1,2,2,2,19930215,152,6.674,-50.6685,3817,3696.2,2.178,34.894,2,34.894,2,264.8,2,265.3,2,34.4,2,19.49,2,0,2,1.27,2,0.119,2,0.062,2,0.15,2,-999,9,-999,9,2179.5,2,-999,9,7.7491,2,25,-999,9,-999,9,16.46,2,3702,-999,9,1.8725,-999,9,590.7,2
 35A3CITHER1_2,   A06,128,1,1,1,2,19930215,152,6.674,-50.6685,3817,3827.3,2.141,34.889,2,34.889,2,260.6,2,263.4,2,37.67,2,20.03,2,0,2,1.31,2,0.096,2,0.051,2,-999,9,-999,9,-999,9,2178.7,2,-999,9,7.7461,2,25,-999,9,-999,9,16.29,2,3833,-999,9,1.8221,-999,9,589.8,2
 35A3CITHER1_2,   A06,129,1,31,31,2,19930215,831,7.095,-50.3378,4166,0.8,26.488,36.349,2,36.349,2,198.2,2,205.2,3,1.69,2,0.07,2,0,2,0.06,2,1.816,2,0.977,2,0.71,2,-999,5,-0.84,2,-999,9,412.2,2,-999,9,-999,-999,9,-999,9,-999,9,7,-999,9,26.4878,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,30,30,2,19930215,831,7.095,-50.3378,4166,69.8,26.51,36.348,2,36.347,2,202.6,2,202.8,2,1.68,2,0.05,2,0,2,0.05,2,1.804,2,0.963,2,0.68,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,76,-999,9,26.4941,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,29,29,2,19930215,831,7.095,-50.3378,4166,118.3,26.184,36.394,2,36.388,3,203.9,2,199.1,2,1.77,2,0.36,2,0.05,2,0.1,2,1.767,2,0.954,2,-999,9,1.62,1,-1.73,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,125,-999,9,26.1573,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,28,28,2,19930215,831,7.095,-50.3378,4166,193.4,13.799,35.614,2,35.589,3,115.1,2,113.8,2,8.11,2,21.51,2,0,2,1.28,2,1.024,2,0.52,2,0.74,2,-999,5,2.9,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,200,-999,9,13.7712,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,27,27,2,19930215,831,7.095,-50.3378,4166,393.1,7.848,34.747,2,34.743,2,110.9,2,114.9,2,17.97,2,32.5,2,0,2,2.02,2,0.224,2,0.114,2,0.1,2,1.75,1,4.07,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,400,-999,9,7.8083,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,26,26,2,19930215,831,7.095,-50.3378,4166,493.8,6.926,34.655,2,34.657,2,128.3,2,130,2,20.35,2,32.86,2,0,2,2.09,2,0.198,2,0.102,2,0.09,2,1.74,1,3.45,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,501,-999,9,6.8793,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,25,25,2,19930215,831,7.095,-50.3378,4166,592.5,6.179,34.596,2,34.593,2,134,2,134.1,2,23.3,2,33.88,2,0,2,2.18,2,0.123,2,0.063,2,0.05,2,1.75,1,1.12,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,600,-999,9,6.126,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,23,23,2,19930215,831,7.095,-50.3378,4166,791.6,5.163,34.574,2,34.577,2,142.4,2,141.5,2,28.03,2,34.75,2,0,2,2.27,2,0.04,2,0.016,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,799,-999,9,5.0972,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,24,24,2,19930215,831,7.095,-50.3378,4166,792.2,5.2,34.579,2,34.577,2,142.4,2,141.5,2,28.24,2,34.76,2,0,2,2.27,2,0.038,2,0.019,2,0.02,2,-999,5,0.96,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,800,-999,9,5.1339,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,22,22,2,19930215,831,7.095,-50.3378,4166,991.3,4.94,34.694,2,34.692,2,152.4,2,156.9,2,27.77,2,32.41,2,0,2,2.14,2,0.022,2,0.008,2,0.04,9,1.73,1,1.8,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,999,-999,9,4.8576,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,21,21,2,19930215,831,7.095,-50.3378,4166,1192.5,4.969,34.884,2,34.884,2,180.2,2,185.3,2,22.37,2,27.19,2,0,2,1.78,2,0.045,2,0.022,2,-999,9,-999,5,1.46,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1200,-999,9,4.8676,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,20,20,2,19930215,831,7.095,-50.3378,4166,1392.3,4.759,34.985,2,34.985,2,221.2,2,220.3,2,17.44,2,22.29,2,0,2,1.45,2,0.146,2,0.066,2,-999,9,-999,5,4.38,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1400,-999,9,4.6405,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,19,19,2,19930215,831,7.095,-50.3378,4166,1492,4.618,35.013,2,35.012,2,239.1,2,238.4,2,15.32,2,20.23,2,0,2,1.3,2,0.254,2,0.12,2,-999,9,1.73,1,5.45,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1500,-999,9,4.4915,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,18,18,2,19930215,831,7.095,-50.3378,4166,1594.1,4.365,35.012,2,35.012,2,250,2,249.2,2,14.56,2,19.29,2,0,2,1.23,2,0.286,2,0.138,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1601,-999,9,4.2317,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,17,17,2,19930215,831,7.095,-50.3378,4166,1694.1,4.163,35.005,2,35.005,2,256.1,2,253.7,2,14.31,2,18.85,2,0,2,1.2,2,0.24,2,0.117,2,-999,9,-999,5,1.86,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1701,-999,9,4.0227,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,16,16,2,19930215,831,7.095,-50.3378,4166,1793.7,4.032,35.002,2,35.003,2,260,2,260.6,2,14.35,2,18.42,2,0,2,1.18,2,0.229,2,0.109,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1800,-999,9,3.8839,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,15,15,2,19930215,831,7.095,-50.3378,4166,1893.3,3.883,34.996,2,34.995,2,259.6,2,260,2,15.18,2,18.46,2,0,2,1.19,2,0.172,2,0.088,2,-999,9,-999,5,1.22,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1900,-999,9,3.7274,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,14,14,2,19930215,831,7.095,-50.3378,4166,1893.6,3.873,34.995,2,34.991,2,259.5,2,261.5,2,15.17,2,18.46,2,0,2,1.19,2,0.166,2,0.089,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1900,-999,9,3.7175,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,13,13,2,19930215,831,7.095,-50.3378,4166,1994.1,3.68,34.985,2,34.983,2,260.5,2,260.3,2,16.82,2,18.72,2,0,2,1.21,2,0.063,2,0.034,2,-999,9,-999,5,1.51,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,2001,-999,9,3.5177,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,12,12,2,19930215,831,7.095,-50.3378,4166,2195.7,3.421,34.976,2,34.977,2,261.7,2,262.9,2,18.06,2,18.31,2,0,2,1.19,2,0.071,2,0.037,2,-999,9,-999,5,0.89,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,2202,-999,9,3.2433,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,11,11,2,19930215,831,7.095,-50.3378,4166,2394.8,3.178,34.963,2,34.964,2,265.4,2,265.9,2,19.49,2,18.14,2,0,2,1.19,2,0.11,2,0.052,2,-999,9,1.76,1,4.97,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,2401,-999,9,2.9851,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,10,10,2,19930215,831,7.095,-50.3378,4166,2695.2,2.843,34.943,2,34.94,2,264,2,265.2,2,24.05,2,18.55,2,0,2,1.22,2,0.09,2,0.042,2,-999,9,1.78,1,2.4,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,2701,-999,9,2.6267,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,9,9,2,19930215,831,7.095,-50.3378,4166,2996.1,2.607,34.925,2,34.922,2,259.6,2,260.8,2,30.26,2,19.39,2,0,2,1.28,2,0.053,2,0.021,2,-999,9,-999,5,3.04,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3002,-999,9,2.3652,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,8,8,2,19930215,831,7.095,-50.3378,4166,3196.2,2.477,34.916,2,34.913,2,260.9,2,263,2,31.53,2,19.26,2,0,2,1.28,2,0.09,2,0.04,2,-999,9,-999,5,2.43,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3202,-999,9,2.2174,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,7,7,2,19930215,831,7.095,-50.3378,4166,3396.2,2.355,34.91,2,34.908,2,266.1,2,267.7,2,29.98,2,18.63,2,0,2,1.24,2,0.121,2,0.063,2,-999,9,-999,5,1.56,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3402,-999,9,2.0773,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,6,6,2,19930215,831,7.095,-50.3378,4166,3595.8,2.251,34.9,2,34.9,2,265.4,2,269,2,32.49,2,18.89,2,0,2,1.26,2,0.091,2,0.043,2,-999,9,-999,5,4.34,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3601,-999,9,1.9545,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,5,5,2,19930215,831,7.095,-50.3378,4166,3796.2,2.191,34.895,2,34.891,2,265.4,2,266.1,2,34.13,2,19.03,2,0,2,1.27,2,0.139,2,0.071,2,-999,9,1.78,1,2.8,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3802,-999,9,1.8742,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,4,4,2,19930215,831,7.095,-50.3378,4166,3895.5,2.154,34.888,2,34.887,2,263.6,2,265.1,2,37.53,2,19.44,2,0,2,1.31,2,0.046,3,0.055,3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3901,-999,9,1.8272,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,3,3,2,19930215,831,7.095,-50.3378,4166,3994.9,2.075,34.878,2,34.875,2,259.9,2,259.8,2,43.91,2,20.43,2,0,2,1.38,2,0.058,2,0.031,2,0.07,2,-999,5,2.55,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,4001,-999,9,1.7393,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,2,2,2,19930215,831,7.095,-50.3378,4166,4096,2.014,34.869,2,34.868,2,256.7,2,258.9,2,48.02,2,21,2,0,2,1.43,2,0.055,2,0.04,2,0.07,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,4102,-999,9,1.6687,-999,9,-999,9
 35A3CITHER1_2,   A06,129,1,1,1,2,19930215,831,7.095,-50.3378,4166,4184.2,1.994,34.864,2,34.862,2,253.2,2,258.2,2,50.13,2,21.23,2,0,2,1.46,2,0.046,2,0.03,2,-999,9,1.79,1,1.87,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,4190,-999,9,1.6392,-999,9,-999,9
 35A3CITHER1_2,   A06,130,1,32,32,2,19930215,1603,7.5163,-49.9583,4290,0.2,26.626,36.344,2,36.345,2,200.9,2,203.4,2,2.74,2,0.11,2,0,2,0.04,2,1.791,2,0.969,2,-999,9,-999,9,-999,9,2051.7,2,418.7,2,8.0965,2,25,0.1,2,6.24,2,10.36,2,6,0.05,2,26.6259,2.25,2,382.1,2
 35A3CITHER1_2,   A06,130,1,31,31,2,19930215,1603,7.5163,-49.9583,4290,24.1,26.545,36.346,2,36.344,2,202.6,2,203.8,2,2.66,2,0.09,2,0,2,0.05,2,1.814,2,0.982,2,-999,9,-999,9,-999,9,2043.1,2,-999,9,8.0914,2,25,0.12,2,7.4,2,10.51,2,30,0.05,2,26.5395,2.02,2,382.4,2
 35A3CITHER1_2,   A06,130,1,30,30,2,19930215,1603,7.5163,-49.9583,4290,69.7,26.555,36.358,2,36.358,2,201.3,2,203.6,2,2.65,2,0.09,2,0,2,0.05,2,1.793,2,0.963,2,-999,9,-999,9,-999,9,2042.3,2,-999,9,8.0931,2,25,0.21,2,7.87,2,10.66,2,76,0.07,2,26.5391,2.33,2,384.3,2
 35A3CITHER1_2,   A06,130,1,29,29,2,19930215,1603,7.5163,-49.9583,4290,118.7,24.138,36.741,2,36.742,2,179.7,2,176.7,2,3.07,2,2.12,2,0.14,2,0.13,2,1.829,2,0.978,2,-999,9,-999,9,-999,9,2108.8,2,-999,9,8.0316,2,25,0.11,2,11.2,2,10.99,2,125,0.14,2,24.1127,3.63,2,404.6,2
 35A3CITHER1_2,   A06,130,1,28,28,2,19930215,1603,7.5163,-49.9583,4290,194.4,13.104,35.512,2,35.6,3,127.7,2,129.1,2,9.13,2,19.84,2,0,2,1.18,2,1.067,2,0.55,2,-999,9,-999,9,-999,9,2167.1,2,-999,9,-999,9,-999,-999,9,20.55,2,12.96,3,201,-999,9,13.077,1.93,2,471.1,3
 35A3CITHER1_2,   A06,130,1,27,27,2,19930215,1603,7.5163,-49.9583,4290,393.6,8.38,34.817,2,34.813,2,123.2,2,124.4,2,17.34,2,29.8,2,0,2,1.87,2,0.368,2,0.175,2,-999,9,-999,9,-999,9,2219.5,2,-999,9,7.6226,2,25,-999,9,42.06,2,14.28,2,401,-999,9,8.3386,1.38,2,521.3,2
 35A3CITHER1_2,   A06,130,1,26,26,2,19930215,1603,7.5163,-49.9583,4290,592.5,6.319,34.636,2,34.625,3,131.9,2,132.8,2,23.98,2,33.45,2,0,2,2.16,2,0.117,2,0.058,2,-999,9,-999,9,-999,9,2240.3,2,-999,9,7.5794,2,25,-999,9,40.97,2,14.9,2,600,-999,9,6.2653,1.4,2,542.9,2
 35A3CITHER1_2,   A06,130,1,25,25,2,19930215,1603,7.5163,-49.9583,4290,792.1,5.217,34.597,2,34.597,2,142.2,2,141.9,2,28.83,2,33.88,2,0,2,2.23,2,0.047,2,0.016,2,-999,9,-999,9,-999,9,2212.7,3,-999,9,7.577,2,25,-999,9,36.48,2,15.23,2,800,-999,9,5.1508,1.29,2,550.6,2
 35A3CITHER1_2,   A06,130,1,24,24,2,19930215,1603,7.5163,-49.9583,4290,792.1,5.194,34.598,2,34.597,2,142.2,2,144.2,2,28.81,2,33.87,2,0,2,2.24,2,0.041,2,0.019,2,-999,9,-999,9,-999,9,2226.1,2,-999,9,7.5745,2,25,-999,9,-999,9,15.27,2,800,-999,9,5.1279,-999,9,553.3,2
 35A3CITHER1_2,   A06,130,1,23,23,2,19930215,1603,7.5163,-49.9583,4290,992.5,4.848,34.695,2,34.694,2,155.9,2,156.5,2,28.75,2,31.93,2,0,2,2.11,2,0.015,2,0.002,2,-999,9,-999,9,-999,9,2207.2,2,-999,9,7.5966,2,25,-999,9,33.54,2,15.27,2,1000,-999,9,4.7662,1.09,2,550,2
 35A3CITHER1_2,   A06,130,1,22,22,2,19930215,1603,7.5163,-49.9583,4290,1194.2,4.95,34.882,2,34.88,2,184.3,2,183.4,2,23.41,2,26.77,2,0,2,1.76,2,0.053,2,0.021,2,-999,9,-999,9,-999,9,2200,2,-999,9,7.6565,2,25,-999,9,26.01,2,15.15,2,1202,-999,9,4.8486,-999,9,546.6,2
 35A3CITHER1_2,   A06,130,1,21,21,2,19930215,1603,7.5163,-49.9583,4290,1392.8,4.744,34.99,2,34.99,2,224,2,226.8,2,18.17,2,21.65,2,0,2,1.42,2,0.149,2,0.071,2,-999,9,-999,9,-999,9,2181.7,2,-999,9,7.7132,2,25,-999,9,22.81,2,15.22,2,1400,-999,9,4.6256,-999,9,553.2,2
 35A3CITHER1_2,   A06,130,1,20,20,2,19930215,1603,7.5163,-49.9583,4290,1493.1,4.567,35.013,2,35.013,2,240.8,2,238.3,2,16.14,2,19.62,2,0,2,1.28,2,0.269,2,0.129,2,-999,9,-999,9,-999,9,2160.1,2,-999,9,7.7339,2,25,-999,9,21.29,2,15.34,2,1500,-999,9,4.441,-999,9,563.1,2
 35A3CITHER1_2,   A06,130,1,19,19,2,19930215,1603,7.5163,-49.9583,4290,1594.3,4.342,35.012,2,35.012,2,251.1,2,249.8,2,15.15,2,18.56,2,0,2,1.2,2,0.328,2,0.155,2,-999,9,-999,9,-999,9,2145.2,3,-999,9,7.7444,2,25,-999,9,19.63,2,15.42,2,1601,-999,9,4.2089,-999,9,564.1,2
 35A3CITHER1_2,   A06,130,1,18,18,2,19930215,1603,7.5163,-49.9583,4290,1692.6,4.108,35.004,2,35.006,2,256.2,2,255.3,2,15.39,2,18.28,2,0,2,1.19,2,0.252,2,0.125,2,-999,9,-999,9,-999,9,2179.1,2,-999,9,7.7473,2,25,-999,9,19.2,2,15.28,2,1699,-999,9,3.9685,-999,9,554.5,2
 35A3CITHER1_2,   A06,130,1,17,17,2,19930215,1603,7.5163,-49.9583,4290,1793.4,3.905,34.996,2,34.997,2,259.6,2,258.4,2,16.2,2,18.11,2,0,2,1.18,2,0.162,2,0.075,2,-999,9,-999,9,-999,9,2154.1,2,-999,9,7.7543,2,25,-999,9,17.92,2,15.25,2,1800,-999,9,3.7586,-999,9,555.8,2
 35A3CITHER1_2,   A06,130,1,16,16,2,19930215,1603,7.5163,-49.9583,4290,1894,3.762,34.991,2,34.99,2,260.1,2,259.8,2,16.91,2,18.17,2,0,2,1.19,2,0.12,2,0.06,2,-999,9,-999,9,-999,9,2168.3,2,-999,9,7.7522,2,25,-999,9,17.83,2,15.25,2,1901,-999,9,3.6081,-999,9,556.1,2
 35A3CITHER1_2,   A06,130,1,15,15,2,19930215,1603,7.5163,-49.9583,4290,1894,3.761,34.99,2,34.991,2,260.1,2,259.7,2,16.84,2,18.04,2,0,2,1.18,2,0.113,2,0.059,2,-999,9,-999,9,-999,9,2171,2,-999,9,7.754,2,25,-999,9,-999,9,15.33,2,1901,-999,9,3.6071,-999,9,564.7,2
 35A3CITHER1_2,   A06,130,1,14,14,2,19930215,1603,7.5163,-49.9583,4290,1994.9,3.604,34.986,2,34.985,2,261.8,2,261.5,2,17.73,2,17.99,2,0,2,1.18,2,0.1,2,0.046,2,-999,9,-999,9,-999,9,2146.7,3,-999,9,7.7545,2,25,-999,9,17.81,2,15.49,2,2001,-999,9,3.4428,-999,9,562.5,2
 35A3CITHER1_2,   A06,130,1,13,13,2,19930215,1603,7.5163,-49.9583,4290,2195.5,3.311,34.971,2,34.97,2,263,2,262.8,2,20.02,2,17.95,2,0,2,1.19,2,0.07,2,0.032,2,-999,9,-999,9,-999,9,2142.9,3,-999,9,7.7574,2,25,-999,9,16.97,2,15.53,2,2202,-999,9,3.1352,-999,9,566.2,2
 35A3CITHER1_2,   A06,130,1,12,12,2,19930215,1603,7.5163,-49.9583,4290,2394,3.089,34.959,2,34.958,2,262.6,2,263.6,2,22.24,2,18,2,0,2,1.2,2,0.068,2,0.033,2,-999,9,-999,9,-999,9,2173.9,2,-999,9,7.7559,2,25,-999,9,-999,9,15.6,2,2400,-999,9,2.8978,-999,9,562.5,3
 35A3CITHER1_2,   A06,130,1,11,11,2,19930215,1603,7.5163,-49.9583,4290,2695.3,2.842,34.942,2,34.943,2,262.5,2,263.6,2,25.6,2,18.26,2,0,2,1.23,2,0.07,2,0.035,2,-999,9,-999,9,-999,9,2147.2,3,-999,9,7.7541,2,25,-999,9,-999,9,15.53,3,2701,-999,9,2.6257,-999,9,563.6,3
 35A3CITHER1_2,   A06,130,1,10,10,2,19930215,1603,7.5163,-49.9583,4290,2994,2.623,34.927,2,34.927,2,260.8,2,261.8,2,30.43,2,18.76,2,0,2,1.27,2,0.064,2,0.031,2,-999,9,-999,9,-999,9,2180.3,2,-999,9,7.7518,2,25,-999,9,16.32,2,15.57,3,3000,-999,9,2.3811,-999,9,563.2,3
 35A3CITHER1_2,   A06,130,1,9,9,2,19930215,1603,7.5163,-49.9583,4290,3194.7,2.502,34.918,2,34.917,2,263,2,261.9,2,30.85,2,18.54,2,0,2,1.26,2,0.097,2,0.045,2,-999,9,-999,9,-999,9,2173.3,2,-999,9,7.7519,2,25,-999,9,-999,9,15.86,2,3200,-999,9,2.242,-999,9,573.6,2
 35A3CITHER1_2,   A06,130,1,8,8,2,19930215,1603,7.5163,-49.9583,4290,3394.7,2.375,34.91,2,34.909,2,266.5,2,268,2,29.42,2,17.97,2,0,2,1.22,2,0.145,2,0.066,2,-999,9,-999,9,-999,9,2183.1,2,-999,9,7.7518,2,25,-999,9,-999,9,15.87,2,3400,-999,9,2.097,-999,9,574.8,2
 35A3CITHER1_2,   A06,130,1,7,7,2,19930215,1603,7.5163,-49.9583,4290,3593.7,2.271,34.903,2,34.902,2,266.7,2,267.9,2,31.75,2,18.18,2,0,2,1.23,2,0.138,2,0.069,2,-999,9,-999,9,-999,9,2163.9,3,-999,9,7.7521,2,25,-999,9,15.95,2,15.95,2,3599,-999,9,1.9742,-999,9,573.2,2
 35A3CITHER1_2,   A06,130,1,6,6,2,19930215,1603,7.5163,-49.9583,4290,3795.1,2.243,34.899,2,34.897,2,266.6,2,267.5,2,32.65,2,18.15,2,0,2,1.25,2,0.141,2,0.071,2,-999,9,-999,9,-999,9,2168.5,2,-999,9,7.7491,2,25,-999,9,-999,9,16.06,2,3801,-999,9,1.9249,-999,9,582.5,2
 35A3CITHER1_2,   A06,130,1,5,5,2,19930215,1603,7.5163,-49.9583,4290,3894,2.232,34.897,2,34.896,2,265.8,2,266.8,2,33.58,2,18.24,2,0,2,1.26,2,0.137,2,0.068,2,-999,9,-999,9,-999,9,2163.3,3,-999,9,7.7559,2,25,-999,9,-999,9,16.09,2,3900,-999,9,1.9032,-999,9,582.2,2
 35A3CITHER1_2,   A06,130,1,4,4,2,19930215,1603,7.5163,-49.9583,4290,3994.6,2.215,34.894,2,34.895,2,264.7,2,265.3,2,35.35,2,18.37,2,0,2,1.27,2,0.137,2,0.069,2,-999,9,-999,9,-999,9,2184.2,2,-999,9,7.7478,2,25,-999,9,-999,9,16.07,2,4000,-999,9,1.8753,-999,9,578.9,2
 35A3CITHER1_2,   A06,130,1,3,3,2,19930215,1603,7.5163,-49.9583,4290,4094.1,2.19,34.89,2,34.888,2,263.7,2,264.3,2,37.12,2,18.73,2,0,2,1.3,2,0.091,2,0.047,2,-999,9,-999,9,-999,9,2180.2,2,-999,9,7.7448,2,25,-999,9,-999,9,16.25,2,4100,-999,9,1.8397,-999,9,592.3,2
 35A3CITHER1_2,   A06,130,1,2,2,2,19930215,1603,7.5163,-49.9583,4290,4194.6,2.095,34.878,2,34.876,2,258.8,2,259.7,2,44.16,2,19.69,2,0,2,1.38,2,0.071,2,0.041,2,-999,9,-999,9,-999,9,2182.8,2,-999,9,7.7372,2,25,-999,9,-999,9,16.88,2,4200,-999,9,1.736,-999,9,598.6,2
