BOTTLE,20140922CDIACAK
#code : jjward hyd_to_exchange.pl
#original files copied from HTML directory: Aug. 19,2002
#original HYD file: a06hy.txt   Mon Aug 19 12:58:19 2002
#original SUM file: a06su.txt   Mon Aug 19 13:04:08 2002
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,CHLA,CHLA_FLAG_W,OXYNIT,OXYNIT_FLAG_W,ARGON,ARGON_FLAG_W,CTDRAW,PHAEO,PHAEO_FLAG_W,THETA,METHAN,METHAN_FLAG_W,AZOTE,AZOTE_FLAG_W
,,,,,,,,,,,,DBAR,DEG C,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,%,,UMOL/KG,,UATM,,,,DEG C,UG/L,,NMOL/KG,,UMOL/KG,,DBAR,UG/L,,DEG C,NMOL/KG,,UMOL/KG,
 35A3CITHER1_2,   A06,168,1,6,6,2,19930225,2144,7.4395,-29.3325,5021,3995,2.352,34.893,2,34.857,3,253.8,2,253.9,2,42.98,2,19.17,2,0,2,1.4,2,0.007,2,0.004,2,-999,9,-999,9,-999,9,2250,3,-999,9,7.7463,2,25,-999,9,-999,9,15.87,2,4001,-999,9,2.0085,-999,9,587.3,2
 35A3CITHER1_2,   A06,168,1,5,5,2,19930225,2144,7.4395,-29.3325,5021,4194,2.329,34.889,2,34.889,2,253.5,2,251.9,2,44.71,2,19.45,2,0,2,1.42,2,0.006,2,0.004,2,-999,9,-999,9,-999,9,2204.7,3,-999,9,7.7388,2,25,-999,9,-999,9,-999,9,4200,-999,9,1.9632,-999,9,-999,9
 35A3CITHER1_2,   A06,168,1,4,4,2,19930225,2144,7.4395,-29.3325,5021,4394.7,2.322,34.886,2,34.886,2,252.5,2,251.4,2,45.78,2,19.58,2,0.01,2,1.43,2,0.012,2,0.004,2,-999,9,-999,9,-999,9,2211.6,2,-999,9,7.745,2,25,-999,9,-999,9,16.24,2,4400,-999,9,1.9328,-999,9,598.9,2
 35A3CITHER1_2,   A06,168,1,3,3,2,19930225,2144,7.4395,-29.3325,5021,4593.7,2.328,34.883,2,34.885,2,252.2,2,250.8,2,46.54,2,19.61,2,0.03,2,1.44,2,0.009,2,0.003,2,-999,9,-999,9,-999,9,2243.2,3,-999,9,7.7406,2,25,-999,9,-999,9,16.21,2,4599,-999,9,1.9148,-999,9,604.3,2
 35A3CITHER1_2,   A06,168,1,2,2,2,19930225,2144,7.4395,-29.3325,5021,4795.9,2.342,34.882,2,34.883,2,252,2,250.5,2,47.26,2,19.7,2,0.01,2,1.44,2,0.012,2,0.001,2,-999,9,-999,9,-999,9,2225.9,3,-999,9,7.7471,2,25,-999,9,-999,9,16.12,2,4802,-999,9,1.9035,-999,9,591.2,2
 35A3CITHER1_2,   A06,168,1,1,1,2,19930225,2144,7.4395,-29.3325,5021,5069.9,2.375,34.881,2,34.883,2,251.5,2,249.6,2,47.49,2,19.77,2,0.04,2,1.45,2,0.014,2,0.004,2,-999,9,-999,9,-999,9,2217,3,-999,9,7.7297,2,25,-999,9,-999,9,16.25,2,5076,-999,9,1.901,-999,9,600.6,2
 35A3CITHER1_2,   A06,169,1,32,32,2,19930226,447,7.45,-28.6657,4696,2.1,25.312,35.929,2,35.928,2,204.6,2,207.6,2,1.99,2,0.05,2,0,2,0,2,1.872,2,0.995,2,-999,9,-999,9,-999,9,-999,9,366.7,2,-999,9,-999,0.13,2,-999,9,-999,9,8,0.05,2,25.3115,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,31,31,2,19930226,447,7.45,-28.6657,4696,68.9,17.113,35.744,2,35.746,2,160.2,2,107.7,3,6.45,2,17.17,2,0.17,2,1.07,2,1.289,2,0.653,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,75,-999,9,17.1016,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,30,30,2,19930226,447,7.45,-28.6657,4696,118.1,13.803,35.401,2,35.401,2,92.2,2,95,2,8.75,2,22.5,2,0.01,2,1.45,2,1.012,2,0.481,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,124,-999,9,13.7861,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,29,29,2,19930226,447,7.45,-28.6657,4696,192.7,12.551,35.25,2,35.245,2,91.3,2,94.1,2,10.23,2,24.43,2,0,2,1.57,2,0.778,2,0.389,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,199,-999,9,12.525,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,28,28,2,19930226,447,7.45,-28.6657,4696,392.9,9.447,34.935,2,34.935,2,98.4,2,79.5,3,16.18,2,32.18,2,0,2,1.99,2,0.262,2,0.132,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,400,-999,9,9.4026,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,27,27,2,19930226,447,7.45,-28.6657,4696,592.2,7.356,34.761,2,34.76,2,86.5,2,87.2,2,22.21,2,35.69,2,0,2,2.24,2,0.051,2,0.024,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,600,-999,9,7.2976,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,26,26,2,19930226,447,7.45,-28.6657,4696,793.1,5.653,34.659,2,34.658,2,109.4,2,112.1,2,28.99,2,35.88,2,0,2,2.33,2,0.013,2,0,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,801,-999,9,5.584,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,25,25,2,19930226,447,7.45,-28.6657,4696,992.5,4.847,34.691,2,34.689,2,145.5,2,144.8,2,30.99,2,32.6,2,0,2,2.2,2,0.003,2,-0.002,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1000,-999,9,4.7652,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,24,24,2,19930226,447,7.45,-28.6657,4696,1092.3,4.789,34.753,2,34.751,2,156.8,2,153.8,2,29.29,2,31.05,2,0.02,2,2.08,2,0.004,2,0.001,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1100,-999,9,4.6986,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,23,23,2,19930226,447,7.45,-28.6657,4696,1191.2,4.764,34.841,2,34.84,2,172.1,2,172.2,2,26.3,2,27.94,2,0,2,1.88,2,0.018,2,0.005,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1199,-999,9,4.6646,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,22,22,2,19930226,447,7.45,-28.6657,4696,1292.4,4.677,34.909,2,34.904,2,192.7,2,191.3,2,23.83,2,24.69,2,0,2,1.69,2,0.025,2,0.015,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1300,-999,9,4.5689,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,21,21,2,19930226,447,7.45,-28.6657,4696,1392.8,4.508,34.949,2,34.949,2,211.2,2,209.5,2,21.76,2,22.45,2,0,2,1.54,2,0.032,2,0.012,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1400,-999,9,4.3922,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,20,20,2,19930226,447,7.45,-28.6657,4696,1493,4.35,34.974,2,34.972,2,226,2,225.3,2,19.98,2,20.69,2,0,2,1.42,2,0.02,3,0.017,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1500,-999,9,4.2265,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,19,19,2,19930226,447,7.45,-28.6657,4696,1592.6,4.21,34.976,2,34.976,2,234.5,2,231.4,2,19.75,2,19.94,2,0,2,1.38,2,0.04,2,0.015,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1600,-999,9,4.0788,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,18,18,2,19930226,447,7.45,-28.6657,4696,1693.7,4.07,34.98,2,34.979,2,241.1,2,238.5,2,19.47,2,19.18,2,0,2,1.33,2,0.045,2,0.023,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1701,-999,9,3.931,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,17,17,2,19930226,447,7.45,-28.6657,4696,1793,3.833,34.975,2,34.976,2,246.5,2,243.6,2,20.45,2,18.71,2,0,2,1.31,2,0.02,2,0.006,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1800,-999,9,3.6877,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,16,16,2,19930226,447,7.45,-28.6657,4696,1893.2,3.669,34.972,2,34.971,2,249.4,2,246.6,2,21.66,2,18.45,2,0,2,1.3,2,0.025,2,0.007,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,1900,-999,9,3.5165,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,15,15,2,19930226,447,7.45,-28.6657,4696,1993.4,3.541,34.966,2,34.965,2,250,2,247.2,2,23.21,2,18.46,2,0,2,1.31,2,0.015,2,0.004,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,2000,-999,9,3.3809,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,14,14,2,19930226,447,7.45,-28.6657,4696,2194.4,3.254,34.952,2,34.951,2,249.6,2,246.6,2,27.81,2,18.8,2,0,2,1.34,2,0.006,2,-0.002,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,2201,-999,9,3.0793,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,13,13,2,19930226,447,7.45,-28.6657,4696,2393.1,3.054,34.944,2,34.939,2,248.7,2,247.1,2,31.26,2,18.96,2,0,2,1.35,2,0.008,2,-0.002,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,2399,-999,9,2.8635,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,12,12,2,19930226,447,7.45,-28.6657,4696,2695.6,2.864,34.932,2,34.93,2,249.6,2,248,2,35.27,2,19.09,2,0,2,1.36,2,0.009,2,0.004,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,2701,-999,9,2.6473,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,11,11,2,19930226,447,7.45,-28.6657,4696,2994.2,2.74,34.924,2,34.923,2,247.7,2,246.9,2,38.68,2,19.38,2,0,2,1.38,2,0.019,2,0.003,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3000,-999,9,2.4955,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,10,10,2,19930226,447,7.45,-28.6657,4696,3195.7,2.646,34.916,2,34.915,2,249.2,2,250.1,2,40.41,2,19.31,2,0.01,2,1.38,2,0.004,2,0.002,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3201,-999,9,2.3826,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,9,9,2,19930226,447,7.45,-28.6657,4696,3393.4,2.526,34.909,2,34.905,2,251.6,2,250.9,2,42.4,2,19.27,2,0,2,1.38,2,0.011,2,0.005,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3399,-999,9,2.2445,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,8,8,2,19930226,447,7.45,-28.6657,4696,3595.4,2.432,34.902,2,34.895,2,252.7,2,252,2,44.37,2,19.18,2,0.04,2,1.37,2,0.005,2,0.006,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3601,-999,9,2.1309,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,7,7,2,19930226,447,7.45,-28.6657,4696,3794.3,2.374,34.896,2,34.892,2,253.5,2,252.6,2,45.98,2,19.37,2,0.01,2,1.39,2,0.007,2,0.005,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3800,-999,9,2.0525,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,6,6,2,19930226,447,7.45,-28.6657,4696,3993.6,2.338,34.891,2,34.872,3,253.4,2,252.2,2,47.57,2,19.5,2,0,2,1.4,2,0.012,2,0.003,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,3999,-999,9,1.995,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,5,5,2,19930226,447,7.45,-28.6657,4696,4194.4,2.321,34.889,2,34.888,2,252.7,2,251.3,2,49.06,2,19.72,2,0,2,1.41,2,0.018,2,0.007,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,4200,-999,9,1.9554,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,4,4,2,19930226,447,7.45,-28.6657,4696,4394.5,2.319,34.885,2,34.883,2,252,2,250.6,2,50.29,2,19.68,2,0.04,2,1.41,2,0.014,2,0.004,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,4400,-999,9,1.93,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,3,3,2,19930226,447,7.45,-28.6657,4696,4594.6,2.325,34.883,2,34.882,2,251.2,2,249.8,2,51.53,2,19.82,2,0.04,2,1.42,2,0.008,2,0.001,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,4600,-999,9,1.9118,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,2,2,2,19930226,447,7.45,-28.6657,4696,4692.4,2.338,34.883,2,34.885,2,250.5,2,249.8,2,51.37,2,19.95,2,0,2,1.43,2,0.017,2,0.006,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,4698,-999,9,1.9124,-999,9,-999,9
 35A3CITHER1_2,   A06,169,1,1,1,2,19930226,447,7.45,-28.6657,4696,4725.5,2.342,34.882,2,34.884,2,249.7,2,250.2,2,51.57,2,19.98,2,0,2,1.44,2,0.015,2,0.005,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,4731,-999,9,1.9122,-999,9,-999,9
 35A3CITHER1_2,   A06,170,1,32,32,2,19930226,1149,7.4575,-27.9883,4106,2.9,25.533,36.118,2,36.12,2,197.3,2,205.7,3,2.11,2,0.04,2,0,2,0,2,1.9,2,0.995,2,0.68,2,-999,9,-999,9,2028.8,2,378.8,2,8.1112,2,25,0.11,2,-999,9,10.42,2,9,0.06,2,25.5324,-999,9,387.3,2
 35A3CITHER1_2,   A06,170,1,31,31,2,19930226,1149,7.4575,-27.9883,4106,69.6,20.53,36.115,2,36.111,2,146.1,2,144.1,2,4.74,2,8.54,2,0.23,2,0.6,2,1.557,2,0.789,2,0.86,2,1.7,1,2.38,2,2145.9,2,-999,9,7.9259,2,25,-999,9,-999,9,11.59,2,76,-999,9,20.5168,-999,9,427.7,2
 35A3CITHER1_2,   A06,170,1,30,30,2,19930226,1149,7.4575,-27.9883,4106,118.4,13.989,35.431,2,35.421,3,81.6,2,-999,9,8.77,2,21.1,2,0.02,2,1.37,2,1.088,2,0.529,2,0.5,2,-999,5,2.6,2,2177,2,-999,9,7.7435,2,25,-999,9,-999,9,12.81,2,125,-999,9,13.9719,-999,9,469.5,2
 35A3CITHER1_2,   A06,170,1,29,29,2,19930226,1149,7.4575,-27.9883,4106,193.3,12.527,35.249,2,35.246,2,88.9,2,93.1,2,10.42,2,24.21,2,0.01,2,1.55,2,0.802,2,0.381,2,0.31,2,-999,5,2.86,2,2198.9,2,-999,9,7.6836,2,25,-999,9,-999,9,13.17,2,200,-999,9,12.501,-999,9,482.1,2
 35A3CITHER1_2,   A06,170,1,28,28,2,19930226,1149,7.4575,-27.9883,4106,393.6,9.393,34.904,2,34.9,2,103.8,2,97.8,3,15.83,2,30.03,2,0.01,2,1.89,2,0.351,2,0.167,2,0.14,2,-999,5,1.65,2,2207.7,2,-999,9,7.6277,2,25,-999,9,-999,9,13.93,2,401,-999,9,9.3487,-999,9,508.1,2
 35A3CITHER1_2,   A06,170,1,27,27,2,19930226,1149,7.4575,-27.9883,4106,591.7,7.819,34.838,2,34.838,2,71.8,2,73.1,2,21.33,2,36.19,2,0.01,2,2.25,2,0.017,3,0.013,2,0.07,2,1.74,1,2.47,2,2231.9,2,-999,9,7.5427,2,25,-999,9,-999,9,14.25,3,599,-999,9,7.7585,-999,9,521,3
 35A3CITHER1_2,   A06,170,1,26,26,2,19930226,1149,7.4575,-27.9883,4106,791.9,5.568,34.645,2,34.642,2,109.8,2,115.4,3,28.93,2,35.93,2,0.01,2,2.33,2,0.004,2,-0.002,2,-999,9,1.74,1,3.9,2,2241.4,2,-999,9,7.5511,2,25,-999,9,-999,9,14.96,2,800,-999,9,5.4996,-999,9,545.1,2
 35A3CITHER1_2,   A06,170,1,25,25,2,19930226,1149,7.4575,-27.9883,4106,991.8,4.935,34.741,2,34.738,2,137.3,2,144.1,3,29.13,2,32.2,2,0.01,2,2.14,2,0,2,-0.001,2,0.04,2,1.75,1,0.87,2,2213.4,2,-999,9,7.6003,2,25,-999,9,-999,9,15.16,2,1000,-999,9,4.8525,-999,9,549.5,2
 35A3CITHER1_2,   A06,170,1,24,24,2,19930226,1149,7.4575,-27.9883,4106,1092.4,4.767,34.815,2,34.809,2,155.2,2,161.8,3,27.53,2,29.14,2,0,2,1.97,2,0,2,-0.002,2,-999,9,-999,9,-999,9,2212.2,2,-999,9,7.6302,2,25,-999,9,-999,9,15.25,2,1100,-999,9,4.6766,-999,9,557,2
 35A3CITHER1_2,   A06,170,1,23,23,2,19930226,1149,7.4575,-27.9883,4106,1192.1,4.683,34.864,2,34.861,2,170.8,2,176.4,3,25.63,2,27,2,0.01,2,1.84,2,0.004,2,0.001,2,-999,9,1.72,1,3.85,2,2215.5,2,-999,9,7.654,2,25,-999,9,-999,9,15.18,2,1200,-999,9,4.5842,-999,9,550.1,2
 35A3CITHER1_2,   A06,170,1,22,22,2,19930226,1149,7.4575,-27.9883,4106,1292.8,4.579,34.92,2,34.921,2,195.5,2,196,2,22.97,2,23.96,2,0.01,2,1.65,2,0.016,2,0.007,2,-999,9,-999,9,-999,9,2186.7,2,-999,9,7.6828,2,25,-999,9,-999,9,15.54,2,1300,-999,9,4.4718,-999,9,557.5,2
 35A3CITHER1_2,   A06,170,1,21,21,2,19930226,1149,7.4575,-27.9883,4106,1393.5,4.449,34.961,2,34.959,2,211.5,2,216.7,2,20.3,2,21.27,2,0.01,2,1.48,2,0.034,2,0.015,2,-999,9,1.78,1,2.29,2,2187.4,2,-999,9,7.7181,2,25,-999,9,-999,9,15.27,2,1401,-999,9,4.3337,-999,9,555.1,2
 35A3CITHER1_2,   A06,170,1,20,20,2,19930226,1149,7.4575,-27.9883,4106,1492.4,4.262,34.974,2,34.974,2,228.2,2,229.3,2,19.31,2,19.84,2,0.01,2,1.38,2,0.032,2,0.014,2,-999,9,-999,9,-999,9,2182.3,2,-999,9,7.7339,2,25,-999,9,-999,9,15.43,2,1500,-999,9,4.1395,-999,9,559.4,2
 35A3CITHER1_2,   A06,170,1,19,19,2,19930226,1149,7.4575,-27.9883,4106,1593.9,4.113,34.975,2,34.976,2,236.7,2,234.6,2,19.21,2,19.24,2,0.01,2,1.36,2,0.031,2,0.013,2,-999,9,1.78,1,4.49,2,-999,9,-999,9,7.7392,2,25,-999,9,-999,9,15.64,2,1601,-999,9,3.9828,-999,9,567.6,2
 35A3CITHER1_2,   A06,170,1,18,18,2,19930226,1149,7.4575,-27.9883,4106,1692.4,3.916,34.977,2,34.977,2,242,2,240.9,2,19.54,2,18.42,2,0.03,2,1.32,2,0.021,2,0.009,2,-999,9,-999,9,-999,9,2171.4,2,-999,9,7.7444,2,25,-999,9,-999,9,15.57,2,1699,-999,9,3.779,-999,9,565.3,2
 35A3CITHER1_2,   A06,170,1,17,17,2,19930226,1149,7.4575,-27.9883,4106,1693,3.912,34.977,2,34.975,2,242.1,2,240.7,2,19.44,2,18.51,2,0.01,2,1.32,2,0.018,2,0.009,2,-999,9,-999,9,-999,9,2179.3,2,-999,9,7.7471,2,25,-999,9,-999,9,15.35,2,1700,-999,9,3.775,-999,9,555,3
 35A3CITHER1_2,   A06,170,1,16,16,2,19930226,1149,7.4575,-27.9883,4106,1793.6,3.739,34.973,2,34.972,2,246.2,2,244.9,2,20.34,2,18.13,2,0.01,2,1.3,2,0.016,2,0.007,2,-999,9,1.75,1,2.56,2,2173.7,2,-999,9,7.7492,2,25,-999,9,-999,9,15.38,2,1800,-999,9,3.5949,-999,9,560.3,2
 35A3CITHER1_2,   A06,170,1,15,15,2,19930226,1149,7.4575,-27.9883,4106,1894,3.613,34.964,2,34.965,2,246.2,2,244,2,22.06,2,18.39,2,0.01,2,1.33,2,0.008,2,0.001,2,-999,9,-999,9,-999,9,2175.8,2,-999,9,7.7464,2,25,-999,9,-999,9,-999,4,1901,-999,9,3.4613,-999,9,575.2,2
 35A3CITHER1_2,   A06,170,1,14,14,2,19930226,1149,7.4575,-27.9883,4106,1994.1,3.505,34.959,2,34.962,2,245.2,2,243.6,2,23.64,2,18.4,2,0.02,2,1.33,2,0.005,2,0.001,2,-999,9,1.73,1,1.95,2,2197.2,2,-999,9,7.7485,2,25,-999,9,-999,9,15.43,2,2001,-999,9,3.3454,-999,9,566.4,2
 35A3CITHER1_2,   A06,170,1,13,13,2,19930226,1149,7.4575,-27.9883,4106,2194.8,3.299,34.953,2,34.952,2,247.1,2,246.2,2,25.76,2,18.39,2,0.02,2,1.33,2,0.002,2,0,2,-999,9,1.79,1,2.56,2,2199.2,2,-999,9,7.7545,2,25,-999,9,-999,9,15.62,2,2201,-999,9,3.1235,-999,9,572.2,2
 35A3CITHER1_2,   A06,170,1,12,12,2,19930226,1149,7.4575,-27.9883,4106,2394,3.098,34.944,2,34.946,2,247.8,2,246.1,2,29.1,2,18.41,2,0.03,2,1.34,2,0.002,2,0.005,2,-999,9,-999,9,-999,9,2207.1,2,-999,9,7.7515,2,25,-999,9,-999,9,15.67,2,2400,-999,9,2.9067,-999,9,569.7,2
 35A3CITHER1_2,   A06,170,1,11,11,2,19930226,1149,7.4575,-27.9883,4106,2395.4,3.094,34.944,2,34.946,2,247.8,2,246.5,2,29.11,2,18.42,2,0.04,2,1.34,2,0.008,2,0.001,2,-999,9,-999,5,3.61,2,2203.4,2,-999,9,7.7515,2,25,-999,9,-999,9,-999,4,2401,-999,9,2.9026,-999,9,576.5,2
 35A3CITHER1_2,   A06,170,1,10,10,2,19930226,1149,7.4575,-27.9883,4106,2593.9,2.938,34.937,2,34.939,2,248.9,2,248,2,31.49,2,18.33,2,0.04,2,1.34,2,0.002,2,-0.002,2,-999,9,1.76,1,5.7,2,2191.3,2,-999,9,7.7528,2,25,-999,9,-999,9,15.8,2,2600,-999,9,2.73,-999,9,576.6,2
 35A3CITHER1_2,   A06,170,1,9,9,2,19930226,1149,7.4575,-27.9883,4106,2794.7,2.819,34.931,2,34.929,2,249.1,2,248.7,2,33.64,2,18.33,2,0.04,2,1.35,2,0.001,2,0.003,2,-999,9,1.74,1,0.14,2,2220.3,3,-999,9,7.7511,2,25,-999,9,-999,9,15.94,2,2800,-999,9,2.5932,-999,9,588.3,3
 35A3CITHER1_2,   A06,170,1,8,8,2,19930226,1149,7.4575,-27.9883,4106,2994.3,2.701,34.921,2,34.92,2,249.7,2,249.2,2,36.13,2,18.32,2,0.02,2,1.35,2,0.003,2,-0.002,2,-999,9,-999,5,1.77,2,2220.4,3,-999,9,7.7485,2,25,-999,9,-999,9,15.8,2,3000,-999,9,2.4574,-999,9,577.8,2
 35A3CITHER1_2,   A06,170,1,7,7,2,19930226,1149,7.4575,-27.9883,4106,3195.8,2.628,34.915,2,34.914,2,249.5,2,248.9,2,37.88,2,18.6,2,0.05,2,1.37,2,0.002,2,0,2,-999,9,1.79,1,3.33,2,2207.7,2,-999,9,7.7502,2,25,-999,9,-999,9,15.86,2,3201,-999,9,2.365,-999,9,579.7,2
 35A3CITHER1_2,   A06,170,1,6,6,2,19930226,1149,7.4575,-27.9883,4106,3393.9,2.55,34.91,2,34.912,2,249.2,2,249.5,2,39.38,2,18.6,2,0.03,2,1.37,2,0.003,2,0.001,2,-999,9,-999,5,3.54,2,2213,2,-999,9,7.7499,2,25,-999,9,-999,9,15.96,2,3400,-999,9,2.2678,-999,9,582.7,2
 35A3CITHER1_2,   A06,170,1,5,5,2,19930226,1149,7.4575,-27.9883,4106,3594.2,2.455,34.903,2,34.903,2,251.1,2,250.8,2,41.13,2,18.57,2,0.03,2,1.38,2,0.001,2,0.002,2,-999,9,1.78,1,2.98,2,2215.7,2,-999,9,7.7503,2,25,-999,9,-999,9,16.01,2,3600,-999,9,2.1535,-999,9,586.5,2
 35A3CITHER1_2,   A06,170,1,4,4,2,19930226,1149,7.4575,-27.9883,4106,3794.9,2.386,34.896,2,34.897,2,253.1,2,252.9,2,42.19,2,18.58,2,0.04,2,1.39,2,0.009,2,0.003,2,-999,9,-999,5,2.68,2,2234.1,3,-999,9,7.7476,2,25,-999,9,-999,9,15.98,2,3801,-999,9,2.0641,-999,9,587.1,2
 35A3CITHER1_2,   A06,170,1,3,3,2,19930226,1149,7.4575,-27.9883,4106,3894.5,2.352,34.894,2,34.896,2,253.2,2,253,2,43.42,2,18.61,2,0.05,2,1.39,2,0.007,2,0.002,2,-999,9,-999,9,-999,9,2244.8,3,-999,9,7.7471,2,25,-999,9,-999,9,16.25,3,3900,-999,9,2.0199,-999,9,600.2,3
 35A3CITHER1_2,   A06,170,1,2,2,2,19930226,1149,7.4575,-27.9883,4106,3995,2.328,34.891,2,34.892,2,252.7,2,252.2,2,45.12,2,18.56,2,0.04,2,1.4,2,0.014,2,0.003,2,-999,9,-999,5,4.15,2,2235.8,3,-999,9,7.7468,2,25,-999,9,-999,9,16.07,2,4001,-999,9,1.9852,-999,9,592.1,2
 35A3CITHER1_2,   A06,170,1,1,1,2,19930226,1149,7.4575,-27.9883,4106,4141.3,2.317,34.888,2,34.89,2,252,2,251.2,2,46.1,2,19.02,2,0.07,2,1.41,2,0.026,2,0.005,2,-999,9,-999,9,-999,9,2224.3,2,-999,9,7.7465,2,25,-999,9,-999,9,16.12,2,4147,-999,9,1.9577,-999,9,594.8,2
