BOTTLE,20080905WHPSIODBK
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20080905
#original HYD file: a22hy.txt   Fri Sep  5 06:56:54 2008
#original SUM file: a22su.txt   Fri Sep  5 07:25:27 2008
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDRAW,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,THETA,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,TCARBN,TCARBN_FLAG_W,PCO2,PCO2_FLAG_W,ALKALI,ALKALI_FLAG_W,PH,PH_FLAG_W,C14ERR,DELHER,HELIER,NEONER,TRITER
,,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,ITS-90,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,UMOL/KG,,UATM,,UMOL/KG,,25_DEG,,/MILLE,PERCNT,NMOL/KG,NMOL/KG,TU
     316N151_4,   A22,    39,  1,     22,     22,2,19970823,2320, 21.4958, -65.9995, 5451, 8164.5,    802.0,   9.0372,  35.1445,2,  35.1430,2,    130.8,2,  8.9468,    131.1,2,    15.27,2,    26.66,2,     0.00,2,     1.70,2,    0.323,2,    0.181,2,    0.002,2, -999.000,9,   1.7994,2,     4.53,2,   -999.0,9,  -999.00,9,   7.652,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0090,   0.038,-999.000
     316N151_4,   A22,    39,  1,     21,     21,2,19970823,2320, 21.4958, -65.9995, 5451, 9173.7,    903.0,   7.4074,  34.9511,2,  34.9517,2,    132.0,2,  7.3158,    132.3,2,    19.73,2,    29.48,2,     0.00,2,     1.92,2,    0.143,2,    0.086,2,    0.003,2,    0.221,2,   1.8209,2,     2.05,2,   -999.0,9,  -999.00,9,   7.878,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0091,   0.039,   0.010
     316N151_4,   A22,    39,  1,     20,     20,2,19970823,2320, 21.4958, -65.9995, 5451,10176.6,   1003.3,   6.9613,  34.9628,2,  34.9633,2,    145.4,2,  6.8623,    145.1,2,    19.91,2,    28.36,2,     0.00,2,     1.86,2,    0.153,2,    0.086,2,    0.002,2,    0.207,2,   1.8074,2,     2.61,2,   -999.0,9,  -999.00,9,   7.667,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0090,   0.038,   0.010
     316N151_4,   A22,    39,  1,     19,     19,2,19970823,2320, 21.4958, -65.9995, 5451,11179.5,   1103.6,   6.2872,  34.9874,2,  34.9886,2,    168.0,2,  6.1830,    169.3,2,    18.92,6,    25.89,6,     0.00,6,     1.71,6,    0.203,2,    0.115,2,    0.008,2,    0.235,2,   1.8549,2,     2.01,2,   -999.0,9,  -999.00,9,   8.026,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0093,   0.040,   0.010
     316N151_4,   A22,    39,  1,     18,     18,2,19970823,2320, 21.4958, -65.9995, 5451,13144.0,   1300.2,   5.3079,  35.0401,2,  35.0405,2,    217.6,2,  5.1928,    218.2,2,    14.85,2,    20.86,2,     0.00,2,     1.38,2,    0.572,2,    0.291,2,    0.021,2, -999.000,9,   1.8271,2,     4.29,2,   -999.0,9,  -999.00,9,   7.980,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0091,   0.040,-999.000
     316N151_4,   A22,    39,  1,     17,     17,2,19970823,2320, 21.4958, -65.9995, 5451,15155.5,   1501.2,   4.4977,  35.0184,2,  35.0192,2,    248.4,2,  4.3718,    247.9,2,    12.73,2,    18.61,2,     0.00,2,     1.24,2,    0.761,2,    0.391,2,    0.028,2,    0.597,2,   1.8281,2,     5.26,2,   -999.0,9,  -999.00,9,   8.008,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0091,   0.040,   0.012
     316N151_4,   A22,    39,  1,     16,     16,2,19970823,2320, 21.4958, -65.9995, 5451,17633.6,   1749.0,   4.0256,  34.9942,2,  34.9958,2,    257.7,2,  3.8819,    257.5,2,    13.40,2,    18.29,2,     0.00,2,     1.22,2,    0.602,2,    0.307,2,    0.019,2,    0.468,2,   1.8310,2,     3.76,2,   -999.0,9,  -999.00,9,   7.947,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0092,   0.040,   0.011
     316N151_4,   A22,    39,  1,     15,     15,2,19970823,2320, 21.4958, -65.9995, 5451,20157.6,   2001.2,   3.7410,  34.9833,2,  34.9848,2,    260.4,2,  3.5772,    259.9,2,    14.87,2,    18.16,2,     0.00,2,     1.22,2,    0.439,2,    0.229,2,    0.015,2, -999.000,9,   1.8496,2,     2.41,2,   -999.0,9,  -999.00,9,   8.011,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0092,   0.040,-999.000
     316N151_4,   A22,    39,  1,     14,     14,2,19970823,2320, 21.4958, -65.9995, 5451,22660.2,   2251.4,   3.4672,  34.9738,2,  34.9756,2,    259.2,2,  3.2834,    260.5,2,    17.14,2,    18.33,2,     0.00,2,     1.23,2,    0.283,6,    0.148,6,    0.007,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    39,  1,     13,     13,2,19970823,2320, 21.4958, -65.9995, 5451,25165.1,   2501.7,   3.2100,  34.9593,2,  34.9613,2,    262.4,2,  3.0060,    261.6,2,    19.01,2,    18.29,2,     0.00,2,     1.24,2,    0.271,2,    0.143,2,    0.009,2,    0.239,2,   1.8592,2,     1.71,2,   -999.0,9,  -999.00,9,   8.056,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0093,   0.040,   0.010
     316N151_4,   A22,    39,  1,     12,     12,2,19970823,2320, 21.4958, -65.9995, 5451,27608.7,   2746.0,   2.9809,  34.9456,2,  34.9479,2,    263.4,2,  2.7567,    263.0,2,    20.71,6,    18.36,6,     0.00,6,     1.24,6,    0.284,2,    0.148,2,    0.013,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    39,  1,     11,     11,2,19970823,2320, 21.4958, -65.9995, 5451,30146.9,   2999.7,   2.7863,  34.9332,2,  34.9346,2,    265.9,2,  2.5403,    265.6,2,    21.34,2,    18.04,2,     0.00,2,     1.23,2,    0.377,2,    0.187,2,    0.018,2,    0.295,2,   1.8612,2,     2.41,2,   -999.0,9,  -999.00,9,   8.086,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0093,   0.040,   0.010
     316N151_4,   A22,    39,  1,     10,     10,2,19970823,2320, 21.4958, -65.9995, 5451,32637.5,   3248.7,   2.6141,  34.9231,2,  34.9222,2,    267.5,2,  2.3458,    267.5,2,    22.42,2,    18.00,2,     0.00,2,     1.23,2,    0.445,2,    0.226,2,    0.018,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    39,  1,      9,      9,2,19970823,2320, 21.4958, -65.9995, 5451,35126.5,   3497.4,   2.4781,  34.9138,2,  34.9138,2,    268.7,2,  2.1866,    268.3,2,    23.59,2,    18.01,2,     0.00,2,     1.23,2,    0.489,2,    0.256,2,    0.016,2,    0.375,2,   1.8651,2,     3.02,2,   -999.0,9,  -999.00,9,   8.143,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0093,   0.041,   0.011
     316N151_4,   A22,    39,  1,      8,      8,2,19970823,2320, 21.4958, -65.9995, 5451,37680.1,   3752.7,   2.3908,  34.9075,2,  34.9069,2,    268.1,2,  2.0735,    267.9,2,    25.66,2,    18.16,2,     0.00,2,     1.24,2,    0.490,2,    0.248,2,    0.021,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    39,  1,      7,      7,2,19970823,2320, 21.4958, -65.9995, 5451,40106.5,   3995.2,   2.3488,  34.9030,2,  34.9027,2,    267.0,2,  2.0053,    267.3,2,    27.23,2,    18.41,2,     0.00,2,     1.26,2,    0.457,2,    0.231,2,    0.019,2,    0.354,2,   1.8933,2,     3.07,2,   -999.0,9,  -999.00,9,   8.247,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0095,   0.041,   0.011
     316N151_4,   A22,    39,  1,      6,      6,2,19970823,2320, 21.4958, -65.9995, 5451,42636.0,   4248.0,   2.3275,  34.8992,2,  34.8995,2,    266.0,2,  1.9554,    266.3,2,    29.00,2,    18.56,2,     0.00,2,     1.28,2,    0.374,2,    0.195,2,    0.017,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    39,  1,      5,      5,2,19970823,2320, 21.4958, -65.9995, 5451,45136.4,   4497.9,   2.3149,  34.8959,2,  34.8924,2,    264.7,2,  1.9135,    265.1,2,    30.57,2,    18.84,2,     0.00,2,     1.29,2, -999.000,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    39,  1,      4,      4,2,19970823,2320, 21.4958, -65.9995, 5451,47639.4,   4748.2,   2.3104,  34.8926,2,  34.8907,2,    263.5,2,  1.8788,    263.8,2,    32.44,2,    19.07,2,     0.00,2,     1.31,2,    0.338,6,    0.178,6,    0.018,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    39,  1,      3,      3,2,19970823,2320, 21.4958, -65.9995, 5451,50150.3,   4999.1,   2.3005,  34.8882,2,  34.8877,2,    261.6,2,  1.8380,    261.9,2,    35.25,6,    19.56,6,     0.00,6,     1.34,6,    0.288,2,    0.154,2,    0.019,2,    0.243,2,   1.9313,2,     2.60,2,   -999.0,9,  -999.00,9,   8.381,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0097,   0.042,   0.010
     316N151_4,   A22,    39,  1,      2,      2,2,19970823,2320, 21.4958, -65.9995, 5451,52666.7,   5250.7,   2.2777,  34.8820,2,  34.8804,2,    259.9,2,  1.7839,    259.5,2,    38.78,2,    20.07,2,     0.00,2,     1.38,2,    0.226,6,    0.125,6,    0.017,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    39,  1,      1,      1,2,19970823,2320, 21.4958, -65.9995, 5451,56217.2,   5605.7,   1.9879,  34.8406,2,  34.8396,2,    245.8,2,  1.4586,    247.1,2,    59.51,6,    23.35,6,     0.00,6,     1.61,6,    0.049,2,    0.040,2,    0.009,2, -999.000,9,   1.9109,2,     2.11,2,   -999.0,9,  -999.00,9,   8.322,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.0,    0.15,  0.0096,   0.042,-999.000
     316N151_4,   A22,    40,  1,     34,     34,2,19970824,0637, 22.2060, -65.9965, 5648,  193.9,      2.8,  28.7733,  36.2851,2,  36.2874,2,    202.0,2, 28.7726,    205.6,2,     0.87,2,     0.01,2,     0.00,2,     0.00,2,    1.631,2,    0.989,2,    0.124,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2003.7,2,    259.0,2,   2374.5,2,   8.1260,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     33,     33,2,19970824,0637, 22.2060, -65.9965, 5648,  656.2,     49.4,  27.9725,  36.4236,2,  36.4350,2,    215.2,2, 27.9608,    215.7,2,     0.93,2,     0.01,2,     0.00,2,     0.00,2,    1.754,2,    1.040,2,    0.132,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2008.5,2,    258.0,2,   2385.8,6,   8.1290,6,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     32,     32,2,19970824,0637, 22.2060, -65.9965, 5648, 1155.6,     99.7,  24.6033,  37.0621,2,  37.0633,2,    219.6,2, 24.5818,    216.4,2,     0.58,2,     0.01,2,     0.00,2,     0.01,2,    1.953,6,    1.132,6,    0.141,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2053.0,2,    277.0,2,   2421.9,2,   8.1050,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     31,     31,2,19970824,0637, 22.2060, -65.9965, 5648, 1685.7,    152.9,  22.6019,  37.0726,2,  37.0845,2,    197.3,2, 22.5708,    206.6,2,     0.44,2,     0.17,2,     0.09,2,     0.02,2,    2.081,2,    1.195,2,    0.138,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2080.5,2,    316.0,2,   2432.4,3,   8.0670,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     30,     30,2,19970824,0637, 22.2060, -65.9965, 5648, 2166.2,    200.8,  19.9364,  36.7899,2,  36.7792,2,    187.9,2, 19.8989,    187.7,2,     0.59,2,     1.67,2,     0.01,2,     0.05,2,    2.279,2,    1.274,2,    0.037,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2102.2,2,    373.0,2,   2402.3,2,   8.0090,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     29,     29,2,19970824,0637, 22.2060, -65.9965, 5648, 2675.7,    251.7,  18.5549,  36.5947,2,  36.5944,2,    192.5,2, 18.5104,    196.3,2,     0.95,2,     3.17,2,     0.01,2,     0.13,2,    2.361,2,    1.307,2,    0.023,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2095.6,2,    380.0,2,   2393.0,2,   8.0010,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     28,     28,2,19970824,0637, 22.2060, -65.9965, 5648, 3153.8,    299.8,  18.1034,  36.5355,2,  36.5364,2,    191.0,2, 18.0511,    204.6,2,     1.10,2,     3.73,2,     0.01,2,     0.18,2,    2.392,2,    1.317,2,    0.036,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2093.8,2,    381.0,2,   2388.1,2,   8.0010,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     27,     27,2,19970824,0637, 22.2060, -65.9965, 5648, 4156.6,    400.7,  16.2727,  36.2407,2,  36.2447,2,    171.2,2, 16.2076,    174.3,2,     2.86,2,     9.46,2,     0.01,2,     0.53,2,    2.059,2,    1.093,2,    0.017,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2128.4,2,    485.0,2,   2373.2,2,   7.9150,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     26,     26,2,19970824,0637, 22.2060, -65.9965, 5648, 5163.8,    501.7,  13.3201,  35.7240,2,  35.7296,2,    144.4,2, 13.2487,    143.6,2,     6.71,2,    17.54,2,     0.00,2,     1.06,2,    1.361,2,    0.710,2,    0.011,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2162.2,2,    656.0,2,   2344.6,2,   7.7980,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     25,     25,2,19970824,0637, 22.2060, -65.9965, 5648, 6151.0,    600.6,  10.8635,  35.2633,2,  35.2628,2,    125.2,2, 10.7885,    125.7,2,    11.37,2,    24.27,2,     0.00,2,     1.53,2,    0.812,2,    0.435,2,    0.007,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2186.0,2,    834.0,2,   2324.4,2,   7.6990,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     24,     24,2,19970824,0637, 22.2060, -65.9965, 5648, 7149.0,    700.5,   9.4456,  35.0302,2,  35.0302,2,    120.0,2,  9.3651,    119.8,2,    14.23,2,    27.64,2,     0.00,2,     1.76,2,    0.571,2,    0.312,2,    0.001,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2197.4,2,    950.0,2,   2314.1,2,   7.6510,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     23,     23,2,19970824,0637, 22.2060, -65.9965, 5648, 8148.9,    800.3,   8.5414,  34.9268,2,  34.9259,2,    124.0,2,  8.4543,    121.7,2,    16.89,2,    29.38,2,     0.00,2,     1.90,2,    0.387,2,    0.210,2,    0.000,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2203.1,2,    996.0,2,   2311.6,2,   7.6230,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     22,     22,2,19970824,0637, 22.2060, -65.9965, 5648, 9138.7,    899.3,   8.2088,  34.9612,2,  34.9618,2,    131.0,2,  8.1125,    127.3,2,    17.96,2,    29.11,2,     0.00,2,     1.88,2,    0.293,2,    0.163,2,    0.000,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2203.1,2,    980.0,2,   2314.6,2,   7.6380,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     21,     21,2,19970824,0637, 22.2060, -65.9965, 5648,10142.5,    999.7,   7.7709,  35.0080,2,  35.0071,2,    139.0,2,  7.6662,    137.0,2,    18.71,2,    28.25,2,     0.00,2,     1.83,2,    0.200,2,    0.112,2,    0.001,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2201.1,2,    944.0,2,   2318.3,2,   7.6480,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     20,     20,2,19970824,0637, 22.2060, -65.9965, 5648,11130.8,   1098.6,   6.7684,  34.9319,2,  34.9304,2,    150.1,2,  6.6608,    143.6,2,    20.96,2,    29.00,2,     0.00,2,     1.90,2,    0.134,2,    0.067,2,    0.001,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2204.9,3,   -999.0,9,   2316.4,2,   7.6380,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     19,     19,2,19970824,0637, 22.2060, -65.9965, 5648,13136.8,   1299.3,   5.7946,  35.0659,2,  35.0682,2,    213.2,2,  5.6747,    207.6,2,    14.62,2,    21.32,2,     0.00,2,     1.40,2,    0.518,6,    0.264,6,    0.011,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2176.6,2,    797.0,2,   2320.3,2,   7.7170,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     18,     18,2,19970824,0637, 22.2060, -65.9965, 5648,15153.3,   1501.0,   4.7764,  35.0334,2,  35.0359,2,    243.3,2,  4.6472,    240.2,2,    13.16,2,    19.08,2,     0.00,2,     1.26,2,    0.724,2,    0.366,2,    0.016,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2165.8,2,    757.0,2,   2318.2,2,   7.7360,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     17,     17,2,19970824,0637, 22.2060, -65.9965, 5648,17663.1,   1751.9,   4.0746,  34.9925,2,  34.9934,2,    257.9,2,  3.9300,    257.9,2,    13.12,2,    18.17,2,     0.00,2,     1.21,2,    0.748,2,    0.368,2,    0.025,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2159.9,2,    737.0,2,   2315.2,2,   7.7470,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     16,     16,2,19970824,0637, 22.2060, -65.9965, 5648,20221.1,   2007.6,   3.7239,  34.9788,2,  34.9799,2,    261.1,2,  3.5597,    261.0,2,    14.77,2,    18.09,2,     0.00,2,     1.21,2,    0.539,2,    0.269,2,    0.014,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2159.9,2,    732.0,2,   2316.1,2,   7.7500,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     15,     15,2,19970824,0637, 22.2060, -65.9965, 5648,22658.5,   2251.2,   3.5558,  34.9867,2,  34.9866,2,    257.3,2,  3.3705,    257.2,2,    18.13,2,    18.60,2,     0.00,2,     1.25,2,    0.124,2,    0.071,2,    0.005,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2163.5,2,    726.0,2,   2320.3,2,   7.7500,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     14,     14,2,19970824,0637, 22.2060, -65.9965, 5648,25139.4,   2499.2,   3.2236,  34.9644,2,  34.9631,2,    259.4,2,  3.0196,    259.6,2,    20.49,2,    18.69,2,     0.00,2,     1.25,2,    0.168,2,    0.096,2,    0.006,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2164.5,2,    729.0,2,   2321.7,2,   7.7520,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     13,     13,2,19970824,0637, 22.2060, -65.9965, 5648,27610.4,   2746.1,   2.9857,  34.9486,2,  34.9498,2,    259.7,2,  2.7614,    259.8,2,    23.05,2,    18.73,2,     0.00,2,     1.27,2,    0.148,2,    0.081,2,    0.004,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2165.3,2,    727.0,2,   2324.7,2,   7.7510,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     12,     12,2,19970824,0637, 22.2060, -65.9965, 5648,30149.2,   2999.9,   2.7858,  34.9350,2,  34.9359,2,    261.7,2,  2.5397,    261.6,2,    24.41,2,    18.70,2,     0.00,2,     1.27,2,    0.188,6,    0.099,6,    0.003,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2166.7,2,    729.0,2,   2325.4,2,   7.7530,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     11,     11,2,19970824,0637, 22.2060, -65.9965, 5648,32651.2,   3249.9,   2.6196,  34.9237,2,  34.9248,2,    263.6,2,  2.3510,    263.1,2,    26.06,2,    18.74,2,     0.00,2,     1.27,2,    0.221,2,    0.116,2,    0.010,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2168.5,2,    731.0,2,   2323.1,2,   7.7490,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,     10,     10,2,19970824,0637, 22.2060, -65.9965, 5648,35139.1,   3498.7,   2.4818,  34.9148,2,  34.9142,2,    265.4,2,  2.1900,    264.9,2,    26.92,2,    18.62,2,     0.00,2,     1.27,2,    0.236,2,    0.122,2,    0.008,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2168.7,2,    734.0,2,   2326.3,2,   7.7510,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,      9,      9,2,19970824,0637, 22.2060, -65.9965, 5648,37629.4,   3747.6,   2.3903,  34.9076,2,  34.9075,2,    267.2,2,  2.0736,    265.9,2,    27.48,2,    18.46,2,     0.00,2,     1.26,2,    0.292,2,    0.154,2,    0.013,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2169.6,2,    735.0,2,   2322.9,2,   7.7490,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,      8,      8,2,19970824,0637, 22.2060, -65.9965, 5648,40166.8,   4001.2,   2.3364,  34.9028,2,  34.9016,2,    265.5,2,  1.9926,    265.9,2,    28.83,2,    18.63,2,     0.00,2,     1.27,2,    0.280,2,    0.150,2,    0.014,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2170.5,2,    737.0,2,   2326.9,2,   7.7500,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,      7,      7,2,19970824,0637, 22.2060, -65.9965, 5648,42708.3,   4255.2,   2.3045,  34.8973,2,  34.8974,2,    265.5,2,  1.9323,    265.3,2,    30.48,2,    18.86,2,     0.00,2,     1.29,2,    0.285,2,    0.152,2,    0.016,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2172.4,2,    741.0,2,   2326.6,2,   7.7430,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
     316N151_4,   A22,    40,  1,      6,      6,2,19970824,0637, 22.2060, -65.9965, 5648,45168.5,   4501.1,   2.2928,  34.8939,2,  34.8930,2,    264.8,2,  1.8918,    264.7,2,    31.84,2,    18.99,2,     0.00,2,     1.30,2,    0.350,2,    0.181,2,    0.022,2, -999.000,9,-999.0000,5,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,   2175.4,2,    745.0,2,   2331.1,2,   7.7460,2,  -999.0, -999.00,-999.0000,-999.000,-999.000
